source_row_id,raw_row_id,source_id,univ_id,admission_year,raw_table_index,raw_row_index,raw_section_title,raw_header_json,raw_cells_json,raw_admission_group,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,raw_parse_warning,univ_name_std,adiga_univ_code_str,seed_status,source_url,http_status,parse_status,raw_html_exists,recruitment_unit_len,recruitment_unit_leading_trailing_space_flag,recruitment_unit_multi_space_flag,recruitment_unit_newline_flag,recruitment_unit_html_entity_flag,recruitment_unit_annotation_flag,recruitment_unit_description_like_flag,recruitment_unit_text_anomaly_flag,recruitment_n_num,competition_rate_num,additional_admit_last_rank_num,univ_score_70cut_num,univ_score_max_num,percentile_70cut_num,univ_score_ratio_pct,range_check,logic_check,numeric_qa_status,has_recruitment_n,has_competition_rate,has_additional_rank,has_univ_score_70cut,has_univ_score_max,has_percentile_70cut,has_univ_score_ratio,admission_group_clean,selection_family,selection_review_flag,raw_header_col_n,raw_cell_col_n,parser_header_width_anomaly_flag,parser_missing_required_header_flag,parser_header_only_row_flag,parser_description_table_candidate_flag,parser_anomaly_candidate_flag,score_comparability_tier,score_comparability_note,recruitment_unit_structure
13,SRC_0000019_2025_0001_T72_R4,SRC_0000019_2025_0001,U0000019,2024,72,4,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""사회학과"", ""10"", ""5.50:1"", ""0"", ""403.9"", ""-"", ""97.75""]",‘ 나 ’ 군,사회학과,10,5.50:1,0,403.9,-,97.75,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,4,False,False,False,False,False,False,False,10.0,5.5,0.0,403.9,,97.75,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,department_like
14,SRC_0000019_2025_0001_T72_R5,SRC_0000019_2025_0001,U0000019,2024,72,5,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""인류학과"", ""1"", ""18:1"", ""0"", ""Θ"", ""-"", ""Θ""]",‘ 나 ’ 군,인류학과,1,18:1,0,Θ,-,Θ,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,4,False,False,False,False,False,False,False,1.0,18.0,0.0,,,,,PASS,PASS,WARN,True,True,True,False,False,False,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier D,입결 점수 필드 부족,department_like
15,SRC_0000019_2025_0001_T72_R6,SRC_0000019_2025_0001,U0000019,2024,72,6,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""심리학과"", ""9"", ""5.11:1"", ""2"", ""404.9"", ""-"", ""97.25""]",‘ 나 ’ 군,심리학과,9,5.11:1,2,404.9,-,97.25,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,4,False,False,False,False,False,False,False,9.0,5.11,2.0,404.9,,97.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,department_like
16,SRC_0000019_2025_0001_T72_R7,SRC_0000019_2025_0001,U0000019,2024,72,7,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""지리학과"", ""9"", ""3.78:1"", ""0"", ""403.6"", ""-"", ""97.50""]",‘ 나 ’ 군,지리학과,9,3.78:1,0,403.6,-,97.50,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,4,False,False,False,False,False,False,False,9.0,3.78,0.0,403.6,,97.5,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,department_like
17,SRC_0000019_2025_0001_T72_R8,SRC_0000019_2025_0001,U0000019,2024,72,8,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""사회복지학과"", ""6"", ""6.50:1"", ""0"", ""400.9"", ""-"", ""95""]",‘ 나 ’ 군,사회복지학과,6,6.50:1,0,400.9,-,95,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,6,False,False,False,False,False,False,False,6.0,6.5,0.0,400.9,,95.0,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,department_like
18,SRC_0000019_2025_0001_T72_R9,SRC_0000019_2025_0001,U0000019,2024,72,9,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""언론정보학과"", ""7"", ""5.43:1"", ""0"", ""405.7"", ""-"", ""94.75""]",‘ 나 ’ 군,언론정보학과,7,5.43:1,0,405.7,-,94.75,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,6,False,False,False,False,False,False,False,7.0,5.43,0.0,405.7,,94.75,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,department_like
19,SRC_0000019_2025_0001_T72_R10,SRC_0000019_2025_0001,U0000019,2024,72,10,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""수리과학부"", ""10"", ""5.90:1"", ""0"", ""420.2"", ""-"", ""98.50""]",‘ 나 ’ 군,수리과학부,10,5.90:1,0,420.2,-,98.50,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,5,False,False,False,False,False,False,False,10.0,5.9,0.0,420.2,,98.5,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like
20,SRC_0000019_2025_0001_T72_R11,SRC_0000019_2025_0001,U0000019,2024,72,11,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""통계학과"", ""8"", ""8.13:1"", ""4"", ""413.6"", ""-"", ""95.50""]",‘ 나 ’ 군,통계학과,8,8.13:1,4,413.6,-,95.50,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,4,False,False,False,False,False,False,False,8.0,8.13,4.0,413.6,,95.5,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,department_like
21,SRC_0000019_2025_0001_T72_R12,SRC_0000019_2025_0001,U0000019,2024,72,12,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""물리 · 천문학부 물리학전공"", ""13"", ""5.54:1"", ""3"", ""412.0"", ""-"", ""95.25""]",‘ 나 ’ 군,물리 · 천문학부 물리학전공,13,5.54:1,3,412.0,-,95.25,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,15,False,False,False,False,False,False,False,13.0,5.54,3.0,412.0,,95.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like
22,SRC_0000019_2025_0001_T72_R13,SRC_0000019_2025_0001,U0000019,2024,72,13,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""물리 · 천문학부 천문학전공"", ""5"", ""9:1"", ""1"", ""410.3"", ""-"", ""96.50""]",‘ 나 ’ 군,물리 · 천문학부 천문학전공,5,9:1,1,410.3,-,96.50,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,15,False,False,False,False,False,False,False,5.0,9.0,1.0,410.3,,96.5,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like
23,SRC_0000019_2025_0001_T72_R14,SRC_0000019_2025_0001,U0000019,2024,72,14,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""화학부"", ""17"", ""4.18:1"", ""1"", ""408.7"", ""-"", ""98.25""]",‘ 나 ’ 군,화학부,17,4.18:1,1,408.7,-,98.25,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,3,False,False,False,False,False,False,False,17.0,4.18,1.0,408.7,,98.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like
24,SRC_0000019_2025_0001_T72_R15,SRC_0000019_2025_0001,U0000019,2024,72,15,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""생명과학부"", ""23"", ""4.13:1"", ""7"", ""410.3"", ""-"", ""97.75""]",‘ 나 ’ 군,생명과학부,23,4.13:1,7,410.3,-,97.75,1개 선두 컬럼 rowspan 승계,서울대학교,0000019,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,5,False,False,False,False,False,False,False,23.0,4.13,7.0,410.3,,97.75,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like
