source_row_id,raw_row_id,source_id,univ_id,admission_year,raw_table_index,raw_row_index,raw_section_title,raw_header_json,raw_cells_json,raw_admission_group,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,raw_parse_warning,univ_name_std,adiga_univ_code_str,seed_status,source_url,http_status,parse_status,raw_html_exists,recruitment_unit_len,recruitment_unit_leading_trailing_space_flag,recruitment_unit_multi_space_flag,recruitment_unit_newline_flag,recruitment_unit_html_entity_flag,recruitment_unit_annotation_flag,recruitment_unit_description_like_flag,recruitment_unit_text_anomaly_flag,recruitment_n_num,competition_rate_num,additional_admit_last_rank_num,univ_score_70cut_num,univ_score_max_num,percentile_70cut_num,univ_score_ratio_pct,range_check,logic_check,numeric_qa_status,has_recruitment_n,has_competition_rate,has_additional_rank,has_univ_score_70cut,has_univ_score_max,has_percentile_70cut,has_univ_score_ratio,admission_group_clean,selection_family,selection_review_flag,raw_header_col_n,raw_cell_col_n,parser_header_width_anomaly_flag,parser_missing_required_header_flag,parser_header_only_row_flag,parser_description_table_candidate_flag,parser_anomaly_candidate_flag,score_comparability_tier,score_comparability_note,recruitment_unit_structure
882,SRC_0000192_2025_0012_T6_R11,SRC_0000192_2025_0012,U0000192,2024,6,11,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""영어교육과"", ""9"", ""6.6"", ""17"", ""631.75"", ""87.00""]",가군,ELLT 학과,영어교육과,9,6.6,17,631.75,87.00,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,9.0,7.0,17.0,631.75,87.0,2.6909378709932725,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
883,SRC_0000192_2025_0012_T6_R12,SRC_0000192_2025_0012,U0000192,2024,6,12,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""한국어교육과"", ""9"", ""6.0"", ""9"", ""633.08"", ""87.33""]",가군,ELLT 학과,한국어교육과,9,6.0,9,633.08,87.33,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,9.0,6.0,9.0,633.08,87.33,1.4216212800909838,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
884,SRC_0000192_2025_0012_T6_R13,SRC_0000192_2025_0012,U0000192,2024,6,13,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""외국어교육학부 ( 프랑스어교육전공 )"", ""3"", ""8.3"", ""4"", ""627.94"", ""88.17""]",가군,ELLT 학과,외국어교육학부 ( 프랑스어교육전공 ),3,8.3,4,627.94,88.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,3.0,8.0,4.0,627.94,88.17,0.6370035353696213,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
885,SRC_0000192_2025_0012_T6_R14,SRC_0000192_2025_0012,U0000192,2024,6,14,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""외국어교육학부 ( 독일어교육전공 )"", ""3"", ""9.7"", ""3"", ""628.12"", ""87.17""]",가군,ELLT 학과,외국어교육학부 ( 독일어교육전공 ),3,9.7,3,628.12,87.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,3.0,10.0,3.0,628.12,87.17,0.4776157422148634,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
886,SRC_0000192_2025_0012_T6_R15,SRC_0000192_2025_0012,U0000192,2024,6,15,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""외국어교육학부 ( 중국어교육전공 )"", ""3"", ""6.7"", ""2"", ""630.86"", ""88.50""]",가군,ELLT 학과,외국어교육학부 ( 중국어교육전공 ),3,6.7,2,630.86,88.50,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,3.0,7.0,2.0,630.86,88.5,0.31702754969406843,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
887,SRC_0000192_2025_0012_T6_R16,SRC_0000192_2025_0012,U0000192,2024,6,16,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""국제학부"", ""10"", ""6.1"", ""16"", ""631.07"", ""89.33""]",가군,ELLT 학과,국제학부,10,6.1,16,631.07,89.33,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,10.0,6.0,16.0,631.07,89.33,2.5353764241684758,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
888,SRC_0000192_2025_0012_T6_R17,SRC_0000192_2025_0012,U0000192,2024,6,17,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""Language & Trade 학부"", ""7"", ""3.7"", ""1"", ""638.49"", ""90.17""]",가군,ELLT 학과,Language & Trade 학부,7,3.7,1,638.49,90.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,7.0,4.0,1.0,638.49,90.17,0.1566195241898855,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
889,SRC_0000192_2025_0012_T6_R18,SRC_0000192_2025_0012,U0000192,2024,6,18,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""그리스·불가리아학과"", ""10"", ""11.5"", ""20"", ""590.39"", ""73.67""]",가군,ELLT 학과,그리스·불가리아학과,10,11.5,20,590.39,73.67,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,10.0,12.0,20.0,590.39,73.67,3.3875912532393846,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
890,SRC_0000192_2025_0012_T6_R19,SRC_0000192_2025_0012,U0000192,2024,6,19,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""중앙아시아학과"", ""10"", ""9.3"", ""19"", ""589.08"", ""73.67""]",가군,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,10.0,9.0,19.0,589.08,73.67,3.225368371019216,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
891,SRC_0000192_2025_0012_T6_R20,SRC_0000192_2025_0012,U0000192,2024,6,20,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""아프리카학부"", ""19"", ""7.3"", ""37"", ""590.82"", ""73.50""]",가군,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,19.0,7.0,37.0,590.82,73.5,6.262482651230493,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
892,SRC_0000192_2025_0012_T6_R21,SRC_0000192_2025_0012,U0000192,2024,6,21,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""한국학과"", ""5"", ""10.4"", ""8"", ""597.64"", ""79.33""]",가군,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,5.0,10.0,8.0,597.64,79.33,1.3385984873837093,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
893,SRC_0000192_2025_0012_T6_R22,SRC_0000192_2025_0012,U0000192,2024,6,22,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""반도체전자공학부 ( 반도체공학전공 )"", ""15"", ""5.9"", ""12"", ""598.91"", ""76.17""]",가군,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,15.0,6.0,12.0,598.91,76.17,2.0036399459017216,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
894,SRC_0000192_2025_0012_T6_R23,SRC_0000192_2025_0012,U0000192,2024,6,23,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""디지털콘텐츠학부"", ""24"", ""4.9"", ""35"", ""579.12"", ""70.17""]",가군,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,24.0,5.0,35.0,579.12,70.17,6.043652438182069,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
895,SRC_0000192_2025_0012_T6_R24,SRC_0000192_2025_0012,U0000192,2024,6,24,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""AI 데이터융합학부"", ""17"", ""6.9"", ""26"", ""597.70"", ""76.17""]",가군,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,17.0,7.0,26.0,597.7,76.17,4.3500083654007025,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
896,SRC_0000192_2025_0012_T6_R25,SRC_0000192_2025_0012,U0000192,2024,6,25,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""바이오메디컬공학부"", ""21"", ""5.6"", ""12"", ""597.06"", ""77.17""]",가군,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,21.0,6.0,12.0,597.06,77.17,2.0098482564566376,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
897,SRC_0000192_2025_0012_T6_R26,SRC_0000192_2025_0012,U0000192,2024,6,26,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""가군"", ""ELLT 학과"", ""기후변화융합학부"", ""17"", ""7.8"", ""27"", ""593.35"", ""74.83""]",가군,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,7,False,False,False,False,False,False,False,,17.0,8.0,27.0,593.35,74.83,4.550433976573691,PASS,PASS,WARN,False,True,True,True,True,True,True,가군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
898,SRC_0000192_2025_0012_T6_R27,SRC_0000192_2025_0012,U0000192,2024,6,27,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""30"", ""3.3"", ""15"", ""632.43"", ""700"", ""87.33""]",나군,영미문학‧문화학과,30,3.3,15,632.43,700,87.33,,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,30.0,3.3,15.0,632.43,700.0,87.33,90.34714285714284,PASS,PASS,PASS,True,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
899,SRC_0000192_2025_0012_T6_R28,SRC_0000192_2025_0012,U0000192,2024,6,28,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""EICC 학과"", ""26"", ""3.0"", ""12"", ""634.39"", ""87.67""]",나군,영미문학‧문화학과,EICC 학과,26,3.0,12,634.39,87.67,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,,26.0,3.0,12.0,634.39,87.67,1.8915808887277543,PASS,PASS,WARN,False,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
900,SRC_0000192_2025_0012_T6_R29,SRC_0000192_2025_0012,U0000192,2024,6,29,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""프랑스어학부"", ""31"", ""4.7"", ""9"", ""630.89"", ""87.17""]",나군,영미문학‧문화학과,프랑스어학부,31,4.7,9,630.89,87.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,,31.0,5.0,9.0,630.89,87.17,1.4265561349839118,PASS,PASS,WARN,False,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
901,SRC_0000192_2025_0012_T6_R30,SRC_0000192_2025_0012,U0000192,2024,6,30,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""독일어과"", ""39"", ""4.2"", ""20"", ""630.45"", ""87.00""]",나군,영미문학‧문화학과,독일어과,39,4.2,20,630.45,87.00,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,,39.0,4.0,20.0,630.45,87.0,3.172337219446427,PASS,PASS,WARN,False,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
902,SRC_0000192_2025_0012_T6_R31,SRC_0000192_2025_0012,U0000192,2024,6,31,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""노어과"", ""17"", ""4.7"", ""5"", ""630.25"", ""87.50""]",나군,영미문학‧문화학과,노어과,17,4.7,5,630.25,87.50,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,,17.0,5.0,5.0,630.25,87.5,0.7933359777865925,PASS,PASS,WARN,False,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
903,SRC_0000192_2025_0012_T6_R32,SRC_0000192_2025_0012,U0000192,2024,6,32,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""스페인어과"", ""38"", ""4.8"", ""13"", ""631.61"", ""87.50""]",나군,영미문학‧문화학과,스페인어과,38,4.8,13,631.61,87.50,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,,38.0,5.0,13.0,631.61,87.5,2.058232136919935,PASS,PASS,WARN,False,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
904,SRC_0000192_2025_0012_T6_R33,SRC_0000192_2025_0012,U0000192,2024,6,33,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""이탈리아어과"", ""11"", ""4.6"", ""6"", ""630.17"", ""87.50""]",나군,영미문학‧문화학과,이탈리아어과,11,4.6,6,630.17,87.50,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,,11.0,5.0,6.0,630.17,87.5,0.9521240300236445,PASS,PASS,WARN,False,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
905,SRC_0000192_2025_0012_T6_R34,SRC_0000192_2025_0012,U0000192,2024,6,34,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""포르투갈어과"", ""11"", ""5.8"", ""5"", ""630.20"", ""87.33""]",나군,영미문학‧문화학과,포르투갈어과,11,5.8,5,630.20,87.33,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,,11.0,6.0,5.0,630.2,87.33,0.7933989209774674,PASS,PASS,WARN,False,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
906,SRC_0000192_2025_0012_T6_R35,SRC_0000192_2025_0012,U0000192,2024,6,35,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 국수탐 / 백분위 )""]","[""나군"", ""영미문학‧문화학과"", ""네덜란드어과"", ""11"", ""5.3"", ""2"", ""630.09"", ""87.17""]",나군,영미문학‧문화학과,네덜란드어과,11,5.3,2,630.09,87.17,2개 선두 컬럼 rowspan 승계,한국외국어대학교,0000192,duplicate_adiga_code,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000192,200,success,True,9,False,False,False,False,False,False,False,,11.0,5.0,2.0,630.09,87.17,0.3174149724642511,PASS,PASS,WARN,False,True,True,True,True,True,True,나군,unclassified,True,8,8,False,False,False,False,False,Tier B,70% 백분위는 있으나 전형/품질/핵심필드 검토 필요,department_like
