raw_row_id,univ_id,univ_name_std,raw_admission_group,raw_section_title,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_percentile_70cut,raw_table_index,raw_row_index,exact_duplicate_flag,key_duplicate_count,content_duplicate_count,same_unit_multi_track_count,duplicate_status
SRC_0000102_2025_0036_T12_R5,U0000102,동덕여자대학교,나군,,일어일본학전공,,,,,,12,5,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R21,U0000102,동덕여자대학교,다군,,정보통계학전공,,,,,,8,21,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R19,U0000102,동덕여자대학교,다군,,정보통계학전공,,,,,,10,19,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R9,U0000102,동덕여자대학교,다군,,정보통계학전공,,,,,,11,9,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R16,U0000102,동덕여자대학교,다군,,정보통계학전공,,,,,,12,16,False,4,4,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R8,U0000102,동덕여자대학교,나군,,중어중국학전공,,,,,,8,8,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R8,U0000102,동덕여자대학교,나군,,중어중국학전공,,,,,,10,8,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T12_R6,U0000102,동덕여자대학교,나군,,중어중국학전공,,,,,,12,6,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T8_R20,U0000102,동덕여자대학교,다군,,컴퓨터학전공,,,,,,8,20,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T10_R18,U0000102,동덕여자대학교,다군,,컴퓨터학전공,,,,,,10,18,False,3,3,0,probable_parser_duplicate
SRC_0000102_2025_0036_T11_R8,U0000102,동덕여자대학교,다군,,컴퓨터학전공,,,,,,11,8,False,3,3,0,probable_parser_duplicate
SRC_0000014_2025_0018_T6_R46,U0000014,부산대학교,가군,,간호학과,24,3.0,14,697.50,82.83,6,46,False,2,1,0,probable_parser_duplicate
SRC_0000014_2025_0018_T7_R0,U0000014,부산대학교,가군,,간호학과,9,3.3,4,697.50,85.00,7,0,False,2,1,0,probable_parser_duplicate
SRC_0000014_2025_0018_T6_R102,U0000014,부산대학교,나군,,약학부,12,6.1,5,751.00,96.33,6,102,False,2,1,0,probable_parser_duplicate
SRC_0000014_2025_0018_T7_R1,U0000014,부산대학교,나군,,약학부,21,5.4,13,747.00,96.33,7,1,False,2,1,0,probable_parser_duplicate
SRC_0000014_2025_0018_T6_R103,U0000014,부산대학교,나군,,의예과,25,3.7,10,765.50,98.00,6,103,False,2,1,0,probable_parser_duplicate
SRC_0000014_2025_0018_T7_R2,U0000014,부산대학교,나군,,의예과,24,3.2,2,763.00,98.33,7,2,False,2,1,0,probable_parser_duplicate
SRC_0000014_2025_0018_T6_R104,U0000014,부산대학교,나군,,치의학전문대학원 ( 학‧석사통합과정 ),6,5.2,1,760.50,96.67,6,104,False,2,1,0,probable_parser_duplicate
SRC_0000014_2025_0018_T7_R3,U0000014,부산대학교,나군,,치의학전문대학원 ( 학‧석사통합과정 ),17,4.6,22,750.50,96.83,7,3,False,2,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R10,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,86.60,8,10,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R11,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,88.10,8,11,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R12,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,"1,000",8,12,False,49,6,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R13,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,881,8,13,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R14,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,15,8,14,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R15,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,8.44,8,15,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R16,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,9,8,16,False,49,2,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R17,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,빅데이터클라우드공학과,8,17,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R18,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,87.44,8,18,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R19,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,"1,000",8,19,False,49,6,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R20,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,874.4,8,20,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R21,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,57,8,21,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R22,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,9.65,8,22,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R23,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,23,8,23,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R24,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,화학생명과학과,8,24,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R25,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,85.75,8,25,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R26,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,"1,000",8,26,False,49,6,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R27,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,857.5,8,27,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R28,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,17,8,28,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R29,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,5.62,8,29,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R30,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,13,8,30,False,49,3,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R31,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,동물자원과학과,8,31,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R32,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,87.99,8,32,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R33,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,"1,000",8,33,False,49,6,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R34,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,879.9,8,34,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R35,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,13,8,35,False,49,3,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R36,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,10.11,8,36,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R37,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,9,8,37,False,49,2,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R38,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,바이오융합공학과,8,38,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R39,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,88.09,8,39,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R40,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,"1,000",8,40,False,49,6,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R41,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,880.9,8,41,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R42,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,11,8,42,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R43,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,5.5,8,43,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R44,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,10,8,44,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R45,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,건축학과 (5 년제 ),8,45,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R46,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,88.62,8,46,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R47,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,"1,000",8,47,False,49,6,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R48,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,886.2,8,48,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R50,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,13,8,50,False,49,3,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R51,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,1,8,51,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R52,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,건축학과 (4 년제 ),8,52,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R53,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,83.00,8,53,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R54,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,510,8,54,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R55,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,438.6,8,55,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R56,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,4,8,56,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R57,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,19.45,8,57,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R58,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,20,8,58,False,49,1,0,probable_parser_duplicate
SRC_0000116_2025_0042_T8_R59,U0000116,삼육대학교,가군,,인공지능융합학부,30,4.93,44,866,아트앤디자인학과,8,59,False,49,1,0,probable_parser_duplicate
SRC_0000121_2025_0043_T5_R0,U0000121,서경대학교,,,글로벌비즈니스어학부,39,5.10,70,785.5,71.0,5,0,False,2,1,0,probable_parser_duplicate
SRC_0000121_2025_0043_T5_R14,U0000121,서경대학교,,,글로벌비즈니스어학부,2,8.00,2,753.0,70.3,5,14,False,2,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R0,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,69,3.86:1,69,872.64,83.33,7,0,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R1,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,안전공학과,23,3.57:1,14,82.67,7,1,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R2,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,신소재공학과,28,4.50:1,45,84.67,7,2,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R3,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,건설시스템공학과,44,3.91:1,22,83.17,7,3,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R4,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,전기정보공학과,55,3.69:1,39,85.00,7,4,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R5,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,컴퓨터공학과,30,4.27:1,24,86.50,7,5,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R6,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,환경공학과,18,4.67:1,18,84.00,7,6,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R7,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,정밀화학과,18,3.33:1,14,83.67,7,7,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R8,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,안경광학과,15,5.80:1,6,82.67,7,8,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R9,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,산업공학과 -ITM 전공 _ 자연,9,4.56:1,3,86.17,7,9,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R10,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,경영학과 - 글로벌테크노경영전공 _ 자연,3,13.00:1,6,86.00,7,10,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R11,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,MSDE 학과,19,3.89:1,10,87.33,7,11,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R12,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,영어영문학과,9,6.22:1,4,81.83,7,12,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R13,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,문예창작학과,20,6.65:1,12,90.50,7,13,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R14,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,산업공학과 -ITM 전공 _ 인문,3,8.00:1,2,87.83,7,14,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R15,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,경영학과 - 경영학전공,18,3.44:1,10,83.33,7,15,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R16,U0000036,서울과학기술대학교,가군,,기계시스템디자인공학과,경영학과 - 글로벌테크노경영전공 _ 인문,12,3.83:1,7,81.00,7,16,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R17,U0000036,서울과학기술대학교,가군,,나군 ①,기계·자동차공학과,63,4.30:1,61,83.83,7,17,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R18,U0000036,서울과학기술대학교,가군,,나군 ①,건축학부 ( 건축공학전공 ),23,5.04:1,33,82.83,7,18,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R19,U0000036,서울과학기술대학교,가군,,나군 ①,건축학부 ( 건축학전공 ),20,5.85:1,14,83.83,7,19,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R20,U0000036,서울과학기술대학교,가군,,나군 ①,전자공학과,34,3.91:1,26,85.17,7,20,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R21,U0000036,서울과학기술대학교,가군,,나군 ①,스마트 ICT 융합공학과,21,3.90:1,13,85.33,7,21,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R22,U0000036,서울과학기술대학교,가군,,나군 ①,화공생명공학과,31,3.77:1,26,85.33,7,22,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R23,U0000036,서울과학기술대학교,가군,,나군 ①,식품생명공학과,15,4.27:1,13,84.33,7,23,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R24,U0000036,서울과학기술대학교,가군,,나군 ①,산업공학과 - 산업정보시스템전공 _ 자연,19,3.68:1,20,84.33,7,24,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R25,U0000036,서울과학기술대학교,가군,,나군 ①,행정학과,23,3.96:1,27,81.67,7,25,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R26,U0000036,서울과학기술대학교,가군,,나군 ①,산업공학과 - 산업정보시스템전공 _ 인문,10,4.40:1,4,83.50,7,26,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R27,U0000036,서울과학기술대학교,가군,,나군 ①,스포츠과학과,6,8.83:1,3,92.50,7,27,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R28,U0000036,서울과학기술대학교,가군,,나군 ①,디자인학과 ( 산업디자인전공 ),10,4.20:1,4,83.83,7,28,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R29,U0000036,서울과학기술대학교,가군,,나군 ①,디자인학과 ( 시각디자인전공 ),5,6.20:1,2,95.00,7,29,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R30,U0000036,서울과학기술대학교,가군,,나군 ①,금속공예디자인학과,3,9.33:1,3,93.25,7,30,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R31,U0000036,서울과학기술대학교,가군,,나군 ①,인공지능응용학과,31,3.65:1,13,85.50,7,31,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R32,U0000036,서울과학기술대학교,가군,,나군 ①,지능형반도체공학과,9,5.00:1,14,85.67,7,32,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R33,U0000036,서울과학기술대학교,가군,,나군 ①,미래에너지융합학과,9,3.33:1,7,84.00,7,33,False,17,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R34,U0000036,서울과학기술대학교,가군,,나군 ②,스포츠과학과,15,3.27:1,4,82.00,7,34,False,6,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R35,U0000036,서울과학기술대학교,가군,,나군 ②,디자인학과 ( 산업디자인전공 ),26,4.12:1,20,86.75,7,35,False,6,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R36,U0000036,서울과학기술대학교,가군,,나군 ②,디자인학과 ( 시각디자인전공 ),31,4.13:1,26,87.00,7,36,False,6,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R37,U0000036,서울과학기술대학교,가군,,나군 ②,도예학과,23,7.22:1,13,84.75,7,37,False,6,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R38,U0000036,서울과학기술대학교,가군,,나군 ②,금속공예디자인학과,22,5.18:1,26,87.50,7,38,False,6,1,0,probable_parser_duplicate
SRC_0000036_2025_0021_T7_R39,U0000036,서울과학기술대학교,가군,,나군 ②,조형예술학과,17,3.94:1,13,80.00,7,39,False,6,1,0,probable_parser_duplicate
SRC_0000019_2025_0001_T73_R1,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 농어촌 ) - 선발인원 4 인 이상,경제학부,-,-,0,398.5,93.50,73,1,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T74_R1,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 저소득 ) - 선발인원 4 인 이상,경제학부,-,-,0,396.3,95.00,74,1,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T72_R3,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,경제학부,54,2.98:1,6,409.2,98.25,72,3,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T71_R2,U0000019,서울대학교,‘나’군,정시 지역균형전형,경제학부,20,1.95:1,3,404.5,98,71,2,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T74_R4,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 저소득 ) - 선발인원 4 인 이상,농경제사회학부,-,-,0,377.7,91.75,74,4,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T72_R31,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,농경제사회학부,14,4.64:1,0,405.2,98.50,72,31,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T73_R3,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 농어촌 ) - 선발인원 4 인 이상,수의예과,-,-,1,397.9,92.50,73,3,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T74_R5,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 저소득 ) - 선발인원 4 인 이상,수의예과,-,-,1,400.9,94.75,74,5,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T72_R60,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,수의예과,15,5:1,4,415.3,98,72,60,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T74_R6,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 저소득 ) - 선발인원 4 인 이상,약학계열,-,-,2,402.1,95.50,74,6,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T72_R61,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,약학계열,11,6.55:1,8,419.8,98.50,72,61,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T71_R5,U0000019,서울대학교,‘나’군,정시 지역균형전형,약학계열,10,2.80:1,1,416.7,97.75,71,5,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T72_R65,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,의예과,29,3:1,0,435.8,99,72,65,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T71_R6,U0000019,서울대학교,‘나’군,정시 지역균형전형,의예과,10,3.60:1,0,434.1,99,71,6,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T72_R5,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,인류학과,1,18:1,0,Θ,Θ,72,5,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T71_R3,U0000019,서울대학교,‘나’군,정시 지역균형전형,인류학과,7,4.57:1,0,401.1,97.25,71,3,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T73_R0,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 농어촌 ) - 선발인원 4 인 이상,인문계열,-,-,0,395.0,91.25,73,0,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T74_R0,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 저소득 ) - 선발인원 4 인 이상,인문계열,-,-,0,386.3,91.50,74,0,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T72_R0,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,인문계열,69,3.29:1,6,403.0,95.25,72,0,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T71_R0,U0000019,서울대학교,‘나’군,정시 지역균형전형,인문계열,23,2.48:1,2,401.9,96.25,71,0,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T73_R2,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 농어촌 ) - 선발인원 4 인 이상,전기 · 정보공학부,-,-,0,409.5,96.00,73,2,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T74_R2,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 저소득 ) - 선발인원 4 인 이상,전기 · 정보공학부,-,-,1,389.7,91.25,74,2,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T72_R22,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,전기 · 정보공학부,52,4.15:1,8,417.3,97.25,72,22,False,1,1,3,legitimate_multi_track
SRC_0000019_2025_0001_T72_R2,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,정치외교학부,18,3.89:1,1,407.1,97.50,72,2,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T71_R1,U0000019,서울대학교,‘나’군,정시 지역균형전형,정치외교학부,10,3.10:1,0,405.7,98.25,71,1,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T73_R4,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 농어촌 ) - 선발인원 4 인 이상,첨단융합학부,-,-,0,390.9,93.50,73,4,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T74_R7,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 저소득 ) - 선발인원 4 인 이상,첨단융합학부,-,-,0,382.2,91.00,74,7,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T72_R67,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,첨단융합학부,53,4.81:1,11,409.9,98,72,67,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T71_R7,U0000019,서울대학교,‘나’군,정시 지역균형전형,첨단융합학부,20,3.70:1,1,409.2,96.50,71,7,False,1,1,4,legitimate_multi_track
SRC_0000019_2025_0001_T72_R68,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,치의학과,12,3.67:1,4,427.1,98.25,72,68,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T71_R8,U0000019,서울대학교,‘나’군,정시 지역균형전형,치의학과,10,2.90:1,0,424.7,97.25,71,8,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T74_R3,U0000019,서울대학교,‘ 나 ’ 군,정시 기회균형특별전형 ( 저소득 ) - 선발인원 4 인 이상,컴퓨터공학부,-,-,1,395.0,91.75,74,3,False,1,1,2,legitimate_multi_track
SRC_0000019_2025_0001_T72_R23,U0000019,서울대학교,‘ 나 ’ 군,정시 일반전형,컴퓨터공학부,27,5.07:1,9,414.0,97.25,72,23,False,1,1,2,legitimate_multi_track
SRC_0000040_2025_0009_T8_R0,U0000040,서울시립대학교,,,,,,,최종등록자 70% cut,,8,0,False,2,2,0,probable_parser_duplicate
SRC_0000040_2025_0009_T8_R1,U0000040,서울시립대학교,,,,,,,최종등록자 70% cut,,8,1,False,2,2,0,probable_parser_duplicate
SRC_0000136_2025_0024_T11_R34,U0000136,성신여자대학교,㉯ 군,일반학생전형,AI 융합학부,39,4.44,37,441.45,77.16,11,34,False,1,1,2,legitimate_multi_track
SRC_0000136_2025_0024_T13_R9,U0000136,성신여자대학교,㉯ 군,특성화고교출신자전형 ( 정원외 ),AI 융합학부,3,4.33,0,405.00,71.33,13,9,False,1,1,2,legitimate_multi_track
SRC_0000136_2025_0024_T14_R1,U0000136,성신여자대학교,㉮ 군,기회균형 Ⅱ 전형 ( 정원외 ),간호,2,4.50,0,402.75,76.83,14,1,False,1,1,2,legitimate_multi_track
SRC_0000136_2025_0024_T12_R2,U0000136,성신여자대학교,㉮ 군,농 · 어촌학생전형 ( 정원외 ),간호,4,3.00,1,400.00,77.50,12,2,False,1,1,2,legitimate_multi_track
SRC_0000136_2025_0024_T14_R3,U0000136,성신여자대학교,㉯ 군,기회균형 Ⅱ 전형 ( 정원외 ),공학 · 자연,5,6.20,6,364.50,68.00,14,3,False,1,1,2,legitimate_multi_track
SRC_0000136_2025_0024_T12_R4,U0000136,성신여자대학교,㉯ 군,농 · 어촌학생전형 ( 정원외 ),공학 · 자연,20,2.80,10,374.25,68.50,12,4,False,1,1,2,legitimate_multi_track
