raw_row_id,issue_type,column,rule,univ_id,univ_name_std,raw_section_title,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,numeric_qa_status
SRC_0000005_2025_0022_T7_R89,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,곤충생명과학과,3,10.0 :1,2,645.37,"1,000",141.00,FAIL
SRC_0000005_2025_0022_T7_R90,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,축산학과,9,6.3 :1,11,638.91,"1,000",127.22,FAIL
SRC_0000005_2025_0022_T7_R91,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,동물생명공학과,4,11.3 :1,13,636.13,"1,000",117.75,FAIL
SRC_0000005_2025_0022_T7_R92,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,말 / 특수동물학과,4,6.0 :1,2,646.45,"1,000",139.75,FAIL
SRC_0000005_2025_0022_T7_R93,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,관광학과,3,8.7 :1,6,601.69,"1,000",197.00,FAIL
SRC_0000005_2025_0022_T7_R94,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,체육학부 ( 체육학전공 ),6,4.2 :1,2,438.40,700,126.50,FAIL
SRC_0000005_2025_0022_T7_R95,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,체육학부 ( 건강운동관리전공 ),6,2.3 :1,2,429.79,700,122.75,FAIL
SRC_0000005_2025_0022_T7_R96,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,건설방재공학과,10,8.6 :1,13,653.65,"1,000",134.45,FAIL
SRC_0000005_2025_0022_T7_R97,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,환경안전공학과,5,9.6 :1,8,663.43,"1,000",145.20,FAIL
SRC_0000005_2025_0022_T7_R98,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,정밀기계공학과,8,7.8 :1,7,669.69,"1,000",146.00,FAIL
SRC_0000005_2025_0022_T7_R99,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,자동차공학부,9,6.4 :1,7,666.59,"1,000",144.60,FAIL
SRC_0000005_2025_0022_T7_R100,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,소프트웨어학과,8,9.4 :1,9,685.20,"1,000",160.13,FAIL
SRC_0000005_2025_0022_T7_R101,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,나노신소재공학과,11,6.3 :1,14,652.18,"1,000",142.73,FAIL
SRC_0000005_2025_0022_T7_R102,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,에너지화학공학과,15,6.0 :1,20,653.50,"1,000",134.44,FAIL
SRC_0000005_2025_0022_T7_R103,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,식품외식산업학과,5,8.4 :1,12,658.27,"1,000",139.38,FAIL
SRC_0000005_2025_0022_T7_R104,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,섬유패션디자인학부 ( 섬유공학전공 ),7,8.1 :1,10,637.11,"1,000",127.75,FAIL
SRC_0000005_2025_0022_T7_R105,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,위치정보시스템학과,9,8.8 :1,13,653.34,"1,000",135.30,FAIL
SRC_0000005_2025_0022_T7_R106,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,스마트플랜트공학과,5,6.8 :1,6,656.63,"1,000",138.60,FAIL
SRC_0000005_2025_0022_T7_R107,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000005,경북대학교,,치위생학과,7,5.9 :1,2,669.66,"1,000",150.86,FAIL
SRC_0000099_2025_0035_T5_R0,range,percentile_70cut_num,0 <= percentile_70cut <= 100,U0000099,덕성여자대학교,,과학기술대학 ( 체육전형 제외 ),108,5.26,164,875.00,1000.00,827.50,FAIL
