raw_row_id,issue_type,column,rule,univ_id,univ_name_std,raw_section_title,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,numeric_qa_status
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R19,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,중앙아시아학과,10,9.3,19,589.08,73.67,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R20,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,아프리카학부,19,7.3,37,590.82,73.50,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R21,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,한국학과,5,10.4,8,597.64,79.33,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R22,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,반도체전자공학부 ( 반도체공학전공 ),15,5.9,12,598.91,76.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R23,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,디지털콘텐츠학부,24,4.9,35,579.12,70.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R24,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,AI 데이터융합학부,17,6.9,26,597.70,76.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R25,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,바이오메디컬공학부,21,5.6,12,597.06,77.17,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R26,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,ELLT 학과,기후변화융합학부,17,7.8,27,593.35,74.83,WARN
SRC_0000192_2025_0012_T6_R28,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,영미문학‧문화학과,EICC 학과,26,3.0,12,634.39,87.67,WARN
SRC_0000192_2025_0012_T6_R28,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,영미문학‧문화학과,EICC 학과,26,3.0,12,634.39,87.67,WARN
SRC_0000192_2025_0012_T6_R28,conversion,raw_recruitment_n,raw_recruitment_n present but recruitment_n_num is null,U0000192,한국외국어대학교,,영미문학‧문화학과,EICC 학과,26,3.0,12,634.39,87.67,WARN
