year,subgroup,dimension_value,measure_type,value
2007,평균,전체,mean,46.8
2007,평균,"농업,임업 및 어업",mean,50.4
2007,평균,광업,mean,49.3
2007,평균,제조업,mean,49.3
2007,평균,"전기, 가스, 증기 및 수도사업",mean,43.8
2007,평균,"하수·폐기물처리, 원료재생 및 환경복원업",mean,46.5
2007,평균,건설업,mean,52.0
2007,평균,도매 및 소매업,mean,49.2
2007,평균,운수업,mean,45.8
2007,평균,숙박 및 음식점업,mean,51.2
2007,평균,"출판, 영상, 방송통신 및 정보서비스업",mean,47.7
2007,평균,금융 및 보험업,mean,46.8
2007,평균,부동산업 및 임대업,mean,46.4
2007,평균,"전문, 과학 및 기술 서비스업",mean,48.9
2007,평균,사업시설관리 및 사업지원 서비스업,mean,45.6
2007,평균,"공공행정, 국방 및 사회보장 행정",mean,47.6
2007,평균,교육 서비스업,mean,38.4
2007,평균,보건업 및 사회복지 서비스업,mean,48.2
2007,평균,"예술,스포츠 및 여가관련 서비스업",mean,43.3
2007,평균,"협회 및 단체, 수리 및 기타 개인 서비스",mean,43.9
2007,평균,가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,mean,72.0
2007,평균,국제 및 외국기관,mean,39.0
2008,평균,전체,mean,47.1
2008,평균,"농업,임업 및 어업",mean,54.8
2008,평균,광업,mean,40.0
2008,평균,제조업,mean,50.0
2008,평균,"전기, 가스, 증기 및 수도사업",mean,44.5
2008,평균,"하수·폐기물처리, 원료재생 및 환경복원업",mean,45.8
2008,평균,건설업,mean,52.5
2008,평균,도매 및 소매업,mean,50.0
2008,평균,운수업,mean,45.9
2008,평균,숙박 및 음식점업,mean,51.5
2008,평균,"출판, 영상, 방송통신 및 정보서비스업",mean,47.5
2008,평균,금융 및 보험업,mean,47.2
2008,평균,부동산업 및 임대업,mean,48.1
2008,평균,"전문, 과학 및 기술 서비스업",mean,48.4
2008,평균,사업시설관리 및 사업지원 서비스업,mean,45.6
2008,평균,"공공행정, 국방 및 사회보장 행정",mean,46.9
2008,평균,교육 서비스업,mean,40.1
2008,평균,보건업 및 사회복지 서비스업,mean,48.0
2008,평균,"예술,스포츠 및 여가관련 서비스업",mean,46.0
2008,평균,"협회 및 단체, 수리 및 기타 개인 서비스",mean,45.6
2008,평균,가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,mean,10.0
2008,평균,국제 및 외국기관,mean,40.3
2009,평균,전체,mean,46.2
2009,평균,"농업,임업 및 어업",mean,54.1
2009,평균,광업,mean,44.0
2009,평균,제조업,mean,47.6
2009,평균,"전기, 가스, 증기 및 수도사업",mean,42.7
2009,평균,"하수·폐기물처리, 원료재생 및 환경복원업",mean,46.2
2009,평균,건설업,mean,49.9
2009,평균,도매 및 소매업,mean,49.1
2009,평균,운수업,mean,46.0
2009,평균,숙박 및 음식점업,mean,51.5
2009,평균,"출판, 영상, 방송통신 및 정보서비스업",mean,46.7
2009,평균,금융 및 보험업,mean,45.8
2009,평균,부동산업 및 임대업,mean,46.9
2009,평균,"전문, 과학 및 기술 서비스업",mean,46.1
2009,평균,사업시설관리 및 사업지원 서비스업,mean,45.5
2009,평균,"공공행정, 국방 및 사회보장 행정",mean,45.5
2009,평균,교육 서비스업,mean,40.5
2009,평균,보건업 및 사회복지 서비스업,mean,46.8
2009,평균,"예술,스포츠 및 여가관련 서비스업",mean,44.6
2009,평균,"협회 및 단체, 수리 및 기타 개인 서비스",mean,45.0
2009,평균,가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,mean,0.0
2009,평균,국제 및 외국기관,mean,40.0
2010,평균,전체,mean,45.7
2010,평균,"농업,임업 및 어업",mean,45.7
2010,평균,광업,mean,45.8
2010,평균,제조업,mean,48.5
2010,평균,"전기, 가스, 증기 및 수도사업",mean,43.0
2010,평균,"하수·폐기물처리, 원료재생 및 환경복원업",mean,43.9
2010,평균,건설업,mean,50.7
2010,평균,도매 및 소매업,mean,48.3
2010,평균,운수업,mean,47.1
2010,평균,숙박 및 음식점업,mean,49.5
2010,평균,"출판, 영상, 방송통신 및 정보서비스업",mean,47.2
2010,평균,금융 및 보험업,mean,46.2
2010,평균,부동산업 및 임대업,mean,45.2
2010,평균,"전문, 과학 및 기술 서비스업",mean,47.0
2010,평균,사업시설관리 및 사업지원 서비스업,mean,44.8
2010,평균,"공공행정, 국방 및 사회보장 행정",mean,45.2
2010,평균,교육 서비스업,mean,39.3
2010,평균,보건업 및 사회복지 서비스업,mean,45.4
2010,평균,"예술,스포츠 및 여가관련 서비스업",mean,41.5
