year,subgroup,dimension_value,measure_type,value
2007,평균,전체,mean,46.8
2007,평균,1. 1～4명,mean,44.3
2007,평균,2. 5～9명,mean,46.0
2007,평균,3. 10～29명,mean,47.7
2007,평균,4. 30～49명,mean,46.1
2007,평균,5. 50～99명,mean,46.3
2007,평균,6. 100～299명,mean,47.5
2007,평균,7. 300～499명,mean,47.4
2007,평균,8. 500～999명,mean,47.1
2007,평균,"9. 1,000명 이상",mean,48.1
2008,평균,전체,mean,47.1
2008,평균,1. 1～4명,mean,45.5
2008,평균,2. 5～9명,mean,47.4
2008,평균,3. 10～29명,mean,47.3
2008,평균,4. 30～49명,mean,46.5
2008,평균,5. 50～99명,mean,46.6
2008,평균,6. 100～299명,mean,47.2
2008,평균,7. 300～499명,mean,48.3
2008,평균,8. 500～999명,mean,47.4
2008,평균,"9. 1,000명 이상",mean,48.6
2009,평균,전체,mean,46.1
2009,평균,1. 1～4명,mean,46.3
2009,평균,2. 5～9명,mean,46.5
2009,평균,3. 10～29명,mean,46.3
2009,평균,4. 30～49명,mean,45.5
2009,평균,5. 50～99명,mean,45.4
2009,평균,6. 100～299명,mean,46.0
2009,평균,7. 300～499명,mean,46.5
2009,평균,8. 500～999명,mean,45.7
2009,평균,"9. 1,000명 이상",mean,46.8
2010,평균,전체,mean,45.7
2010,평균,1. 1～4명,mean,43.9
2010,평균,2. 5～9명,mean,45.4
2010,평균,3. 10～29명,mean,46.2
2010,평균,4. 30～49명,mean,44.8
2010,평균,5. 50～99명,mean,45.4
2010,평균,6. 100～299명,mean,46.7
2010,평균,7. 300～499명,mean,46.1
2010,평균,8. 500～999명,mean,45.9
2010,평균,"9. 1,000명 이상",mean,47.0
2011,평균,전체,mean,45.4
2011,평균,1. 1～4명,mean,44.1
2011,평균,2. 5～9명,mean,45.0
2011,평균,3. 10～29명,mean,45.6
2011,평균,4. 30～49명,mean,44.0
2011,평균,5. 50～99명,mean,44.4
2011,평균,6. 100～299명,mean,45.9
2011,평균,7. 300～499명,mean,46.5
2011,평균,8. 500～999명,mean,45.4
2011,평균,"9. 1,000명 이상",mean,47.0
2012,평균,전체,mean,44.6
2012,평균,1. 1～4명,mean,42.8
2012,평균,2. 5～9명,mean,43.7
2012,평균,3. 10～29명,mean,44.6
2012,평균,4. 30～49명,mean,44.2
2012,평균,5. 50～99명,mean,43.7
2012,평균,6. 100～299명,mean,45.4
2012,평균,7. 300～499명,mean,45.6
2012,평균,8. 500～999명,mean,46.2
2012,평균,"9. 1,000명 이상",mean,46.3
2013,평균,전체,mean,45.1
2013,평균,1. 1～4명,mean,42.4
2013,평균,2. 5～9명,mean,44.4
2013,평균,3. 10～29명,mean,44.8
2013,평균,4. 30～49명,mean,44.7
2013,평균,5. 50～99명,mean,44.6
2013,평균,6. 100～299명,mean,46.0
2013,평균,7. 300～499명,mean,46.9
2013,평균,8. 500～999명,mean,46.4
2013,평균,"9. 1,000명 이상",mean,47.6
2014,평균,전체,mean,44.7
2014,평균,1. 1～4명,mean,41.3
2014,평균,2. 5～9명,mean,43.7
2014,평균,3. 10～29명,mean,44.8
2014,평균,4. 30～49명,mean,44.3
2014,평균,5. 50～99명,mean,44.5
2014,평균,6. 100～299명,mean,46.1
2014,평균,7. 300～499명,mean,46.8
2014,평균,8. 500～999명,mean,46.2
2014,평균,"9. 1,000명 이상",mean,46.5
2015,평균,전체,mean,44.1
2015,평균,1. 1～4명,mean,41.7
2015,평균,2. 5～9명,mean,42.9
2015,평균,3. 10～29명,mean,44.4
2015,평균,4. 30～49명,mean,43.9
2015,평균,5. 50～99명,mean,43.8
2015,평균,6. 100～299명,mean,44.9
2015,평균,7. 300～499명,mean,44.7
2015,평균,8. 500～999명,mean,45.4
2015,평균,"9. 1,000명 이상",mean,45.9
2016,평균,전체,mean,44.0
2016,평균,1. 1～4명,mean,40.3
2016,평균,2. 5～9명,mean,42.0
2016,평균,3. 10～29명,mean,44.3
2016,평균,4. 30～49명,mean,44.2
2016,평균,5. 50～99명,mean,44.1
2016,평균,6. 100～299명,mean,45.6
2016,평균,7. 300～499명,mean,45.5
2016,평균,8. 500～999명,mean,45.9
2016,평균,"9. 1,000명 이상",mean,46.4
2017,평균,전체,mean,43.3
2017,평균,1. 1～4명,mean,39.7
2017,평균,2. 5～9명,mean,41.3
2017,평균,3. 10～29명,mean,43.3
2017,평균,4. 30～49명,mean,43.5
2017,평균,5. 50～99명,mean,43.6
2017,평균,6. 100～299명,mean,45.1
2017,평균,7. 300～499명,mean,44.7
2017,평균,8. 500～999명,mean,44.9
2017,평균,"9. 1,000명 이상",mean,45.5
2018,평균,전체,mean,42.2
2018,평균,1. 1～4명,mean,39.0
2018,평균,2. 5～9명,mean,39.2
2018,평균,3. 10～29명,mean,42.2
2018,평균,4. 30～49명,mean,42.7
2018,평균,5. 50～99명,mean,42.8
2018,평균,6. 100～299명,mean,44.1
2018,평균,7. 300～499명,mean,43.7
2018,평균,8. 500～999명,mean,44.0
2018,평균,"9. 1,000명 이상",mean,44.2
2019,평균,전체,mean,41.9
2019,평균,1. 1～4명,mean,37.2
2019,평균,2. 5～9명,mean,38.2
2019,평균,3. 10～29명,mean,42.0
2019,평균,4. 30～49명,mean,42.0
2019,평균,5. 50～99명,mean,42.9
2019,평균,6. 100～299명,mean,44.0
2019,평균,7. 300～499명,mean,44.9
2019,평균,8. 500～999명,mean,44.2
2019,평균,"9. 1,000명 이상",mean,44.5
