year,subgroup,dimension_value,measure_type,value
2007,평균,전체,mean,46.8
2007,평균,인문,mean,43.4
2007,평균,사회,mean,46.6
2007,평균,교육,mean,44.3
2007,평균,공학,mean,49.1
2007,평균,자연,mean,46.5
2007,평균,의약,mean,50.4
2007,평균,예체능,mean,44.4
2008,평균,전체,mean,47.1
2008,평균,인문,mean,43.7
2008,평균,사회,mean,46.9
2008,평균,교육,mean,43.7
2008,평균,공학,mean,49.9
2008,평균,자연,mean,47.6
2008,평균,의약,mean,49.5
2008,평균,예체능,mean,43.9
2009,평균,전체,mean,46.1
2009,평균,인문,mean,43.4
2009,평균,사회,mean,45.9
2009,평균,교육,mean,45.2
2009,평균,공학,mean,47.7
2009,평균,자연,mean,46.3
2009,평균,의약,mean,48.2
2009,평균,예체능,mean,44.6
2010,평균,전체,mean,45.7
2010,평균,인문,mean,42.2
2010,평균,사회,mean,45.5
2010,평균,교육,mean,43.6
2010,평균,공학,mean,48.2
2010,평균,자연,mean,46.1
2010,평균,의약,mean,46.5
2010,평균,예체능,mean,43.7
2011,평균,전체,mean,45.3
2011,평균,인문,mean,43.2
2011,평균,사회,mean,45.3
2011,평균,교육,mean,42.2
2011,평균,공학,mean,47.3
2011,평균,자연,mean,45.6
2011,평균,의약,mean,47.3
2011,평균,예체능,mean,43.4
2012,평균,전체,mean,44.5
2012,평균,인문,mean,42.5
2012,평균,사회,mean,44.7
2012,평균,교육,mean,40.8
2012,평균,공학,mean,46.4
2012,평균,자연,mean,45.1
2012,평균,의약,mean,47.3
2012,평균,예체능,mean,42.1
2013,평균,전체,mean,45.1
2013,평균,인문,mean,42.4
2013,평균,사회,mean,45.1
2013,평균,교육,mean,41.8
2013,평균,공학,mean,47.9
2013,평균,자연,mean,45.6
2013,평균,의약,mean,47.9
2013,평균,예체능,mean,41.3
2014,평균,전체,mean,44.6
2014,평균,인문,mean,42.4
2014,평균,사회,mean,44.7
2014,평균,교육,mean,41.8
2014,평균,공학,mean,46.8
2014,평균,자연,mean,44.5
2014,평균,의약,mean,47.2
2014,평균,예체능,mean,41.4
2015,평균,전체,mean,44.0
2015,평균,인문,mean,42.1
2015,평균,사회,mean,44.1
2015,평균,교육,mean,41.3
2015,평균,공학,mean,46.1
2015,평균,자연,mean,44.5
2015,평균,의약,mean,46.1
2015,평균,예체능,mean,40.2
2016,평균,전체,mean,43.9
2016,평균,인문,mean,41.5
2016,평균,사회,mean,43.9
2016,평균,교육,mean,40.4
2016,평균,공학,mean,46.1
2016,평균,자연,mean,44.1
2016,평균,의약,mean,45.9
2016,평균,예체능,mean,40.5
2017,평균,전체,mean,43.1
2017,평균,인문,mean,40.3
2017,평균,사회,mean,43.0
2017,평균,교육,mean,39.8
2017,평균,공학,mean,45.3
2017,평균,자연,mean,43.8
2017,평균,의약,mean,45.8
2017,평균,예체능,mean,39.9
2018,평균,전체,mean,42.1
2018,평균,인문,mean,39.7
2018,평균,사회,mean,41.7
2018,평균,교육,mean,39.1
2018,평균,공학,mean,43.9
2018,평균,자연,mean,43.1
2018,평균,의약,mean,44.3
2018,평균,예체능,mean,39.3
2019,평균,전체,mean,41.9
2019,평균,인문,mean,39.9
2019,평균,사회,mean,41.9
2019,평균,교육,mean,39.6
2019,평균,공학,mean,43.7
2019,평균,자연,mean,42.5
2019,평균,의약,mean,44.8
2019,평균,예체능,mean,37.6
