year,subgroup,dimension_value,measure_type,value
2007,전체,전체,frequency,383204.0
2007,전체,1. 상용근로자,frequency,312843.0
2007,전체,2. 임시근로자,frequency,46876.0
2007,전체,3. 일용근로자,frequency,3439.0
2007,전체,4. 고용원이 있는 자영업자,frequency,8768.0
2007,전체,5. 고용원이 없는 자영업자,frequency,11250.0
2007,전체,6. 무급가족종사자,frequency,26.0
2007,전체,전체,share,100.0
2007,전체,1. 상용근로자,share,81.6
2007,전체,2. 임시근로자,share,12.2
2007,전체,3. 일용근로자,share,0.8
2007,전체,4. 고용원이 있는 자영업자,share,2.2
2007,전체,5. 고용원이 없는 자영업자,share,2.9
2007,전체,6. 무급가족종사자,share,0.0
2007,남자,전체,frequency,196829.0
2007,남자,1. 상용근로자,frequency,166519.0
2007,남자,2. 임시근로자,frequency,17754.0
2007,남자,3. 일용근로자,frequency,1661.0
2007,남자,4. 고용원이 있는 자영업자,frequency,5301.0
2007,남자,5. 고용원이 없는 자영업자,frequency,5592.0
2007,남자,6. 무급가족종사자,frequency,0.0
2007,남자,전체,share,100.0
2007,남자,1. 상용근로자,share,84.6
2007,남자,2. 임시근로자,share,9.0
2007,남자,3. 일용근로자,share,0.8
2007,남자,4. 고용원이 있는 자영업자,share,2.6
2007,남자,5. 고용원이 없는 자영업자,share,2.8
2007,남자,6. 무급가족종사자,share,0.0
2007,여자,전체,frequency,186375.0
2007,여자,1. 상용근로자,frequency,146323.0
2007,여자,2. 임시근로자,frequency,29121.0
2007,여자,3. 일용근로자,frequency,1778.0
2007,여자,4. 고용원이 있는 자영업자,frequency,3466.0
2007,여자,5. 고용원이 없는 자영업자,frequency,5657.0
2007,여자,6. 무급가족종사자,frequency,26.0
2007,여자,전체,share,100.0
2007,여자,1. 상용근로자,share,78.5
2007,여자,2. 임시근로자,share,15.6
2007,여자,3. 일용근로자,share,0.9
2007,여자,4. 고용원이 있는 자영업자,share,1.8
2007,여자,5. 고용원이 없는 자영업자,share,3.0
2007,여자,6. 무급가족종사자,share,0.0
2008,전체,전체,frequency,389213.0
2008,전체,1. 상용근로자,frequency,317797.0
2008,전체,2. 임시근로자,frequency,47385.0
2008,전체,3. 일용근로자,frequency,3110.0
2008,전체,4. 고용원이 있는 자영업자,frequency,8966.0
2008,전체,5. 고용원이 없는 자영업자,frequency,11854.0
2008,전체,6. 무급가족종사자,frequency,99.0
2008,전체,전체,share,100.0
2008,전체,1. 상용근로자,share,81.6
2008,전체,2. 임시근로자,share,12.1
2008,전체,3. 일용근로자,share,0.7
2008,전체,4. 고용원이 있는 자영업자,share,2.3
2008,전체,5. 고용원이 없는 자영업자,share,3.0
2008,전체,6. 무급가족종사자,share,0.0
2008,남자,전체,frequency,194993.0
2008,남자,1. 상용근로자,frequency,163507.0
2008,남자,2. 임시근로자,frequency,19593.0
2008,남자,3. 일용근로자,frequency,1442.0
2008,남자,4. 고용원이 있는 자영업자,frequency,5370.0
2008,남자,5. 고용원이 없는 자영업자,frequency,5080.0
2008,남자,6. 무급가족종사자,frequency,0.0
2008,남자,전체,share,100.0
2008,남자,1. 상용근로자,share,83.8
2008,남자,2. 임시근로자,share,10.0
2008,남자,3. 일용근로자,share,0.7
2008,남자,4. 고용원이 있는 자영업자,share,2.7
2008,남자,5. 고용원이 없는 자영업자,share,2.6
2008,남자,6. 무급가족종사자,share,0.0
2008,여자,전체,frequency,194219.0
2008,여자,1. 상용근로자,frequency,154289.0
2008,여자,2. 임시근로자,frequency,27792.0
2008,여자,3. 일용근로자,frequency,1668.0
2008,여자,4. 고용원이 있는 자영업자,frequency,3595.0
2008,여자,5. 고용원이 없는 자영업자,frequency,6773.0
2008,여자,6. 무급가족종사자,frequency,99.0
2008,여자,전체,share,100.0
2008,여자,1. 상용근로자,share,79.4
2008,여자,2. 임시근로자,share,14.3
2008,여자,3. 일용근로자,share,0.8
