year,subgroup,dimension_value,measure_type,value
2007,평균,전체,mean,195.8
2007,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,201.1
2007,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,242.3
2007,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,232.7
2007,평균,"4. (재단, 사단) 법인단체",mean,177.3
2007,평균,"5. 정부기관(공무원, 군인 등)",mean,196.8
2007,평균,"6. 교육기관(대학, 초/중/고 등)",mean,153.0
2007,평균,7. 연구기관(국립/사립),mean,141.2
2007,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,120.1
2007,평균,9. 기타,mean,160.7
2008,평균,전체,mean,188.9
2008,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,196.6
2008,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,240.9
2008,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,195.9
2008,평균,"4. (재단, 사단) 법인단체",mean,146.5
2008,평균,"5. 정부기관(공무원, 군인 등)",mean,171.2
2008,평균,"6. 교육기관(대학, 초/중/고 등)",mean,161.5
2008,평균,7. 연구기관(국립/사립),mean,152.3
2008,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,134.6
2008,평균,9. 기타,mean,212.5
2009,평균,전체,mean,190.0
2009,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,194.0
2009,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,235.2
2009,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,193.0
2009,평균,"4. (재단, 사단) 법인단체",mean,174.0
2009,평균,"5. 정부기관(공무원, 군인 등)",mean,183.7
2009,평균,"6. 교육기관(대학, 초/중/고 등)",mean,161.6
2009,평균,7. 연구기관(국립/사립),mean,145.8
2009,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,182.3
2009,평균,9. 기타,mean,167.8
2010,평균,전체,mean,198.1
2010,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,207.9
2010,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,249.9
2010,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,199.3
2010,평균,"4. (재단, 사단) 법인단체",mean,176.0
2010,평균,"5. 정부기관(공무원, 군인 등)",mean,190.9
2010,평균,"6. 교육기관(대학, 초/중/고 등)",mean,149.6
2010,평균,7. 연구기관(국립/사립),mean,130.3
2010,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,150.2
2010,평균,9. 기타,mean,168.4
2011,평균,전체,mean,206.5
2011,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,219.3
2011,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,247.9
2011,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,204.0
2011,평균,"4. (재단, 사단) 법인단체",mean,181.6
2011,평균,"5. 정부기관(공무원, 군인 등)",mean,199.9
2011,평균,"6. 교육기관(대학, 초/중/고 등)",mean,150.3
2011,평균,7. 연구기관(국립/사립),mean,151.2
2011,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,174.3
2011,평균,9. 기타,mean,152.5
2012,평균,전체,mean,202.8
2012,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,210.9
2012,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,247.4
2012,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,214.3
2012,평균,"4. (재단, 사단) 법인단체",mean,193.8
2012,평균,"5. 정부기관(공무원, 군인 등)",mean,191.7
2012,평균,"6. 교육기관(대학, 초/중/고 등)",mean,159.8
2012,평균,7. 연구기관(국립/사립),mean,156.1
2012,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,169.1
2012,평균,9. 기타,mean,178.4
2013,평균,전체,mean,204.6
2013,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,212.2
2013,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,231.0
2013,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,208.7
2013,평균,"4. (재단, 사단) 법인단체",mean,202.2
2013,평균,"5. 정부기관(공무원, 군인 등)",mean,190.8
2013,평균,"6. 교육기관(대학, 초/중/고 등)",mean,169.9
2013,평균,7. 연구기관(국립/사립),mean,173.6
2013,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,184.6
2013,평균,9. 기타,mean,100.3
2014,평균,전체,mean,205.2
2014,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,213.0
2014,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,242.5
2014,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,211.7
2014,평균,"4. (재단, 사단) 법인단체",mean,197.8
2014,평균,"5. 정부기관(공무원, 군인 등)",mean,192.7
2014,평균,"6. 교육기관(대학, 초/중/고 등)",mean,165.0
2014,평균,7. 연구기관(국립/사립),mean,182.5
2014,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,177.6
2014,평균,9. 기타,mean,118.1
2015,평균,전체,mean,207.9
2015,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,214.2
2015,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,246.8
2015,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,224.4
2015,평균,"4. (재단, 사단) 법인단체",mean,205.0
2015,평균,"5. 정부기관(공무원, 군인 등)",mean,199.6
2015,평균,"6. 교육기관(대학, 초/중/고 등)",mean,168.4
2015,평균,7. 연구기관(국립/사립),mean,142.4
2015,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,210.7
2015,평균,9. 기타,mean,205.1
2016,평균,전체,mean,217.0
2016,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,224.5
2016,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,262.9
2016,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,236.5
2016,평균,"4. (재단, 사단) 법인단체",mean,216.3
2016,평균,"5. 정부기관(공무원, 군인 등)",mean,213.0
2016,평균,"6. 교육기관(대학, 초/중/고 등)",mean,158.7
2016,평균,7. 연구기관(국립/사립),mean,168.9
2016,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,184.2
2016,평균,9. 기타,mean,200.0
2017,평균,전체,mean,227.2
2017,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,237.2
2017,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,283.1
2017,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,252.9
2017,평균,"4. (재단, 사단) 법인단체",mean,217.4
2017,평균,"5. 정부기관(공무원, 군인 등)",mean,217.4
2017,평균,"6. 교육기관(대학, 초/중/고 등)",mean,169.8
2017,평균,7. 연구기관(국립/사립),mean,166.7
2017,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,169.8
2017,평균,9. 기타,mean,283.3
2018,평균,전체,mean,235.7
2018,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,245.4
2018,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,275.3
2018,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,266.2
2018,평균,"4. (재단, 사단) 법인단체",mean,229.9
2018,평균,"5. 정부기관(공무원, 군인 등)",mean,234.1
2018,평균,"6. 교육기관(대학, 초/중/고 등)",mean,171.3
2018,평균,7. 연구기관(국립/사립),mean,159.3
2018,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,220.1
2018,평균,9. 기타,mean,150.0
2019,평균,전체,mean,242.7
2019,평균,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,mean,251.3
2019,평균,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,mean,269.5
2019,평균,3. 정부투자기관/정부출연기관/공사합동기업,mean,267.5
2019,평균,"4. (재단, 사단) 법인단체",mean,247.2
2019,평균,"5. 정부기관(공무원, 군인 등)",mean,222.0
2019,평균,"6. 교육기관(대학, 초/중/고 등)",mean,194.7
2019,평균,7. 연구기관(국립/사립),mean,209.6
2019,평균,8. 특정한 회사나 사업체에 소속되어 있지 않다,mean,242.2
2019,평균,9. 기타,mean,203.3
