year,subgroup,dimension_value,measure_type,value
2007,평균,전체,mean,46.8
2007,평균,남자,mean,48.6
2007,평균,여자,mean,44.1
2008,평균,전체,mean,47.1
2008,평균,남자,mean,49.2
2008,평균,여자,mean,44.1
2009,평균,전체,mean,46.1
2009,평균,남자,mean,47.5
2009,평균,여자,mean,44.4
2010,평균,전체,mean,45.7
2010,평균,남자,mean,47.7
2010,평균,여자,mean,43.3
2011,평균,전체,mean,45.3
2011,평균,남자,mean,46.9
2011,평균,여자,mean,43.5
2012,평균,전체,mean,44.5
2012,평균,남자,mean,46.4
2012,평균,여자,mean,42.5
2013,평균,전체,mean,45.1
2013,평균,남자,mean,47.3
2013,평균,여자,mean,42.5
2014,평균,전체,mean,44.6
2014,평균,남자,mean,46.2
2014,평균,여자,mean,42.6
2015,평균,전체,mean,44.0
2015,평균,남자,mean,45.6
2015,평균,여자,mean,42.2
2016,평균,전체,mean,43.9
2016,평균,남자,mean,45.8
2016,평균,여자,mean,41.6
2017,평균,전체,mean,43.1
2017,평균,남자,mean,44.9
2017,평균,여자,mean,41.0
2018,평균,전체,mean,42.1
2018,평균,남자,mean,43.6
2018,평균,여자,mean,40.1
2019,평균,전체,mean,41.9
2019,평균,남자,mean,43.8
2019,평균,여자,mean,40.0
