year,subgroup,dimension_value,measure_type,value
2007,평균,전체,mean,195.8
2007,평균,인문,mean,180.9
2007,평균,사회,mean,205.8
2007,평균,교육,mean,173.7
2007,평균,공학,mean,214.4
2007,평균,자연,mean,190.1
2007,평균,의약,mean,210.1
2007,평균,예체능,mean,158.6
2008,평균,전체,mean,188.9
2008,평균,인문,mean,183.7
2008,평균,사회,mean,197.2
2008,평균,교육,mean,177.4
2008,평균,공학,mean,204.8
2008,평균,자연,mean,181.3
2008,평균,의약,mean,202.0
2008,평균,예체능,mean,147.7
2009,평균,전체,mean,190.0
2009,평균,인문,mean,173.0
2009,평균,사회,mean,196.3
2009,평균,교육,mean,175.7
2009,평균,공학,mean,207.9
2009,평균,자연,mean,183.0
2009,평균,의약,mean,202.0
2009,평균,예체능,mean,158.3
2010,평균,전체,mean,198.1
2010,평균,인문,mean,184.2
2010,평균,사회,mean,203.8
2010,평균,교육,mean,183.5
2010,평균,공학,mean,220.7
2010,평균,자연,mean,184.3
2010,평균,의약,mean,206.3
2010,평균,예체능,mean,163.1
2011,평균,전체,mean,206.5
2011,평균,인문,mean,198.0
2011,평균,사회,mean,212.1
2011,평균,교육,mean,189.9
2011,평균,공학,mean,227.8
2011,평균,자연,mean,194.6
2011,평균,의약,mean,219.3
2011,평균,예체능,mean,167.4
2012,평균,전체,mean,202.8
2012,평균,인문,mean,186.0
2012,평균,사회,mean,208.6
2012,평균,교육,mean,191.6
2012,평균,공학,mean,227.5
2012,평균,자연,mean,193.2
2012,평균,의약,mean,217.1
2012,평균,예체능,mean,161.4
2013,평균,전체,mean,204.6
2013,평균,인문,mean,194.4
2013,평균,사회,mean,208.1
2013,평균,교육,mean,194.3
2013,평균,공학,mean,234.9
2013,평균,자연,mean,196.5
2013,평균,의약,mean,213.4
2013,평균,예체능,mean,155.7
2014,평균,전체,mean,205.2
2014,평균,인문,mean,192.1
2014,평균,사회,mean,209.0
2014,평균,교육,mean,199.3
2014,평균,공학,mean,226.9
2014,평균,자연,mean,196.4
2014,평균,의약,mean,219.3
2014,평균,예체능,mean,165.8
2015,평균,전체,mean,207.9
2015,평균,인문,mean,187.2
2015,평균,사회,mean,208.7
2015,평균,교육,mean,202.8
2015,평균,공학,mean,232.0
2015,평균,자연,mean,194.9
2015,평균,의약,mean,220.1
2015,평균,예체능,mean,172.0
2016,평균,전체,mean,217.0
2016,평균,인문,mean,196.9
2016,평균,사회,mean,219.0
2016,평균,교육,mean,204.6
2016,평균,공학,mean,242.8
2016,평균,자연,mean,204.5
2016,평균,의약,mean,233.1
2016,평균,예체능,mean,175.6
2017,평균,전체,mean,227.2
2017,평균,인문,mean,204.1
2017,평균,사회,mean,233.6
2017,평균,교육,mean,213.3
2017,평균,공학,mean,247.5
2017,평균,자연,mean,220.7
2017,평균,의약,mean,248.7
2017,평균,예체능,mean,182.5
2018,평균,전체,mean,235.7
2018,평균,인문,mean,212.5
2018,평균,사회,mean,238.2
2018,평균,교육,mean,217.8
2018,평균,공학,mean,257.6
2018,평균,자연,mean,228.1
2018,평균,의약,mean,264.5
2018,평균,예체능,mean,195.0
2019,평균,전체,mean,242.6
2019,평균,인문,mean,269.8
2019,평균,사회,mean,234.6
2019,평균,교육,mean,221.8
2019,평균,공학,mean,260.6
2019,평균,자연,mean,225.2
2019,평균,의약,mean,271.8
2019,평균,예체능,mean,192.7
