year,subgroup,dimension_value,measure_type,value
2007,평균,전체,mean,195.9
2007,평균,1. 1～4명,mean,171.2
2007,평균,2. 5～9명,mean,164.3
2007,평균,3. 10～29명,mean,182.5
2007,평균,4. 30～49명,mean,194.8
2007,평균,5. 50～99명,mean,197.1
2007,평균,6. 100～299명,mean,202.9
2007,평균,7. 300～499명,mean,210.2
2007,평균,8. 500～999명,mean,223.4
2007,평균,"9. 1,000명 이상",mean,252.7
2008,평균,전체,mean,189.0
2008,평균,1. 1～4명,mean,164.1
2008,평균,2. 5～9명,mean,160.0
2008,평균,3. 10～29명,mean,187.2
2008,평균,4. 30～49명,mean,190.1
2008,평균,5. 50～99명,mean,188.3
2008,평균,6. 100～299명,mean,195.4
2008,평균,7. 300～499명,mean,201.3
2008,평균,8. 500～999명,mean,211.8
2008,평균,"9. 1,000명 이상",mean,230.2
2009,평균,전체,mean,190.1
2009,평균,1. 1～4명,mean,172.8
2009,평균,2. 5～9명,mean,164.2
2009,평균,3. 10～29명,mean,180.6
2009,평균,4. 30～49명,mean,181.8
2009,평균,5. 50～99명,mean,186.6
2009,평균,6. 100～299명,mean,195.1
2009,평균,7. 300～499명,mean,206.2
2009,평균,8. 500～999명,mean,207.9
2009,평균,"9. 1,000명 이상",mean,244.9
2010,평균,전체,mean,198.2
2010,평균,1. 1～4명,mean,170.4
2010,평균,2. 5～9명,mean,182.0
2010,평균,3. 10～29명,mean,189.1
2010,평균,4. 30～49명,mean,190.1
2010,평균,5. 50～99명,mean,195.8
2010,평균,6. 100～299명,mean,201.2
2010,평균,7. 300～499명,mean,212.1
2010,평균,8. 500～999명,mean,218.1
2010,평균,"9. 1,000명 이상",mean,248.7
2011,평균,전체,mean,206.6
2011,평균,1. 1～4명,mean,181.3
2011,평균,2. 5～9명,mean,173.0
2011,평균,3. 10～29명,mean,197.7
2011,평균,4. 30～49명,mean,199.8
2011,평균,5. 50～99명,mean,202.0
2011,평균,6. 100～299명,mean,215.1
2011,평균,7. 300～499명,mean,222.6
2011,평균,8. 500～999명,mean,225.6
2011,평균,"9. 1,000명 이상",mean,252.0
2012,평균,전체,mean,203.6
2012,평균,1. 1～4명,mean,167.4
2012,평균,2. 5～9명,mean,172.5
2012,평균,3. 10～29명,mean,189.8
2012,평균,4. 30～49명,mean,197.3
2012,평균,5. 50～99명,mean,198.8
2012,평균,6. 100～299명,mean,209.8
2012,평균,7. 300～499명,mean,227.9
2012,평균,8. 500～999명,mean,233.2
2012,평균,"9. 1,000명 이상",mean,265.5
2013,평균,전체,mean,205.5
2013,평균,1. 1～4명,mean,172.6
2013,평균,2. 5～9명,mean,169.2
2013,평균,3. 10～29명,mean,190.0
2013,평균,4. 30～49명,mean,199.6
2013,평균,5. 50～99명,mean,202.6
2013,평균,6. 100～299명,mean,215.0
2013,평균,7. 300～499명,mean,225.2
2013,평균,8. 500～999명,mean,236.5
2013,평균,"9. 1,000명 이상",mean,275.9
2014,평균,전체,mean,206.1
2014,평균,1. 1～4명,mean,171.6
2014,평균,2. 5～9명,mean,173.2
2014,평균,3. 10～29명,mean,192.1
2014,평균,4. 30～49명,mean,202.8
2014,평균,5. 50～99명,mean,208.3
2014,평균,6. 100～299명,mean,217.3
2014,평균,7. 300～499명,mean,226.4
2014,평균,8. 500～999명,mean,240.2
2014,평균,"9. 1,000명 이상",mean,260.3
2015,평균,전체,mean,208.2
2015,평균,1. 1～4명,mean,175.5
2015,평균,2. 5～9명,mean,175.9
2015,평균,3. 10～29명,mean,199.3
2015,평균,4. 30～49명,mean,208.4
2015,평균,5. 50～99명,mean,212.4
2015,평균,6. 100～299명,mean,219.8
2015,평균,7. 300～499명,mean,228.4
2015,평균,8. 500～999명,mean,227.9
2015,평균,"9. 1,000명 이상",mean,259.9
2016,평균,전체,mean,219.1
2016,평균,1. 1～4명,mean,178.4
2016,평균,2. 5～9명,mean,187.2
2016,평균,3. 10～29명,mean,211.2
2016,평균,4. 30～49명,mean,220.5
2016,평균,5. 50～99명,mean,221.2
2016,평균,6. 100～299명,mean,237.9
2016,평균,7. 300～499명,mean,242.1
2016,평균,8. 500～999명,mean,249.4
2016,평균,"9. 1,000명 이상",mean,262.9
2017,평균,전체,mean,230.0
2017,평균,1. 1～4명,mean,185.5
2017,평균,2. 5～9명,mean,196.8
2017,평균,3. 10～29명,mean,217.1
2017,평균,4. 30～49명,mean,223.4
2017,평균,5. 50～99명,mean,237.2
2017,평균,6. 100～299명,mean,248.8
2017,평균,7. 300～499명,mean,262.5
2017,평균,8. 500～999명,mean,268.0
2017,평균,"9. 1,000명 이상",mean,284.8
2018,평균,전체,mean,238.7
2018,평균,1. 1～4명,mean,195.8
2018,평균,2. 5～9명,mean,197.9
2018,평균,3. 10～29명,mean,225.2
2018,평균,4. 30～49명,mean,237.8
2018,평균,5. 50～99명,mean,237.4
2018,평균,6. 100～299명,mean,254.3
2018,평균,7. 300～499명,mean,271.1
2018,평균,8. 500～999명,mean,273.7
2018,평균,"9. 1,000명 이상",mean,298.1
2019,평균,전체,mean,247.2
2019,평균,1. 1～4명,mean,183.0
2019,평균,2. 5～9명,mean,198.4
2019,평균,3. 10～29명,mean,226.6
2019,평균,4. 30～49명,mean,239.0
2019,평균,5. 50～99명,mean,243.8
2019,평균,6. 100～299명,mean,254.0
2019,평균,7. 300～499명,mean,270.2
2019,평균,8. 500～999명,mean,273.1
2019,평균,"9. 1,000명 이상",mean,360.2
