year,subgroup,dimension_value,measure_type,value
2007,평균,전체,mean,46.8
2007,평균,전문대,mean,48.3
2007,평균,4년제,mean,46.1
2007,평균,교육대,mean,44.6
2008,평균,전체,mean,47.1
2008,평균,전문대,mean,48.3
2008,평균,4년제,mean,46.6
2008,평균,교육대,mean,44.6
2009,평균,전체,mean,46.1
2009,평균,전문대,mean,47.3
2009,평균,4년제,mean,45.5
2009,평균,교육대,mean,44.8
2010,평균,전체,mean,45.7
2010,평균,전문대,mean,46.9
2010,평균,4년제,mean,45.2
2010,평균,교육대,mean,44.2
2011,평균,전체,mean,45.3
2011,평균,전문대,mean,46.0
2011,평균,4년제,mean,45.2
2011,평균,교육대,mean,41.3
2012,평균,전체,mean,44.5
2012,평균,전문대,mean,45.6
2012,평균,4년제,mean,44.2
2012,평균,교육대,mean,40.2
2013,평균,전체,mean,45.1
2013,평균,전문대,mean,45.9
2013,평균,4년제,mean,44.8
2013,평균,교육대,mean,41.1
2014,평균,전체,mean,44.6
2014,평균,전문대,mean,45.1
2014,평균,4년제,mean,44.5
2014,평균,교육대,mean,41.9
2015,평균,전체,mean,44.0
2015,평균,전문대,mean,45.1
2015,평균,4년제,mean,43.7
2015,평균,교육대,mean,41.1
2016,평균,전체,mean,43.9
2016,평균,전문대,mean,44.3
2016,평균,4년제,mean,43.8
2016,평균,교육대,mean,40.9
2017,평균,전체,mean,43.1
2017,평균,전문대,mean,43.8
2017,평균,4년제,mean,43.0
2017,평균,교육대,mean,41.0
2018,평균,전체,mean,42.1
2018,평균,전문대,mean,42.4
2018,평균,4년제,mean,42.0
2018,평균,교육대,mean,40.6
2019,평균,전체,mean,41.9
2019,평균,전문대,mean,42.1
2019,평균,4년제,mean,41.8
2019,평균,교육대,mean,40.6
