year,subgroup,dimension_value,measure_type,value
2017,평균,전체,mean,43.1
2017,평균,경영·사무·금융·보험직,mean,43.3
2017,평균,연구직 및 공학 기술직,mean,45.6
2017,평균,교육·법률·사회복지·경찰·소방직 및 군인,mean,38.4
2017,평균,보건·의료직,mean,46.2
2017,평균,예술·디자인·방송·스포츠직,mean,42.6
2017,평균,미용·여행·숙박·음식·경비·청소직,mean,38.9
2017,평균,영업·판매·운전·운송직,mean,42.0
2017,평균,건설·채굴직,mean,42.9
2017,평균,설치·정비·생산직,mean,47.0
2017,평균,농림어업직,mean,49.6
2018,평균,전체,mean,42.1
2018,평균,경영·사무·금융·보험직,mean,42.2
2018,평균,연구직 및 공학 기술직,mean,44.8
2018,평균,교육·법률·사회복지·경찰·소방직 및 군인,mean,38.0
2018,평균,보건·의료직,mean,44.9
2018,평균,예술·디자인·방송·스포츠직,mean,41.5
2018,평균,미용·여행·숙박·음식·경비·청소직,mean,36.6
2018,평균,영업·판매·운전·운송직,mean,40.2
2018,평균,건설·채굴직,mean,43.0
2018,평균,설치·정비·생산직,mean,45.2
2018,평균,농림어업직,mean,48.6
2019,평균,전체,mean,41.9
2019,평균,경영·사무·금융·보험직,mean,42.4
2019,평균,연구직 및 공학 기술직,mean,44.7
2019,평균,교육·법률·사회복지·경찰·소방직 및 군인,mean,38.7
2019,평균,보건·의료직,mean,45.3
2019,평균,예술·디자인·방송·스포츠직,mean,40.8
2019,평균,미용·여행·숙박·음식·경비·청소직,mean,33.6
2019,평균,영업·판매·운전·운송직,mean,38.2
2019,평균,건설·채굴직,mean,46.2
2019,평균,설치·정비·생산직,mean,45.8
2019,평균,농림어업직,mean,46.1
