year,subgroup,dimension_value,measure_type,value
2007,전체,전체,frequency,390366.0
2007,전체,관리직,frequency,2389.0
2007,전체,경영·회계·사무 관련직,frequency,103992.0
2007,전체,금융·보험 관련직,frequency,18343.0
2007,전체,교육 및 자연과학·사회과학 연구관련직,frequency,42700.0
2007,전체,법률·경찰·소방·교도 관련직,frequency,4081.0
2007,전체,보건·의료 관련직,frequency,34778.0
2007,전체,사회복지 및 종교 관련직,frequency,21234.0
2007,전체,문화·예술·디자인·방송 관련직,frequency,24039.0
2007,전체,운전 및 운송 관련직,frequency,4152.0
2007,전체,영업 및 판매 관련직,frequency,28959.0
2007,전체,경비 및 청소 관련직,frequency,3139.0
2007,전체,미용·숙박·여행·오락 스포츠 관련직,frequency,12934.0
2007,전체,음식서비스 관련직,frequency,6726.0
2007,전체,건설 관련직,frequency,13918.0
2007,전체,기계 관련직,frequency,15647.0
2007,전체,재료관련직,frequency,2733.0
2007,전체,화학 관련직,frequency,3127.0
2007,전체,섬유 및 의복 관련직,frequency,616.0
2007,전체,전기·전자 관련직,frequency,15070.0
2007,전체,정보통신 관련직,frequency,20487.0
2007,전체,식품가공 관련직,frequency,1748.0
2007,전체,환경·인쇄·목재·가구·공예 및 생산단순직,frequency,6387.0
2007,전체,농림어업 관련직,frequency,1268.0
2007,전체,군인,frequency,1888.0
2007,전체,전체,share,100.0
2007,전체,관리직,share,0.6
2007,전체,경영·회계·사무 관련직,share,26.6
2007,전체,금융·보험 관련직,share,4.6
2007,전체,교육 및 자연과학·사회과학 연구관련직,share,10.9
2007,전체,법률·경찰·소방·교도 관련직,share,1.0
2007,전체,보건·의료 관련직,share,8.9
2007,전체,사회복지 및 종교 관련직,share,5.4
2007,전체,문화·예술·디자인·방송 관련직,share,6.1
2007,전체,운전 및 운송 관련직,share,1.0
2007,전체,영업 및 판매 관련직,share,7.4
2007,전체,경비 및 청소 관련직,share,0.8
2007,전체,미용·숙박·여행·오락 스포츠 관련직,share,3.3
2007,전체,음식서비스 관련직,share,1.7
2007,전체,건설 관련직,share,3.5
2007,전체,기계 관련직,share,4.0
2007,전체,재료관련직,share,0.7
2007,전체,화학 관련직,share,0.8
2007,전체,섬유 및 의복 관련직,share,0.1
2007,전체,전기·전자 관련직,share,3.8
2007,전체,정보통신 관련직,share,5.2
2007,전체,식품가공 관련직,share,0.4
2007,전체,환경·인쇄·목재·가구·공예 및 생산단순직,share,1.6
2007,전체,농림어업 관련직,share,0.3
2007,전체,군인,share,0.4
2007,전문대,전체,frequency,173879.0
2007,전문대,관리직,frequency,1458.0
2007,전문대,경영·회계·사무 관련직,frequency,42227.0
2007,전문대,금융·보험 관련직,frequency,5452.0
2007,전문대,교육 및 자연과학·사회과학 연구관련직,frequency,8040.0
2007,전문대,법률·경찰·소방·교도 관련직,frequency,1570.0
2007,전문대,보건·의료 관련직,frequency,21854.0
2007,전문대,사회복지 및 종교 관련직,frequency,13108.0
2007,전문대,문화·예술·디자인·방송 관련직,frequency,9757.0
2007,전문대,운전 및 운송 관련직,frequency,2806.0
2007,전문대,영업 및 판매 관련직,frequency,14087.0
2007,전문대,경비 및 청소 관련직,frequency,2056.0
2007,전문대,미용·숙박·여행·오락 스포츠 관련직,frequency,8387.0
2007,전문대,음식서비스 관련직,frequency,5548.0
2007,전문대,건설 관련직,frequency,5269.0
2007,전문대,기계 관련직,frequency,8777.0
2007,전문대,재료관련직,frequency,1931.0
2007,전문대,화학 관련직,frequency,986.0
2007,전문대,섬유 및 의복 관련직,frequency,420.0
2007,전문대,전기·전자 관련직,frequency,7765.0
2007,전문대,정보통신 관련직,frequency,6523.0
2007,전문대,식품가공 관련직,frequency,1028.0
2007,전문대,환경·인쇄·목재·가구·공예 및 생산단순직,frequency,3457.0
2007,전문대,농림어업 관련직,frequency,894.0
2007,전문대,군인,frequency,467.0
2007,전문대,전체,share,100.0
2007,전문대,관리직,share,0.8
2007,전문대,경영·회계·사무 관련직,share,24.2
2007,전문대,금융·보험 관련직,share,3.1
2007,전문대,교육 및 자연과학·사회과학 연구관련직,share,4.6
2007,전문대,법률·경찰·소방·교도 관련직,share,0.9
2007,전문대,보건·의료 관련직,share,12.5
2007,전문대,사회복지 및 종교 관련직,share,7.5
2007,전문대,문화·예술·디자인·방송 관련직,share,5.6
2007,전문대,운전 및 운송 관련직,share,1.6
2007,전문대,영업 및 판매 관련직,share,8.1
2007,전문대,경비 및 청소 관련직,share,1.1
2007,전문대,미용·숙박·여행·오락 스포츠 관련직,share,4.8
