raw_row_id,source_id,admission_year,univ_id_raw,univ_name_std,campus_id,recruitment_unit_raw,recruitment_unit_std,recruitment_unit_id,recruitment_unit_strict_key,recruitment_unit_loose_key,grade_dept_id,grade_dept_name_raw,dept_canonical_id,dept_name_canonical,mapping_type,mapping_confidence,raw_percentile_70cut,selectivity_pct_2024,selectivity_source,score_comparability_tier,recruitment_n,competition_rate,additional_admit_last_rank,raw_admission_group,raw_section_title,broad_recruitment_unit_flag,shared_admission_score_flag,valid_for_primary_model,exclusion_reason,admission_rows_per_grade_dept,mapping_cardinality
SRC_0000212_2025_0014_T10_R20,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,기계 · 시스템디자인공학과,기계 · 시스템디자인공학과,SRC_0000212_2025_0014_T10_R20,기계·시스템디자인공학과,기계시스템디자인공,DEP_001178,기계ㆍ시스템디자인공,DEP_001178,기계ㆍ시스템디자인공,loose_candidate_review,0.85,88.17,88.17,raw_percentile_70cut,Tier B,66.0,9.73,140.0,다군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000212_2025_0014_T10_R30,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,경영학부,경영학부,SRC_0000212_2025_0014_T10_R30,경영학부,경영,DEP_000001,,DEP_000001,경영,alias_not_present_in_university_grade_list,0.7,86.60,86.6,raw_percentile_70cut,Tier B,120.0,14.51,678.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R36,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,경제학부,경제학부,SRC_0000212_2025_0014_T10_R36,경제학부,경제,DEP_000013,,DEP_000013,경제,alias_not_present_in_university_grade_list,0.7,88.40,88.4,raw_percentile_70cut,Tier B,21.0,14.19,127.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R37,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,세종캠퍼스자율전공 ( 자연 · 예능 ),세종캠퍼스자율전공 ( 자연 · 예능 ),SRC_0000212_2025_0014_T10_R37,세종캠퍼스자율전공(자연·예능),세종캠퍼스자율,,,,,broad_recruitment_unit,0.5,62.83,62.83,raw_percentile_70cut,Tier B,62.0,7.34,121.0,다군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000212_2025_0014_T10_R38,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,세종캠퍼스자율전공 ( 인문 · 예능 ),세종캠퍼스자율전공 ( 인문 · 예능 ),SRC_0000212_2025_0014_T10_R38,세종캠퍼스자율전공(인문·예능),세종캠퍼스자율,,,,,broad_recruitment_unit,0.5,69.80,69.8,raw_percentile_70cut,Tier B,61.0,8.31,106.0,다군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000212_2025_0014_T10_R39,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,과학기술대학 자율전공,과학기술대학 자율전공,SRC_0000212_2025_0014_T10_R39,과학기술대학자율전공,과학기술대학자율,,,,,broad_recruitment_unit,0.5,61.33,61.33,raw_percentile_70cut,Tier B,22.0,7.32,56.0,다군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000212_2025_0014_T10_R40,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,전자전기융합공학과,전자전기융합공학과,SRC_0000212_2025_0014_T10_R40,전자전기융합공학과,전자전기융합공,DEP_001550,,DEP_001550,전자전기융합공,alias_not_present_in_university_grade_list,0.7,63.50,63.5,raw_percentile_70cut,Tier B,26.0,6.92,76.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R41,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,소프트웨어융합학과,소프트웨어융합학과,SRC_0000212_2025_0014_T10_R41,소프트웨어융합학과,소프트웨어융합,DEP_000131,,DEP_000131,소프트웨어융합,alias_not_present_in_university_grade_list,0.7,58.50,58.5,raw_percentile_70cut,Tier B,27.0,7.19,84.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R42,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,나노신소재학과,나노신소재학과,SRC_0000212_2025_0014_T10_R42,나노신소재학과,나노신소재,DEP_002990,,DEP_002990,나노신소재,alias_not_present_in_university_grade_list,0.7,64.17,64.17,raw_percentile_70cut,Tier B,19.0,8.05,46.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R43,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,건축공학부,건축공학부,SRC_0000212_2025_0014_T10_R43,건축공학부,건축공,DEP_000025,,DEP_000025,건축공,alias_not_present_in_university_grade_list,0.7,69.83,69.83,raw_percentile_70cut,Tier B,17.0,6.18,34.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R44,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,기계정보공학과,기계정보공학과,SRC_0000212_2025_0014_T10_R44,기계정보공학과,기계정보공,DEP_000734,,DEP_000734,기계정보공,alias_not_present_in_university_grade_list,0.7,65.17,65.17,raw_percentile_70cut,Tier B,21.0,6.1,39.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R45,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,조선해양공학과,조선해양공학과,SRC_0000212_2025_0014_T10_R45,조선해양공학과,조선해양공,DEP_000174,,DEP_000174,조선해양공,alias_not_present_in_university_grade_list,0.7,62.17,62.17,raw_percentile_70cut,Tier B,14.0,6.07,24.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R46,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,바이오화학공학과,바이오화학공학과,SRC_0000212_2025_0014_T10_R46,바이오화학공학과,바이오화학공,DEP_001541,,DEP_001541,바이오화학공,alias_not_present_in_university_grade_list,0.7,65.83,65.83,raw_percentile_70cut,Tier B,18.0,8.83,51.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R47,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,게임학부 게임소프트웨어전공 ( 공학계 ),게임학부 게임소프트웨어전공 ( 공학계 ),SRC_0000212_2025_0014_T10_R47,게임학부게임소프트웨어전공(공학계),게임게임소프트웨어,DEP_001962,,DEP_001962,게임게임소프트웨어,alias_not_present_in_university_grade_list,0.7,68.50,68.5,raw_percentile_70cut,Tier B,15.0,8.53,24.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R48,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,상경학부,상경학부,SRC_0000212_2025_0014_T10_R48,상경학부,상경,DEP_002316,,DEP_002316,상경,alias_not_present_in_university_grade_list,0.7,60.40,60.4,raw_percentile_70cut,Tier B,70.0,8.01,182.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000212_2025_0014_T10_R49,SRC_0000212_2025_0014,2024,U0000212,홍익대학교,0000212,광고홍보학부,광고홍보학부,SRC_0000212_2025_0014_T10_R49,광고홍보학부,광고홍보,DEP_000077,,DEP_000077,광고홍보,alias_not_present_in_university_grade_list,0.7,64.20,64.2,raw_percentile_70cut,Tier B,29.0,6.83,59.0,다군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000143_2025_0015_T24_R19,SRC_0000143_2025_0015,2024,U0000143,숭실대학교,0000143,건축학부 ( 건축학 · 건축공학전공 ),건축학부 ( 건축학 · 건축공학전공 ),SRC_0000143_2025_0015_T24_R19,건축학부(건축학·건축공학전공),건축,DEP_000009,건축,DEP_000009,건축,loose_candidate_review,0.85,83.67,83.67,raw_percentile_70cut,Tier B,19.0,5.1,33.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000143_2025_0015_T24_R20,SRC_0000143_2025_0015,2024,U0000143,숭실대학교,0000143,건축학부 ( 실내건축전공 ),건축학부 ( 실내건축전공 ),SRC_0000143_2025_0015_T24_R20,건축학부(실내건축전공),건축,DEP_000009,건축,DEP_000009,건축,loose_candidate_review,0.85,79.00,79.0,raw_percentile_70cut,Tier B,10.0,5.8,6.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000143_2025_0015_T24_R24,SRC_0000143_2025_0015,2024,U0000143,숭실대학교,0000143,전자정보공학부 (IT 융합 ),전자정보공학부 (IT 융합 ),SRC_0000143_2025_0015_T24_R24,전자정보공학부(it융합),전자정보공,,,,,unmatched,0.0,84.67,84.67,raw_percentile_70cut,Tier B,52.0,4.7,60.0,나군,,False,False,False,unmatched,,not_primary
SRC_0000143_2025_0015_T24_R36,SRC_0000143_2025_0015,2024,U0000143,숭실대학교,0000143,전자정보공학부 ( 전자공학 ),전자정보공학부 ( 전자공학 ),SRC_0000143_2025_0015_T24_R36,전자정보공학부(전자공학),전자정보공,,,,,unmatched,0.0,84.83,84.83,raw_percentile_70cut,Tier B,52.0,5.8,73.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000143_2025_0015_T24_R40,SRC_0000143_2025_0015,2024,U0000143,숭실대학교,0000143,융합특성화자유전공학부,융합특성화자유전공학부,SRC_0000143_2025_0015_T24_R40,융합특성화자유전공학부,융합특성화자유,,,,,broad_recruitment_unit,0.5,86.17,86.17,raw_percentile_70cut,Tier B,35.0,7.0,41.0,다군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000078_2025_0017_T7_R0,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,미디어 · 광고학부 미디어전공,미디어 · 광고학부 미디어전공,SRC_0000078_2025_0017_T7_R0,미디어·광고학부미디어전공,미디어광고미디어,,,,,unmatched,0.0,85.63,85.63,raw_percentile_70cut,Tier B,7.0,5.0,5.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R1,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,미디어 · 광고학부 광고홍보학전공,미디어 · 광고학부 광고홍보학전공,SRC_0000078_2025_0017_T7_R1,미디어·광고학부광고홍보학전공,미디어광고광고홍보학,,,,,unmatched,0.0,86.00,86.0,raw_percentile_70cut,Tier B,13.0,5.23,20.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R3,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,경영학부 경영학전공,경영학부 경영학전공,SRC_0000078_2025_0017_T7_R3,경영학부경영학전공,경영경영학,DEP_000496,,DEP_000496,경영경영학,alias_not_present_in_university_grade_list,0.7,86.50,86.5,raw_percentile_70cut,Tier B,53.0,4.49,65.0,가군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000078_2025_0017_T7_R4,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,경영정보학부 [ 인문 ],경영정보학부 [ 인문 ],SRC_0000078_2025_0017_T7_R4,경영정보학부[인문],경영정보인문,,,,,unmatched,0.0,86.13,86.13,raw_percentile_70cut,Tier B,12.0,5.83,8.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R5,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,재무금융 · 회계학부 재무금융전공,재무금융 · 회계학부 재무금융전공,SRC_0000078_2025_0017_T7_R5,재무금융·회계학부재무금융전공,재무금융회계재무금융,,,,,unmatched,0.0,86.50,86.5,raw_percentile_70cut,Tier B,22.0,6.14,7.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R6,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,재무금융 · 회계학부 회계학전공,재무금융 · 회계학부 회계학전공,SRC_0000078_2025_0017_T7_R6,재무금융·회계학부회계학전공,재무금융회계회계학,,,,,unmatched,0.0,86.88,86.88,raw_percentile_70cut,Tier B,23.0,5.39,10.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R7,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,경영정보학부 [ 자연 ],경영정보학부 [ 자연 ],SRC_0000078_2025_0017_T7_R7,경영정보학부[자연],경영정보자연,,,,,unmatched,0.0,86.25,86.25,raw_percentile_70cut,Tier B,12.0,4.33,17.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R8,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,신소재공학부 기계금속재료전공,신소재공학부 기계금속재료전공,SRC_0000078_2025_0017_T7_R8,신소재공학부기계금속재료전공,신소재공기계금속재료,,,,,unmatched,0.0,87.13,87.13,raw_percentile_70cut,Tier B,18.0,77.11,28.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R9,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,건설시스템공학부,건설시스템공학부,SRC_0000078_2025_0017_T7_R9,건설시스템공학부,건설시스템공,,,,,unmatched,0.0,86.75,86.75,raw_percentile_70cut,Tier B,20.0,5.15,22.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R10,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,전자공학부 지능형 ICT 융합전공,전자공학부 지능형 ICT 융합전공,SRC_0000078_2025_0017_T7_R10,전자공학부지능형ict융합전공,전자공지능형ict융합,,,,,unmatched,0.0,87.88,87.88,raw_percentile_70cut,Tier B,31.0,5.23,56.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R13,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,응용화학부 나노소재전공,응용화학부 나노소재전공,SRC_0000078_2025_0017_T7_R13,응용화학부나노소재전공,응용화나노소재,,,,,unmatched,0.0,85.00,85.0,raw_percentile_70cut,Tier B,12.0,6.5,16.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R14,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,응용화학부 바이오의약전공,응용화학부 바이오의약전공,SRC_0000078_2025_0017_T7_R14,응용화학부바이오의약전공,응용화바이오의약,,,,,unmatched,0.0,87.75,87.75,raw_percentile_70cut,Tier B,13.0,4.85,21.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R25,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,자동차 · 운송디자인학과,자동차 · 운송디자인학과,SRC_0000078_2025_0017_T7_R25,자동차·운송디자인학과,자동차운송디자인,DEP_001884,자동차•운송디자인,DEP_001884,자동차•운송디자인,loose_candidate_review,0.85,89.00,89.0,raw_percentile_70cut,Tier B,28.0,3.0,2.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000078_2025_0017_T7_R27,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,공간디자인학과 [ 비실기 ],공간디자인학과 [ 비실기 ],SRC_0000078_2025_0017_T7_R27,공간디자인학과[비실기],공간디자인비실기,,,,,unmatched,0.0,90.88,90.88,raw_percentile_70cut,Tier B,5.0,5.8,18.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R28,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,영상디자인학과 [ 비실기 ],영상디자인학과 [ 비실기 ],SRC_0000078_2025_0017_T7_R28,영상디자인학과[비실기],영상디자인비실기,,,,,unmatched,0.0,92.00,92.0,raw_percentile_70cut,Tier B,3.0,9.33,4.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R40,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,신소재공학부 전자화학재료전공,신소재공학부 전자화학재료전공,SRC_0000078_2025_0017_T7_R40,신소재공학부전자화학재료전공,신소재공전자화학재료,,,,,unmatched,0.0,83.50,83.5,raw_percentile_70cut,Tier B,19.0,5.53,34.0,나군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R42,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,전자공학부 지능형반도체융합전자전공,전자공학부 지능형반도체융합전자전공,SRC_0000078_2025_0017_T7_R42,전자공학부지능형반도체융합전자전공,전자공지능형반도체융합전자,,,,,unmatched,0.0,85.88,85.88,raw_percentile_70cut,Tier B,33.0,5.33,58.0,나군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R43,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,전자공학부 지능전자공학전공,전자공학부 지능전자공학전공,SRC_0000078_2025_0017_T7_R43,전자공학부지능전자공학전공,전자공지능전자공학,,,,,unmatched,0.0,87.88,87.88,raw_percentile_70cut,Tier B,19.0,3.74,33.0,나군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R47,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,한국어문학부 국어국문학전공,한국어문학부 국어국문학전공,SRC_0000078_2025_0017_T7_R47,한국어문학부국어국문학전공,한국어문국어국문학,,,,,unmatched,0.0,87.25,87.25,raw_percentile_70cut,Tier B,12.0,12.17,65.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R48,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,한국어문학부 글로벌한국어전공,한국어문학부 글로벌한국어전공,SRC_0000078_2025_0017_T7_R48,한국어문학부글로벌한국어전공,한국어문글로벌한국어,,,,,unmatched,0.0,86.50,86.5,raw_percentile_70cut,Tier B,2.0,15.0,10.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R50,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,중국학부 중국어문전공,중국학부 중국어문전공,SRC_0000078_2025_0017_T7_R50,중국학부중국어문전공,중국중국어문,,,,,unmatched,0.0,85.88,85.88,raw_percentile_70cut,Tier B,16.0,8.44,62.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R51,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,중국학부 중국정경전공,중국학부 중국정경전공,SRC_0000078_2025_0017_T7_R51,중국학부중국정경전공,중국중국정경,,,,,unmatched,0.0,87.13,87.13,raw_percentile_70cut,Tier B,14.0,9.29,20.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R55,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,AI 빅데이터융합경영학과 [ 인문 ],AI 빅데이터융합경영학과 [ 인문 ],SRC_0000078_2025_0017_T7_R55,ai빅데이터융합경영학과[인문],ai빅데이터융합경영인문,,,,,unmatched,0.0,85.75,85.75,raw_percentile_70cut,Tier B,19.0,8.16,68.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R56,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,건축학부 [ 인문 ],건축학부 [ 인문 ],SRC_0000078_2025_0017_T7_R56,건축학부[인문],건축인문,,,,,unmatched,0.0,88.13,88.13,raw_percentile_70cut,Tier B,8.0,8.0,8.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R57,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,AI 빅데이터융합경영학과 [ 자연 ],AI 빅데이터융합경영학과 [ 자연 ],SRC_0000078_2025_0017_T7_R57,ai빅데이터융합경영학과[자연],ai빅데이터융합경영자연,,,,,unmatched,0.0,87.25,87.25,raw_percentile_70cut,Tier B,13.0,8.15,40.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000078_2025_0017_T7_R61,SRC_0000078_2025_0017,2024,U0000078,국민대학교,0000078,건축학부 [ 자연 ],건축학부 [ 자연 ],SRC_0000078_2025_0017_T7_R61,건축학부[자연],건축자연,,,,,unmatched,0.0,88.75,88.75,raw_percentile_70cut,Tier B,14.0,7.07,17.0,다군,,False,False,False,unmatched,,not_primary
SRC_0000014_2025_0018_T6_R16,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,화공생명 . 환경공학부 ( 화공생명공학전공 ),화공생명 . 환경공학부 ( 화공생명공학전공 ),SRC_0000014_2025_0018_T6_R16,화공생명.환경공학부(화공생명공학전공),화공생명환경공,,,,,unmatched,0.0,89.50,89.5,raw_percentile_70cut,Tier B,25.0,3.9,13.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000014_2025_0018_T6_R17,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,화공생명 . 환경공학부 ( 환경공학전공 ),화공생명 . 환경공학부 ( 환경공학전공 ),SRC_0000014_2025_0018_T6_R17,화공생명.환경공학부(환경공학전공),화공생명환경공,,,,,unmatched,0.0,82.33,82.33,raw_percentile_70cut,Tier B,18.0,3.8,6.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000014_2025_0018_T6_R18,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,전기전자공학부 ( 전기공학전공 ),전기전자공학부 ( 전기공학전공 ),SRC_0000014_2025_0018_T6_R18,전기전자공학부(전기공학전공),전기전자공,,,,,unmatched,0.0,86.33,86.33,raw_percentile_70cut,Tier B,26.0,4.1,26.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000014_2025_0018_T6_R19,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,전기전자공학부 ( 반도체공학전공 ),전기전자공학부 ( 반도체공학전공 ),SRC_0000014_2025_0018_T6_R19,전기전자공학부(반도체공학전공),전기전자공,,,,,unmatched,0.0,88.00,88.0,raw_percentile_70cut,Tier B,16.0,4.3,4.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000014_2025_0018_T6_R47,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,디자인학과 ( 디자인앤테크놀로지전공 ),디자인학과 ( 디자인앤테크놀로지전공 ),SRC_0000014_2025_0018_T6_R47,디자인학과(디자인앤테크놀로지전공),디자인,DEP_000048,디자인,DEP_000048,디자인,loose_candidate_review,0.85,79.50,79.5,raw_percentile_70cut,Tier B,6.0,4.7,2.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000014_2025_0018_T6_R56,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,정보컴퓨터공학부 ( 컴퓨터공학전공 ),정보컴퓨터공학부 ( 컴퓨터공학전공 ),SRC_0000014_2025_0018_T6_R56,정보컴퓨터공학부(컴퓨터공학전공),정보컴퓨터공,DEP_001182,정보컴퓨터공,DEP_001182,정보컴퓨터공,loose_candidate_review,0.85,87.83,87.83,raw_percentile_70cut,Tier B,31.0,3.1,16.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000014_2025_0018_T6_R57,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,정보컴퓨터공학부 ( 인공지능전공 ),정보컴퓨터공학부 ( 인공지능전공 ),SRC_0000014_2025_0018_T6_R57,정보컴퓨터공학부(인공지능전공),정보컴퓨터공,DEP_001182,정보컴퓨터공,DEP_001182,정보컴퓨터공,loose_candidate_review,0.85,84.83,84.83,raw_percentile_70cut,Tier B,26.0,3.5,19.0,가군,,False,False,False,loose_only_not_auto_confirmed,,not_primary
SRC_0000014_2025_0018_T6_R58,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,한의학전문대학원 ( 학‧석사통합과정 ),한의학전문대학원 ( 학‧석사통합과정 ),SRC_0000014_2025_0018_T6_R58,한의학전문대학원(학‧석사통합과정),한의학전문대학원,,,,,unmatched,0.0,96.17,96.17,raw_percentile_70cut,Tier B,5.0,8.2,13.0,가군,,False,False,False,unmatched,,not_primary
SRC_0000014_2025_0018_T6_R87,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,전기전자공학부 ( 전자공학전공 ),전기전자공학부 ( 전자공학전공 ),SRC_0000014_2025_0018_T6_R87,전기전자공학부(전자공학전공),전기전자공,,,,,unmatched,0.0,86.50,86.5,raw_percentile_70cut,Tier B,32.0,3.1,28.0,나군,,False,False,False,unmatched,,not_primary
SRC_0000014_2025_0018_T6_R89,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,조선해양공학과,조선해양공학과,SRC_0000014_2025_0018_T6_R89,조선해양공학과,조선해양공,DEP_000174,,DEP_000174,조선해양공,alias_not_present_in_university_grade_list,0.7,80.67,80.67,raw_percentile_70cut,Tier B,30.0,3.5,17.0,나군,,False,False,False,canonical_department_absent_from_same_university_grade_target,,not_primary
SRC_0000014_2025_0018_T6_R104,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,치의학전문대학원 ( 학‧석사통합과정 ),치의학전문대학원 ( 학‧석사통합과정 ),SRC_0000014_2025_0018_T6_R104,치의학전문대학원(학‧석사통합과정),치의학전문대학원,,,,,unmatched,0.0,96.67,96.67,raw_percentile_70cut,Tier B,6.0,5.2,1.0,나군,,False,False,False,unmatched,,not_primary
SRC_0000014_2025_0018_T7_R3,SRC_0000014_2025_0018,2024,U0000014,부산대학교,0000014,치의학전문대학원 ( 학‧석사통합과정 ),치의학전문대학원 ( 학‧석사통합과정 ),SRC_0000014_2025_0018_T7_R3,치의학전문대학원(학‧석사통합과정),치의학전문대학원,,,,,unmatched,0.0,96.83,96.83,raw_percentile_70cut,Tier B,17.0,4.6,22.0,나군,,False,False,False,unmatched,,not_primary
SRC_0000138_2025_0019_T9_R0,SRC_0000138_2025_0019,2024,U0000138,세종대학교,0000138,경상계열,경상계열,SRC_0000138_2025_0019_T9_R0,경상계열,경상,,,,,broad_recruitment_unit,0.5,82.17,82.17,raw_percentile_70cut,Tier B,132.0,5.14,93.0,가군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000138_2025_0019_T9_R3,SRC_0000138_2025_0019,2024,U0000138,세종대학교,0000138,인문사회계열,인문사회계열,SRC_0000138_2025_0019_T9_R3,인문사회계열,인문사회,,,,,broad_recruitment_unit,0.5,81.83,81.83,raw_percentile_70cut,Tier B,113.0,5.91,208.0,나군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000138_2025_0019_T9_R4,SRC_0000138_2025_0019,2024,U0000138,세종대학교,0000138,자연생명계열,자연생명계열,SRC_0000138_2025_0019_T9_R4,자연생명계열,자연생명,,,,,broad_recruitment_unit,0.5,82.00,82.0,raw_percentile_70cut,Tier B,124.0,5.23,138.0,나군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000138_2025_0019_T9_R5,SRC_0000138_2025_0019,2024,U0000138,세종대학교,0000138,IT 계열,IT 계열,SRC_0000138_2025_0019_T9_R5,it계열,it,,,,,broad_recruitment_unit,0.5,83.00,83.0,raw_percentile_70cut,Tier B,193.0,4.09,160.0,나군,,True,False,False,broad_recruitment_unit_excluded_from_primary,,not_primary
SRC_0000138_2025_0019_T9_R7,SRC_0000138_2025_0019,2024,U0000138,세종대학교,0000138,창의소프트학부 - 디자인이노베이션전공,창의소프트학부 - 디자인이노베이션전공,SRC_0000138_2025_0019_T9_R7,창의소프트학부-디자인이노베이션전공,창의소프트디자인이노베이션,,,,,unmatched,0.0,84.50,84.5,raw_percentile_70cut,Tier B,3.0,8.67,4.0,나군,,False,False,False,unmatched,,not_primary
SRC_0000138_2025_0019_T9_R8,SRC_0000138_2025_0019,2024,U0000138,세종대학교,0000138,창의소프트학부 - 만화애니메이션텍전공,창의소프트학부 - 만화애니메이션텍전공,SRC_0000138_2025_0019_T9_R8,창의소프트학부-만화애니메이션텍전공,창의소프트만화애니메이션텍,,,,,unmatched,0.0,81.17,81.17,raw_percentile_70cut,Tier B,3.0,8.0,4.0,나군,,False,False,False,unmatched,,not_primary
