dept_canonical_id,dept_name_canonical,reference_rows,reference_schools,alias_count,support_level,canonical_qa_status
DEP_001159,전자IT기계자동차공,4,1,1,rare,pass
DEP_001160,문화예술실용음악,3,1,1,rare,pass
DEP_001161,AI・데이터과,4,1,1,rare,pass
DEP_001162,컴퓨터융합,3,1,1,rare,pass
DEP_001163,유럽중남미,4,1,1,rare,pass
DEP_001164,전자정보공IT융합,4,1,1,rare,pass
DEP_001165,공연영화,6,1,1,rare,pass
DEP_001166,전기정보공,4,1,1,rare,pass
DEP_001167,자연숲치유산업,2,1,1,rare,pass
DEP_001168,ICT디자인,8,1,1,rare,pass
DEP_001169,글로벌Hospitality경영,2,1,1,rare,pass
DEP_001170,커뮤니케이션·미디어,4,1,1,rare,pass
DEP_001171,생활과의류패션학,2,1,1,rare,pass
DEP_001172,화학신소재공,4,1,1,rare,pass
DEP_001173,행동발달치료,4,1,1,rare,pass
DEP_001174,조선·해양공,4,1,1,rare,pass
DEP_001175,SW융합컴퓨터과학,3,1,1,rare,pass
DEP_001176,조리・서비스경영,4,1,1,rare,pass
DEP_001177,세무ㆍ회계,4,1,1,rare,pass
DEP_001178,기계ㆍ시스템디자인공,2,1,1,rare,pass
DEP_001179,전기전자공전기공학,4,1,1,rare,pass
DEP_001180,호텔관광경영학/호텔관광외식경영,4,1,1,rare,pass
DEP_001181,외식조리외식조리,3,1,1,rare,pass
DEP_001182,정보컴퓨터공,4,1,1,rare,pass
DEP_001183,휴먼기계바이오공,8,1,2,rare,pass
DEP_001184,항해정보시스템,4,1,1,rare,pass
DEP_001185,글로벌패션산업,4,1,1,rare,pass
DEP_001186,토목/환경/자원․에너지공,7,1,3,rare,pass
DEP_001187,전자전기공학,8,1,1,rare,pass
DEP_001188,창의소프트,12,1,3,rare,pass
DEP_001189,융합경영경영학,3,1,1,rare,pass
DEP_001190,드론로봇융합,2,1,1,rare,pass
DEP_001191,전기ㆍ전자ㆍ통신공,4,1,1,rare,pass
DEP_001192,드론・로봇융합,4,1,1,rare,pass
DEP_001193,산업・정보시스템공,4,1,1,rare,pass
DEP_001194,언더우드경제학,4,1,1,rare,pass
DEP_001195,글로벌뷰티,4,1,1,rare,pass
DEP_001196,첨단공AI,4,1,1,rare,pass
DEP_001197,첨단IT,3,1,1,rare,pass
DEP_001198,놀이치료,4,1,1,rare,pass
DEP_001199,생명자원공,8,1,3,rare,pass
DEP_001200,차문화경영,2,1,1,rare,pass
DEP_001201,상담/복지/공학계열,3,1,1,rare,pass
DEP_001202,화공생명공학,4,1,1,rare,pass
DEP_001203,조선해양공학,4,1,1,rare,pass
DEP_001204,국방상담드론융합,2,1,1,rare,pass
DEP_001205,나노・신소재공,7,1,3,rare,pass
DEP_001206,AI소프트웨어공,3,1,1,rare,pass
DEP_001207,응용화학공,2,1,1,rare,pass
DEP_001208,글로벌관광경영,3,1,1,rare,pass
DEP_001209,지능형ICT융합,4,1,1,rare,pass
DEP_001210,융합에너지시스템공,4,1,1,rare,pass
DEP_001211,컴퓨터정보통신공컴퓨터공학,2,1,1,rare,pass
DEP_001212,복지・보건,2,1,1,rare,pass
DEP_001213,전자·기계융합공,4,1,1,rare,pass
DEP_001214,기계시스템디자인공학,3,1,1,rare,pass
DEP_001215,글로벌엘리트,6,1,1,rare,pass
DEP_001216,미디어스쿨,4,1,1,rare,pass
DEP_001217,건축・도시계획,4,1,1,rare,pass
DEP_001218,글로벌미디어,4,1,1,rare,pass
DEP_001219,한방미용예술,2,1,1,rare,pass
DEP_001220,예술공,4,1,1,rare,pass
DEP_001221,수리통계데이터사이언스,4,1,1,rare,pass
DEP_001222,베트남・인도네시아,3,1,1,rare,pass
DEP_001223,전통공연예술,2,1,1,rare,pass
DEP_001224,테크노미디어융합미디어디자인・영상,3,1,1,rare,pass
DEP_001225,외국어로서의한국어통번역,3,1,1,rare,pass
DEP_001226,뷰티테라피&메이크업,5,1,1,rare,pass
DEP_001227,법경찰행정,4,1,2,rare,pass
DEP_001228,유기재료공,4,1,1,rare,pass
DEP_001229,융합경영회계금융,4,1,1,rare,pass
DEP_001230,한방건강약선,2,1,1,rare,pass
DEP_001231,ELLT,4,1,1,rare,pass
DEP_001232,전자화학재료,4,1,1,rare,pass
DEP_001233,심리운동치료,4,1,1,rare,pass
DEP_001234,회계・세무,4,1,1,rare,pass
DEP_001235,바이오융합공학/생명시스템,4,1,1,rare,pass
DEP_001236,전자IT미디어공,4,1,1,rare,pass
DEP_001237,방송영상,4,1,2,rare,pass
DEP_001238,정보디스플레이,4,1,1,rare,pass
DEP_001239,문화영상,2,1,1,rare,pass
DEP_001240,국제통상・금융투자,4,1,1,rare,pass
DEP_001241,자동차IT융합공,4,1,1,rare,pass
DEP_001242,철도시스템철도전기시스템,3,1,1,rare,pass
DEP_001243,화학・나노과학,4,1,1,rare,pass
DEP_001244,아시아문화,8,1,2,rare,pass
DEP_001245,경영정보・AI비즈니스,4,1,1,rare,pass
DEP_001246,해양메카트로닉스,2,1,1,rare,pass
DEP_001247,산업안전・주택관리,2,1,1,rare,pass
DEP_001248,아태물류,4,1,1,rare,pass
DEP_001249,안전소방,3,1,1,rare,pass
DEP_001250,부동산금융자산,2,1,1,rare,pass
DEP_001251,영상예술디자인,2,1,1,rare,pass
DEP_001252,영미문학.문화,4,1,1,rare,pass
DEP_001253,빅데이터・정보보호,4,1,1,rare,pass
DEP_001254,컴퓨터SW,4,1,1,rare,pass
DEP_001255,시각디자인융합,7,1,2,rare,pass
DEP_001256,관광항공서비스,3,1,1,rare,pass
DEP_001257,컴퓨터전자공,4,1,1,rare,pass
DEP_001258,PostModern음악,4,1,1,rare,pass
DEP_001259,스포츠재활학,2,1,1,rare,pass
DEP_001260,에너지신소재화학공,4,1,1,rare,pass
DEP_001261,응용화학생명공,3,1,1,rare,pass
DEP_001262,첨단공메카트로닉스,4,1,1,rare,pass
DEP_001263,설비·소방공,3,1,1,rare,pass
DEP_001264,실기과,4,1,1,rare,pass
DEP_001265,반도체시스템,2,1,1,rare,pass
DEP_001266,전파정보통신공,4,1,1,rare,pass
DEP_001267,소방・안전,3,1,1,rare,pass
DEP_001268,특수심리치료,4,1,1,rare,pass
DEP_001269,생산물류유통,4,1,1,rare,pass
DEP_001270,중국외교통상,6,1,2,rare,pass
DEP_001271,부동산경매중개,4,1,1,rare,pass
DEP_001272,공간조형디자인,2,1,1,rare,pass
DEP_001273,산업안전소방,4,1,1,rare,pass
DEP_001274,스마트컴퓨팅학,3,1,1,rare,pass
DEP_001275,토탈뷰티아트,2,1,1,rare,pass
DEP_001276,융합화학공학,2,1,1,rare,pass
DEP_001277,융합보안공,6,1,1,rare,pass
DEP_001278,사회기반공학,2,1,1,rare,pass
DEP_001279,광메카트로닉스공,4,1,1,rare,pass
DEP_001280,에너지화공,2,1,1,rare,pass
DEP_001281,지능전자공학,4,1,1,rare,pass
DEP_001282,화공생명.환경공환경공학,4,1,1,rare,pass
DEP_001283,문화복지융합,2,1,1,rare,pass
DEP_001284,유전생명공,4,1,1,rare,pass
DEP_001285,기계금속재료,4,1,1,rare,pass
DEP_001286,만화애니메이션학,2,1,1,rare,pass
DEP_001287,영문,8,1,2,rare,pass
DEP_001288,디자인비즈,2,1,1,rare,pass
DEP_001289,전기및제어공,4,1,1,rare,pass
DEP_001290,컴퓨터융합소프트웨어,4,1,1,rare,pass
DEP_001291,해양경영경제,15,1,4,rare,pass
DEP_001292,마케팅・지속경영리더십,2,1,1,rare,pass
DEP_001293,건축설계,3,1,1,rare,pass
DEP_001294,콘텐츠융합디자인,4,1,1,rare,pass
DEP_001295,소프트웨어공학,2,1,1,rare,pass
DEP_001296,섬유미술ㆍ패션디자인과,2,1,1,rare,pass
DEP_001297,언론홍보영상,4,1,1,rare,pass
DEP_001298,행정・경찰공공,4,1,1,rare,pass
DEP_001299,정보전기전자공학,4,1,1,rare,pass
DEP_001300,주얼리ㆍ패션디자인,2,1,1,rare,pass
DEP_001301,유도경기지도,4,1,1,rare,pass
DEP_001302,무인기공,2,1,1,rare,pass
DEP_001303,국제호텔경영학,3,1,1,rare,pass
DEP_001304,GlobalBusiness&Technology,4,1,1,rare,pass
DEP_001305,체육태권도학,2,1,1,rare,pass
DEP_001306,지능・데이터융합휴먼지능정보공학,4,1,1,rare,pass
DEP_001307,뉴뮤직과,2,1,1,rare,pass
DEP_001308,일본어융합,12,1,3,rare,pass
DEP_001309,아트앤디자인,2,1,1,rare,pass
DEP_001310,미디어&엔터테인먼트,4,1,1,rare,pass
DEP_001311,보건환경융합과,4,1,1,rare,pass
DEP_001312,디자인ㆍ건축공,4,1,1,rare,pass
DEP_001313,디지털소프트웨어공,4,1,1,rare,pass
DEP_001314,화학생물공,4,1,1,rare,pass
DEP_001315,지능정보통신공,4,1,1,rare,pass
DEP_001316,웰빙귀농조경,4,1,1,rare,pass
DEP_001317,스페인어통번역,4,1,1,rare,pass
DEP_001318,어문,4,1,1,rare,pass
DEP_001319,부동산금융·자산경영,2,1,1,rare,pass
DEP_001320,법・공무행정,4,1,1,rare,pass
DEP_001321,미용과,4,1,2,rare,pass
DEP_001322,계량위험관리,4,1,1,rare,pass
DEP_001323,정책,2,1,1,rare,pass
DEP_001324,라이프스타일디자인,11,1,3,rare,pass
DEP_001325,탐정,3,1,1,rare,pass
DEP_001326,식품영양과,4,1,1,rare,pass
DEP_001327,글로벌호텔매니지먼트,3,1,1,rare,pass
DEP_001328,뷰티디자인경영,3,1,1,rare,pass
DEP_001329,디지털건축도시공,4,1,1,rare,pass
DEP_001330,아동가정복지,4,1,1,rare,pass
DEP_001331,정보관리보안,4,1,1,rare,pass
DEP_001332,외국어로서의한국어교육학,3,1,1,rare,pass
DEP_001333,컴퓨터공컴퓨터공학,3,1,1,rare,pass
DEP_001334,전기제어공,3,1,1,rare,pass
DEP_001335,시각커뮤니케이션디자인,2,1,1,rare,pass
DEP_001336,노어과,4,1,1,rare,pass
DEP_001337,관광・엔터테인먼트,4,1,1,rare,pass
DEP_001338,세무・회계・금융,3,1,1,rare,pass
DEP_001339,전자・반도체공,7,1,3,rare,pass
DEP_001340,정보시스템,4,1,1,rare,pass
DEP_001341,명상치료,4,1,1,rare,pass
DEP_001342,인공지능융합공,4,1,1,rare,pass
DEP_001343,나노에너지공,4,1,1,rare,pass
DEP_001344,콘텐츠IT,3,1,1,rare,pass
DEP_001345,화공시스템,2,1,1,rare,pass
DEP_001346,조형예술과,4,1,1,rare,pass
DEP_001347,글로벌조리글로벌조리,3,1,1,rare,pass
DEP_001348,무인항공기계,2,1,1,rare,pass
DEP_001349,경영2,3,1,1,rare,pass
DEP_001350,고분자융합소재공,3,1,1,rare,pass
DEP_001351,건설시스템공학,4,1,1,rare,pass
DEP_001352,항공・기계설계,5,1,2,rare,pass
DEP_001353,웹툰영상애니메이션,10,1,3,rare,pass
DEP_001354,보건행정경영,2,1,1,rare,pass
DEP_001355,글로벌비즈니스어,4,1,1,rare,pass
DEP_001356,운동건강,3,1,1,rare,pass
DEP_001357,해사인공지능・보안,5,1,2,rare,pass
DEP_001358,컴퓨터・AI공컴퓨터공,3,1,1,rare,pass
DEP_001359,설비공,5,1,1,rare,pass
DEP_001360,화장품생명공,2,1,1,rare,pass
DEP_001361,AI빅데이터융합경영,4,1,1,rare,pass
DEP_001362,글로벌리더,4,1,1,rare,pass
DEP_001363,유도,3,1,1,rare,pass
DEP_001364,정치국제,4,1,1,rare,pass
DEP_001365,공법학,4,1,1,rare,pass
DEP_001366,ICT공,4,1,1,rare,pass
DEP_001367,냉동공조공학,2,1,1,rare,pass
DEP_001368,뇌기반상담심리,4,1,1,rare,pass
DEP_001369,보건의료,4,1,1,rare,pass
DEP_001370,영미학,4,1,1,rare,pass
DEP_001371,FineArts,2,1,1,rare,pass
DEP_001372,국제무역통상,2,1,1,rare,pass
DEP_001373,환경디자인원예,4,1,1,rare,pass
DEP_001374,건축공건축디자인,2,1,1,rare,pass
DEP_001375,컴퓨터소프트웨어공학,5,1,1,rare,pass
DEP_001376,한국복식과학,2,1,1,rare,pass
DEP_001377,벤처중소기업,4,1,1,rare,pass
DEP_001378,신소재·화공시스템공화학공학,2,1,1,rare,pass
DEP_001379,해양과학융합,7,1,4,rare,pass
DEP_001380,컴퓨터・AI공,4,1,1,rare,pass
DEP_001381,외식조리한식・조리과학,3,1,1,rare,pass
DEP_001382,외국어로서의한국어교육,4,1,1,rare,pass
DEP_001383,아트앤웹툰,2,1,1,rare,pass
DEP_001384,국어국문·창작,2,1,1,rare,pass
DEP_001385,미술창작,2,1,1,rare,pass
DEP_001386,아동・가정복지학,3,1,1,rare,pass
DEP_001387,도덕과교육과,2,1,1,rare,pass
DEP_001388,청소년상담복지,4,1,1,rare,pass
DEP_001389,사회언론정보미디어커뮤니케이션학,4,1,1,rare,pass
DEP_001390,스포츠헬스케어,5,1,1,rare,pass
DEP_001391,레저해양스포츠,2,1,1,rare,pass
DEP_001392,사회인프라공,2,1,1,rare,pass
DEP_001393,미디어소프트웨어,2,1,1,rare,pass
DEP_001394,철도건설안,2,1,1,rare,pass
DEP_001395,화공신소재공학,4,1,1,rare,pass
DEP_001396,미국문화영어,2,1,1,rare,pass
DEP_001397,글로벌금융경영,3,1,1,rare,pass
DEP_001398,디자인경영융합,2,1,1,rare,pass
DEP_001399,나노메카트로닉스공,4,1,1,rare,pass
DEP_001400,건강관리,2,1,1,rare,pass
DEP_001401,특수상담치료,2,1,1,rare,pass
DEP_001402,뇌교육,4,1,1,rare,pass
DEP_001403,IBT,2,1,1,rare,pass
DEP_001404,바이오시스템의과,4,1,1,rare,pass
DEP_001405,헬스케어융합,4,1,2,rare,pass
DEP_001406,바이오메디컬화학공,3,1,1,rare,pass
DEP_001407,미디어영화영상제작,2,1,1,rare,pass
DEP_001408,현대실용음악,6,1,1,rare,pass
DEP_001409,나노화학공,4,1,1,rare,pass
DEP_001410,동양어문,4,1,1,rare,pass
DEP_001411,디지털보안,3,1,1,rare,pass
DEP_001412,소방방재공학,2,1,1,rare,pass
DEP_001413,"외식조리외식,조리경영",3,1,1,rare,pass
DEP_001414,해사법,7,1,3,rare,pass
DEP_001415,생물과,2,1,1,rare,pass
DEP_001416,유기소재시스템공,4,1,1,rare,pass
DEP_001417,조형예술・디자인,2,1,1,rare,pass
DEP_001418,환경자원경제,7,1,1,rare,pass
DEP_001419,아트앤패션디자인,2,1,1,rare,pass
DEP_001420,의료생명공,2,1,1,rare,pass
DEP_001421,글로벌건강간호학,3,1,1,rare,pass
DEP_001422,뷰티디자인매니지먼트,4,1,1,rare,pass
DEP_001423,조리서비스경영,2,1,1,rare,pass
DEP_001424,교육학,4,1,1,rare,pass
DEP_001425,스포츠응용산업,4,1,1,rare,pass
DEP_001426,행정・언론,2,1,1,rare,pass
DEP_001427,경제금융자산관리,4,1,1,rare,pass
DEP_001428,기업융합법,4,1,1,rare,pass
DEP_001429,헬스케어운동,2,1,1,rare,pass
DEP_001430,기계로봇에너지공,3,1,1,rare,pass
DEP_001431,게임게임그래픽디자인,2,1,1,rare,pass
DEP_001432,의료공간디자인,4,1,1,rare,pass
DEP_001433,IT금융경영,4,1,1,rare,pass
DEP_001434,음악치료,3,1,1,rare,pass
DEP_001435,의류학,2,1,1,rare,pass
DEP_001436,정보보안암호수,4,1,1,rare,pass
DEP_001437,패션,2,1,1,rare,pass
DEP_001438,정보통신전자공,3,1,1,rare,pass
DEP_001439,물리천문,4,1,1,rare,pass
DEP_001440,회계재무학,4,1,1,rare,pass
DEP_001441,물리·천문,6,1,2,rare,pass
DEP_001442,철도운전제어,4,1,2,rare,pass
DEP_001443,공간환경시스템공,4,1,1,rare,pass
DEP_001444,예술디지털만화영상,2,1,1,rare,pass
DEP_001445,건반악기과,4,1,1,rare,pass
DEP_001446,의생명시스템,4,1,1,rare,pass
DEP_001447,스포츠코칭,2,1,1,rare,pass
DEP_001448,평생교육복지,4,1,1,rare,pass
DEP_001449,응용소프트웨어공학,7,1,1,rare,pass
DEP_001450,평생교육・상담학,4,1,1,rare,pass
DEP_001451,정보통계・보험수리,4,1,1,rare,pass
DEP_001452,융합일본지역,6,1,2,rare,pass
DEP_001453,서비스디자인공,3,1,1,rare,pass
DEP_001454,스페이스디자인,2,1,1,rare,pass
DEP_001455,스마트기기공학,4,1,1,rare,pass
DEP_001456,제약바이오메디컬공학,4,1,1,rare,pass
DEP_001457,소방방재행정,3,1,1,rare,pass
DEP_001458,지능정보공학,2,1,1,rare,pass
DEP_001459,행동재활치료,4,1,1,rare,pass
DEP_001460,성서,2,1,1,rare,pass
DEP_001461,에너지신소재・화학공,6,1,2,rare,pass
DEP_001462,아동영어,4,1,1,rare,pass
DEP_001463,원예산업,4,1,2,rare,pass
DEP_001464,바이오생명공,5,1,1,rare,pass
DEP_001465,생명시스템과,3,1,1,rare,pass
DEP_001466,산림자원・조경,9,1,2,rare,pass
DEP_001467,정보전기전자공,4,1,1,rare,pass
DEP_001468,조각,3,1,1,rare,pass
DEP_001469,바이오발효융합,4,1,1,rare,pass
DEP_001470,법・경찰,2,1,1,rare,pass
DEP_001471,경호비서,2,1,1,rare,pass
DEP_001472,호텔조리식당경영,4,1,1,rare,pass
DEP_001473,화공생물공학,4,1,1,rare,pass
DEP_001474,사회・복지학,3,1,1,rare,pass
DEP_001475,철도건설시스템철도건설시스템,3,1,1,rare,pass
DEP_001476,홍보광고,4,1,1,rare,pass
DEP_001477,공중보건,2,1,1,rare,pass
DEP_001478,웹문예창작,4,1,1,rare,pass
DEP_001479,연극영화학,2,1,1,rare,pass
DEP_001480,화학공학/고분자공,4,1,1,rare,pass
DEP_001481,법행정경찰,3,1,1,rare,pass
DEP_001482,태권도스포츠재활,2,1,1,rare,pass
DEP_001483,금융수,3,1,1,rare,pass
DEP_001484,언어병리학,2,1,1,rare,pass
DEP_001485,의약공,3,1,1,rare,pass
DEP_001486,정보컴퓨터공컴퓨터공학,2,1,1,rare,pass
DEP_001487,행정정보,5,1,1,rare,pass
DEP_001488,미디어기술콘텐츠,3,1,1,rare,pass
DEP_001489,재무금융,4,1,1,rare,pass
DEP_001490,나노소재,4,1,1,rare,pass
DEP_001491,호텔외식관광프랜차이즈경영,2,1,1,rare,pass
DEP_001492,경제무역,11,1,3,rare,pass
DEP_001493,국어국문문예창작,4,1,1,rare,pass
DEP_001494,융합경영글로벌융합비즈니스,3,1,1,rare,pass
DEP_001495,국제매니지먼트,2,1,1,rare,pass
DEP_001496,체육교육,4,1,1,rare,pass
DEP_001497,독일어통번역,4,1,1,rare,pass
DEP_001498,한국어교원,4,1,1,rare,pass
DEP_001499,생명화학공화학에너지공학,4,1,1,rare,pass
DEP_001500,해양공간건축,2,1,1,rare,pass
DEP_001501,신소재·화공시스템공신소재공학,2,1,1,rare,pass
DEP_001502,나노화학소재공학,4,1,1,rare,pass
DEP_001503,의약생명공,2,1,1,rare,pass
DEP_001504,디스플레이반도체공학,2,1,1,rare,pass
DEP_001505,운동처방재활,2,1,1,rare,pass
DEP_001506,바리스타・소믈리에,4,1,1,rare,pass
DEP_001507,스포츠청소년지도,2,1,1,rare,pass
DEP_001508,에너지바이오,4,1,1,rare,pass
DEP_001509,청소년교육・상담,2,1,1,rare,pass
DEP_001510,디지털공연영상,3,1,1,rare,pass
DEP_001511,디지털콘텐츠창작,2,1,1,rare,pass
DEP_001512,화학・에너지융합,2,1,1,rare,pass
DEP_001513,도시건축학,2,1,1,rare,pass
DEP_001514,생명화학공생명공학,2,1,1,rare,pass
DEP_001515,미디어커뮤니케이션학,2,1,1,rare,pass
DEP_001516,MSDE,4,1,1,rare,pass
DEP_001517,글로벌물류,2,1,1,rare,pass
DEP_001518,환경시스템공학,3,1,1,rare,pass
DEP_001519,미디어테크놀로지,4,1,1,rare,pass
DEP_001520,IT공학,4,1,1,rare,pass
DEP_001521,애완동물,2,1,1,rare,pass
DEP_001522,평생교육·청소년상담,3,1,1,rare,pass
DEP_001523,주거환경학,2,1,1,rare,pass
DEP_001524,산림환경자원학,2,1,1,rare,pass
DEP_001525,바이오의공,4,1,1,rare,pass
DEP_001526,신소재시스템공학,2,1,1,rare,pass
DEP_001527,바이오메카트로닉스,4,1,1,rare,pass
DEP_001528,심리상담치료,5,1,1,rare,pass
DEP_001529,첨단공산업공학,4,1,1,rare,pass
DEP_001530,문화콘텐츠문화경영,4,1,1,rare,pass
DEP_001531,생활제품디자인,2,1,1,rare,pass
DEP_001532,한국역사,4,1,1,rare,pass
DEP_001533,정부행정,4,1,1,rare,pass
DEP_001534,환경재료과,2,1,1,rare,pass
DEP_001535,나노융합공학,4,1,1,rare,pass
DEP_001536,외식창업프랜차이즈,3,1,1,rare,pass
DEP_001537,영어영문학/국제,4,1,1,rare,pass
DEP_001538,해군사관,2,1,1,rare,pass
DEP_001539,식품경제외식,2,1,1,rare,pass
DEP_001540,영상애니메이션과,3,1,1,rare,pass
DEP_001541,바이오화학공,2,1,1,rare,pass
DEP_001542,유튜버,3,1,1,rare,pass
DEP_001543,언더우드국제학,4,1,1,rare,pass
DEP_001544,원예생명조경,6,1,1,rare,pass
DEP_001545,일본어・일본학,3,1,1,rare,pass
DEP_001546,자기설계융합,2,1,1,rare,pass
DEP_001547,환경생태공,4,1,1,rare,pass
DEP_001548,정보보호학,2,1,1,rare,pass
DEP_001549,사진영상학,2,1,1,rare,pass
DEP_001550,전자전기융합공,2,1,1,rare,pass
DEP_001551,미래산업약학,4,1,1,rare,pass
DEP_001552,그린화학공,2,1,1,rare,pass
DEP_001553,테크노미디어융합글로벌미디어영상,3,1,1,rare,pass
DEP_001554,예술무대미술,2,1,1,rare,pass
DEP_001555,IT융합컴퓨터공학,3,1,1,rare,pass
DEP_001556,설비소방,4,1,1,rare,pass
DEP_001557,경영공학,2,1,1,rare,pass
DEP_001558,말레이인도네시아어과,4,1,1,rare,pass
DEP_001559,AI빅데이터공,2,1,1,rare,pass
DEP_001560,아트&테크놀로지,4,1,1,rare,pass
DEP_001561,바이오나노,4,1,1,rare,pass
DEP_001562,언어치료·청각재활,3,1,1,rare,pass
DEP_001563,빅데이터AI,4,1,2,rare,pass
DEP_001564,스마트산업,3,1,1,rare,pass
DEP_001565,분자의약,4,1,1,rare,pass
DEP_001566,보건정책관리,4,1,1,rare,pass
DEP_001567,연극연기,2,1,1,rare,pass
DEP_001568,한식조리,2,1,1,rare,pass
DEP_001569,미술만화게임,2,1,1,rare,pass
DEP_001570,예체능유니버설아트디자인,5,1,1,rare,pass
DEP_001571,나노과학공학,4,1,1,rare,pass
DEP_001572,문학문화콘텐츠,4,1,1,rare,pass
DEP_001573,스포츠과태권도,2,1,1,rare,pass
DEP_001574,아시아언어문화,8,1,4,rare,pass
DEP_001575,연극예술,2,1,1,rare,pass
DEP_001576,나노전자물리,4,1,1,rare,pass
DEP_001577,범죄수사,2,1,1,rare,pass
DEP_001578,시각영상디자인과,2,1,1,rare,pass
DEP_001579,미디어영상홍보,2,1,1,rare,pass
DEP_001580,테크노미디어융합게임멀티미디어,3,1,1,rare,pass
DEP_001581,초등사회교육과,2,1,1,rare,pass
DEP_001582,글로벌조리,2,1,1,rare,pass
DEP_001583,생명보건,6,1,1,rare,pass
DEP_001584,AI크리에이터,4,1,1,rare,pass
DEP_001585,문화예술연기예술,4,1,1,rare,pass
DEP_001586,섬유・패션디자인,2,1,1,rare,pass
DEP_001587,다문화・심리상담,4,1,1,rare,pass
DEP_001588,임베디드시스템공,2,1,1,rare,pass
DEP_001589,전자재료공학,2,1,1,rare,pass
DEP_001590,정밀화,4,1,1,rare,pass
DEP_001591,패션디자인・비즈니스,2,1,1,rare,pass
DEP_001592,글로벌비즈니스트랙,3,1,1,rare,pass
DEP_001593,전통미술공예,4,1,1,rare,pass
DEP_001594,태국,4,1,1,rare,pass
DEP_001595,영유아보육,3,1,1,rare,pass
DEP_001596,컴퓨터・AI공AI,3,1,1,rare,pass
DEP_001597,농경제유통,4,1,2,rare,pass
DEP_001598,기계전기융합기계자동차,3,1,1,rare,pass
DEP_001599,게임디자인,2,1,1,rare,pass
DEP_001600,산업스포츠,2,1,1,rare,pass
DEP_001601,기계제어공학,2,1,1,rare,pass
DEP_001602,생명화학공화공신소재,2,1,1,rare,pass
DEP_001603,우주과,4,1,1,rare,pass
DEP_001604,철학생명의료윤리,4,1,1,rare,pass
DEP_001605,실용음악음향과,2,1,1,rare,pass
DEP_001606,석당인재공공정책학,3,1,1,rare,pass
DEP_001607,식품영양・식품공,6,1,1,rare,pass
DEP_001608,실내・산업디자인,2,1,1,rare,pass
DEP_001609,예술창작영화예술,2,1,1,rare,pass
DEP_001610,뷰티・패션비즈니스학,2,1,1,rare,pass
DEP_001611,식품생명공학/생명시스템,4,1,1,rare,pass
DEP_001612,바이오신약의과,5,1,1,rare,pass
DEP_001613,인공지능사이버보안,4,1,1,rare,pass
DEP_001614,양식응용생명과학,4,1,1,rare,pass
DEP_001615,중국어통번역,4,1,1,rare,pass
DEP_001616,회계세무부동산,6,1,1,rare,pass
DEP_001617,AI・SW학,2,1,1,rare,pass
DEP_001618,미디어경영,4,1,1,rare,pass
DEP_001619,아동가족상담,2,1,1,rare,pass
DEP_001620,조형,3,1,1,rare,pass
DEP_001621,루마니아,4,1,1,rare,pass
DEP_001622,해양수산경영학,3,1,1,rare,pass
DEP_001623,국제금융,4,1,1,rare,pass
DEP_001624,군경소방상담,4,1,1,rare,pass
DEP_001625,온라인마케팅,3,1,1,rare,pass
DEP_001626,환경조경디자인,4,1,1,rare,pass
DEP_001627,시니어운동처방,2,1,1,rare,pass
DEP_001628,나노화학생명공,2,1,1,rare,pass
DEP_001629,도시계획학,3,1,1,rare,pass
DEP_001630,경영인텔리전스,4,1,1,rare,pass
DEP_001631,로봇메카트로닉스공,4,1,1,rare,pass
DEP_001632,전자정보공전자공,4,1,1,rare,pass
DEP_001633,항만물류시스템,2,1,1,rare,pass
DEP_001634,생명과학특성,5,1,1,rare,pass
DEP_001635,유학・동양,4,1,1,rare,pass
DEP_001636,전자공반도체공학,4,1,1,rare,pass
DEP_001637,컴퓨터.전자시스템공학,4,1,1,rare,pass
DEP_001638,영미유럽인문융합,2,1,1,rare,pass
DEP_001639,스칸디나비아어과,4,1,1,rare,pass
DEP_001640,철도건설시스템건축공학,3,1,1,rare,pass
DEP_001641,디스플레이신소재공,4,1,1,rare,pass
DEP_001642,디자인미술,4,1,1,rare,pass
DEP_001643,경찰경호학,2,1,1,rare,pass
DEP_001644,고분자·바이오소재,2,1,1,rare,pass
DEP_001645,재난관리공학,2,1,1,rare,pass
DEP_001646,"체육학,스포츠산업학",2,1,1,rare,pass
DEP_001647,경제정책학,4,1,1,rare,pass
DEP_001648,복지상담융합,4,1,1,rare,pass
DEP_001649,해양산업경찰,3,1,1,rare,pass
DEP_001650,뷰티미용예술,2,1,1,rare,pass
DEP_001651,금속공예디자인,2,1,1,rare,pass
DEP_001652,바이오의약공학,4,1,1,rare,pass
DEP_001653,디지털영상,4,1,1,rare,pass
DEP_001654,컴퓨터정보통신공정보통신공학,2,1,1,rare,pass
DEP_001655,정보콘텐츠,2,1,1,rare,pass
DEP_001656,가상현실,4,1,1,rare,pass
DEP_001657,건축디자인과,2,1,1,rare,pass
DEP_001658,모델,2,1,1,rare,pass
DEP_001659,고분자섬유나노공,4,1,2,rare,pass
DEP_001660,관광항공경영,3,1,1,rare,pass
DEP_001661,스포츠재활의,2,1,1,rare,pass
DEP_001662,금속공학,4,1,1,rare,pass
DEP_001663,국방경찰행정,5,1,1,rare,pass
DEP_001664,환경학및환경공,3,1,1,rare,pass
DEP_001665,건설스마트안,4,1,1,rare,pass
DEP_001666,약과,3,1,1,rare,pass
DEP_001667,미래,4,1,1,rare,pass
DEP_001668,환경에너지공간융합,4,1,1,rare,pass
