credit_forfeit_bin,universities,a_rate_mean,a_rate_median,a_rate_std,selectivity_median_mean
0.0,19,45.642361244350944,43.47868500634085,8.799656938847898,81.80901332877649
1.0,14,42.77376312367039,39.922145128477666,6.916563277206791,84.96870965608466
