source_row_id,raw_row_id,source_id,univ_id,admission_year,raw_table_index,raw_row_index,raw_section_title,raw_header_json,raw_cells_json,raw_admission_group,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,raw_parse_warning,univ_name_std,adiga_univ_code_str,seed_status,source_url,http_status,parse_status,raw_html_exists,recruitment_unit_len,recruitment_unit_leading_trailing_space_flag,recruitment_unit_multi_space_flag,recruitment_unit_newline_flag,recruitment_unit_html_entity_flag,recruitment_unit_annotation_flag,recruitment_unit_description_like_flag,recruitment_unit_text_anomaly_flag,recruitment_n_num,competition_rate_num,additional_admit_last_rank_num,univ_score_70cut_num,univ_score_max_num,percentile_70cut_num,univ_score_ratio_pct,range_check,logic_check,numeric_qa_status,has_recruitment_n,has_competition_rate,has_additional_rank,has_univ_score_70cut,has_univ_score_max,has_percentile_70cut,has_univ_score_ratio,admission_group_clean,selection_family,selection_review_flag,raw_header_col_n,raw_cell_col_n,parser_header_width_anomaly_flag,parser_missing_required_header_flag,parser_header_only_row_flag,parser_description_table_candidate_flag,parser_anomaly_candidate_flag,score_comparability_tier,score_comparability_note,recruitment_unit_structure,campus_id,raw_percentile_70cut_num_from_source,valid_percentile_range_flag,raw_recruitment_unit_std,recruitment_unit_strict_key,recruitment_unit_loose_key,excluded_special_or_nonregular_flag,regular_signal_flag,general_csat_candidate_flag,broad_recruitment_unit_flag,score_comparability_tier_actual,selectivity_pct_2024,selectivity_source
20,SRC_0000019_2025_0001_T72_R11,SRC_0000019_2025_0001,U0000019,2024,72,11,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""통계학과"", ""8"", ""8.13:1"", ""4"", ""413.6"", ""-"", ""95.50""]",‘ 나 ’ 군,통계학과,8,8.13:1,4,413.6,-,95.50,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,4,False,False,False,False,False,False,False,8.0,8.13,4.0,413.6,,95.5,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,department_like,0000019,95.5,True,통계학과,통계학과,통계,False,True,True,False,Tier A,95.5,raw_percentile_70cut
21,SRC_0000019_2025_0001_T72_R12,SRC_0000019_2025_0001,U0000019,2024,72,12,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""물리 · 천문학부 물리학전공"", ""13"", ""5.54:1"", ""3"", ""412.0"", ""-"", ""95.25""]",‘ 나 ’ 군,물리 · 천문학부 물리학전공,13,5.54:1,3,412.0,-,95.25,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,15,False,False,False,False,False,False,False,13.0,5.54,3.0,412.0,,95.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,95.25,True,물리 · 천문학부 물리학전공,물리·천문학부물리학전공,물리천문물리학,False,True,True,False,Tier A,95.25,raw_percentile_70cut
22,SRC_0000019_2025_0001_T72_R13,SRC_0000019_2025_0001,U0000019,2024,72,13,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""물리 · 천문학부 천문학전공"", ""5"", ""9:1"", ""1"", ""410.3"", ""-"", ""96.50""]",‘ 나 ’ 군,물리 · 천문학부 천문학전공,5,9:1,1,410.3,-,96.50,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,15,False,False,False,False,False,False,False,5.0,9.0,1.0,410.3,,96.5,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,96.5,True,물리 · 천문학부 천문학전공,물리·천문학부천문학전공,물리천문천문학,False,True,True,False,Tier A,96.5,raw_percentile_70cut
23,SRC_0000019_2025_0001_T72_R14,SRC_0000019_2025_0001,U0000019,2024,72,14,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""화학부"", ""17"", ""4.18:1"", ""1"", ""408.7"", ""-"", ""98.25""]",‘ 나 ’ 군,화학부,17,4.18:1,1,408.7,-,98.25,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,3,False,False,False,False,False,False,False,17.0,4.18,1.0,408.7,,98.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,98.25,True,화학부,화학부,화,False,True,True,False,Tier A,98.25,raw_percentile_70cut
24,SRC_0000019_2025_0001_T72_R15,SRC_0000019_2025_0001,U0000019,2024,72,15,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""생명과학부"", ""23"", ""4.13:1"", ""7"", ""410.3"", ""-"", ""97.75""]",‘ 나 ’ 군,생명과학부,23,4.13:1,7,410.3,-,97.75,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,5,False,False,False,False,False,False,False,23.0,4.13,7.0,410.3,,97.75,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,97.75,True,생명과학부,생명과학부,생명과,False,True,True,False,Tier A,97.75,raw_percentile_70cut
25,SRC_0000019_2025_0001_T72_R16,SRC_0000019_2025_0001,U0000019,2024,72,16,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""지구환경과학부"", ""10"", ""5.90:1"", ""1"", ""406.9"", ""-"", ""96.50""]",‘ 나 ’ 군,지구환경과학부,10,5.90:1,1,406.9,-,96.50,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,7,False,False,False,False,False,False,False,10.0,5.9,1.0,406.9,,96.5,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,96.5,True,지구환경과학부,지구환경과학부,지구환경과,False,True,True,False,Tier A,96.5,raw_percentile_70cut
26,SRC_0000019_2025_0001_T72_R17,SRC_0000019_2025_0001,U0000019,2024,72,17,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""간호대학"", ""27"", ""5.74:1"", ""15"", ""402.3"", ""-"", ""95.75""]",‘ 나 ’ 군,간호대학,27,5.74:1,15,402.3,-,95.75,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,4,False,False,False,False,False,False,False,27.0,5.74,15.0,402.3,,95.75,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,college_like,0000019,95.75,True,간호대학,간호대학,간호,False,True,True,True,Tier A,95.75,raw_percentile_70cut
27,SRC_0000019_2025_0001_T72_R18,SRC_0000019_2025_0001,U0000019,2024,72,18,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""경영대학"", ""56"", ""3.11:1"", ""3"", ""409.0"", ""-"", ""96.75""]",‘ 나 ’ 군,경영대학,56,3.11:1,3,409.0,-,96.75,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,4,False,False,False,False,False,False,False,56.0,3.11,3.0,409.0,,96.75,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,college_like,0000019,96.75,True,경영대학,경영대학,경영,False,True,True,True,Tier A,96.75,raw_percentile_70cut
28,SRC_0000019_2025_0001_T72_R19,SRC_0000019_2025_0001,U0000019,2024,72,19,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""건설환경공학부"", ""18"", ""5:1"", ""3"", ""408.0"", ""-"", ""98.25""]",‘ 나 ’ 군,건설환경공학부,18,5:1,3,408.0,-,98.25,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,7,False,False,False,False,False,False,False,18.0,5.0,3.0,408.0,,98.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,98.25,True,건설환경공학부,건설환경공학부,건설환경공,False,True,True,False,Tier A,98.25,raw_percentile_70cut
29,SRC_0000019_2025_0001_T72_R20,SRC_0000019_2025_0001,U0000019,2024,72,20,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""기계공학부"", ""32"", ""4.06:1"", ""8"", ""411.2"", ""-"", ""96.25""]",‘ 나 ’ 군,기계공학부,32,4.06:1,8,411.2,-,96.25,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,5,False,False,False,False,False,False,False,32.0,4.06,8.0,411.2,,96.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,96.25,True,기계공학부,기계공학부,기계공,False,True,True,False,Tier A,96.25,raw_percentile_70cut
30,SRC_0000019_2025_0001_T72_R21,SRC_0000019_2025_0001,U0000019,2024,72,21,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""재료공학부"", ""32"", ""6.28:1"", ""8"", ""409.3"", ""-"", ""97.25""]",‘ 나 ’ 군,재료공학부,32,6.28:1,8,409.3,-,97.25,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,5,False,False,False,False,False,False,False,32.0,6.28,8.0,409.3,,97.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,97.25,True,재료공학부,재료공학부,재료공,False,True,True,False,Tier A,97.25,raw_percentile_70cut
31,SRC_0000019_2025_0001_T72_R22,SRC_0000019_2025_0001,U0000019,2024,72,22,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""전기 · 정보공학부"", ""52"", ""4.15:1"", ""8"", ""417.3"", ""-"", ""97.25""]",‘ 나 ’ 군,전기 · 정보공학부,52,4.15:1,8,417.3,-,97.25,1개 선두 컬럼 rowspan 승계,서울대학교,19,unique_target,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,200,success,True,10,False,False,False,False,False,False,False,52.0,4.15,8.0,417.3,,97.25,,PASS,PASS,PASS,True,True,True,True,False,True,False, 나  군,regular_csat,False,8,8,False,False,False,False,False,Tier A,70% 백분위와 핵심 수치가 있어 잠정 주 분석 후보,division_like,0000019,97.25,True,전기 · 정보공학부,전기·정보공학부,전기정보공,False,True,True,False,Tier A,97.25,raw_percentile_70cut
