univ_name_std,dept_name_std,major_group,regular_terms_observed,dept_strict_key,dept_loose_key,dept_canonical_id,dept_name_canonical,grade_canonical_match_status
국립한국교통대학교,화공생물공,공학,1,화공생물공,화공생물공,DEP_000758,화공생물공,strict_alias_matched
국립한국교통대학교,화공생물공학,공학,2,화공생물공학,화공생물공학,DEP_001473,화공생물공학,strict_alias_matched
국립한국교통대학교,환경공학,건축토목환경,2,환경공학,환경공학,DEP_000187,환경공학,strict_alias_matched
국립한국해양대학교,경제산업,경영경제,2,경제산업,경제산업,DEP_002370,경제산업,strict_alias_matched
국립한국해양대학교,국제관계,기타,2,국제관계,국제관계,DEP_000179,국제관계,strict_alias_matched
국립한국해양대학교,국제무역경제,경영경제,2,국제무역경제,국제무역경제,DEP_002343,국제무역경제,strict_alias_matched
국립한국해양대학교,글로벌해양인문,언어인문,2,글로벌해양인문,글로벌해양인문,DEP_002186,글로벌해양인문,strict_alias_matched
국립한국해양대학교,기계공,공학,2,기계공,기계공,DEP_000010,기계공,strict_alias_matched
국립한국해양대학교,기관시스템공,기타,2,기관시스템공,기관시스템공,DEP_000481,기관시스템공,strict_alias_matched
국립한국해양대학교,동아시아,기타,2,동아시아,동아시아,DEP_002858,동아시아,strict_alias_matched
국립한국해양대학교,물류・환경・도시인프라공,경영경제,2,물류·환경·도시인프라공,물류환경도시인프라공,DEP_002672,물류・환경・도시인프라공,strict_alias_matched
국립한국해양대학교,물류시스템공,경영경제,2,물류시스템공,물류시스템공,DEP_000721,물류시스템공,strict_alias_matched
국립한국해양대학교,법무비즈니스,법행정경찰소방,2,법무비즈니스,법무비즈니스,DEP_003865,법무비즈니스,strict_alias_matched
국립한국해양대학교,에너지자원공,공학,2,에너지자원공,에너지자원공,DEP_000255,에너지자원공,strict_alias_matched
국립한국해양대학교,인공지능공,컴퓨터AI,2,인공지능공,인공지능공,DEP_000248,인공지능공,strict_alias_matched
국립한국해양대학교,전자전기정보공,공학 | 컴퓨터AI,2,전자전기정보공,전자전기정보공,DEP_001121,전자전기정보공,strict_alias_matched
국립한국해양대학교,조선해양시스템공,공학,2,조선해양시스템공,조선해양시스템공,DEP_000835,조선해양시스템공,strict_alias_matched
국립한국해양대학교,토목공,건축토목환경,2,토목공,토목공,DEP_000049,토목공,strict_alias_matched
국립한국해양대학교,항해융합,경영경제 | 기타,2,항해융합,항해융합,DEP_001095,항해융합,strict_alias_matched
국립한국해양대학교,해사법,법행정경찰소방,2,해사법,해사법,DEP_001414,해사법,strict_alias_matched
국립한국해양대학교,해사법정,법행정경찰소방,2,해사법정,해사법정,DEP_003263,해사법정,strict_alias_matched
국립한국해양대학교,해사인공지능・보안,컴퓨터AI,2,해사인공지능·보안,해사인공지능보안,DEP_001357,해사인공지능・보안,strict_alias_matched
국립한국해양대학교,해양경영경제,경영경제,2,해양경영경제,해양경영경제,DEP_001291,해양경영경제,strict_alias_matched
국립한국해양대학교,해양경찰,법행정경찰소방,2,해양경찰,해양경찰,DEP_000309,해양경찰,strict_alias_matched
국립한국해양대학교,해양공,생명식품농림,2,해양공,해양공,DEP_000785,해양공,strict_alias_matched
국립한국해양대학교,해양공간건축,건축토목환경,2,해양공간건축,해양공간건축,DEP_001500,해양공간건축,strict_alias_matched
국립한국해양대학교,해양과학융합,건축토목환경 | 생명식품농림,2,해양과학융합,해양과학융합,DEP_001379,해양과학융합,strict_alias_matched
국립한국해양대학교,해양군사,법행정경찰소방,2,해양군사,해양군사,DEP_002765,해양군사,strict_alias_matched
국립한국해양대학교,해양스포츠과,예체능디자인,2,해양스포츠과,해양스포츠과,DEP_001840,해양스포츠과,strict_alias_matched
국립한국해양대학교,해양신소재융합공,공학,2,해양신소재융합공,해양신소재융합공,DEP_002105,해양신소재융합공,strict_alias_matched
국립한국해양대학교,해양영어영문,언어인문,2,해양영어영문,해양영어영문,DEP_002811,해양영어영문,strict_alias_matched
국립한국해양대학교,해양행정,법행정경찰소방,2,해양행정,해양행정,DEP_002869,해양행정,strict_alias_matched
국립한국해양대학교,해운경영,경영경제,2,해운경영,해운경영,DEP_002211,해운경영,strict_alias_matched
국립한국해양대학교,환경공,건축토목환경,2,환경공,환경공,DEP_000044,환경공,strict_alias_matched
국립한밭대학교,IT시스템공,기타,2,it시스템공,it시스템공,DEP_003323,IT시스템공,strict_alias_matched
국립한밭대학교,건설환경공,건축토목환경,2,건설환경공,건설환경공,DEP_000106,건설환경공,strict_alias_matched
국립한밭대학교,건축,건축토목환경,2,건축,건축,DEP_000009,건축,strict_alias_matched
국립한밭대학교,건축공,건축토목환경,2,건축공,건축공,DEP_000025,건축공,strict_alias_matched
국립한밭대학교,경영회계,경영경제,2,경영회계,경영회계,DEP_001074,경영회계,strict_alias_matched
국립한밭대학교,경제,경영경제,2,경제,경제,DEP_000013,경제,strict_alias_matched
국립한밭대학교,공공행정,법행정경찰소방,2,공공행정,공공행정,DEP_000373,공공행정,strict_alias_matched
국립한밭대학교,기계공,공학,2,기계공,기계공,DEP_000010,기계공,strict_alias_matched
국립한밭대학교,기계소재융합시스템공,공학,2,기계소재융합시스템공,기계소재융합시스템공,DEP_002078,기계소재융합시스템공,strict_alias_matched
국립한밭대학교,도시공,건축토목환경,2,도시공,도시공,DEP_000094,도시공,strict_alias_matched
국립한밭대학교,모바일융합공,컴퓨터AI,2,모바일융합공,모바일융합공,DEP_002541,모바일융합공,strict_alias_matched
국립한밭대학교,반도체시스템공,공학,2,반도체시스템공,반도체시스템공,DEP_000287,반도체시스템공,strict_alias_matched
국립한밭대학교,산업경영공,경영경제,2,산업경영공,산업경영공,DEP_000064,산업경영공,strict_alias_matched
국립한밭대학교,산업디자인,예체능디자인,2,산업디자인,산업디자인,DEP_000040,산업디자인,strict_alias_matched
국립한밭대학교,생산경영공,경영경제,2,생산경영공,생산경영공,DEP_003727,생산경영공,strict_alias_matched
국립한밭대학교,생활디자인,예체능디자인,2,생활디자인,생활디자인,DEP_000885,생활디자인,strict_alias_matched
국립한밭대학교,설비공,기타,2,설비공,설비공,DEP_001359,설비공,strict_alias_matched
국립한밭대학교,스마트제조응용공,기타,2,스마트제조응용공,스마트제조응용공,DEP_004215,스마트제조응용공,strict_alias_matched
국립한밭대학교,스포츠건강과,예체능디자인,2,스포츠건강과,스포츠건강과,DEP_000791,스포츠건강과,strict_alias_matched
국립한밭대학교,시각・영상디자인,예체능디자인,2,시각·영상디자인,시각영상디자인,DEP_000541,시각・영상디자인,strict_alias_matched
국립한밭대학교,시각디자인,예체능디자인,2,시각디자인,시각디자인,DEP_000057,시각디자인,strict_alias_matched
국립한밭대학교,신소재공,공학,2,신소재공,신소재공,DEP_000018,신소재공,strict_alias_matched
국립한밭대학교,영어영문,언어인문,2,영어영문,영어영문,DEP_000007,영어영문,strict_alias_matched
국립한밭대학교,융합건설시스템,기타,2,융합건설시스템,융합건설시스템,DEP_002958,융합건설시스템,strict_alias_matched
국립한밭대학교,융합경영,경영경제,2,융합경영,융합경영,DEP_000251,융합경영,strict_alias_matched
국립한밭대학교,융합기술,기타,2,융합기술,융합기술,DEP_002177,융합기술,strict_alias_matched
국립한밭대학교,융합디자인,예체능디자인,2,융합디자인,융합디자인,DEP_000214,융합디자인,strict_alias_matched
국립한밭대학교,응용소프트웨어,컴퓨터AI,2,응용소프트웨어,응용소프트웨어,DEP_000620,응용소프트웨어,strict_alias_matched
국립한밭대학교,인공지능소프트웨어,컴퓨터AI,2,인공지능소프트웨어,인공지능소프트웨어,DEP_000700,인공지능소프트웨어,strict_alias_matched
국립한밭대학교,일본어과,언어인문,2,일본어과,일본어과,DEP_000351,일본어과,strict_alias_matched
국립한밭대학교,전기공,공학,2,전기공,전기공,DEP_000024,전기공,strict_alias_matched
국립한밭대학교,전기시스템공,공학,2,전기시스템공,전기시스템공,DEP_001860,전기시스템공,strict_alias_matched
국립한밭대학교,전자·제어공,공학,2,전자·제어공,전자제어공,DEP_001691,전자·제어공,strict_alias_matched
국립한밭대학교,전자공,공학,2,전자공,전자공,DEP_000011,전자공,strict_alias_matched
국립한밭대학교,정보통신공,컴퓨터AI,2,정보통신공,정보통신공,DEP_000058,정보통신공,strict_alias_matched
국립한밭대학교,중국어과,언어인문,2,중국어과,중국어과,DEP_000595,중국어과,strict_alias_matched
국립한밭대학교,지능미디어공,기타,2,지능미디어공,지능미디어공,DEP_002481,지능미디어공,strict_alias_matched
국립한밭대학교,창업경영,경영경제,2,창업경영,창업경영,DEP_000381,창업경영,strict_alias_matched
국립한밭대학교,창의융합,기타,2,창의융합,창의융합,DEP_000609,창의융합,strict_alias_matched
국립한밭대학교,컴퓨터공,컴퓨터AI,2,컴퓨터공,컴퓨터공,DEP_000004,컴퓨터공,strict_alias_matched
국립한밭대학교,통합물관리,기타,2,통합물관리,통합물관리,DEP_003068,통합물관리,strict_alias_matched
국립한밭대학교,협동조합금융,경영경제,2,협동조합금융,협동조합금융,DEP_003209,협동조합금융,strict_alias_matched
국립한밭대학교,화학생명공,생명식품농림,2,화학생명공,화학생명공,DEP_000402,화학생명공,strict_alias_matched
국립한밭대학교,회계,경영경제,2,회계,회계,DEP_000068,회계,strict_alias_matched
국립한밭대학교,회계세무,경영경제,2,회계세무,회계세무,DEP_000119,회계세무,strict_alias_matched
국립한밭대학교,회계세무부동산,경영경제,2,회계세무부동산,회계세무부동산,DEP_001616,회계세무부동산,strict_alias_matched
국민대학교,AI디자인,컴퓨터AI,2,ai디자인,ai디자인,DEP_002373,AI디자인,strict_alias_matched
국민대학교,AI빅데이터융합경영,경영경제,2,ai빅데이터융합경영,ai빅데이터융합경영,DEP_001361,AI빅데이터융합경영,strict_alias_matched
국민대학교,InternationalBusiness,기타,2,internationalbusiness,internationalbusiness,DEP_001978,InternationalBusiness,strict_alias_matched
국민대학교,KMUInternationalBusinessschool,기타,1,kmuinternationalbusinessschool,kmuinternationalbusinessschool,DEP_002972,KMUInternationalBusinessschool,strict_alias_matched
국민대학교,건설시스템공학,기타,2,건설시스템공학,건설시스템공학,DEP_001351,건설시스템공학,strict_alias_matched
국민대학교,건축설계,건축토목환경,2,건축설계,건축설계,DEP_001293,건축설계,strict_alias_matched
국민대학교,건축시스템,건축토목환경,2,건축시스템,건축시스템,DEP_003393,건축시스템,strict_alias_matched
국민대학교,경영정보,경영경제,2,경영정보,경영정보,DEP_000100,경영정보,strict_alias_matched
국민대학교,경영학,경영경제,2,경영학,경영학,DEP_000045,경영학,strict_alias_matched
국민대학교,경제,경영경제,2,경제,경제,DEP_000013,경제,strict_alias_matched
국민대학교,공간디자인,건축토목환경,2,공간디자인,공간디자인,DEP_000363,공간디자인,strict_alias_matched
국민대학교,공법학,법행정경찰소방,2,공법학,공법학,DEP_001365,공법학,strict_alias_matched
국민대학교,공업디자인,예체능디자인,2,공업디자인,공업디자인,DEP_000770,공업디자인,strict_alias_matched
국민대학교,관현악,기타,2,관현악,관현악,DEP_000333,관현악,strict_alias_matched
국민대학교,광고홍보학,기타,2,광고홍보학,광고홍보학,DEP_000576,광고홍보학,strict_alias_matched
국민대학교,교육,교육,2,교육,교육,DEP_000027,교육,strict_alias_matched
국민대학교,국사,언어인문,1,국사,국사,DEP_000256,국사,strict_alias_matched
국민대학교,국어국문학,언어인문,2,국어국문학,국어국문학,DEP_000123,국어국문학,strict_alias_matched
국민대학교,국제통상,기타,2,국제통상,국제통상,DEP_000078,국제통상,strict_alias_matched
국민대학교,글로벌경영,경영경제,2,글로벌경영,글로벌경영,DEP_000083,글로벌경영,strict_alias_matched
국민대학교,글로벌커뮤니케이션영어,언어인문,2,글로벌커뮤니케이션영어,글로벌커뮤니케이션영어,DEP_002355,글로벌커뮤니케이션영어,strict_alias_matched
국민대학교,글로벌한국어,언어인문,2,글로벌한국어,글로벌한국어,DEP_000992,글로벌한국어,strict_alias_matched
국민대학교,금속공예,기타,2,금속공예,금속공예,DEP_001914,금속공예,strict_alias_matched
국민대학교,기계공,공학,2,기계공,기계공,DEP_000010,기계공,strict_alias_matched
국민대학교,기계공학,공학,2,기계공학,기계공학,DEP_000103,기계공학,strict_alias_matched
국민대학교,기계금속재료,공학,2,기계금속재료,기계금속재료,DEP_001285,기계금속재료,strict_alias_matched
국민대학교,기계시스템공학,공학,2,기계시스템공학,기계시스템공학,DEP_000308,기계시스템공학,strict_alias_matched
국민대학교,기업경영,경영경제,2,기업경영,기업경영,DEP_000413,기업경영,strict_alias_matched
국민대학교,기업융합법,법행정경찰소방,2,기업융합법,기업융합법,DEP_001428,기업융합법,strict_alias_matched
국민대학교,나노소재,기타,2,나노소재,나노소재,DEP_001490,나노소재,strict_alias_matched
국민대학교,나노전자물리,공학,2,나노전자물리,나노전자물리,DEP_001576,나노전자물리,strict_alias_matched
국민대학교,도자공예,기타,2,도자공예,도자공예,DEP_002347,도자공예,strict_alias_matched
국민대학교,러시아・유라시아,언어인문,2,러시아·유라시아,러시아유라시아,DEP_002551,러시아・유라시아,strict_alias_matched
국민대학교,무용,예체능디자인,2,무용,무용,DEP_000109,무용,strict_alias_matched
국민대학교,미디어,기타,2,미디어,미디어,DEP_000306,미디어,strict_alias_matched
국민대학교,미래모빌리티,기타,2,미래모빌리티,미래모빌리티,DEP_000384,미래모빌리티,strict_alias_matched
국민대학교,바이오발효융합,생명식품농림,2,바이오발효융합,바이오발효융합,DEP_001469,바이오발효융합,strict_alias_matched
국민대학교,바이오의약,생명식품농림,2,바이오의약,바이오의약,DEP_000521,바이오의약,strict_alias_matched
국민대학교,법,법행정경찰소방,2,법,법,DEP_000016,법,strict_alias_matched
국민대학교,빅데이터경영통계,경영경제,2,빅데이터경영통계,빅데이터경영통계,DEP_004379,빅데이터경영통계,strict_alias_matched
국민대학교,사법학,법행정경찰소방,2,사법학,사법학,DEP_002348,사법학,strict_alias_matched
국민대학교,사회,기타,2,사회,사회,DEP_000041,사회,strict_alias_matched
국민대학교,산림환경시스템,건축토목환경,2,산림환경시스템,산림환경시스템,DEP_001744,산림환경시스템,strict_alias_matched
국민대학교,성악,기타,2,성악,성악,DEP_000376,성악,strict_alias_matched
국민대학교,소프트웨어,컴퓨터AI,2,소프트웨어,소프트웨어,DEP_000036,소프트웨어,strict_alias_matched
국민대학교,수,기타,1,수,수,DEP_000015,수,strict_alias_matched
국민대학교,스포츠건강재활,보건의료,2,스포츠건강재활,스포츠건강재활,DEP_000414,스포츠건강재활,strict_alias_matched
국민대학교,스포츠교육,교육,2,스포츠교육,스포츠교육,DEP_002066,스포츠교육,strict_alias_matched
국민대학교,스포츠산업레저,예체능디자인,2,스포츠산업레저,스포츠산업레저,DEP_002046,스포츠산업레저,strict_alias_matched
국민대학교,시각디자인,예체능디자인,2,시각디자인,시각디자인,DEP_000057,시각디자인,strict_alias_matched
국민대학교,식품영양,생명식품농림,2,식품영양,식품영양,DEP_000005,식품영양,strict_alias_matched
국민대학교,신소재공,공학,2,신소재공,신소재공,DEP_000018,신소재공,strict_alias_matched
국민대학교,신소재공학,공학,2,신소재공학,신소재공학,DEP_000182,신소재공학,strict_alias_matched
국민대학교,에너지기계공학,공학,2,에너지기계공학,에너지기계공학,DEP_002231,에너지기계공학,strict_alias_matched
국민대학교,연극,예체능디자인,2,연극,연극,DEP_000236,연극,strict_alias_matched
국민대학교,영미어문,기타,2,영미어문,영미어문,DEP_000562,영미어문,strict_alias_matched
국민대학교,영상디자인,예체능디자인,2,영상디자인,영상디자인,DEP_000291,영상디자인,strict_alias_matched
국민대학교,영어영문,언어인문,1,영어영문,영어영문,DEP_000007,영어영문,strict_alias_matched
국민대학교,영화,예체능디자인,2,영화,영화,DEP_000441,영화,strict_alias_matched
국민대학교,융합기계공학,공학,2,융합기계공학,융합기계공학,DEP_001684,융합기계공학,strict_alias_matched
국민대학교,융합전자공학,공학,2,융합전자공학,융합전자공학,DEP_001026,융합전자공학,strict_alias_matched
국민대학교,응용화,생명식품농림,2,응용화,응용화,DEP_000218,응용화,strict_alias_matched
국민대학교,의상디자인,예체능디자인,2,의상디자인,의상디자인,DEP_000518,의상디자인,strict_alias_matched
국민대학교,인공지능,컴퓨터AI,2,인공지능,인공지능,DEP_000054,인공지능,strict_alias_matched
국민대학교,일본,언어인문,2,일본,일본,DEP_000104,일본,strict_alias_matched
국민대학교,일본학,언어인문,1,일본학,일본학,DEP_000372,일본학,strict_alias_matched
국민대학교,임산생명공,생명식품농림,2,임산생명공,임산생명공,DEP_001687,임산생명공,strict_alias_matched
국민대학교,입체미술,예체능디자인,2,입체미술,입체미술,DEP_002090,입체미술,strict_alias_matched
국민대학교,자동차IT융합,공학,2,자동차it융합,자동차it융합,DEP_000766,자동차IT융합,strict_alias_matched
국민대학교,자동차•운송디자인,공학,2,자동차•운송디자인,자동차운송디자인,DEP_001884,자동차•운송디자인,strict_alias_matched
국민대학교,자동차공,공학,2,자동차공,자동차공,DEP_000173,자동차공,strict_alias_matched
국민대학교,작곡,기타,2,작곡,작곡,DEP_000383,작곡,strict_alias_matched
국민대학교,재무금융,경영경제,2,재무금융,재무금융,DEP_001489,재무금융,strict_alias_matched
국민대학교,전자공,공학,2,전자공,전자공,DEP_000011,전자공,strict_alias_matched
국민대학교,전자시스템공학,공학,2,전자시스템공학,전자시스템공학,DEP_002732,전자시스템공학,strict_alias_matched
국민대학교,전자화학재료,공학,2,전자화학재료,전자화학재료,DEP_001232,전자화학재료,strict_alias_matched
국민대학교,정보보안암호수,기타,2,정보보안암호수,정보보안암호수,DEP_001436,정보보안암호수,strict_alias_matched
국민대학교,정치외교,법행정경찰소방,2,정치외교,정치외교,DEP_000038,정치외교,strict_alias_matched
국민대학교,중국,언어인문,1,중국,중국,DEP_000093,중국,strict_alias_matched
국민대학교,중국어문,언어인문,2,중국어문,중국어문,DEP_001867,중국어문,strict_alias_matched
국민대학교,중국정경,언어인문,2,중국정경,중국정경,DEP_002372,중국정경,strict_alias_matched
국민대학교,지능전자공학,공학,2,지능전자공학,지능전자공학,DEP_001281,지능전자공학,strict_alias_matched
국민대학교,지능형반도체융합전자,공학,2,지능형반도체융합전자,지능형반도체융합전자,DEP_001148,지능형반도체융합전자,strict_alias_matched
국민대학교,컴퓨터공학,컴퓨터AI,2,컴퓨터공학,컴퓨터공학,DEP_000060,컴퓨터공학,strict_alias_matched
국민대학교,피아노,기타,2,피아노,피아노,DEP_000221,피아노,strict_alias_matched
국민대학교,한국어문,언어인문,1,한국어문,한국어문,DEP_000139,한국어문,strict_alias_matched
국민대학교,한국역사,언어인문,2,한국역사,한국역사,DEP_001532,한국역사,strict_alias_matched
국민대학교,행정,법행정경찰소방,2,행정,행정,DEP_000006,행정,strict_alias_matched
국민대학교,행정관리,법행정경찰소방,2,행정관리,행정관리,DEP_003881,행정관리,strict_alias_matched
국민대학교,행정학,법행정경찰소방,2,행정학,행정학,DEP_000115,행정학,strict_alias_matched
국민대학교,회계학,경영경제,2,회계학,회계학,DEP_000149,회계학,strict_alias_matched
국민대학교,회화,기타,2,회화,회화,DEP_000280,회화,strict_alias_matched
국제사이버대학교,건강스포츠,예체능디자인,2,건강스포츠,건강스포츠,DEP_000852,건강스포츠,strict_alias_matched
국제사이버대학교,경영,경영경제,2,경영,경영,DEP_000001,경영,strict_alias_matched
국제사이버대학교,노인복지,사회복지상담심리,2,노인복지,노인복지,DEP_000307,노인복지,strict_alias_matched
국제사이버대학교,레저스포츠,예체능디자인,2,레저스포츠,레저스포츠,DEP_000241,레저스포츠,strict_alias_matched
국제사이버대학교,보건복지행정,보건의료,2,보건복지행정,보건복지행정,DEP_004494,보건복지행정,strict_alias_matched
국제사이버대학교,부동산,경영경제,2,부동산,부동산,DEP_000086,부동산,strict_alias_matched
국제사이버대학교,뷰티비즈니스,예체능디자인,2,뷰티비즈니스,뷰티비즈니스,DEP_000821,뷰티비즈니스,strict_alias_matched
국제사이버대학교,사회복지,사회복지상담심리,2,사회복지,사회복지,DEP_000002,사회복지,strict_alias_matched
국제사이버대학교,상담심리,사회복지상담심리,2,상담심리,상담심리,DEP_000023,상담심리,strict_alias_matched
국제사이버대학교,소방방재안전,법행정경찰소방,2,소방방재안전,소방방재안전,DEP_000510,소방방재안전,strict_alias_matched
국제사이버대학교,아동가족상담,사회복지상담심리,2,아동가족상담,아동가족상담,DEP_001619,아동가족상담,strict_alias_matched
국제사이버대학교,아동복지상담,사회복지상담심리,2,아동복지상담,아동복지상담,DEP_000967,아동복지상담,strict_alias_matched
국제사이버대학교,안전보건공,보건의료,2,안전보건공,안전보건공,DEP_001111,안전보건공,strict_alias_matched
국제사이버대학교,엔터테인먼트,기타,2,엔터테인먼트,엔터테인먼트,DEP_000862,엔터테인먼트,strict_alias_matched
국제사이버대학교,웰빙귀농,생명식품농림,2,웰빙귀농,웰빙귀농,DEP_004282,웰빙귀농,strict_alias_matched
국제사이버대학교,웰빙귀농조경,건축토목환경,2,웰빙귀농조경,웰빙귀농조경,DEP_001316,웰빙귀농조경,strict_alias_matched
국제사이버대학교,인터넷방송,컴퓨터AI,2,인터넷방송,인터넷방송,DEP_003752,인터넷방송,strict_alias_matched
국제사이버대학교,특수상담치료,교육,2,특수상담치료,특수상담치료,DEP_001401,특수상담치료,strict_alias_matched
국제사이버대학교,평생교육,교육,2,평생교육,평생교육,DEP_000442,평생교육,strict_alias_matched
국제사이버대학교,한국어교육,교육,2,한국어교육,한국어교육,DEP_000125,한국어교육,strict_alias_matched
극동대학교,AI컴퓨터공,컴퓨터AI,2,ai컴퓨터공,ai컴퓨터공,DEP_002184,AI컴퓨터공,strict_alias_matched
극동대학교,AI컴퓨터공학,컴퓨터AI,2,ai컴퓨터공학,ai컴퓨터공학,DEP_004105,AI컴퓨터공학,strict_alias_matched
극동대학교,간호,간호,2,간호,간호,DEP_000003,간호,strict_alias_matched
극동대학교,경영,경영경제,2,경영,경영,DEP_000001,경영,strict_alias_matched
극동대학교,경찰행정학,법행정경찰소방,2,경찰행정학,경찰행정학,DEP_000212,경찰행정학,strict_alias_matched
극동대학교,과학기술,기타,1,과학기술,과학기술,DEP_001080,과학기술,strict_alias_matched
극동대학교,군사학,법행정경찰소방,2,군사학,군사학,DEP_001063,군사학,strict_alias_matched
극동대학교,글로벌경영,경영경제,2,글로벌경영,글로벌경영,DEP_000083,글로벌경영,strict_alias_matched
극동대학교,글로벌문화콘텐츠,언어인문,2,글로벌문화콘텐츠,글로벌문화콘텐츠,DEP_000602,글로벌문화콘텐츠,strict_alias_matched
극동대학교,글로벌호텔경영,경영경제,2,글로벌호텔경영,글로벌호텔경영,DEP_001827,글로벌호텔경영,strict_alias_matched
극동대학교,금융자산관리,경영경제,2,금융자산관리,금융자산관리,DEP_004370,금융자산관리,strict_alias_matched
극동대학교,디자인,예체능디자인,2,디자인,디자인,DEP_000048,디자인,strict_alias_matched
극동대학교,만화・애니메이션,예체능디자인,2,만화·애니메이션,만화애니메이션,DEP_000577,만화・애니메이션,strict_alias_matched
극동대학교,무인기산업,기타,2,무인기산업,무인기산업,DEP_003398,무인기산업,strict_alias_matched
극동대학교,미디어영상제작,예체능디자인,2,미디어영상제작,미디어영상제작,DEP_003137,미디어영상제작,strict_alias_matched
극동대학교,반도체장비공,공학,2,반도체장비공,반도체장비공,DEP_003446,반도체장비공,strict_alias_matched
극동대학교,방사선,보건의료,2,방사선,방사선,DEP_000084,방사선,strict_alias_matched
극동대학교,사회복지,사회복지상담심리,2,사회복지,사회복지,DEP_000002,사회복지,strict_alias_matched
극동대학교,사회복지학,사회복지상담심리,2,사회복지학,사회복지학,DEP_000072,사회복지학,strict_alias_matched
극동대학교,사회체육,예체능디자인,2,사회체육,사회체육,DEP_000136,사회체육,strict_alias_matched
극동대학교,식품영양,생명식품농림,2,식품영양,식품영양,DEP_000005,식품영양,strict_alias_matched
극동대학교,안경광,보건의료,2,안경광,안경광,DEP_000130,안경광,strict_alias_matched
극동대학교,에너지IT공,공학,2,에너지it공,에너지it공,DEP_003291,에너지IT공,strict_alias_matched
극동대학교,연극연기,예체능디자인,2,연극연기,연극연기,DEP_001567,연극연기,strict_alias_matched
극동대학교,인재개발,기타,1,인재개발,인재개발,DEP_000876,인재개발,strict_alias_matched
극동대학교,임상병리,보건의료,2,임상병리,임상병리,DEP_000061,임상병리,strict_alias_matched
극동대학교,작업치료,보건의료,2,작업치료,작업치료,DEP_000042,작업치료,strict_alias_matched
극동대학교,중등특수교육,교육,2,중등특수교육,중등특수교육,DEP_000965,중등특수교육,strict_alias_matched
극동대학교,초등특수교육,교육,2,초등특수교육,초등특수교육,DEP_000918,초등특수교육,strict_alias_matched
극동대학교,항공,공학,1,항공,항공,DEP_004478,항공,strict_alias_matched
극동대학교,항공모빌리티,공학,1,항공모빌리티,항공모빌리티,DEP_004413,항공모빌리티,strict_alias_matched
극동대학교,항공안전관리,공학,2,항공안전관리,항공안전관리,DEP_003726,항공안전관리,strict_alias_matched
극동대학교,항공운항,공학,2,항공운항,항공운항,DEP_000151,항공운항,strict_alias_matched
극동대학교,항공운항서비스,공학,2,항공운항서비스,항공운항서비스,DEP_000875,항공운항서비스,strict_alias_matched
극동대학교,항공정비,공학,2,항공정비,항공정비,DEP_000209,항공정비,strict_alias_matched
극동대학교,해킹보안,기타,2,해킹보안,해킹보안,DEP_000784,해킹보안,strict_alias_matched
극동대학교,해킹보안학,기타,2,해킹보안학,해킹보안학,DEP_004285,해킹보안학,strict_alias_matched
극동대학교,호텔・관광경영,경영경제,2,호텔·관광경영,호텔관광경영,DEP_003661,호텔・관광경영,strict_alias_matched
극동대학교,호텔경영,경영경제,2,호텔경영,호텔경영,DEP_000116,호텔경영,strict_alias_matched
극동대학교,호텔외식조리학,관광호텔조리,2,호텔외식조리학,호텔외식조리학,DEP_004119,호텔외식조리학,strict_alias_matched
글로벌사이버대학교,AI드론,컴퓨터AI,2,ai드론,ai드론,DEP_003540,AI드론,strict_alias_matched
글로벌사이버대학교,뇌교육,교육,2,뇌교육,뇌교육,DEP_001402,뇌교육,strict_alias_matched
글로벌사이버대학교,뇌기반감정코칭,기타,2,뇌기반감정코칭,뇌기반감정코칭,DEP_002679,뇌기반감정코칭,strict_alias_matched
글로벌사이버대학교,동양,기타,2,동양,동양,DEP_000665,동양,strict_alias_matched
글로벌사이버대학교,명상치료,기타,2,명상치료,명상치료,DEP_001341,명상치료,strict_alias_matched
글로벌사이버대학교,미디어콘텐츠창작,기타,2,미디어콘텐츠창작,미디어콘텐츠창작,DEP_002040,미디어콘텐츠창작,strict_alias_matched
글로벌사이버대학교,방송연예,기타,2,방송연예,방송연예,DEP_000799,방송연예,strict_alias_matched
글로벌사이버대학교,브레인트레이닝,기타,2,브레인트레이닝,브레인트레이닝,DEP_002159,브레인트레이닝,strict_alias_matched
글로벌사이버대학교,사회복지,사회복지상담심리,2,사회복지,사회복지,DEP_000002,사회복지,strict_alias_matched
글로벌사이버대학교,상담심리,사회복지상담심리,2,상담심리,상담심리,DEP_000023,상담심리,strict_alias_matched
글로벌사이버대학교,선도문화,언어인문,2,선도문화,선도문화,DEP_002172,선도문화,strict_alias_matched
글로벌사이버대학교,스포츠건강,예체능디자인,2,스포츠건강,스포츠건강,DEP_000328,스포츠건강,strict_alias_matched
글로벌사이버대학교,실용영어,언어인문,2,실용영어,실용영어,DEP_000337,실용영어,strict_alias_matched
글로벌사이버대학교,재테크・마케팅,경영경제,2,재테크·마케팅,재테크마케팅,DEP_001981,재테크・마케팅,strict_alias_matched
금강대학교,IT경영학,경영경제,2,it경영학,it경영학,DEP_001064,IT경영학,strict_alias_matched
금강대학교,경영학,경영경제,2,경영학,경영학,DEP_000045,경영학,strict_alias_matched
금강대학교,국제통상통역,기타,2,국제통상통역,국제통상통역,DEP_004518,국제통상통역,strict_alias_matched
