univ_name_std,dept_canonical_id,dept_name_canonical,campus_id,campus_ambiguous_flag,recruitment_unit_raw,recruitment_unit_std,recruitment_unit_id,selectivity_pct_2024,selectivity_source,score_comparability_tier,recruitment_n,competition_rate,additional_admit_last_rank,source_rows_n,admission_groups,source_conflict_flag,mapping_type,mapping_confidence,mapping_cardinality,shared_admission_score_flag,primary_sample_flag,analysis_sample_tier_ab_flag
부산대학교,DEP_000032,물리,0000014,False,물리학과,물리학과,SRC_0000014_2025_0018_T6_R11,78.83,raw_percentile_70cut,Tier B,35.0,4.2,27.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000034,철,0000014,False,철학과,철학과,SRC_0000014_2025_0018_T6_R74,78.5,raw_percentile_70cut,Tier B,9.0,5.6,16.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000037,미디어커뮤니케이션,0000014,False,미디어커뮤니케이션학과,미디어커뮤니케이션학과,SRC_0000014_2025_0018_T6_R9,79.33,raw_percentile_70cut,Tier B,17.0,3.8,7.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000038,정치외교,0000014,False,정치외교학과,정치외교학과,SRC_0000014_2025_0018_T6_R76,81.5,raw_percentile_70cut,Tier B,14.0,3.9,11.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000041,사회,0000014,False,사회학과,사회학과,SRC_0000014_2025_0018_T6_R77,80.83,raw_percentile_70cut,Tier B,18.0,3.7999999999999994,8.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000043,중어중문,0000014,False,중어중문학과,중어중문학과,SRC_0000014_2025_0018_T6_R0,79.83,raw_percentile_70cut,Tier B,9.0,5.6,9.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000052,심리,0000014,False,심리학과,심리학과,SRC_0000014_2025_0018_T6_R78,81.83,raw_percentile_70cut,Tier B,16.0,3.9,12.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000053,문헌정보,0000014,False,문헌정보학과,문헌정보학과,SRC_0000014_2025_0018_T6_R8,78.5,raw_percentile_70cut,Tier B,14.0,4.7,13.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000055,의예과,0000014,False,의예과,의예과,SRC_0000014_2025_0018_T6_R103 | SRC_0000014_2025_0018_T7_R2,98.16163265306123,raw_percentile_70cut,Tier B,49.0,3.455102040816327,6.081632653061225,2,나군,False,exact_1to1,1.0,many_admission_to_one_grade,False,False,True
부산대학교,DEP_000062,국제,0000014,False,국제학부,국제학부,SRC_0000014_2025_0018_T6_R27,79.0,raw_percentile_70cut,Tier B,6.0,3.7000000000000006,5.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000071,특수교육과,0000014,False,특수교육과,특수교육과,SRC_0000014_2025_0018_T6_R35,79.0,raw_percentile_70cut,Tier B,9.0,2.8,8.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000073,일어일문,0000014,False,일어일문학과,일어일문학과,SRC_0000014_2025_0018_T6_R1,79.0,raw_percentile_70cut,Tier B,12.0,4.5,15.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000074,역사교육과,0000014,False,역사교육과,역사교육과,SRC_0000014_2025_0018_T6_R37,81.17,raw_percentile_70cut,Tier B,6.0,6.5,5.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000076,무역,0000014,False,무역학부,무역학부,SRC_0000014_2025_0018_T6_R90,81.67,raw_percentile_70cut,Tier B,32.0,4.6,34.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000080,식품공,0000014,False,식품공학과,식품공학과,SRC_0000014_2025_0018_T6_R97,71.33,raw_percentile_70cut,Tier B,11.0,4.6,10.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000082,윤리교육과,0000014,False,윤리교육과,윤리교육과,SRC_0000014_2025_0018_T6_R39,80.0,raw_percentile_70cut,Tier B,6.0,5.8,10.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000087,통계,0000014,False,통계학과,통계학과,SRC_0000014_2025_0018_T6_R10,82.5,raw_percentile_70cut,Tier B,15.0,3.8,9.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000088,독어독문,0000014,False,독어독문학과,독어독문학과,SRC_0000014_2025_0018_T6_R3,78.17,raw_percentile_70cut,Tier B,8.0,4.9,4.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000092,불어불문,0000014,False,불어불문학과,불어불문학과,SRC_0000014_2025_0018_T6_R2,78.0,raw_percentile_70cut,Tier B,11.0,3.2,4.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000094,도시공,0000014,False,도시공학과,도시공학과,SRC_0000014_2025_0018_T6_R22,80.33,raw_percentile_70cut,Tier B,15.0,3.8,8.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000099,산업공,0000014,False,산업공학과,산업공학과,SRC_0000014_2025_0018_T6_R24,82.17,raw_percentile_70cut,Tier B,15.0,4.3,17.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000101,조경,0000014,False,조경학과,조경학과,SRC_0000014_2025_0018_T6_R55,73.83,raw_percentile_70cut,Tier B,9.0,7.199999999999999,6.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000108,의류,0000014,False,의류학과,의류학과,SRC_0000014_2025_0018_T6_R29,76.33,raw_percentile_70cut,Tier B,14.0,3.4,5.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000110,지리교육과,0000014,False,지리교육과,지리교육과,SRC_0000014_2025_0018_T6_R38,74.0,raw_percentile_70cut,Tier B,7.0,4.0,5.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000161,생물교육과,0000014,False,생물교육과,생물교육과,SRC_0000014_2025_0018_T6_R43,84.83,raw_percentile_70cut,Tier B,6.0,6.3,6.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000164,화학교육과,0000014,False,화학교육과,화학교육과,SRC_0000014_2025_0018_T6_R42,76.0,raw_percentile_70cut,Tier B,6.0,5.3,11.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000165,물리교육과,0000014,False,물리교육과,물리교육과,SRC_0000014_2025_0018_T6_R41,79.5,raw_percentile_70cut,Tier B,9.0,3.5999999999999996,8.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000185,항공우주공,0000014,False,항공우주공학과,항공우주공학과,SRC_0000014_2025_0018_T6_R88,83.33,raw_percentile_70cut,Tier B,15.0,4.1,11.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000199,지구과학교육과,0000014,False,지구과학교육과,지구과학교육과,SRC_0000014_2025_0018_T6_R44,81.17,raw_percentile_70cut,Tier B,8.0,3.9,3.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000220,일반사회교육과,0000014,False,일반사회교육과,일반사회교육과,SRC_0000014_2025_0018_T6_R36,82.17,raw_percentile_70cut,Tier B,9.0,4.2,0.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
부산대학교,DEP_000222,한문,0000014,False,한문학과,한문학과,SRC_0000014_2025_0018_T6_R72,78.17,raw_percentile_70cut,Tier B,8.0,5.3,21.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000321,고분자공,0000014,False,고분자공학과,고분자공학과,SRC_0000014_2025_0018_T6_R85,83.67,raw_percentile_70cut,Tier B,20.0,3.6,18.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000340,식품자원경제,0000014,False,식품자원경제학과,식품자원경제학과,SRC_0000014_2025_0018_T6_R100,75.67,raw_percentile_70cut,Tier B,13.0,3.0,10.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000347,노어노문,0000014,False,노어노문학과,노어노문학과,SRC_0000014_2025_0018_T6_R4,77.17,raw_percentile_70cut,Tier B,12.0,4.8,10.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000360,아동가족,0000014,False,아동가족학과,아동가족학과,SRC_0000014_2025_0018_T6_R92,78.17,raw_percentile_70cut,Tier B,11.0,5.2,18.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000397,재료공,0000014,False,재료공학부,재료공학부,SRC_0000014_2025_0018_T6_R86,83.5,raw_percentile_70cut,Tier B,39.0,3.3,20.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000486,사회기반시스템공,0000014,False,사회기반시스템공학과,사회기반시스템공학과,SRC_0000014_2025_0018_T6_R23,77.67,raw_percentile_70cut,Tier B,39.0,4.4,37.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000515,미생물,0000014,False,미생물학과,미생물학과,SRC_0000014_2025_0018_T6_R12,80.5,raw_percentile_70cut,Tier B,16.0,4.5,20.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000528,지질환경과,0000014,False,지질환경과학과,지질환경과학과,SRC_0000014_2025_0018_T6_R82,78.17,raw_percentile_70cut,Tier B,14.0,4.7,31.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000572,원예생명과,0000014,False,원예생명과학과,원예생명과학과,SRC_0000014_2025_0018_T6_R50,67.33,raw_percentile_70cut,Tier B,11.0,4.3,9.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000685,공공정책,0000014,False,공공정책학부,공공정책학부,SRC_0000014_2025_0018_T6_R28,82.17,raw_percentile_70cut,Tier B,14.0,4.1,9.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000745,대기환경과,0000014,False,대기환경과학과,대기환경과학과,SRC_0000014_2025_0018_T6_R14,78.5,raw_percentile_70cut,Tier B,16.0,3.8,17.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000752,해양,0000014,False,해양학과,해양학과,SRC_0000014_2025_0018_T6_R83,76.83,raw_percentile_70cut,Tier B,23.0,4.7,29.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000783,분자생물,0000014,False,분자생물학과,분자생물학과,SRC_0000014_2025_0018_T6_R13,81.33,raw_percentile_70cut,Tier B,17.0,4.4,25.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000829,식물생명과,0000014,False,식물생명과학과,식물생명과학과,SRC_0000014_2025_0018_T6_R49,70.0,raw_percentile_70cut,Tier B,12.0,5.8,19.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000849,고고,0000014,False,고고학과,고고학과,SRC_0000014_2025_0018_T6_R6,76.67,raw_percentile_70cut,Tier B,9.0,6.0,7.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000883,의생명융합공,0000014,False,의생명융합공학부,의생명융합공학부,SRC_0000014_2025_0018_T6_R101,80.0,raw_percentile_70cut,Tier B,40.0,3.1,34.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000891,관광컨벤션,0000014,False,관광컨벤션학과,관광컨벤션학과,SRC_0000014_2025_0018_T6_R26,80.5,raw_percentile_70cut,Tier B,8.0,4.3,6.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_000926,실내환경디자인,0000014,False,실내환경디자인학과,실내환경디자인학과,SRC_0000014_2025_0018_T6_R93,80.0,raw_percentile_70cut,Tier B,8.0,5.4,9.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001279,광메카트로닉스공,0000014,False,광메카트로닉스공학과,광메카트로닉스공학과,SRC_0000014_2025_0018_T6_R95,80.33,raw_percentile_70cut,Tier B,18.0,3.4,10.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001343,나노에너지공,0000014,False,나노에너지공학과,나노에너지공학과,SRC_0000014_2025_0018_T6_R96,78.5,raw_percentile_70cut,Tier B,18.0,3.7000000000000006,7.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001399,나노메카트로닉스공,0000014,False,나노메카트로닉스공학과,나노메카트로닉스공학과,SRC_0000014_2025_0018_T6_R48,83.17,raw_percentile_70cut,Tier B,14.0,3.9,6.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001416,유기소재시스템공,0000014,False,유기소재시스템공학과,유기소재시스템공학과,SRC_0000014_2025_0018_T6_R15,82.33,raw_percentile_70cut,Tier B,19.0,4.1,28.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001669,IT응용공,0000014,False,IT 응용공학과,IT 응용공학과,SRC_0000014_2025_0018_T6_R99,74.5,raw_percentile_70cut,Tier B,16.0,4.5,22.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001688,바이오산업기계공,0000014,False,바이오산업기계공학과,바이오산업기계공학과,SRC_0000014_2025_0018_T6_R53,72.83,raw_percentile_70cut,Tier B,12.0,3.6,15.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001846,바이오환경에너지,0000014,False,바이오환경에너지학과,바이오환경에너지학과,SRC_0000014_2025_0018_T6_R54,71.33,raw_percentile_70cut,Tier B,11.0,4.6,14.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001861,생명환경화,0000014,False,생명환경화학과,생명환경화학과,SRC_0000014_2025_0018_T6_R98,70.83,raw_percentile_70cut,Tier B,12.0,4.7,20.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001969,예술문화영상,0000014,False,예술문화영상학과,예술문화영상학과,SRC_0000014_2025_0018_T6_R94,82.5,raw_percentile_70cut,Tier B,8.0,5.3,4.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_001994,동물생명자원과,0000014,False,동물생명자원과학과,동물생명자원과학과,SRC_0000014_2025_0018_T6_R51,67.67,raw_percentile_70cut,Tier B,12.0,5.0,25.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_002038,바이오소재과,0000014,False,바이오소재과학과,바이오소재과학과,SRC_0000014_2025_0018_T6_R52,74.67,raw_percentile_70cut,Tier B,10.0,3.8,8.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
부산대학교,DEP_002073,언어정보,0000014,False,언어정보학과,언어정보학과,SRC_0000014_2025_0018_T6_R5,73.0,raw_percentile_70cut,Tier B,10.0,4.0,15.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000001,경영,0000116,False,경영학과,경영학과,SRC_0000116_2025_0042_T8_R2,85.6,raw_percentile_70cut,Tier B,20.0,6.4,29.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000002,사회복지,0000116,False,사회복지학과,사회복지학과,SRC_0000116_2025_0042_T8_R5,84.8,raw_percentile_70cut,Tier B,7.0,5.29,11.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000003,간호,0000116,False,간호학과,간호학과,SRC_0000116_2025_0042_T8_R62,91.2,raw_percentile_70cut,Tier B,29.0,6.17,49.0,1,다군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000004,컴퓨터공,0000116,False,컴퓨터공학부,컴퓨터공학부,SRC_0000116_2025_0042_T8_R9,86.53,raw_percentile_70cut,Tier B,16.0,5.31,26.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000005,식품영양,0000116,False,식품영양학과,식품영양학과,SRC_0000116_2025_0042_T8_R8,86.58,raw_percentile_70cut,Tier B,13.0,7.85,40.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000007,영어영문,0000116,False,영어영문학과,영어영문학과,SRC_0000116_2025_0042_T8_R61,85.75,raw_percentile_70cut,Tier B,25.0,8.2,70.0,1,다군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000008,유아교육과,0000116,False,유아교육과,유아교육과,SRC_0000116_2025_0042_T8_R3,85.65,raw_percentile_70cut,Tier B,13.0,6.08,31.0,1,가군,False,exact_1to1,1.0,one_to_one,False,False,True
삼육대학교,DEP_000020,물리치료,0000116,False,물리치료학과,물리치료학과,SRC_0000116_2025_0042_T8_R4,90.5,raw_percentile_70cut,Tier B,12.0,6.5,12.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000023,상담심리,0000116,False,상담심리학과,상담심리학과,SRC_0000116_2025_0042_T8_R6,85.0,raw_percentile_70cut,Tier B,14.0,5.79,35.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000031,약,0000116,False,약학과,약학과,SRC_0000116_2025_0042_T8_R60,98.8,raw_percentile_70cut,Tier B,22.0,6.0,22.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000039,체육,0000116,False,체육학과,체육학과,SRC_0000116_2025_0042_T8_R7,92.5,raw_percentile_70cut,Tier B,19.0,6.58,9.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000217,보건관리,0000116,False,보건관리학과,보건관리학과,SRC_0000116_2025_0042_T8_R63,85.65000000000002,raw_percentile_70cut,Tier B,12.0,6.75,12.0,1,다군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_000240,인공지능융합,0000116,False,인공지능융합학부,인공지능융합학부,SRC_0000116_2025_0042_T8_R10 | SRC_0000116_2025_0042_T8_R11 | SRC_0000116_2025_0042_T8_R14 | SRC_0000116_2025_0042_T8_R15 | SRC_0000116_2025_0042_T8_R16 | SRC_0000116_2025_0042_T8_R18 | SRC_0000116_2025_0042_T8_R21 | SRC_0000116_2025_0042_T8_R22,32.612,raw_percentile_70cut,Tier B,900.0,4.929999999999999,44.0,30,가군,True,alias_1to1,0.95,many_admission_to_one_grade,False,False,True
삼육대학교,DEP_000352,글로벌한국,0000116,False,글로벌한국학과,글로벌한국학과,SRC_0000116_2025_0042_T8_R1,85.4,raw_percentile_70cut,Tier B,9.0,6.33,17.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_001373,환경디자인원예,0000116,False,환경디자인원예학과,환경디자인원예학과,SRC_0000116_2025_0042_T8_R64,86.16999999999999,raw_percentile_70cut,Tier B,29.0,5.76,69.0,1,다군,False,alias_1to1,0.95,one_to_one,False,False,True
삼육대학교,DEP_001720,항공관광외국어,0000116,False,항공관광외국어학부,항공관광외국어학부,SRC_0000116_2025_0042_T8_R0,86.3,raw_percentile_70cut,Tier B,7.0,8.14,16.0,1,가군,False,alias_1to1,0.95,one_to_one,False,False,True
상명대학교,DEP_000001,경영,0000117,False,경영학부,경영학부,SRC_0000117_2025_0029_T8_R8,77.0,raw_percentile_70cut,Tier B,39.0,3.72,67.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
상명대학교,DEP_000006,행정,0000117,False,행정학부,행정학부,SRC_0000117_2025_0029_T8_R5,79.33,raw_percentile_70cut,Tier B,27.0,4.33,44.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
상명대학교,DEP_000017,수학교육과,0000117,False,수학교육과,수학교육과,SRC_0000117_2025_0029_T8_R14,81.67,raw_percentile_70cut,Tier B,15.0,2.93,11.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
상명대학교,DEP_000019,영어교육과,0000117,False,영어교육과,영어교육과,SRC_0000117_2025_0029_T8_R12,79.67,raw_percentile_70cut,Tier B,16.0,3.94,8.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
상명대학교,DEP_000026,국어교육과,0000117,False,국어교육과,국어교육과,SRC_0000117_2025_0029_T8_R11,76.33,raw_percentile_70cut,Tier B,19.0,2.84,15.0,1,나군,False,exact_1to1,1.0,one_to_one,False,False,True
상명대학교,DEP_000027,교육,0000117,False,교육학과,교육학과,SRC_0000117_2025_0029_T8_R13,78.0,raw_percentile_70cut,Tier B,13.0,5.77,10.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
상명대학교,DEP_000083,글로벌경영,0000117,False,글로벌경영학과,글로벌경영학과,SRC_0000117_2025_0029_T8_R9,75.0,raw_percentile_70cut,Tier B,30.0,4.9,44.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
상명대학교,DEP_000169,경제금융,0000117,False,경제금융학부,경제금융학부,SRC_0000117_2025_0029_T8_R7,78.0,raw_percentile_70cut,Tier B,28.0,3.89,36.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
상명대학교,DEP_000643,국가안보,0000117,False,국가안보학과,국가안보학과,SRC_0000117_2025_0029_T8_R10,65.33,raw_percentile_70cut,Tier B,14.0,3.07,10.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
상명대학교,DEP_001802,공간환경,0000117,False,공간환경학부,공간환경학부,SRC_0000117_2025_0029_T8_R4,79.33,raw_percentile_70cut,Tier B,19.0,4.21,15.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
상명대학교,DEP_001935,가족복지,0000117,False,가족복지학과,가족복지학과,SRC_0000117_2025_0029_T8_R6,78.67,raw_percentile_70cut,Tier B,12.0,6.330000000000001,13.0,1,나군,False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000001,경영,0000120,False,경영학부,경영학부,SRC_0000120_2025_0006_T9_R6,91.5,raw_percentile_70cut,Tier B,120.0,4.49,113.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000004,컴퓨터공,0000120,False,컴퓨터공학과,컴퓨터공학과,SRC_0000120_2025_0006_T9_R14,92.5,raw_percentile_70cut,Tier B,42.0,5.69,53.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000010,기계공,0000120,False,기계공학과,기계공학과,SRC_0000120_2025_0006_T9_R16,91.83,raw_percentile_70cut,Tier B,34.0,4.38,20.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000011,전자공,0000120,False,전자공학과,전자공학과,SRC_0000120_2025_0006_T9_R13,92.83,raw_percentile_70cut,Tier B,39.0,4.23,40.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000013,경제,0000120,False,경제학과,경제학과,SRC_0000120_2025_0006_T9_R5,91.5,raw_percentile_70cut,Tier B,68.0,3.9400000000000004,40.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000014,화,0000120,False,화학과,화학과,SRC_0000120_2025_0006_T9_R11,91.17,raw_percentile_70cut,Tier B,20.0,4.55,22.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000015,수,0000120,False,수학과,수학과,SRC_0000120_2025_0006_T9_R9,91.83,raw_percentile_70cut,Tier B,20.0,4.8,12.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000021,생명과,0000120,False,생명과학과,생명과학과,SRC_0000120_2025_0006_T9_R12,92.5,raw_percentile_70cut,Tier B,19.0,5.53,31.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000032,물리,0000120,False,물리학과,물리학과,SRC_0000120_2025_0006_T9_R10,91.5,raw_percentile_70cut,Tier B,20.0,5.05,12.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000054,인공지능,0000120,False,인공지능학과,인공지능학과,SRC_0000120_2025_0006_T9_R17,91.83,raw_percentile_70cut,Tier B,10.0,7.0,9.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000227,화공생명공,0000120,False,화공생명공학과,화공생명공학과,SRC_0000120_2025_0006_T9_R15,91.17,raw_percentile_70cut,Tier B,37.0,5.32,54.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000420,시스템반도체공,0000120,False,시스템반도체공학과,시스템반도체공학과,SRC_0000120_2025_0006_T9_R18,93.33,raw_percentile_70cut,Tier B,10.0,8.2,14.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_000511,유럽문화,0000120,False,유럽문화학과,유럽문화학과,SRC_0000120_2025_0006_T9_R2,91.0,raw_percentile_70cut,Tier B,20.0,5.75,9.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서강대학교,DEP_001711,중국문화,0000120,False,중국문화학과,중국문화학과,SRC_0000120_2025_0006_T9_R3,90.5,raw_percentile_70cut,Tier B,15.0,5.27,7.0,1,나군 수능 ( 일반 ),False,alias_1to1,0.95,one_to_one,False,False,True
서울과학기술대학교,DEP_001129,기계시스템디자인공,0000036,False,기계시스템디자인공학과,기계시스템디자인공학과,SRC_0000036_2025_0021_T7_R0 | SRC_0000036_2025_0021_T7_R1 | SRC_0000036_2025_0021_T7_R2 | SRC_0000036_2025_0021_T7_R3 | SRC_0000036_2025_0021_T7_R4 | SRC_0000036_2025_0021_T7_R5 | SRC_0000036_2025_0021_T7_R6 | SRC_0000036_2025_0021_T7_R7,83.27057142857143,raw_percentile_70cut,Tier B,70.0,3.890571428571428,68.01428571428572,18,가군 | 나 군,True,alias_1to1,0.95,many_admission_to_one_grade,False,False,True
서울대학교,DEP_000002,사회복지,0000019,False,사회복지학과,사회복지학과,SRC_0000019_2025_0001_T72_R8,95.0,raw_percentile_70cut,Tier A,6.0,6.5,0.0,1,‘ 나 ’ 군,False,alias_1to1,0.95,one_to_one,False,True,True
서울대학교,DEP_000004,컴퓨터공,0000019,False,컴퓨터공학부,컴퓨터공학부,SRC_0000019_2025_0001_T72_R23,97.25,raw_percentile_70cut,Tier A,27.0,5.07,9.0,1,‘ 나 ’ 군,False,alias_1to1,0.95,one_to_one,False,True,True
서울대학교,DEP_000005,식품영양,0000019,False,식품영양학과,식품영양학과,SRC_0000019_2025_0001_T72_R58,97.25,raw_percentile_70cut,Tier A,12.0,5.08,4.0,1,‘ 나 ’ 군,False,alias_1to1,0.95,one_to_one,False,True,True
서울대학교,DEP_000009,건축,0000019,False,건축학과,건축학과,SRC_0000019_2025_0001_T72_R25,91.75,raw_percentile_70cut,Tier A,15.0,4.53,7.0,1,‘ 나 ’ 군,False,alias_1to1,0.95,one_to_one,False,True,True
서울대학교,DEP_000010,기계공,0000019,False,기계공학부,기계공학부,SRC_0000019_2025_0001_T72_R20,96.25,raw_percentile_70cut,Tier A,32.0,4.06,8.0,1,‘ 나 ’ 군,False,alias_1to1,0.95,one_to_one,False,True,True
서울대학교,DEP_000013,경제,0000019,False,경제학부,경제학부,SRC_0000019_2025_0001_T72_R3,98.25,raw_percentile_70cut,Tier A,54.0,2.98,6.0,1,‘ 나 ’ 군,False,alias_1to1,0.95,one_to_one,False,True,True
