analysis_year,admission_year,grade_year,univ_id,univ_name_std,campus_id,dept_id,grade_dept_id,dept_name_std,dept_canonical_id,dept_name_canonical,major_group,recruitment_unit_raw,recruitment_unit_std,recruitment_unit_id,selectivity_pct_2024,selectivity_source,score_comparability_tier,recruitment_n,competition_rate,additional_admit_last_rank,a_rate_sem1_pct,a_rate_sem2_pct,a_rate_pct,a_rate_weighted_alt_pct,grade_total_n,regular_terms_observed,credit_forfeit_bin,credit_forfeit_raw,rank_2024_raw,prestige_score,mapping_type,mapping_confidence,mapping_cardinality,shared_admission_score_flag,campus_ambiguous_flag,primary_sample_flag,analysis_sample_tier_ab_flag,exclusion_reason,official_employment_rate_pct,health_employment_rate_pct,overall_advancement_rate_pct,graduate_school_rate_pct,dept_term_rows,term_students_mean,a_count,b_rate_pct,c_or_lower_pct,f_rate_pct,grade_total_sem1_n,grade_total_sem2_n,a_count_sem1,a_count_sem2,grade_canonical_match_status,source_rows_n,admission_groups,source_conflict_flag,policy_reference_year,policy_source,policy_verified,campus_status,match_status,a_rate_expected_by_actual_selectivity_pct,a_rate_residual_actual_selectivity_pctp
2024,2024,2024,33,가천대학교,0000063,37,,미디어커뮤니케이션,DEP_000037,미디어커뮤니케이션,기타,미디어커뮤니케이션학과,미디어커뮤니케이션학과,SRC_0000063_2025_0034_T6_R31,82.55,raw_percentile_70cut,Tier B,21.0,8.19,65.0,54.399633363886345,55.69044006069803,55.04503671229219,55.0132243327723,4159,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,2079.5,2288,26.352515430660667,18.602447857047157,2.4474513736568158,2182.0,1977.0,1187.0,1101.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,45.400404195738865,9.644632516553322
2024,2024,2024,33,가천대학교,0000063,40,,바이오나노,DEP_001561,바이오나노,생명식품농림,바이오나노학과,바이오나노학과,SRC_0000063_2025_0034_T6_R39,84.75,raw_percentile_70cut,Tier B,16.0,7.38,44.0,63.46456692913386,69.37269372693727,66.41863032803556,66.18521665250637,1177,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,588.5,779,25.00711857512276,8.574251096841678,1.66937850480867,635.0,542.0,403.0,376.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,44.32812854230817,22.09050178572739
2024,2024,2024,33,가천대학교,0000063,43,,반도체・전자공,DEP_000975,반도체・전자공,공학,반도체 · 전자공학부,반도체 · 전자공학부,SRC_0000063_2025_0034_T6_R28,84.85,raw_percentile_70cut,Tier B,102.0,5.4,139.0,32.142857142857146,51.91256830601093,42.02771272443404,49.28909952606635,211,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,105.5,104,36.98282591725214,20.989461358313815,4.66432474629196,28.0,183.0,9.0,95.0,strict_alias_matched,1,나군,False,,,,main_or_unspecified,matched,43.037877865736675,-1.010165141302636
2024,2024,2024,33,가천대학교,0000063,46,,방사선,DEP_000084,방사선,보건의료,방사선학과,방사선학과,SRC_0000063_2025_0034_T6_R50,87.15,raw_percentile_70cut,Tier B,14.0,7.14,24.0,54.0268456375839,58.203592814371255,56.115219225977576,56.043956043956044,1729,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,864.5,969,26.07670564910448,17.80807512491795,1.2179667510616352,894.0,835.0,483.0,486.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,39.259333984567746,16.85588524140983
2024,2024,2024,33,가천대학교,0000063,47,,법,DEP_000016,법,법행정경찰소방,법학과,법학과,SRC_0000063_2025_0034_T6_R5,81.2,raw_percentile_70cut,Tier B,46.0,6.39,113.0,52.8343023255814,53.03964757709251,52.93697495133695,52.92712066905615,2511,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,1255.5,1329,22.81509322815285,24.2479318205102,2.1000986067001333,1376.0,1135.0,727.0,602.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,44.6020317211392,8.334943230197752
2024,2024,2024,33,가천대학교,0000063,48,,사회복지,DEP_000002,사회복지,사회복지상담심리,사회복지학과,사회복지학과,SRC_0000063_2025_0034_T6_R19,81.6,raw_percentile_70cut,Tier B,16.0,9.56,45.0,56.4179104477612,60.65857885615251,58.53824465195686,58.38011226944667,1247,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,623.5,728,22.362968519620267,19.098786828422877,0.507902428929874,670.0,577.0,378.0,350.0,strict_alias_matched,1,나군,False,,,,main_or_unspecified,matched,46.95634784494737,11.581896807009485
2024,2024,2024,33,가천대학교,0000063,50,,생명과,DEP_000021,생명과,생명식품농림,생명과학과,생명과학과,SRC_0000063_2025_0034_T6_R10,84.18,raw_percentile_70cut,Tier B,17.0,9.65,52.0,50.58430717863105,59.64285714285714,55.113582160744095,54.961173425366695,1159,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,579.5,637,24.683251848318623,20.20316599093728,1.8712735511566894,599.0,560.0,303.0,334.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,44.20284017111267,10.910741989631425
2024,2024,2024,33,가천대학교,0000063,51,,설비·소방공,DEP_001263,설비·소방공,법행정경찰소방,설비 · 소방공학과,설비 · 소방공학과,SRC_0000063_2025_0034_T6_R21,83.78,raw_percentile_70cut,Tier B,16.0,12.56,14.0,53.987730061349694,51.5,52.74386503067485,52.82578234469874,2141,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,1070.5,1131,23.3002629272568,23.955872042068364,2.1887817703768624,1141.0,1000.0,616.0,515.0,strict_alias_matched,1,나군,False,,,,main_or_unspecified,matched,45.16912645391885,7.574738576755998
2024,2024,2024,33,가천대학교,0000063,52,,스마트시티,DEP_001016,스마트시티,기타,스마트시티학과,스마트시티학과,SRC_0000063_2025_0034_T6_R25,84.08,raw_percentile_70cut,Tier B,19.0,7.529999999999999,46.0,41.935483870967744,100.0,70.96774193548387,45.45454545454545,33,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,16.5,15,17.741935483870968,11.29032258064516,1.6129032258064515,31.0,2.0,13.0,2.0,strict_alias_matched,1,나군,False,,,,main_or_unspecified,matched,45.736704560526796,25.231037374957076
2024,2024,2024,33,가천대학교,0000063,54,,식품생명공,DEP_000095,식품생명공,생명식품농림,식품생명공학과,식품생명공학과,SRC_0000063_2025_0034_T6_R38,84.4,raw_percentile_70cut,Tier B,16.0,6.94,36.0,52.96803652968036,53.1986531986532,53.08334486416678,53.0775379696243,1251,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,625.5,664,24.37272266039389,22.543932475439327,1.3664037636640376,657.0,594.0,348.0,316.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,44.25119708631094,8.832147777855845
2024,2024,2024,33,가천대학교,0000063,56,,식품영양,DEP_000005,식품영양,생명식품농림,식품영양학과,식품영양학과,SRC_0000063_2025_0034_T6_R41,84.25,raw_percentile_70cut,Tier B,16.0,9.81,17.0,57.51724137931035,60.23564064801178,58.876441013661065,58.831908831908834,1404,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,702.0,826,28.32197450611955,12.80158448021939,0.979533797166218,725.0,679.0,417.0,409.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,44.21822646231212,14.658214551348948
2024,2024,2024,33,가천대학교,0000063,57,,신소재공,DEP_000018,신소재공,공학,신소재공학과,신소재공학과,SRC_0000063_2025_0034_T6_R37,81.4,raw_percentile_70cut,Tier B,18.0,7.17,69.0,42.38952536824877,40.03044140030441,41.20998338427659,41.16719242902208,1268,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,634.0,522,29.667536065087802,29.122480550635608,2.393585882364664,611.0,657.0,259.0,263.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,42.27955351376389,-1.0695701294872961
2024,2024,2024,33,가천대학교,0000063,59,,심리,DEP_000052,심리,사회복지상담심리,심리학과,심리학과,SRC_0000063_2025_0034_T6_R18,83.05,raw_percentile_70cut,Tier B,18.0,8.28,38.0,57.55597014925373,56.63716814159292,57.09656914542333,57.135627530364374,1976,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,988.0,1129,22.922170122837144,19.98126073173953,2.3741909919429403,1072.0,904.0,617.0,512.0,strict_alias_matched,1,나군,False,,,,main_or_unspecified,matched,47.27506387693594,9.821505268487392
2024,2024,2024,33,가천대학교,0000063,60,,약,DEP_000031,약,보건의료,약학과,약학과,SRC_0000063_2025_0034_T6_R16,96.85,raw_percentile_70cut,Tier B,15.0,6.8,29.0,60.389036251105225,62.57510729613735,61.482071773621286,61.49825783972126,2296,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,1148.0,1412,19.408362837399395,19.109565388979327,0.0,1131.0,1165.0,683.0,729.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,41.39143433649123,20.090637437130056
2024,2024,2024,33,가천대학교,0000063,63,,운동재활,DEP_001991,운동재활,보건의료,운동재활학과,운동재활학과,SRC_0000063_2025_0034_T6_R46,82.08,raw_percentile_70cut,Tier B,14.0,8.93,38.0,61.40845070422535,67.04288939051919,64.22567004737226,64.53634085213032,798,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,399.0,515,25.906590786252504,9.867739166375229,1.071757860935364,355.0,443.0,218.0,297.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,38.14492689340773,26.080743153964534
2024,2024,2024,33,가천대학교,0000063,66,,유아교육,DEP_000265,유아교육,교육,유아교육학과,유아교육학과,SRC_0000063_2025_0034_T6_R20,81.25,raw_percentile_70cut,Tier B,22.0,6.45,54.0,64.91499227202473,63.582677165354326,64.24883471868952,64.32900432900432,1155,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,577.5,743,32.49005099246674,3.261114288843725,0.407544207669559,647.0,508.0,420.0,323.0,strict_alias_matched,1,나군,False,,,,main_or_unspecified,matched,54.52642209882187,9.722412619867654
2024,2024,2024,33,가천대학교,0000063,68,,응급구조,DEP_000056,응급구조,보건의료,응급구조학과,응급구조학과,SRC_0000063_2025_0034_T6_R49,82.54,raw_percentile_70cut,Tier B,10.0,6.3,23.0,57.420924574209245,56.60377358490566,57.01234907955745,57.033248081841435,782,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,391.0,446,26.750545969661797,16.237104950780754,0.0,411.0,371.0,236.0,210.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,38.2460368070041,18.76631227255335
2024,2024,2024,33,가천대학교,0000063,69,,응용통계,DEP_000259,응용통계,기타,응용통계학과,응용통계학과,SRC_0000063_2025_0034_T6_R2,82.3,raw_percentile_70cut,Tier B,16.0,6.69,29.0,43.79746835443038,47.30077120822622,45.54911978132831,45.535714285714285,1568,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,784.0,714,31.755230874361395,22.695649344310304,3.188962285639908,790.0,778.0,346.0,368.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,45.345453155740834,0.2036666255874735
2024,2024,2024,33,가천대학교,0000063,71,,의공,DEP_000263,의공,기타,의공학과,의공학과,SRC_0000063_2025_0034_T6_R45,84.65,raw_percentile_70cut,Tier B,19.0,9.74,45.0,55.62130177514793,62.84403669724771,59.23266923619782,58.96076352067868,943,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,471.5,556,27.717233954001777,13.05009680980041,1.378408700215334,507.0,436.0,282.0,274.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,45.8619929317223,13.370676304475523
2024,2024,2024,33,가천대학교,0000063,73,,의료산업경영,DEP_002522,의료산업경영,보건의료,의료산업경영학과,의료산업경영학과,SRC_0000063_2025_0034_T6_R30,82.45,raw_percentile_70cut,Tier B,17.0,9.35,46.0,47.6,55.762081784386616,51.68104089219331,51.83044315992292,519,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,259.5,269,24.623048327137543,23.695910780669145,1.5576208178438662,250.0,269.0,119.0,150.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,38.22625443260482,13.45478645958849
2024,2024,2024,33,가천대학교,0000063,76,,전기공,DEP_000024,전기공,공학,전기공학과,전기공학과,SRC_0000063_2025_0034_T6_R12,85.32,raw_percentile_70cut,Tier B,29.0,5.72,65.0,57.831325301204814,58.72235872235873,58.27684201178177,58.25814044723421,2549,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,1274.5,1485,24.72756505136023,16.995592936857996,0.710705228777518,1328.0,1221.0,768.0,717.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,43.14118582093296,15.135656190848806
2024,2024,2024,33,가천대학교,0000063,80,,체육,DEP_000039,체육,예체능디자인,체육학부 ( 체육 ) | 체육학부 ( 태권도 ),체육학부 ( 체육 ) | 체육학부 ( 태권도 ),SRC_0000063_2025_0034_T6_R58 | SRC_0000063_2025_0034_T6_R59,70.75,raw_percentile_70cut,Tier B,20.0,11.85,12.0,54.35073627844712,61.60064672594988,57.9756915021985,57.63456609300622,2731,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,many_admission_to_one_grade,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,1365.5,1574,28.59235378593328,13.43195471186822,1.417770245628161,1494.0,1237.0,812.0,762.0,strict_alias_matched,2,다군,True,,,,main_or_unspecified,matched,46.237782234753745,11.737909267444756
2024,2024,2024,33,가천대학교,0000063,81,,치위생,DEP_000051,치위생,보건의료,치위생학과,치위생학과,SRC_0000063_2025_0034_T6_R48,79.84,raw_percentile_70cut,Tier B,15.0,6.0,37.0,48.30287206266319,48.47374847374847,48.38831026820583,48.39116719242902,1585,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,792.5,767,30.30705152115074,21.304638210643432,1.5769406108831694,766.0,819.0,370.0,397.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,37.652565575025406,10.735744693180422
2024,2024,2024,33,가천대학교,0000063,83,,클라우드공,DEP_003879,클라우드공,기타,클라우드공학과,클라우드공학과,SRC_0000063_2025_0034_T6_R42,90.95,raw_percentile_70cut,Tier B,9.0,11.22,19.0,64.28571428571429,59.18367346938776,61.73469387755102,61.038961038961034,77,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,38.5,47,28.316326530612244,9.948979591836736,1.7857142857142858,28.0,49.0,18.0,29.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,47.246759139672605,14.487934737878412
2024,2024,2024,33,가천대학교,0000063,84,,토목환경공,DEP_000203,토목환경공,건축토목환경,토목환경공학과,토목환경공학과,SRC_0000063_2025_0034_T6_R23,83.53,raw_percentile_70cut,Tier B,18.0,7.33,52.0,54.803149606299215,53.42960288808665,54.11637624719293,54.16316232127838,1189,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,594.5,644,22.8582392904858,23.02538446232127,1.3979931208959888,635.0,554.0,348.0,296.0,strict_alias_matched,1,나군,False,,,,main_or_unspecified,matched,44.06053109027819,10.055845156914742
2024,2024,2024,33,가천대학교,0000063,85,,패션산업,DEP_000343,패션산업,예체능디자인,패션산업학과,패션산업학과,SRC_0000063_2025_0034_T6_R32,82.15,raw_percentile_70cut,Tier B,13.0,10.31,24.0,66.08695652173913,53.52941176470589,59.80818414322251,58.59649122807018,285,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,142.5,167,25.255754475703323,14.936061381074168,5.127877237851663,115.0,170.0,76.0,91.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,48.74354965866382,11.064634484558695
2024,2024,2024,33,가천대학교,0000063,86,,한국어문,DEP_000139,한국어문,언어인문,한국어문학과,한국어문학과,SRC_0000063_2025_0034_T6_R3,81.6,raw_percentile_70cut,Tier B,18.0,6.56,28.0,49.14675767918089,53.78564405113077,51.46620086515583,51.301964367291,2189,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,3,1094.5,1123,26.03840513321319,22.495394001630977,2.5776391783368737,1172.0,1017.0,576.0,547.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,44.86987974864263,6.596321116513195
2024,2024,2024,33,가천대학교,0000063,89,,한의예과,DEP_000155,한의예과,보건의료,한의예과,한의예과,SRC_0000063_2025_0034_T6_R15,98.79999999999998,raw_percentile_70cut,Tier B,21.0,7.57,45.0,38.333333333333336,43.43434343434344,40.88383838383839,41.509433962264154,159,2,0.0,X,34,0.3529411764705882,exact_1to1,1.0,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,79.5,66,23.762626262626263,35.35353535353535,1.0101010101010102,60.0,99.0,23.0,43.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,41.82005244847585,-0.9362140646374613
2024,2024,2024,33,가천대학교,0000063,90,,행정,DEP_000006,행정,법행정경찰소방,행정학과,행정학과,SRC_0000063_2025_0034_T6_R6,81.85,raw_percentile_70cut,Tier B,18.0,10.56,47.0,58.46560846560847,54.03348554033486,56.24954700297167,56.404812455767875,1413,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,706.5,797,23.290389215046748,20.46006378198159,1.6670290642893382,756.0,657.0,442.0,355.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,44.744904425134074,11.504642577837593
