analysis_year,admission_year,grade_year,univ_id,univ_name_std,campus_id,dept_id,grade_dept_id,dept_name_std,dept_canonical_id,dept_name_canonical,major_group,recruitment_unit_raw,recruitment_unit_std,recruitment_unit_id,selectivity_pct_2024,selectivity_source,score_comparability_tier,recruitment_n,competition_rate,additional_admit_last_rank,a_rate_sem1_pct,a_rate_sem2_pct,a_rate_pct,a_rate_weighted_alt_pct,grade_total_n,regular_terms_observed,credit_forfeit_bin,credit_forfeit_raw,rank_2024_raw,prestige_score,mapping_type,mapping_confidence,mapping_cardinality,shared_admission_score_flag,campus_ambiguous_flag,primary_sample_flag,analysis_sample_tier_ab_flag,exclusion_reason,official_employment_rate_pct,health_employment_rate_pct,overall_advancement_rate_pct,graduate_school_rate_pct,dept_term_rows,term_students_mean,a_count,b_rate_pct,c_or_lower_pct,f_rate_pct,grade_total_sem1_n,grade_total_sem2_n,a_count_sem1,a_count_sem2,grade_canonical_match_status,source_rows_n,admission_groups,source_conflict_flag,policy_reference_year,policy_source,policy_verified,campus_status,match_status,a_rate_expected_by_actual_selectivity_pct,a_rate_residual_actual_selectivity_pctp
2024,2024,2024,33,가천대학교,0000063,16,,간호,DEP_000003,간호,간호,간호학과,간호학과,SRC_0000063_2025_0034_T6_R27,88.92,raw_percentile_70cut,Tier B,61.0,4.25,60.0,63.8676844783715,63.586015922464526,63.72685020041801,63.718196013594195,10887,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,5443.5,6937,20.318693194486872,15.954456605095116,0.0951886465905157,5109.0,5778.0,3263.0,3674.0,strict_alias_matched,1,나군,False,,,,main_or_unspecified,matched,53.809038496104336,9.917811704313678
2024,2024,2024,33,가천대학교,0000063,17,,건축,DEP_000009,건축,건축토목환경,건축학부,건축학부,SRC_0000063_2025_0034_T6_R34,83.87,raw_percentile_70cut,Tier B,53.0,7.34,117.0,17.391304347826086,0.0,8.695652173913043,13.333333333333334,30,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,15.0,4,27.329192546583847,63.97515527950311,17.391304347826086,23.0,7.0,4.0,0.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,44.13526450467551,-35.43961233076247
2024,2024,2024,33,가천대학교,0000063,21,,경영,DEP_000001,경영,경영경제,경영학부,경영학부,SRC_0000063_2025_0034_T6_R29,82.3,raw_percentile_70cut,Tier B,86.0,7.45,207.0,43.42313787638668,47.91418355184744,45.66866071411706,45.21656354117087,2101,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,1050.5,950,26.638478000940676,27.692861284942268,6.512167341318339,1262.0,839.0,548.0,402.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,40.18415066782285,5.484510046294211
2024,2024,2024,33,가천대학교,0000063,23,,경제,DEP_000013,경제,경영경제,경제학과,경제학과,SRC_0000063_2025_0034_T6_R0,82.15,raw_percentile_70cut,Tier B,17.0,9.76,48.0,51.20218579234973,52.4746192893401,51.83840254084491,51.790957134468584,3406,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,1703.0,1764,25.624462566919092,22.537134892236,3.2238356772350283,1830.0,1576.0,937.0,827.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,40.15118004382403,11.687222497020883
2024,2024,2024,33,가천대학교,0000063,25,,경찰행정,DEP_000022,경찰행정,법행정경찰소방,경찰행정학과,경찰행정학과,SRC_0000063_2025_0034_T6_R7,83.7,raw_percentile_70cut,Tier B,16.0,7.56,25.0,60.21180030257186,51.675977653631286,55.94388897810157,55.773420479302835,1377,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,688.5,768,23.8696870325138,20.18642398938463,1.01832757207211,661.0,716.0,398.0,370.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,45.15154212111948,10.792346856982086
2024,2024,2024,33,가천대학교,0000063,26,,관광경영,DEP_000059,관광경영,경영경제,관광경영학과,관광경영학과,SRC_0000063_2025_0034_T6_R1,81.5,raw_percentile_70cut,Tier B,17.0,7.12,48.0,43.83452665075577,45.80335731414868,44.81894198245222,44.81658692185008,2508,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,1254.0,1124,26.719245128956505,28.461812888591275,3.50974590256196,1257.0,1251.0,551.0,573.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,40.00830733982916,4.810634642623064
2024,2024,2024,33,가천대학교,0000063,28,,금융・빅데이터,DEP_004221,금융・빅데이터,경영경제,금융 · 빅데이터학부,금융 · 빅데이터학부,SRC_0000063_2025_0034_T6_R8,83.6,raw_percentile_70cut,Tier B,40.0,7.45,113.0,29.411764705882355,40.0,34.705882352941174,31.818181818181817,22,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,11.0,7,31.764705882352942,33.529411764705884,14.705882352941178,17.0,5.0,5.0,2.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,40.46989607581259,-5.764013722871418
2024,2024,2024,33,가천대학교,0000063,32,,도시계획・조경,DEP_004293,도시계획・조경,건축토목환경,도시계획 · 조경학부,도시계획 · 조경학부,SRC_0000063_2025_0034_T6_R9,82.77,raw_percentile_70cut,Tier B,33.0,7.58,84.0,40.0,0.0,20.0,37.5,16,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,8.0,6,6.666666666666667,73.33333333333333,66.66666666666666,15.0,1.0,6.0,0.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,43.89347992868419,-23.893479928684187
2024,2024,2024,33,가천대학교,0000063,35,,물리,DEP_000032,물리,기타,물리학과,물리학과,SRC_0000063_2025_0034_T6_R11,82.12,raw_percentile_70cut,Tier B,17.0,6.53,47.0,50.89686098654709,55.4016620498615,53.1492615182043,52.91201982651796,807,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,2,403.5,427,27.69896774033266,19.151770741463054,1.8927866042259298,446.0,361.0,227.0,200.0,strict_alias_matched,1,가군,False,,,,main_or_unspecified,matched,45.30588840694225,7.843373111262046
2024,2024,2024,33,가천대학교,0000063,36,,물리치료,DEP_000020,물리치료,보건의료,물리치료학과,물리치료학과,SRC_0000063_2025_0034_T6_R51,86.4,raw_percentile_70cut,Tier B,14.0,8.5,33.0,56.71175858480749,61.34663341645885,59.02919600063317,58.82019285309133,1763,2,0.0,X,34,0.3529411764705882,alias_1to1,0.95,one_to_one,False,False,False,True,,66.51748251748252,56.95104895104895,6.3285248953001405,6.072591903210796,4,881.5,1037,28.76199200230433,12.208811997062496,0.6656096491341885,961.0,802.0,545.0,492.0,strict_alias_matched,1,다군,False,,,,main_or_unspecified,matched,39.094480864573654,19.934715136059516
