raw_dept_name,alias_key_strict,alias_key_loose,dept_canonical_id,dept_name_canonical,strict_canonical_n,loose_canonical_n,alias_collision_flag,loose_collision_flag,auto_match_allowed
IT전공,it전공,it,DEP_001050,IT,1,2,False,True,True
컴퓨터정보,컴퓨터정보,컴퓨터정보,DEP_001051,컴퓨터정보,1,1,False,False,True
컴퓨터정보학과,컴퓨터정보학과,컴퓨터정보,DEP_001051,컴퓨터정보,1,1,False,False,True
정보통신융합공,정보통신융합공,정보통신융합공,DEP_001052,정보통신융합공,1,1,False,False,True
정보통신융합공학과,정보통신융합공학과,정보통신융합공,DEP_001052,정보통신융합공,1,1,False,False,True
정보통신융합공학부,정보통신융합공학부,정보통신융합공,DEP_001052,정보통신융합공,1,1,False,False,True
태국어과,태국어과,태국어과,DEP_001053,태국어과,1,1,False,False,True
혁신신약,혁신신약,혁신신약,DEP_001054,혁신신약,1,1,False,False,True
혁신신약학과,혁신신약학과,혁신신약,DEP_001054,혁신신약,1,1,False,False,True
헬스케어복지,헬스케어복지,헬스케어복지,DEP_001055,헬스케어복지,1,1,False,False,True
헬스케어복지전공,헬스케어복지전공,헬스케어복지,DEP_001055,헬스케어복지,1,1,False,False,True
헬스케어복지학과,헬스케어복지학과,헬스케어복지,DEP_001055,헬스케어복지,1,1,False,False,True
영양식품,영양식품,영양식품,DEP_001056,영양식품,1,1,False,False,True
영양식품학과,영양식품학과,영양식품,DEP_001056,영양식품,1,1,False,False,True
화장품과,화장품과,화장품과,DEP_001057,화장품과,1,1,False,False,True
화장품과학과,화장품과학과,화장품과,DEP_001057,화장품과,1,1,False,False,True
지구환경공,지구환경공,지구환경공,DEP_001058,지구환경공,1,1,False,False,True
지구환경공학과,지구환경공학과,지구환경공,DEP_001058,지구환경공,1,1,False,False,True
지구환경공학부,지구환경공학부,지구환경공,DEP_001058,지구환경공,1,1,False,False,True
공연예술뮤지컬,공연예술뮤지컬,공연예술뮤지컬,DEP_001059,공연예술뮤지컬,1,1,False,False,True
공연예술뮤지컬전공,공연예술뮤지컬전공,공연예술뮤지컬,DEP_001059,공연예술뮤지컬,1,1,False,False,True
공연예술뮤지컬학과,공연예술뮤지컬학과,공연예술뮤지컬,DEP_001059,공연예술뮤지컬,1,1,False,False,True
도시・부동산,도시·부동산,도시부동산,DEP_001060,도시・부동산,1,1,False,False,True
도시・부동산학과,도시·부동산학과,도시부동산,DEP_001060,도시・부동산,1,1,False,False,True
금융부동산,금융부동산,금융부동산,DEP_001061,금융부동산,1,1,False,False,True
금융부동산전공,금융부동산전공,금융부동산,DEP_001061,금융부동산,1,1,False,False,True
금융부동산학과,금융부동산학과,금융부동산,DEP_001061,금융부동산,1,1,False,False,True
드론응용,드론응용,드론응용,DEP_001062,드론응용,1,1,False,False,True
드론응용전공,드론응용전공,드론응용,DEP_001062,드론응용,1,1,False,False,True
드론응용학과,드론응용학과,드론응용,DEP_001062,드론응용,1,1,False,False,True
군사학,군사학,군사학,DEP_001063,군사학,1,1,False,False,True
군사학전공,군사학전공,군사학,DEP_001063,군사학,1,1,False,False,True
IT경영학,it경영학,it경영학,DEP_001064,IT경영학,1,1,False,False,True
IT경영학전공,it경영학전공,it경영학,DEP_001064,IT경영학,1,1,False,False,True
국제한국어,국제한국어,국제한국어,DEP_001065,국제한국어,1,1,False,False,True
국제한국어전공,국제한국어전공,국제한국어,DEP_001065,국제한국어,1,1,False,False,True
국제한국어학과,국제한국어학과,국제한국어,DEP_001065,국제한국어,1,1,False,False,True
공학계열,공학계열,공학,DEP_001066,공학계열,1,1,False,False,True
기독교상담,기독교상담,기독교상담,DEP_001067,기독교상담,1,1,False,False,True
기독교상담학과,기독교상담학과,기독교상담,DEP_001067,기독교상담,1,1,False,False,True
경영회계학,경영회계학,경영회계학,DEP_001068,경영회계학,1,1,False,False,True
경영학부 회계학전공,경영학부회계학전공,경영회계학,DEP_001068,경영회계학,1,1,False,False,True
공무원법,공무원법,공무원법,DEP_001069,공무원법,1,1,False,False,True
공무원법학과,공무원법학과,공무원법,DEP_001069,공무원법,1,1,False,False,True
첨단산업,첨단산업,첨단산업,DEP_001070,첨단산업,1,1,False,False,True
첨단산업학부,첨단산업학부,첨단산업,DEP_001070,첨단산업,1,1,False,False,True
인문,인문,인문,DEP_001071,인문,1,2,False,True,True
인문학부,인문학부,인문,DEP_001071,인문,1,2,False,True,True
실용무용,실용무용,실용무용,DEP_001072,실용무용,1,1,False,False,True
실용무용전공,실용무용전공,실용무용,DEP_001072,실용무용,1,1,False,False,True
자연과,자연과,자연과,DEP_001073,자연과,1,1,False,False,True
자연과학부,자연과학부,자연과,DEP_001073,자연과,1,1,False,False,True
경영회계,경영회계,경영회계,DEP_001074,경영회계,1,2,False,True,True
경영회계학과,경영회계학과,경영회계,DEP_001074,경영회계,1,2,False,True,True
경영회계학부,경영회계학부,경영회계,DEP_001074,경영회계,1,2,False,True,True
생명과학기술,생명과학기술,생명과학기술,DEP_001075,생명과학기술,1,1,False,False,True
생명과학기술학부,생명과학기술학부,생명과학기술,DEP_001075,생명과학기술,1,1,False,False,True
식품조리학,식품조리학,식품조리학,DEP_001076,식품조리학,1,1,False,False,True
식품조리학전공,식품조리학전공,식품조리학,DEP_001076,식품조리학,1,1,False,False,True
사회과학계열,사회과학계열,사회과학,DEP_001077,사회과학계열,1,1,False,False,True
외식・조리,외식·조리,외식조리,DEP_001078,외식・조리,1,2,False,True,True
외식・조리학과,외식·조리학과,외식조리,DEP_001078,외식・조리,1,2,False,True,True
외식・조리학부,외식·조리학부,외식조리,DEP_001078,외식・조리,1,2,False,True,True
IT응용시스템공,it응용시스템공,it응용시스템공,DEP_001079,IT응용시스템공,1,1,False,False,True
IT응용시스템공학과,it응용시스템공학과,it응용시스템공,DEP_001079,IT응용시스템공,1,1,False,False,True
과학기술,과학기술,과학기술,DEP_001080,과학기술,1,2,False,True,True
과학기술학부,과학기술학부,과학기술,DEP_001080,과학기술,1,2,False,True,True
과학기술학부(지구환경과학전공),과학기술학부(지구환경과학전공),과학기술,DEP_001080,과학기술,1,2,False,True,True
이차전지,이차전지,이차전지,DEP_001081,이차전지,1,1,False,False,True
이차전지전공,이차전지전공,이차전지,DEP_001081,이차전지,1,1,False,False,True
도시환경공,도시환경공,도시환경공,DEP_001082,도시환경공,1,1,False,False,True
도시환경공학부,도시환경공학부,도시환경공,DEP_001082,도시환경공,1,1,False,False,True
일어,일어,일어,DEP_001083,일어,1,1,False,False,True
일어전공,일어전공,일어,DEP_001083,일어,1,1,False,False,True
일어학과,일어학과,일어,DEP_001083,일어,1,1,False,False,True
국제협력,국제협력,국제협력,DEP_001084,국제협력,1,1,False,False,True
국제협력전공,국제협력전공,국제협력,DEP_001084,국제협력,1,1,False,False,True
산업제약,산업제약,산업제약,DEP_001085,산업제약,1,1,False,False,True
산업제약학과,산업제약학과,산업제약,DEP_001085,산업제약,1,1,False,False,True
경영계열,경영계열,경영,DEP_001086,경영계열,1,3,False,True,True
일어일본,일어일본,일어일본,DEP_001087,일어일본,1,1,False,False,True
일어일본학과,일어일본학과,일어일본,DEP_001087,일어일본,1,1,False,False,True
생활과식품영양학,생활과식품영양학,생활과식품영양학,DEP_001088,생활과식품영양학,1,1,False,False,True
생활과학부 식품영양학전공,생활과학부식품영양학전공,생활과식품영양학,DEP_001088,생활과식품영양학,1,1,False,False,True
통계・데이터과,통계·데이터과,통계데이터과,DEP_001089,통계・데이터과,1,1,False,False,True
통계・데이터과학과,통계·데이터과학과,통계데이터과,DEP_001089,통계・데이터과,1,1,False,False,True
생활체육지도과,생활체육지도과,생활체육지도과,DEP_001090,생활체육지도과,1,1,False,False,True
문화교양,문화교양,문화교양,DEP_001091,문화교양,1,1,False,False,True
문화교양학과,문화교양학과,문화교양,DEP_001091,문화교양,1,1,False,False,True
청소년교육복지상담,청소년교육복지상담,청소년교육복지상담,DEP_001092,청소년교육복지상담,1,1,False,False,True
청소년교육복지상담학과,청소년교육복지상담학과,청소년교육복지상담,DEP_001092,청소년교육복지상담,1,1,False,False,True
미래융합계열,미래융합계열,미래융합,DEP_001093,미래융합계열,1,2,False,True,True
뷰티건강디자인,뷰티건강디자인,뷰티건강디자인,DEP_001094,뷰티건강디자인,1,1,False,False,True
뷰티건강디자인학과,뷰티건강디자인학과,뷰티건강디자인,DEP_001094,뷰티건강디자인,1,1,False,False,True
항해융합,항해융합,항해융합,DEP_001095,항해융합,1,1,False,False,True
항해융합학부,항해융합학부,항해융합,DEP_001095,항해융합,1,1,False,False,True
항해융합학부(지능항해시스템전공),항해융합학부(지능항해시스템전공),항해융합,DEP_001095,항해융합,1,1,False,False,True
항해융합학부(해사경영관리전공),항해융합학부(해사경영관리전공),항해융합,DEP_001095,항해융합,1,1,False,False,True
항해융합학부(해사글로벌전공),항해융합학부(해사글로벌전공),항해융합,DEP_001095,항해융합,1,1,False,False,True
항해융합학부(해사법무보험전공),항해융합학부(해사법무보험전공),항해융합,DEP_001095,항해융합,1,1,False,False,True
항해융합학부(해사안전전공),항해융합학부(해사안전전공),항해융합,DEP_001095,항해융합,1,1,False,False,True
건축도시공,건축도시공,건축도시공,DEP_001096,건축도시공,1,1,False,False,True
건축도시공학과,건축도시공학과,건축도시공,DEP_001096,건축도시공,1,1,False,False,True
기초,기초,기초,DEP_001097,기초,1,1,False,False,True
기초학부,기초학부,기초,DEP_001097,기초,1,1,False,False,True
도시콘텐츠・관광,도시콘텐츠·관광,도시콘텐츠관광,DEP_001098,도시콘텐츠・관광,1,1,False,False,True
도시콘텐츠・관광학과,도시콘텐츠·관광학과,도시콘텐츠관광,DEP_001098,도시콘텐츠・관광,1,1,False,False,True
안전관리,안전관리,안전관리,DEP_001099,안전관리,1,1,False,False,True
안전관리학과,안전관리학과,안전관리,DEP_001099,안전관리,1,1,False,False,True
디자인영상,디자인영상,디자인영상,DEP_001100,디자인영상,1,1,False,False,True
디자인영상학부,디자인영상학부,디자인영상,DEP_001100,디자인영상,1,1,False,False,True
글로벌문화경영,글로벌문화경영,글로벌문화경영,DEP_001101,글로벌문화경영,1,1,False,False,True
글로벌문화경영학과,글로벌문화경영학과,글로벌문화경영,DEP_001101,글로벌문화경영,1,1,False,False,True
지식경영,지식경영,지식경영,DEP_001102,지식경영,1,1,False,False,True
지식경영학부,지식경영학부,지식경영,DEP_001102,지식경영,1,1,False,False,True
글로벌교육문화,글로벌교육문화,글로벌교육문화,DEP_001103,글로벌교육문화,1,1,False,False,True
글로벌교육문화학부,글로벌교육문화학부,글로벌교육문화,DEP_001103,글로벌교육문화,1,1,False,False,True
전산,전산,전산,DEP_001104,전산,1,1,False,False,True
전산학부,전산학부,전산,DEP_001104,전산,1,1,False,False,True
기계자동차공학,기계자동차공학,기계자동차공학,DEP_001105,기계자동차공학,1,1,False,False,True
기계자동차공학전공,기계자동차공학전공,기계자동차공학,DEP_001105,기계자동차공학,1,1,False,False,True
AI・소프트웨어,ai·소프트웨어,ai소프트웨어,DEP_001106,AI・소프트웨어,1,2,False,True,True
AI・소프트웨어학부(소프트웨어전공),ai·소프트웨어학부(소프트웨어전공),ai소프트웨어,DEP_001106,AI・소프트웨어,1,2,False,True,True
AI・소프트웨어학부(인공지능전공),ai·소프트웨어학부(인공지능전공),ai소프트웨어,DEP_001106,AI・소프트웨어,1,2,False,True,True
전기및전자공,전기및전자공,전기및전자공,DEP_001107,전기및전자공,1,1,False,False,True
전기및전자공학부,전기및전자공학부,전기및전자공,DEP_001107,전기및전자공,1,1,False,False,True
아시아중동,아시아중동,아시아중동,DEP_001108,아시아중동,1,1,False,False,True
아시아중동학부,아시아중동학부,아시아중동,DEP_001108,아시아중동,1,1,False,False,True
항공우주및기계공,항공우주및기계공,항공우주및기계공,DEP_001109,항공우주및기계공,1,1,False,False,True
항공우주및기계공학부,항공우주및기계공학부,항공우주및기계공,DEP_001109,항공우주및기계공,1,1,False,False,True
간호간호,간호간호,간호간호,DEP_001110,간호간호,1,1,False,False,True
간호학부 간호학과,간호학부간호학과,간호간호,DEP_001110,간호간호,1,1,False,False,True
안전보건공,안전보건공,안전보건공,DEP_001111,안전보건공,1,1,False,False,True
안전보건공학과,안전보건공학과,안전보건공,DEP_001111,안전보건공,1,1,False,False,True
항공전자정보공,항공전자정보공,항공전자정보공,DEP_001112,항공전자정보공,1,1,False,False,True
항공전자정보공학부,항공전자정보공학부,항공전자정보공,DEP_001112,항공전자정보공,1,1,False,False,True
미술·디자인,미술·디자인,미술디자인,DEP_001113,미술·디자인,2,2,True,True,False
미술·디자인학부(디자인),미술·디자인학부(디자인),미술디자인,DEP_001113,미술·디자인,1,2,False,True,True
미술·디자인학부(패션디자인),미술·디자인학부(패션디자인),미술디자인,DEP_001113,미술·디자인,1,2,False,True,True
미술·디자인학부(회화·조소),미술·디자인학부(회화·조소),미술디자인,DEP_001113,미술·디자인,1,2,False,True,True
정경,정경,정경,DEP_001114,정경,1,1,False,False,True
정경학부,정경학부,정경,DEP_001114,정경,1,1,False,False,True
한국어・다문화,한국어·다문화,한국어다문화,DEP_001115,한국어・다문화,1,2,False,True,True
한국어・다문화학부,한국어·다문화학부,한국어다문화,DEP_001115,한국어・다문화,1,2,False,True,True
생활과가정복지상담학,생활과가정복지상담학,생활과가정복지상담학,DEP_001116,생활과가정복지상담학,1,1,False,False,True
생활과학부 가정복지상담학전공,생활과학부가정복지상담학전공,생활과가정복지상담학,DEP_001116,생활과가정복지상담학,1,1,False,False,True
생활과,생활과,생활과,DEP_001117,생활과,1,1,False,False,True
생활과학부,생활과학부,생활과,DEP_001117,생활과,1,1,False,False,True
요가명상,요가명상,요가명상,DEP_001118,요가명상,1,1,False,False,True
요가명상학과,요가명상학과,요가명상,DEP_001118,요가명상,1,1,False,False,True
융합전자공,융합전자공,융합전자공,DEP_001119,융합전자공,1,1,False,False,True
융합전자공학부,융합전자공학부,융합전자공,DEP_001119,융합전자공,1,1,False,False,True
전자전기컴퓨터공,전자전기컴퓨터공,전자전기컴퓨터공,DEP_001120,전자전기컴퓨터공,1,1,False,False,True
전자전기컴퓨터공학부,전자전기컴퓨터공학부,전자전기컴퓨터공,DEP_001120,전자전기컴퓨터공,1,1,False,False,True
전자전기정보공,전자전기정보공,전자전기정보공,DEP_001121,전자전기정보공,1,1,False,False,True
전자전기정보공학부(나노반도체공학전공),전자전기정보공학부(나노반도체공학전공),전자전기정보공,DEP_001121,전자전기정보공,1,1,False,False,True
전자전기정보공학부(데이터사이언스전공),전자전기정보공학부(데이터사이언스전공),전자전기정보공,DEP_001121,전자전기정보공,1,1,False,False,True
전자전기정보공학부(전기전자공학전공),전자전기정보공학부(전기전자공학전공),전자전기정보공,DEP_001121,전자전기정보공,1,1,False,False,True
전자전기정보공학부(전자정보통신공학전공),전자전기정보공학부(전자정보통신공학전공),전자전기정보공,DEP_001121,전자전기정보공,1,1,False,False,True
전자전기정보공학부(전자통신공학전공),전자전기정보공학부(전자통신공학전공),전자전기정보공,DEP_001121,전자전기정보공,1,1,False,False,True
전자전기정보공학부(전파융합공학전공),전자전기정보공학부(전파융합공학전공),전자전기정보공,DEP_001121,전자전기정보공,1,1,False,False,True
융합,융합,융합,DEP_001122,융합,1,1,False,False,True
융합전공학부,융합전공학부,융합,DEP_001122,융합,1,1,False,False,True
전통예술,전통예술,전통예술,DEP_001123,전통예술,1,1,False,False,True
전통예술학부(연희예술전공),전통예술학부(연희예술전공),전통예술,DEP_001123,전통예술,1,1,False,False,True
전통예술학부(음악예술전공),전통예술학부(음악예술전공),전통예술,DEP_001123,전통예술,1,1,False,False,True
크리에이티브인문,크리에이티브인문,크리에이티브인문,DEP_001124,크리에이티브인문,1,1,False,False,True
크리에이티브인문학부,크리에이티브인문학부,크리에이티브인문,DEP_001124,크리에이티브인문,1,1,False,False,True
Hospitality경영,hospitality경영,hospitality경영,DEP_001125,Hospitality경영,1,1,False,False,True
Hospitality경영학과,hospitality경영학과,hospitality경영,DEP_001125,Hospitality경영,1,1,False,False,True
Hospitality경영학부,hospitality경영학부,hospitality경영,DEP_001125,Hospitality경영,1,1,False,False,True
응용소프트웨어공,응용소프트웨어공,응용소프트웨어공,DEP_001126,응용소프트웨어공,1,1,False,False,True
응용소프트웨어공학과,응용소프트웨어공학과,응용소프트웨어공,DEP_001126,응용소프트웨어공,1,1,False,False,True
기독교상담복지,기독교상담복지,기독교상담복지,DEP_001127,기독교상담복지,1,1,False,False,True
기독교상담복지학과,기독교상담복지학과,기독교상담복지,DEP_001127,기독교상담복지,1,1,False,False,True
글로벌문화,글로벌문화,글로벌문화,DEP_001128,글로벌문화,1,1,False,False,True
글로벌문화학부,글로벌문화학부,글로벌문화,DEP_001128,글로벌문화,1,1,False,False,True
기계시스템디자인공,기계시스템디자인공,기계시스템디자인공,DEP_001129,기계시스템디자인공,1,2,False,True,True
기계시스템디자인공학과,기계시스템디자인공학과,기계시스템디자인공,DEP_001129,기계시스템디자인공,1,2,False,True,True
솔브릿지경영,솔브릿지경영,솔브릿지경영,DEP_001130,솔브릿지경영,1,1,False,False,True
솔브릿지경영학부,솔브릿지경영학부,솔브릿지경영,DEP_001130,솔브릿지경영,1,1,False,False,True
생명자원,생명자원,생명자원,DEP_001131,생명자원,1,1,False,False,True
생명자원학부,생명자원학부,생명자원,DEP_001131,생명자원,1,1,False,False,True
청소년교육과,청소년교육과,청소년교육과,DEP_001132,청소년교육과,1,1,False,False,True
항해,항해,항해,DEP_001133,항해,1,1,False,False,True
항해학부,항해학부,항해,DEP_001133,항해,1,1,False,False,True
다문화한국어,다문화한국어,다문화한국어,DEP_001134,다문화한국어,1,1,False,False,True
다문화한국어학과,다문화한국어학과,다문화한국어,DEP_001134,다문화한국어,1,1,False,False,True
재료화학공,재료화학공,재료화학공,DEP_001135,재료화학공,1,1,False,False,True
재료화학공학과,재료화학공학과,재료화학공,DEP_001135,재료화학공,1,1,False,False,True
고분자시스템공,고분자시스템공,고분자시스템공,DEP_001136,고분자시스템공,1,1,False,False,True
고분자시스템공학부,고분자시스템공학부,고분자시스템공,DEP_001136,고분자시스템공,1,1,False,False,True
G2빅데이터경영,g2빅데이터경영,g2빅데이터경영,DEP_001137,G2빅데이터경영,1,1,False,False,True
G2빅데이터경영학과,g2빅데이터경영학과,g2빅데이터경영,DEP_001137,G2빅데이터경영,1,1,False,False,True
전기전자공전자공학,전기전자공전자공학,전기전자공전자공학,DEP_001138,전기전자공전자공학,1,1,False,False,True
전기전자공학부 전자공학전공,전기전자공학부전자공학전공,전기전자공전자공학,DEP_001138,전기전자공전자공학,1,1,False,False,True
재무·회계·세무,재무·회계·세무,재무회계세무,DEP_001139,재무·회계·세무,1,1,False,False,True
재무·회계·세무학과,재무·회계·세무학과,재무회계세무,DEP_001139,재무·회계·세무,1,1,False,False,True
기계・스마트・산업공,기계·스마트·산업공,기계스마트산업공,DEP_001140,기계・스마트・산업공,1,1,False,False,True
기계・스마트・산업공학부(기계공학전공),기계·스마트·산업공학부(기계공학전공),기계스마트산업공,DEP_001140,기계・스마트・산업공,1,1,False,False,True
기계・스마트・산업공학부(산업공학전공),기계·스마트·산업공학부(산업공학전공),기계스마트산업공,DEP_001140,기계・스마트・산업공,1,1,False,False,True
기계・스마트・산업공학부(스마트팩토리전공),기계·스마트·산업공학부(스마트팩토리전공),기계스마트산업공,DEP_001140,기계・스마트・산업공,1,1,False,False,True
기계전자공,기계전자공,기계전자공,DEP_001141,기계전자공,1,1,False,False,True
기계전자공학부,기계전자공학부,기계전자공,DEP_001141,기계전자공,1,1,False,False,True
컴퓨터・소프트웨어공,컴퓨터·소프트웨어공,컴퓨터소프트웨어공,DEP_001142,컴퓨터・소프트웨어공,1,2,False,True,True
컴퓨터・소프트웨어공학과,컴퓨터·소프트웨어공학과,컴퓨터소프트웨어공,DEP_001142,컴퓨터・소프트웨어공,1,2,False,True,True
해상운송,해상운송,해상운송,DEP_001143,해상운송,1,1,False,False,True
해상운송학부,해상운송학부,해상운송,DEP_001143,해상운송,1,1,False,False,True
전자정보공전자공학,전자정보공전자공학,전자정보공전자공학,DEP_001144,전자정보공전자공학,1,1,False,False,True
전자정보공학부 전자공학전공,전자정보공학부전자공학전공,전자정보공전자공학,DEP_001144,전자정보공전자공학,1,1,False,False,True
영상ㆍ애니메이션,영상ᆞ애니메이션,영상애니메이션,DEP_001145,영상ㆍ애니메이션,1,2,False,True,True
영상ㆍ애니메이션학부,영상ᆞ애니메이션학부,영상애니메이션,DEP_001145,영상ㆍ애니메이션,1,2,False,True,True
마케팅,마케팅,마케팅,DEP_001146,마케팅,1,1,False,False,True
마케팅학과,마케팅학과,마케팅,DEP_001146,마케팅,1,1,False,False,True
실용외국어,실용외국어,실용외국어,DEP_001147,실용외국어,1,1,False,False,True
실용외국어학과,실용외국어학과,실용외국어,DEP_001147,실용외국어,1,1,False,False,True
지능형반도체융합전자,지능형반도체융합전자,지능형반도체융합전자,DEP_001148,지능형반도체융합전자,1,1,False,False,True
지능형반도체융합전자전공,지능형반도체융합전자전공,지능형반도체융합전자,DEP_001148,지능형반도체융합전자,1,1,False,False,True
경상,경상,경상,DEP_001149,경상,1,2,False,True,True
경상학부,경상학부,경상,DEP_001149,경상,1,2,False,True,True
부동산건설,부동산건설,부동산건설,DEP_001150,부동산건설,1,1,False,False,True
부동산건설학부,부동산건설학부,부동산건설,DEP_001150,부동산건설,1,1,False,False,True
행동치료,행동치료,행동치료,DEP_001151,행동치료,1,1,False,False,True
행동치료학과,행동치료학과,행동치료,DEP_001151,행동치료,1,1,False,False,True
환경원예조경,환경원예조경,환경원예조경,DEP_001152,환경원예조경,1,1,False,False,True
환경원예조경학부,환경원예조경학부,환경원예조경,DEP_001152,환경원예조경,1,1,False,False,True
전자및정보공,전자및정보공,전자및정보공,DEP_001153,전자및정보공,1,1,False,False,True
전자및정보공학과,전자및정보공학과,전자및정보공,DEP_001153,전자및정보공,1,1,False,False,True
전기・정보공,전기·정보공,전기정보공,DEP_001154,전기・정보공,1,2,False,True,True
전기・정보공학부,전기·정보공학부,전기정보공,DEP_001154,전기・정보공,1,2,False,True,True
글로벌예술,글로벌예술,글로벌예술,DEP_001155,글로벌예술,1,1,False,False,True
글로벌예술학부(TV방송연예전공),글로벌예술학부(tv방송연예전공),글로벌예술,DEP_001155,글로벌예술,1,1,False,False,True
글로벌예술학부(게임콘텐츠・애니메이션전공),글로벌예술학부(게임콘텐츠·애니메이션전공),글로벌예술,DEP_001155,글로벌예술,1,1,False,False,True
글로벌예술학부(실용음악전공),글로벌예술학부(실용음악전공),글로벌예술,DEP_001155,글로벌예술,1,1,False,False,True
글로벌어문,글로벌어문,글로벌어문,DEP_001156,글로벌어문,1,1,False,False,True
글로벌어문학부,글로벌어문학부,글로벌어문,DEP_001156,글로벌어문,1,1,False,False,True
공연미디어,공연미디어,공연미디어,DEP_001157,공연미디어,1,1,False,False,True
공연미디어학부,공연미디어학부,공연미디어,DEP_001157,공연미디어,1,1,False,False,True
전산전자공,전산전자공,전산전자공,DEP_001158,전산전자공,1,1,False,False,True
전산전자공학부,전산전자공학부,전산전자공,DEP_001158,전산전자공,1,1,False,False,True
전자IT기계자동차공,전자it기계자동차공,전자it기계자동차공,DEP_001159,전자IT기계자동차공,1,1,False,False,True
전자IT기계자동차공학부,전자it기계자동차공학부,전자it기계자동차공,DEP_001159,전자IT기계자동차공,1,1,False,False,True
문화예술실용음악,문화예술실용음악,문화예술실용음악,DEP_001160,문화예술실용음악,1,1,False,False,True
문화예술학부 실용음악전공,문화예술학부실용음악전공,문화예술실용음악,DEP_001160,문화예술실용음악,1,1,False,False,True
AI・데이터과,ai·데이터과,ai데이터과,DEP_001161,AI・데이터과,1,1,False,False,True
AI・데이터과학부,ai·데이터과학부,ai데이터과,DEP_001161,AI・데이터과,1,1,False,False,True
컴퓨터융합,컴퓨터융합,컴퓨터융합,DEP_001162,컴퓨터융합,1,1,False,False,True
컴퓨터융합학부,컴퓨터융합학부,컴퓨터융합,DEP_001162,컴퓨터융합,1,1,False,False,True
유럽중남미,유럽중남미,유럽중남미,DEP_001163,유럽중남미,1,1,False,False,True
유럽중남미학부,유럽중남미학부,유럽중남미,DEP_001163,유럽중남미,1,1,False,False,True
전자정보공IT융합,전자정보공it융합,전자정보공it융합,DEP_001164,전자정보공IT융합,1,1,False,False,True
전자정보공학부 IT융합전공,전자정보공학부it융합전공,전자정보공it융합,DEP_001164,전자정보공IT융합,1,1,False,False,True
공연영화,공연영화,공연영화,DEP_001165,공연영화,1,1,False,False,True
공연영화학부,공연영화학부,공연영화,DEP_001165,공연영화,1,1,False,False,True
전기정보공,전기정보공,전기정보공,DEP_001166,전기정보공,1,2,False,True,True
전기정보공학과,전기정보공학과,전기정보공,DEP_001166,전기정보공,1,2,False,True,True
자연숲치유산업,자연숲치유산업,자연숲치유산업,DEP_001167,자연숲치유산업,1,1,False,False,True
자연숲치유산업학과,자연숲치유산업학과,자연숲치유산업,DEP_001167,자연숲치유산업,1,1,False,False,True
ICT디자인,ict디자인,ict디자인,DEP_001168,ICT디자인,1,1,False,False,True
ICT디자인학부,ict디자인학부,ict디자인,DEP_001168,ICT디자인,1,1,False,False,True
글로벌Hospitality경영,글로벌hospitality경영,글로벌hospitality경영,DEP_001169,글로벌Hospitality경영,1,1,False,False,True
글로벌Hospitality경영전공,글로벌hospitality경영전공,글로벌hospitality경영,DEP_001169,글로벌Hospitality경영,1,1,False,False,True
커뮤니케이션·미디어,커뮤니케이션·미디어,커뮤니케이션미디어,DEP_001170,커뮤니케이션·미디어,1,1,False,False,True
커뮤니케이션·미디어학부,커뮤니케이션·미디어학부,커뮤니케이션미디어,DEP_001170,커뮤니케이션·미디어,1,1,False,False,True
생활과의류패션학,생활과의류패션학,생활과의류패션학,DEP_001171,생활과의류패션학,1,1,False,False,True
생활과학부 의류패션학전공,생활과학부의류패션학전공,생활과의류패션학,DEP_001171,생활과의류패션학,1,1,False,False,True
화학신소재공,화학신소재공,화학신소재공,DEP_001172,화학신소재공,1,1,False,False,True
화학신소재공학부,화학신소재공학부,화학신소재공,DEP_001172,화학신소재공,1,1,False,False,True
행동발달치료,행동발달치료,행동발달치료,DEP_001173,행동발달치료,1,1,False,False,True
행동발달치료학과,행동발달치료학과,행동발달치료,DEP_001173,행동발달치료,1,1,False,False,True
조선·해양공,조선·해양공,조선해양공,DEP_001174,조선·해양공,1,2,False,True,True
조선·해양공학과,조선·해양공학과,조선해양공,DEP_001174,조선·해양공,1,2,False,True,True
SW융합컴퓨터과학,sw융합컴퓨터과학,sw융합컴퓨터과학,DEP_001175,SW융합컴퓨터과학,1,1,False,False,True
SW융합학부 컴퓨터과학전공,sw융합학부컴퓨터과학전공,sw융합컴퓨터과학,DEP_001175,SW융합컴퓨터과학,1,1,False,False,True
조리・서비스경영,조리·서비스경영,조리서비스경영,DEP_001176,조리・서비스경영,1,2,False,True,True
조리・서비스경영학과,조리·서비스경영학과,조리서비스경영,DEP_001176,조리・서비스경영,1,2,False,True,True
세무ㆍ회계,세무ᆞ회계,세무회계,DEP_001177,세무ㆍ회계,1,2,False,True,True
세무ㆍ회계학과,세무ᆞ회계학과,세무회계,DEP_001177,세무ㆍ회계,1,2,False,True,True
기계ㆍ시스템디자인공,기계ᆞ시스템디자인공,기계시스템디자인공,DEP_001178,기계ㆍ시스템디자인공,1,2,False,True,True
기계ㆍ시스템디자인공학과,기계ᆞ시스템디자인공학과,기계시스템디자인공,DEP_001178,기계ㆍ시스템디자인공,1,2,False,True,True
전기전자공전기공학,전기전자공전기공학,전기전자공전기공학,DEP_001179,전기전자공전기공학,1,1,False,False,True
전기전자공학부 전기공학전공,전기전자공학부전기공학전공,전기전자공전기공학,DEP_001179,전기전자공전기공학,1,1,False,False,True
