raw_dept_name,alias_key_strict,alias_key_loose,dept_canonical_id,dept_name_canonical,strict_canonical_n,loose_canonical_n,alias_collision_flag,loose_collision_flag,auto_match_allowed
건축학과(4),건축학과(4),건축,DEP_000009,건축,1,2,False,True,True
건축학과(4년제),건축학과(4년제),건축,DEP_000009,건축,1,2,False,True,True
건축학과(5),건축학과(5),건축,DEP_000009,건축,1,2,False,True,True
건축학과(5년),건축학과(5년),건축,DEP_000009,건축,1,2,False,True,True
건축학과(5년제),건축학과(5년제),건축,DEP_000009,건축,1,2,False,True,True
건축학과(건축공학전공),건축학과(건축공학전공),건축,DEP_000009,건축,1,2,False,True,True
건축학부,건축학부,건축,DEP_000009,건축,1,2,False,True,True
건축),건축),건축,DEP_002256,건축),1,2,False,True,True
건축학과(건축학전공(5년)),건축학과(건축학전공(5년)),건축,DEP_002256,건축),1,2,False,True,True
건축・인테리어디자인,건축·인테리어디자인,건축인테리어디자인,DEP_002503,건축・인테리어디자인,1,2,False,True,True
건축・인테리어디자인학과,건축·인테리어디자인학과,건축인테리어디자인,DEP_002503,건축・인테리어디자인,1,2,False,True,True
건축인테리어디자인,건축인테리어디자인,건축인테리어디자인,DEP_003764,건축인테리어디자인,1,2,False,True,True
건축인테리어디자인학과,건축인테리어디자인학과,건축인테리어디자인,DEP_003764,건축인테리어디자인,1,2,False,True,True
건축·토목공,건축·토목공,건축토목공,DEP_004572,건축·토목공,2,3,True,True,False
건축·토목공학과,건축·토목공학과,건축토목공,DEP_004572,건축·토목공,1,3,False,True,True
건축・토목공,건축·토목공,건축토목공,DEP_004039,건축・토목공,2,3,True,True,False
건축・토목공학과(건축공학심화트랙),건축·토목공학과(건축공학심화트랙),건축토목공,DEP_004039,건축・토목공,1,3,False,True,True
건축・토목공학과(토목공학트랙),건축·토목공학과(토목공학트랙),건축토목공,DEP_004039,건축・토목공,1,3,False,True,True
건축토목공,건축토목공,건축토목공,DEP_000507,건축토목공,1,3,False,True,True
건축토목공학과,건축토목공학과,건축토목공,DEP_000507,건축토목공,1,3,False,True,True
건축토목공학부,건축토목공학부,건축토목공,DEP_000507,건축토목공,1,3,False,True,True
건축·토목·환경공,건축·토목·환경공,건축토목환경공,DEP_004220,건축·토목·환경공,1,2,False,True,True
건축·토목·환경공학부,건축·토목·환경공학부,건축토목환경공,DEP_004220,건축·토목·환경공,1,2,False,True,True
건축토목환경공,건축토목환경공,건축토목환경공,DEP_004269,건축토목환경공,1,2,False,True,True
건축토목환경공학부,건축토목환경공학부,건축토목환경공,DEP_004269,건축토목환경공,1,2,False,True,True
경상,경상,경상,DEP_001149,경상,1,2,False,True,True
경상학부,경상학부,경상,DEP_001149,경상,1,2,False,True,True
경상계열,경상계열,경상,DEP_004367,경상계열,1,2,False,True,True
경영,경영,경영,DEP_000001,경영,1,3,False,True,True
경영전공,경영전공,경영,DEP_000001,경영,1,3,False,True,True
경영학과,경영학과,경영,DEP_000001,경영,1,3,False,True,True
경영학과(경영학전공),경영학과(경영학전공),경영,DEP_000001,경영,1,3,False,True,True
경영학과(글로벌테크노경영전공),경영학과(글로벌테크노경영전공),경영,DEP_000001,경영,1,3,False,True,True
경영학부,경영학부,경영,DEP_000001,경영,1,3,False,True,True
경영학부 (IT경영전공),경영학부(it경영전공),경영,DEP_000001,경영,1,3,False,True,True
경영학부(경영전공),경영학부(경영전공),경영,DEP_000001,경영,1,3,False,True,True
경영계열,경영계열,경영,DEP_001086,경영계열,1,3,False,True,True
경영대학,경영대학,경영,DEP_004368,경영대학,1,3,False,True,True
경영·회계,경영·회계,경영회계,DEP_004606,경영·회계,1,2,False,True,True
경영·회계학부,경영·회계학부,경영회계,DEP_004606,경영·회계,1,2,False,True,True
경영회계,경영회계,경영회계,DEP_001074,경영회계,1,2,False,True,True
경영회계학과,경영회계학과,경영회계,DEP_001074,경영회계,1,2,False,True,True
경영회계학부,경영회계학부,경영회계,DEP_001074,경영회계,1,2,False,True,True
경찰・소방,경찰·소방,경찰소방,DEP_001879,경찰・소방,1,2,False,True,True
경찰・소방학과,경찰·소방학과,경찰소방,DEP_001879,경찰・소방,1,2,False,True,True
경찰소방,경찰소방,경찰소방,DEP_000623,경찰소방,1,2,False,True,True
경찰소방전공,경찰소방전공,경찰소방,DEP_000623,경찰소방,1,2,False,True,True
경찰소방학과,경찰소방학과,경찰소방,DEP_000623,경찰소방,1,2,False,True,True
경찰소방학부(경찰행정전공),경찰소방학부(경찰행정전공),경찰소방,DEP_000623,경찰소방,1,2,False,True,True
경찰소방학부(소방학전공),경찰소방학부(소방학전공),경찰소방,DEP_000623,경찰소방,1,2,False,True,True
경찰・행정,경찰·행정,경찰행정,DEP_000895,경찰・행정,1,2,False,True,True
경찰・행정학과,경찰·행정학과,경찰행정,DEP_000895,경찰・행정,1,2,False,True,True
경찰・행정학부,경찰·행정학부,경찰행정,DEP_000895,경찰・행정,1,2,False,True,True
경찰행정,경찰행정,경찰행정,DEP_000022,경찰행정,1,2,False,True,True
경찰행정전공,경찰행정전공,경찰행정,DEP_000022,경찰행정,1,2,False,True,True
경찰행정학과,경찰행정학과,경찰행정,DEP_000022,경찰행정,1,2,False,True,True
경찰행정학부,경찰행정학부,경찰행정,DEP_000022,경찰행정,1,2,False,True,True
경찰행정학부(해양경찰전공),경찰행정학부(해양경찰전공),경찰행정,DEP_000022,경찰행정,1,2,False,True,True
과학기술,과학기술,과학기술,DEP_001080,과학기술,1,2,False,True,True
과학기술학부,과학기술학부,과학기술,DEP_001080,과학기술,1,2,False,True,True
과학기술학부(지구환경과학전공),과학기술학부(지구환경과학전공),과학기술,DEP_001080,과학기술,1,2,False,True,True
과학기술대학,과학기술대학,과학기술,DEP_003798,과학기술대학,1,2,False,True,True
관・현악,관·현악,관현악,DEP_001903,관・현악,1,2,False,True,True
관・현악전공,관·현악전공,관현악,DEP_001903,관・현악,1,2,False,True,True
관현악,관현악,관현악,DEP_000333,관현악,1,2,False,True,True
관현악전공,관현악전공,관현악,DEP_000333,관현악,1,2,False,True,True
국제통상·금융투자,국제통상·금융투자,국제통상금융투자,DEP_003899,국제통상·금융투자,2,2,True,True,False
국제통상·금융투자학과,국제통상·금융투자학과,국제통상금융투자,DEP_003899,국제통상·금융투자,1,2,False,True,True
국제통상・금융투자,국제통상·금융투자,국제통상금융투자,DEP_001240,국제통상・금융투자,2,2,True,True,False
국제통상・금융투자학부,국제통상·금융투자학부,국제통상금융투자,DEP_001240,국제통상・금융투자,1,2,False,True,True
글로벌융합,글로벌융합,글로벌융합,DEP_000651,글로벌융합,1,2,False,True,True
글로벌융합학부,글로벌융합학부,글로벌융합,DEP_000651,글로벌융합,1,2,False,True,True
글로벌융합대학,글로벌융합대학,글로벌융합,DEP_003175,글로벌융합대학,1,2,False,True,True
금융・세무,금융·세무,금융세무,DEP_003287,금융・세무,1,2,False,True,True
금융・세무학과,금융·세무학과,금융세무,DEP_003287,금융・세무,1,2,False,True,True
금융세무,금융세무,금융세무,DEP_002536,금융세무,1,2,False,True,True
금융세무학부,금융세무학부,금융세무,DEP_002536,금융세무,1,2,False,True,True
기계・로봇공,기계·로봇공,기계로봇공,DEP_003804,기계・로봇공,1,2,False,True,True
기계・로봇공학과,기계·로봇공학과,기계로봇공,DEP_003804,기계・로봇공,1,2,False,True,True
기계로봇공,기계로봇공,기계로봇공,DEP_000622,기계로봇공,1,2,False,True,True
기계로봇공학과,기계로봇공학과,기계로봇공,DEP_000622,기계로봇공,1,2,False,True,True
기계로봇공학부,기계로봇공학부,기계로봇공,DEP_000622,기계로봇공,1,2,False,True,True
기계ㆍ시스템디자인공,기계ᆞ시스템디자인공,기계시스템디자인공,DEP_001178,기계ㆍ시스템디자인공,1,2,False,True,True
기계ㆍ시스템디자인공학과,기계ᆞ시스템디자인공학과,기계시스템디자인공,DEP_001178,기계ㆍ시스템디자인공,1,2,False,True,True
기계시스템디자인공,기계시스템디자인공,기계시스템디자인공,DEP_001129,기계시스템디자인공,1,2,False,True,True
기계시스템디자인공학과,기계시스템디자인공학과,기계시스템디자인공,DEP_001129,기계시스템디자인공,1,2,False,True,True
기계・자동차공,기계·자동차공,기계자동차공,DEP_000674,기계・자동차공,1,2,False,True,True
기계・자동차공학과,기계·자동차공학과,기계자동차공,DEP_000674,기계・자동차공,1,2,False,True,True
기계자동차공,기계자동차공,기계자동차공,DEP_000153,기계자동차공,1,2,False,True,True
기계자동차공학과,기계자동차공학과,기계자동차공,DEP_000153,기계자동차공,1,2,False,True,True
기계자동차공학부,기계자동차공학부,기계자동차공,DEP_000153,기계자동차공,1,2,False,True,True
기계자동차공학부(계약),기계자동차공학부(계약),기계자동차공,DEP_000153,기계자동차공,1,2,False,True,True
기계자동차공학부(기계공학전공),기계자동차공학부(기계공학전공),기계자동차공,DEP_000153,기계자동차공,1,2,False,True,True
기계자동차공학부(미래자동차공학전공),기계자동차공학부(미래자동차공학전공),기계자동차공,DEP_000153,기계자동차공,1,2,False,True,True
기독교교육•상담,기독교교육•상담,기독교교육상담,DEP_003837,기독교교육•상담,1,2,False,True,True
기독교교육•상담학과,기독교교육•상담학과,기독교교육상담,DEP_003837,기독교교육•상담,1,2,False,True,True
기독교교육상담,기독교교육상담,기독교교육상담,DEP_000948,기독교교육상담,1,2,False,True,True
기독교교육상담학과,기독교교육상담학과,기독교교육상담,DEP_000948,기독교교육상담,1,2,False,True,True
나노・신소재공,나노·신소재공,나노신소재공,DEP_001205,나노・신소재공,1,2,False,True,True
나노・신소재공학부(고분자공학전공),나노·신소재공학부(고분자공학전공),나노신소재공,DEP_001205,나노・신소재공,1,2,False,True,True
나노・신소재공학부(금속재료공학전공),나노·신소재공학부(금속재료공학전공),나노신소재공,DEP_001205,나노・신소재공,1,2,False,True,True
나노・신소재공학부(세라믹공학전공),나노·신소재공학부(세라믹공학전공),나노신소재공,DEP_001205,나노・신소재공,1,2,False,True,True
나노신소재공,나노신소재공,나노신소재공,DEP_000540,나노신소재공,1,2,False,True,True
나노신소재공학과,나노신소재공학과,나노신소재공,DEP_000540,나노신소재공,1,2,False,True,True
뇌・인지과,뇌·인지과,뇌인지과,DEP_002589,뇌・인지과,1,2,False,True,True
뇌・인지과학부,뇌·인지과학부,뇌인지과,DEP_002589,뇌・인지과,1,2,False,True,True
뇌인지과,뇌인지과,뇌인지과,DEP_002609,뇌인지과,1,2,False,True,True
뇌인지과학과,뇌인지과학과,뇌인지과,DEP_002609,뇌인지과,1,2,False,True,True
도시계획・부동산,도시계획·부동산,도시계획부동산,DEP_002200,도시계획・부동산,1,2,False,True,True
도시계획・부동산학과,도시계획·부동산학과,도시계획부동산,DEP_002200,도시계획・부동산,1,2,False,True,True
도시계획부동산,도시계획부동산,도시계획부동산,DEP_000282,도시계획부동산,1,2,False,True,True
도시계획부동산학과,도시계획부동산학과,도시계획부동산,DEP_000282,도시계획부동산,1,2,False,True,True
도시계획부동산학부,도시계획부동산학부,도시계획부동산,DEP_000282,도시계획부동산,1,2,False,True,True
독일언어・문화,독일언어·문화,독일언어문화,DEP_002903,독일언어・문화,1,2,False,True,True
독일언어・문화학과,독일언어·문화학과,독일언어문화,DEP_002903,독일언어・문화,1,2,False,True,True
독일언어문화,독일언어문화,독일언어문화,DEP_000600,독일언어문화,1,2,False,True,True
독일언어문화전공,독일언어문화전공,독일언어문화,DEP_000600,독일언어문화,1,2,False,True,True
독일언어문화학과,독일언어문화학과,독일언어문화,DEP_000600,독일언어문화,1,2,False,True,True
동화∙한국어문화,동화·한국어문화,동화한국어문화,DEP_003904,동화∙한국어문화,2,2,True,True,False
동화∙한국어문화전공,동화·한국어문화전공,동화한국어문화,DEP_003904,동화∙한국어문화,1,2,False,True,True
동화・한국어문화,동화·한국어문화,동화한국어문화,DEP_002003,동화・한국어문화,2,2,True,True,False
동화・한국어문화학과,동화·한국어문화학과,동화한국어문화,DEP_002003,동화・한국어문화,1,2,False,True,True
드론・로봇융합,드론·로봇융합,드론로봇융합,DEP_001192,드론・로봇융합,1,2,False,True,True
드론・로봇융합학과,드론·로봇융합학과,드론로봇융합,DEP_001192,드론・로봇융합,1,2,False,True,True
드론로봇융합,드론로봇융합,드론로봇융합,DEP_001190,드론로봇융합,1,2,False,True,True
드론로봇융합학과,드론로봇융합학과,드론로봇융합,DEP_001190,드론로봇융합,1,2,False,True,True
드림라이프,드림라이프,드림라이프,DEP_002798,드림라이프,1,2,False,True,True
드림라이프학부,드림라이프학부,드림라이프,DEP_002798,드림라이프,1,2,False,True,True
드림라이프대학,드림라이프대학,드림라이프,DEP_004581,드림라이프대학,1,2,False,True,True
디자인,디자인,디자인,DEP_000048,디자인,1,2,False,True,True
디자인학과,디자인학과,디자인,DEP_000048,디자인,1,2,False,True,True
디자인학과(산업디자인전공),디자인학과(산업디자인전공),디자인,DEP_000048,디자인,1,2,False,True,True
디자인학과(시각디자인전공),디자인학과(시각디자인전공),디자인,DEP_000048,디자인,1,2,False,True,True
디자인학부,디자인학부,디자인,DEP_000048,디자인,1,2,False,True,True
디자인학부(공예전공),디자인학부(공예전공),디자인,DEP_000048,디자인,1,2,False,True,True
디자인학부(산업디자인전공),디자인학부(산업디자인전공),디자인,DEP_000048,디자인,1,2,False,True,True
디자인학부(시각디자인전공),디자인학부(시각디자인전공),디자인,DEP_000048,디자인,1,2,False,True,True
디자인학부(신),디자인학부(신),디자인,DEP_000048,디자인,1,2,False,True,True
디자인계열,디자인계열,디자인,DEP_004582,디자인계열,1,2,False,True,True
만화・애니메이션,만화·애니메이션,만화애니메이션,DEP_000577,만화・애니메이션,1,2,False,True,True
만화・애니메이션학과,만화·애니메이션학과,만화애니메이션,DEP_000577,만화・애니메이션,1,2,False,True,True
만화애니메이션,만화애니메이션,만화애니메이션,DEP_000184,만화애니메이션,1,2,False,True,True
만화애니메이션전공,만화애니메이션전공,만화애니메이션,DEP_000184,만화애니메이션,1,2,False,True,True
만화애니메이션학과,만화애니메이션학과,만화애니메이션,DEP_000184,만화애니메이션,1,2,False,True,True
만화애니메이션학부,만화애니메이션학부,만화애니메이션,DEP_000184,만화애니메이션,1,2,False,True,True
문화・미디어,문화·미디어,문화미디어,DEP_002931,문화・미디어,1,2,False,True,True
문화・미디어전공,문화·미디어전공,문화미디어,DEP_002931,문화・미디어,1,2,False,True,True
문화미디어,문화미디어,문화미디어,DEP_000815,문화미디어,1,2,False,True,True
문화미디어전공,문화미디어전공,문화미디어,DEP_000815,문화미디어,1,2,False,True,True
문화미디어학과,문화미디어학과,문화미디어,DEP_000815,문화미디어,1,2,False,True,True
물리·천문,물리·천문,물리천문,DEP_001441,물리·천문,1,2,False,True,True
물리·천문학부(물리학전공),물리·천문학부(물리학전공),물리천문,DEP_001441,물리·천문,1,2,False,True,True
물리·천문학부(천문학전공),물리·천문학부(천문학전공),물리천문,DEP_001441,물리·천문,1,2,False,True,True
물리천문,물리천문,물리천문,DEP_001439,물리천문,1,2,False,True,True
물리천문학과,물리천문학과,물리천문,DEP_001439,물리천문,1,2,False,True,True
미디어&콘텐츠,미디어&콘텐츠,미디어콘텐츠,DEP_003436,미디어&콘텐츠,1,2,False,True,True
미디어&콘텐츠학과,미디어&콘텐츠학과,미디어콘텐츠,DEP_003436,미디어&콘텐츠,1,2,False,True,True
미디어콘텐츠,미디어콘텐츠,미디어콘텐츠,DEP_000332,미디어콘텐츠,1,2,False,True,True
미디어콘텐츠전공,미디어콘텐츠전공,미디어콘텐츠,DEP_000332,미디어콘텐츠,1,2,False,True,True
미디어콘텐츠학과,미디어콘텐츠학과,미디어콘텐츠,DEP_000332,미디어콘텐츠,1,2,False,True,True
미래산업융합,미래산업융합,미래산업융합,DEP_002705,미래산업융합,1,2,False,True,True
미래산업융합학과,미래산업융합학과,미래산업융합,DEP_002705,미래산업융합,1,2,False,True,True
미래산업융합계열,미래산업융합계열,미래산업융합,DEP_004051,미래산업융합계열,1,2,False,True,True
미래융합,미래융합,미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합학과,미래융합학과,미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합학부,미래융합학부,미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합학부(건강여가복지전공),미래융합학부(건강여가복지전공),미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합학부(부동산비즈니스전공),미래융합학부(부동산비즈니스전공),미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합학부(뷰티산업학과),미래융합학부(뷰티산업학과),미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합학부(뷰티실버복지전공),미래융합학부(뷰티실버복지전공),미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합학부(사회복지상담전공),미래융합학부(사회복지상담전공),미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합학부(사회복지상담학과),미래융합학부(사회복지상담학과),미래융합,DEP_000314,미래융합,1,2,False,True,True
미래융합계열,미래융합계열,미래융합,DEP_001093,미래융합계열,1,2,False,True,True
미생물・분자생명과,미생물·분자생명과,미생물분자생명과,DEP_001833,미생물・분자생명과,1,2,False,True,True
미생물・분자생명과학과,미생물·분자생명과학과,미생물분자생명과,DEP_001833,미생물・분자생명과,1,2,False,True,True
미생물분자생명과,미생물분자생명과,미생물분자생명과,DEP_004114,미생물분자생명과,1,2,False,True,True
미생물분자생명과학과,미생물분자생명과학과,미생물분자생명과,DEP_004114,미생물분자생명과,1,2,False,True,True
미술·디자인,미술·디자인,미술디자인,DEP_001113,미술·디자인,2,2,True,True,False
미술·디자인학부(디자인),미술·디자인학부(디자인),미술디자인,DEP_001113,미술·디자인,1,2,False,True,True
미술·디자인학부(패션디자인),미술·디자인학부(패션디자인),미술디자인,DEP_001113,미술·디자인,1,2,False,True,True
미술·디자인학부(회화·조소),미술·디자인학부(회화·조소),미술디자인,DEP_001113,미술·디자인,1,2,False,True,True
미술・디자인,미술·디자인,미술디자인,DEP_004134,미술・디자인,2,2,True,True,False
미술・디자인학부(산업디자인전공),미술·디자인학부(산업디자인전공),미술디자인,DEP_004134,미술・디자인,1,2,False,True,True
미술・디자인학부(시각디자인전공),미술·디자인학부(시각디자인전공),미술디자인,DEP_004134,미술・디자인,1,2,False,True,True
미술・디자인학부(조소전공),미술·디자인학부(조소전공),미술디자인,DEP_004134,미술・디자인,1,2,False,True,True
미술・디자인학부(회화전공),미술·디자인학부(회화전공),미술디자인,DEP_004134,미술・디자인,1,2,False,True,True
반도체・디스플레이,반도체·디스플레이,반도체디스플레이,DEP_002206,반도체・디스플레이,1,3,False,True,True
반도체・디스플레이학과,반도체·디스플레이학과,반도체디스플레이,DEP_002206,반도체・디스플레이,1,3,False,True,True
반도체ㆍ디스플레이,반도체ᆞ디스플레이,반도체디스플레이,DEP_003326,반도체ㆍ디스플레이,1,3,False,True,True
반도체ㆍ디스플레이학부,반도체ᆞ디스플레이학부,반도체디스플레이,DEP_003326,반도체ㆍ디스플레이,1,3,False,True,True
반도체디스플레이,반도체디스플레이,반도체디스플레이,DEP_003237,반도체디스플레이,1,3,False,True,True
반도체디스플레이학과,반도체디스플레이학과,반도체디스플레이,DEP_003237,반도체디스플레이,1,3,False,True,True
반도체・신소재공,반도체·신소재공,반도체신소재공,DEP_003674,반도체・신소재공,1,2,False,True,True
반도체・신소재공학과,반도체·신소재공학과,반도체신소재공,DEP_003674,반도체・신소재공,1,2,False,True,True
반도체신소재공,반도체신소재공,반도체신소재공,DEP_004098,반도체신소재공,1,2,False,True,True
반도체신소재공학과,반도체신소재공학과,반도체신소재공,DEP_004098,반도체신소재공,1,2,False,True,True
반도체・전자공,반도체·전자공,반도체전자공,DEP_000975,반도체・전자공,1,2,False,True,True
반도체・전자공학부,반도체·전자공학부,반도체전자공,DEP_000975,반도체・전자공,1,2,False,True,True
반도체전자공,반도체전자공,반도체전자공,DEP_000878,반도체전자공,1,2,False,True,True
반도체전자공학과,반도체전자공학과,반도체전자공,DEP_000878,반도체전자공,1,2,False,True,True
반도체전자공학부(반도체공학전공),반도체전자공학부(반도체공학전공),반도체전자공,DEP_000878,반도체전자공,1,2,False,True,True
반도체전자공학부(전자공학전공),반도체전자공학부(전자공학전공),반도체전자공,DEP_000878,반도체전자공,1,2,False,True,True
방송·영상콘텐츠,방송·영상콘텐츠,방송영상콘텐츠,DEP_003090,방송·영상콘텐츠,2,2,True,True,False
방송·영상콘텐츠학과,방송·영상콘텐츠학과,방송영상콘텐츠,DEP_003090,방송·영상콘텐츠,1,2,False,True,True
방송・영상콘텐츠,방송·영상콘텐츠,방송영상콘텐츠,DEP_002529,방송・영상콘텐츠,2,2,True,True,False
방송・영상콘텐츠학부,방송·영상콘텐츠학부,방송영상콘텐츠,DEP_002529,방송・영상콘텐츠,1,2,False,True,True
법・경찰,법·경찰,법경찰,DEP_001470,법・경찰,1,2,False,True,True
법・경찰학과,법·경찰학과,법경찰,DEP_001470,법・경찰,1,2,False,True,True
법경찰,법경찰,법경찰,DEP_003319,법경찰,1,2,False,True,True
법경찰학과,법경찰학과,법경찰,DEP_003319,법경찰,1,2,False,True,True
법·행정,법·행정,법행정,DEP_004189,법·행정,1,2,False,True,True
법·행정학부,법·행정학부,법행정,DEP_004189,법·행정,1,2,False,True,True
법ㆍ행정,법ᆞ행정,법행정,DEP_003975,법ㆍ행정,1,2,False,True,True
법ㆍ행정학과,법ᆞ행정학과,법행정,DEP_003975,법ㆍ행정,1,2,False,True,True
복지・경영,복지·경영,복지경영,DEP_002680,복지・경영,1,2,False,True,True
복지・경영학과,복지·경영학과,복지경영,DEP_002680,복지・경영,1,2,False,True,True
복지경영,복지경영,복지경영,DEP_000451,복지경영,1,2,False,True,True
복지경영전공,복지경영전공,복지경영,DEP_000451,복지경영,1,2,False,True,True
복지경영학과,복지경영학과,복지경영,DEP_000451,복지경영,1,2,False,True,True
부동산・지적,부동산·지적,부동산지적,DEP_002117,부동산・지적,1,2,False,True,True
부동산・지적학과,부동산·지적학과,부동산지적,DEP_002117,부동산・지적,1,2,False,True,True
부동산지적,부동산지적,부동산지적,DEP_000912,부동산지적,1,2,False,True,True
부동산지적학과,부동산지적학과,부동산지적,DEP_000912,부동산지적,1,2,False,True,True
사회복지·상담심리,사회복지·상담심리,사회복지상담심리,DEP_002621,사회복지·상담심리,1,2,False,True,True
사회복지·상담심리학부,사회복지·상담심리학부,사회복지상담심리,DEP_002621,사회복지·상담심리,1,2,False,True,True
사회복지상담심리,사회복지상담심리,사회복지상담심리,DEP_000922,사회복지상담심리,1,2,False,True,True
사회복지상담심리전공,사회복지상담심리전공,사회복지상담심리,DEP_000922,사회복지상담심리,1,2,False,True,True
사회복지상담심리학과,사회복지상담심리학과,사회복지상담심리,DEP_000922,사회복지상담심리,1,2,False,True,True
사회・복지학,사회·복지학,사회복지학,DEP_001474,사회・복지학,1,2,False,True,True
사회 ・복지학전공,사회·복지학전공,사회복지학,DEP_001474,사회・복지학,1,2,False,True,True
사회복지학,사회복지학,사회복지학,DEP_000072,사회복지학,1,2,False,True,True
사회복지학전공,사회복지학전공,사회복지학,DEP_000072,사회복지학,1,2,False,True,True
사회안전,사회안전,사회안전,DEP_002799,사회안전,1,2,False,True,True
사회안전학과,사회안전학과,사회안전,DEP_002799,사회안전,1,2,False,True,True
사회안전계열,사회안전계열,사회안전,DEP_004018,사회안전계열,1,2,False,True,True
산업・정보시스템공,산업·정보시스템공,산업정보시스템공,DEP_001193,산업・정보시스템공,1,2,False,True,True
