target_group,target,split,non_null_n,school_n,major_n,mean,std,min,p01,p05,p25,p50,p75,p95,p99,max,skewness,kurtosis,zero_ratio,hundred_ratio,unique_n,within_school_var,between_school_var,icc_approx
employment,health_employment_rate_pct,train,5494,131,7,52.46809768676758,19.091739654541016,0.0,0.0,20.541667079925567,41.379310607910156,52.44902038574219,63.6363639831543,85.71428680419922,100.0,100.0,-0.03516039252281189,0.6047868728637695,0.019111758281761922,0.025482344375682562,1021,358.76519775390625,53.84953689575195,0.1305080317635151
employment,health_employment_rate_pct,validation,1127,30,7,52.85990905761719,19.230117797851562,0.0,0.0,20.0,40.0,53.846153259277344,63.7147331237793,85.71428680419922,100.0,100.0,-0.07294780015945435,0.2744271755218506,0.01419698314108252,0.01774622892635315,441,415.53448486328125,60.67472839355469,0.12741191624285256
employment,employment_rate_pct,train,5494,131,7,61.1380500793457,17.49732780456543,0.0,0.0,33.33333206176758,50.0,61.53845977783203,71.42857360839844,91.42857360839844,100.0,100.0,-0.31269240379333496,1.0658975839614868,0.011103021477975974,0.03421914816163087,974,291.7237243652344,48.79903030395508,0.14330622442944316
employment,employment_rate_pct,validation,1127,30,7,62.19026565551758,16.873165130615234,0.0,20.421621742248536,33.33333206176758,52.380950927734375,62.5,72.18706130981445,91.0457489013672,100.0,100.0,-0.27652665972709656,0.9104023575782776,0.007985803016858917,0.025732031943212066,409,357.786865234375,45.714866638183594,0.11329534182178458
