column,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max,missing_n,missing_pct,zero_n,zero_pct,negative_n,inf_n,nunique
row_n,12.0,4865.083333333333,2429.5896570234145,2416.0,2416.0,2416.0,2416.0,2433.25,4734.0,6294.0,8341.5,8561.0,8561.0,8561.0,0,0.0,0,0.0,0,0,6
school_n,12.0,163.91666666666666,29.580270861545944,130.0,130.0,130.0,130.0,134.5,166.0,188.25,197.7,198.0,198.0,198.0,0,0.0,0,0.0,0,0,6
campus_n,12.0,209.0,45.16434635659174,159.0,159.0,159.0,159.0,163.5,211.0,246.0,261.3,262.0,262.0,262.0,0,0.0,0,0.0,0,0,6
major7_n,12.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,0.0,0,0.0,0,0,1
train_n,12.0,3586.8333333333335,1785.8515072817802,1789.0,1789.0,1789.0,1789.0,1801.0,3489.0,4639.0,6140.500000000001,6302.0,6302.0,6302.0,0,0.0,0,0.0,0,0,6
validation_n,12.0,732.3333333333334,350.1278554350041,367.0,367.0,367.0,367.0,370.75,727.0,936.25,1231.6000000000001,1263.0,1263.0,1263.0,0,0.0,0,0.0,0,0,6
test_n,12.0,545.9166666666666,294.16027119839816,260.0,260.0,260.0,260.0,261.5,518.0,718.75,969.4000000000001,996.0,996.0,996.0,0,0.0,0,0.0,0,0,6
excluded_conflict_n,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12,100.0,0,0,1
