column,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max,missing_n,missing_pct,zero_n,zero_pct,negative_n,inf_n,nunique
valid_min,92.0,248.48199433387944,1647.3191081907464,-0.7362634539604187,-0.5627637761831283,0.0,0.0,0.0,0.0,4.800115704536438,63.269163894653325,225.23999862670902,3236.6600000000462,15498.0,59,39.0728476821192,51,33.77483443708609,3,0,41
valid_max,92.0,1921.84999664306,8618.847036277726,-0.3175824880599975,-0.16808232069015502,0.0,0.655170702934265,1.332680493593216,47.70887756347656,109.75675582885742,2023.5,7243.200000000015,38409.85000000013,72776.0,59,39.0728476821192,6,3.9735099337748347,2,0,63
