column,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max,missing_n,missing_pct,zero_n,zero_pct,negative_n,inf_n,nunique
row_count,15.0,1459.4,3568.457986301647,1.0,1.28,2.4000000000000004,5.000000000000001,15.0,36.0,323.0,6313.199999999997,10242.0,10242.0,10242.0,0,0.0,0,0.0,0,0,14
column_count,14.0,22.714285714285715,37.310399811124164,5.0,5.13,5.65,6.6,10.25,11.0,19.25,21.700000000000003,67.14999999999995,134.2299999999999,151.0,1,6.666666666666667,0,0.0,0,0,11
size_bytes,15.0,173527.8,538273.6410986516,406.0,500.22,877.1,1086.2,1946.0,13216.0,46744.0,187608.3999999999,822658.899999998,1847169.379999999,2103297.0,0,0.0,0,0.0,0,0,15
