column,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max,missing_n,missing_pct,zero_n,zero_pct,negative_n,inf_n,nunique
feature_count,18.0,13.88888888888889,2.138963159732493,11.0,11.0,11.0,11.7,12.0,14.0,16.0,16.0,16.15,16.83,17.0,0,0.0,0,0.0,0,0,6
