분류,2007__전체__빈도,2007__전체__비중,2007__전문대__빈도,2007__전문대__비중,2007__4년제__빈도,2007__4년제__비중,2007__교육대__빈도,2007__교육대__비중,2008__전체__빈도,2008__전체__비중,2008__전문대__빈도,2008__전문대__비중,2008__4년제__빈도,2008__4년제__비중,2008__교육대__빈도,2008__교육대__비중,2009__전체__빈도,2009__전체__비중,2009__전문대__빈도,2009__전문대__비중,2009__4년제__빈도,2009__4년제__비중,2009__교육대__빈도,2009__교육대__비중,2010__전체__빈도,2010__전체__비중,2010__전문대__빈도,2010__전문대__비중,2010__4년제__빈도,2010__4년제__비중,2010__교육대__빈도,2010__교육대__비중,2011__전체__빈도,2011__전체__비중,2011__전문대__빈도,2011__전문대__비중,2011__4년제__빈도,2011__4년제__비중,2011__교육대__빈도,2011__교육대__비중,2012__전체__빈도,2012__전체__비중,2012__전문대__빈도,2012__전문대__비중,2012__4년제__빈도,2012__4년제__비중,2012__교육대__빈도,2012__교육대__비중,2013__전체__빈도,2013__전체__비중,2013__전문대__빈도,2013__전문대__비중,2013__4년제__빈도,2013__4년제__비중,2013__교육대__빈도,2013__교육대__비중,2014__전체__빈도,2014__전체__비중,2014__전문대__빈도,2014__전문대__비중,2014__4년제__빈도,2014__4년제__비중,2014__교육대__빈도,2014__교육대__비중,2015__전체__빈도,2015__전체__비중,2015__전문대__빈도,2015__전문대__비중,2015__4년제__빈도,2015__4년제__비중,2015__교육대__빈도,2015__교육대__비중,2016__전체__빈도,2016__전체__비중,2016__전문대__빈도,2016__전문대__비중,2016__4년제__빈도,2016__4년제__비중,2016__교육대__빈도,2016__교육대__비중,2017__전체__빈도,2017__전체__비중,2017__전문대__빈도,2017__전문대__비중,2017__4년제__빈도,2017__4년제__비중,2017__교육대__빈도,2017__교육대__비중,2018__전체__빈도,2018__전체__비중,2018__전문대__빈도,2018__전문대__비중,2018__4년제__빈도,2018__4년제__비중,2018__교육대__빈도,2018__교육대__비중,2019__전체__빈도,2019__전체__비중,2019__전문대__빈도,2019__전문대__비중,2019__4년제__빈도,2019__4년제__비중,2019__교육대__빈도,2019__교육대__비중
전체,383204,100.0,170169,100.0,208031,100.0,5003,100.0,389213,100.0,164069,100.0,219128,100.0,6014,100.0,356100,100.0,152778,100.0,197953,100.0,5368,100.0,374942,100.0,151712,100.0,218255,100.0,4974,100.0,380683,100.0,148893,100.0,226967,100.0,4823,100.0,374430,100.0,144320,100.0,225556,100.0,4552,100.0,350494,100.0,135363,100.0,210625,100.0,4505,100.0,363189,100.0,138198,100.0,220752,100.0,4238,100.0,375896,100.0,136324,100.0,235714,100.0,3856,100.0,388305,100.0,135725,100.0,249179,100.0,3400,100.0,375557,100.0,127827,100.0,244341,100.0,3388,100.0,364901,100.0,122979,100.0,238648,100.0,3273,100.0,323153,100.0,109615,100.0,210243,100.0,3294,100.0
1. 상용근로자,312843,81.6,136039,79.9,172021,82.6,4782,95.5,317797,81.6,132192,80.5,179907,82.1,5697,94.7,305687,85.8,129925,85.0,170592,86.1,5169,96.2,307147,81.9,123372,81.3,179102,82.0,4672,93.9,301038,79.0,117159,78.6,179480,79.0,4399,91.2,299943,80.1,113648,78.7,181995,80.6,4299,94.4,291194,83.0,112196,82.8,174731,82.9,4266,94.6,285455,78.5,106809,77.2,174637,79.1,4008,94.5,299976,79.8,110143,80.7,186193,78.9,3639,94.3,303577,78.1,102892,75.8,197560,79.2,3123,91.8,292190,77.8,97058,75.9,191909,78.5,3222,95.1,291729,79.9,96325,78.3,192556,80.6,2847,86.9,255272,78.9,85172,77.7,167136,79.4,2963,89.9
2. 임시근로자,46876,12.2,21064,12.3,25591,12.3,220,4.4,47385,12.1,18325,11.1,28751,13.1,308,5.1,31415,8.8,12201,7.9,19036,9.6,177,3.3,44007,11.7,16015,10.5,27706,12.6,285,5.7,57082,14.9,20362,13.6,36328,16.0,391,8.1,52817,14.1,20112,13.9,32507,14.4,197,4.3,40471,11.5,15141,11.1,25111,11.9,217,4.8,56704,15.6,22189,16.0,34297,15.5,217,5.1,53759,14.3,17521,12.8,36020,15.2,217,5.6,63349,16.3,23681,17.4,39391,15.8,276,8.1,59696,15.8,21167,16.5,38363,15.7,165,4.8,52140,14.2,18011,14.6,33722,14.1,405,12.4,51739,16.0,17623,16.0,33794,16.0,320,9.7
3. 일용근로자,3439,0.8,2041,1.1,1398,0.6,0,0.0,3110,0.7,2165,1.3,945,0.4,0,0.0,1813,0.5,1168,0.7,644,0.3,0,0.0,3853,1.0,2222,1.4,1631,0.7,0,0.0,2100,0.5,1156,0.7,944,0.4,0,0.0,5028,1.3,2635,1.8,2368,1.0,24,0.5,4209,1.2,2030,1.4,2157,1.0,21,0.4,5338,1.4,2953,2.1,2378,1.0,5,0.1,5962,1.5,2914,2.1,3048,1.2,0,0.0,4945,1.2,2521,1.8,2424,0.9,0,0.0,5845,1.5,3131,2.4,2713,1.1,0,0.0,4860,1.3,2308,1.8,2532,1.0,19,0.5,5306,1.6,2551,2.3,2755,1.3,0,0.0
4. 고용원이 있는 자영업자,8768,2.2,5659,3.3,3109,1.4,0,0.0,8966,2.3,5884,3.5,3081,1.4,0,0.0,7744,2.1,4817,3.1,2927,1.4,0,0.0,8192,2.1,5030,3.3,3162,1.4,0,0.0,7616,2.0,4468,3.0,3148,1.3,0,0.0,5744,1.5,2942,2.0,2787,1.2,15,0.3,6464,1.8,2662,1.9,3802,1.8,0,0.0,5798,1.5,2484,1.7,3313,1.5,0,0.0,4917,1.3,1769,1.2,3147,1.3,0,0.0,6375,1.6,3103,2.2,3271,1.3,0,0.0,6389,1.7,2622,2.0,3766,1.5,0,0.0,5104,1.3,2156,1.7,2947,1.2,0,0.0,3030,0.9,1112,1.0,1918,0.9,0,0.0
5. 고용원이 없는 자영업자,11250,2.9,5365,3.1,5884,2.8,0,0.0,11854,3.0,5467,3.3,6377,2.9,9,0.1,8897,2.4,4255,2.7,4619,2.3,21,0.4,10231,2.7,4245,2.7,5969,2.7,16,0.3,11725,3.0,5047,3.3,6645,2.9,32,0.6,9542,2.5,4225,2.9,5300,2.3,16,0.3,6939,1.9,2593,1.9,4345,2.0,0,0.0,9148,2.5,3369,2.4,5772,2.6,6,0.1,9835,2.6,3136,2.3,6699,2.8,0,0.0,9155,2.3,3093,2.2,6062,2.4,0,0.0,10302,2.7,3217,2.5,7084,2.8,0,0.0,9961,2.7,3682,2.9,6279,2.6,0,0.0,6677,2.0,2525,2.3,4151,1.9,0,0.0
6. 무급가족종사자,26,0.0,0,0.0,26,0.0,0,0.0,99,0.0,35,0.0,63,0.0,0,0.0,542,0.1,409,0.2,132,0.0,0,0.0,1508,0.4,825,0.5,683,0.3,0,0.0,1119,0.2,698,0.4,420,0.1,0,0.0,1353,0.3,756,0.5,597,0.2,0,0.0,1215,0.3,738,0.5,476,0.2,0,0.0,744,0.2,393,0.2,351,0.1,0,0.0,1443,0.3,838,0.6,604,0.2,0,0.0,902,0.2,433,0.3,468,0.1,0,0.0,1133,0.3,629,0.4,503,0.2,0,0.0,1105,0.3,495,0.4,610,0.2,0,0.0,1126,0.3,629,0.5,485,0.2,10,0.3
