column,count,mean,std,min,25%,50%,75%,max
2007,7.0,45.314285714285724,6.238436922667026,37.9,39.95,46.7,49.05,54.6
2008,7.0,43.42857142857143,7.693441857780406,36.3,37.95,39.3,47.7,57.1
2009,7.0,45.0,5.561774297230455,38.1,40.900000000000006,46.2,47.15,54.6
2010,7.0,42.6,7.372019171615511,33.7,37.35,41.8,46.35,55.3
2011,7.0,44.42857142857143,7.565869477619935,33.7,39.15,45.3,49.6,54.5
2012,7.0,42.699999999999996,7.242007088277852,30.6,38.6,44.5,47.4,51.8
2013,7.0,42.32857142857142,7.500825351411733,29.6,37.849999999999994,45.1,47.7,50.5
2014,7.0,40.89999999999999,6.429359740025958,31.3,36.1,44.4,45.55,47.3
2015,7.0,41.699999999999996,6.5304415368845214,30.0,38.45,44.0,45.95,49.1
2016,7.0,41.042857142857144,6.869220514453622,29.5,37.2,43.6,44.849999999999994,50.1
2017,7.0,40.528571428571425,7.9650725641629245,27.0,37.15,41.9,44.1,52.3
2018,7.0,39.61428571428571,7.901145185230762,25.0,36.7,42.1,44.55,47.7
2019,7.0,38.68571428571429,7.502094945508792,25.6,35.9,39.0,43.0,48.4
