분류,2007__전체__빈도,2007__전체__비중,2007__취업자__빈도,2007__취업자__비중,2007__실업자__빈도,2007__실업자__비중,2007__비경활__빈도,2007__비경활__비중,2008__전체__빈도,2008__전체__비중,2008__취업자__빈도,2008__취업자__비중,2008__실업자__빈도,2008__실업자__비중,2008__비경활__빈도,2008__비경활__비중,2009__전체__빈도,2009__전체__비중,2009__취업자__빈도,2009__취업자__비중,2009__실업자__빈도,2009__실업자__비중,2009__비경활__빈도,2009__비경활__비중,2010__전체__빈도,2010__전체__비중,2010__취업자__빈도,2010__취업자__비중,2010__실업자__빈도,2010__실업자__비중,2010__비경활__빈도,2010__비경활__비중,2011__전체__빈도,2011__전체__비중,2011__취업자__빈도,2011__취업자__비중,2011__실업자__빈도,2011__실업자__비중,2011__비경활__빈도,2011__비경활__비중,2012__전체__빈도,2012__전체__비중,2012__취업자__빈도,2012__취업자__비중,2012__실업자__빈도,2012__실업자__비중,2012__비경활__빈도,2012__비경활__비중,2013__전체__빈도,2013__전체__비중,2013__취업자__빈도,2013__취업자__비중,2013__실업자__빈도,2013__실업자__비중,2013__비경활__빈도,2013__비경활__비중,2014__전체__빈도,2014__전체__비중,2014__취업자__빈도,2014__취업자__비중,2014__실업자__빈도,2014__실업자__비중,2014__비경활__빈도,2014__비경활__비중,2015__전체__빈도,2015__전체__비중,2015__취업자__빈도,2015__취업자__비중,2015__실업자__빈도,2015__실업자__비중,2015__비경활__빈도,2015__비경활__비중,2016__전체__빈도,2016__전체__비중,2016__취업자__빈도,2016__취업자__비중,2016__실업자__빈도,2016__실업자__비중,2016__비경활__빈도,2016__비경활__비중,2017__전체__빈도,2017__전체__비중,2017__취업자__빈도,2017__취업자__비중,2017__실업자__빈도,2017__실업자__비중,2017__비경활__빈도,2017__비경활__비중,2018__전체__빈도,2018__전체__비중,2018__취업자__빈도,2018__취업자__비중,2018__실업자__빈도,2018__실업자__비중,2018__비경활__빈도,2018__비경활__비중,2019__전체__빈도,2019__전체__비중,2019__취업자__빈도,2019__취업자__비중,2019__실업자__빈도,2019__실업자__비중,2019__비경활__빈도,2019__비경활__비중
전체,498699,100.0,390379,100.0,32677,100.0,75643,100.0,497374,100.0,392483,100.0,31172,100.0,73718,100.0,480193,100.0,360293,100.0,34966,100.0,84932,100.0,470558,100.0,376517,100.0,25686,100.0,68353,100.0,479477,100.0,380969,100.0,27808,100.0,70699,100.0,502886,100.0,381658,100.0,32710,100.0,88516,100.0,491765,100.0,362334,100.0,36556,100.0,92873,100.0,494323,100.0,370281,100.0,35655,100.0,88387,100.0,515320,100.0,380947,100.0,35304,100.0,99068,100.0,520547,100.0,388305,100.0,38016,100.0,94225,100.0,512169,100.0,375557,100.0,42899,100.0,93712,100.0,494334,100.0,364901,100.0,39285,100.0,90146,100.0,486912,100.0,324469,100.0,52340,100.0,110102,100.0
남자,249657,50.0,200119,51.2,16118,49.3,33419,44.1,245741,49.4,197196,50.2,15287,49.0,33257,45.1,234220,48.7,180583,50.1,16299,46.6,37336,43.9,226208,48.0,185259,49.2,12265,47.7,28683,41.9,232600,48.5,189682,49.7,13432,48.3,29486,41.7,244326,48.5,189166,49.5,15722,48.0,39437,44.5,236894,48.1,177563,49.0,17858,48.8,41472,44.6,236577,47.8,180428,48.7,15760,44.2,40389,45.6,248382,48.1,186442,48.9,17505,49.5,44434,44.8,250575,48.1,190008,48.9,18518,48.7,42048,44.6,246068,48.0,183726,48.9,19363,45.1,42979,45.8,238805,48.3,180336,49.4,18090,46.0,40378,44.7,236689,48.6,160331,49.4,26393,50.4,49965,45.3
여자,249041,49.9,190259,48.7,16558,50.6,42223,55.8,251632,50.5,195287,49.7,15884,50.9,40460,54.8,245973,51.2,179710,49.8,18666,53.3,47595,56.0,244350,51.9,191258,50.7,13421,52.2,39670,58.0,246877,51.4,191287,50.2,14376,51.6,41213,58.2,258559,51.4,192491,50.4,16988,51.9,49079,55.4,254871,51.8,184771,50.9,18698,51.1,51401,55.3,257746,52.1,189853,51.2,19894,55.7,47997,54.3,266937,51.8,194504,51.0,17798,50.4,54634,55.1,269971,51.8,198296,51.0,19497,51.2,52176,55.3,266100,51.9,191831,51.0,23535,54.8,50733,54.1,255529,51.6,184565,50.5,21195,53.9,49768,55.2,250222,51.3,164138,50.5,25947,49.5,60137,54.6
