split,column,missing_n,missing_pct,row_n
test,analysis_year,0,0.0,1199
test,outcome_row_id,0,0.0,1199
test,school_name_raw,0,0.0,1199
test,school_name_base_raw,0,0.0,1199
test,school_name_std,0,0.0,1199
test,campus_name_raw_x,0,0.0,1199
test,campus_seq,0,0.0,1199
test,campus_branch,0,0.0,1199
test,campus_name_std_x,0,0.0,1199
test,dept_name_raw,0,0.0,1199
test,dept_name_std,0,0.0,1199
test,dept_field_raw,0,0.0,1199
test,dept_field_std,0,0.0,1199
test,credit_forfeit_flag,0,0.0,1199
test,selectivity_proxy_pct,835,69.64136780650541,1199
test,a_rate_pct,0,0.0,1199
test,cd_rate_pct,0,0.0,1199
test,f_rate_pct,0,0.0,1199
test,employment_rate_pct,343,28.607172643869895,1199
test,health_employment_rate_pct,343,28.607172643869895,1199
test,progression_rate_pct,325,27.105921601334444,1199
test,vocational_college_progression_rate_pct,325,27.105921601334444,1199
test,university_progression_rate_pct,325,27.105921601334444,1199
test,graduate_school_progression_rate_pct,325,27.105921601334444,1199
test,domestic_progression_rate_pct,325,27.105921601334444,1199
test,overseas_progression_rate_pct,325,27.105921601334444,1199
test,has_selectivity,0,0.0,1199
test,has_employment,0,0.0,1199
test,has_progression,0,0.0,1199
test,rate_range_qa,0,0.0,1199
test,source_file,0,0.0,1199
test,source_sha256,0,0.0,1199
test,campus_region_raw,0,0.0,1199
test,dept_norm_strict,0,0.0,1199
test,dept_norm_suffix_reduced,0,0.0,1199
test,dept_token_signature,0,0.0,1199
test,school_uid_x,0,0.0,1199
test,headcount_row_id,203,16.930775646371977,1199
test,match_stage,0,0.0,1199
test,match_method,0,0.0,1199
test,match_status,0,0.0,1199
test,match_score,7,0.5838198498748958,1199
test,candidate_count,0,0.0,1199
test,review_needed,0,0.0,1199
test,unmatched_reason,0,0.0,1199
test,match_evidence,0,0.0,1199
test,candidate_headcount_row_ids,0,0.0,1199
test,candidate_preview,0,0.0,1199
test,campus_conflict_flag,0,0.0,1199
test,degree_course_conflict_flag,0,0.0,1199
test,major_conflict_flag,0,0.0,1199
test,forbidden_modifier_conflict_flag,0,0.0,1199
test,headcount_match_flag,0,0.0,1199
test,headcount_grain_version,203,16.930775646371977,1199
test,headcount_grain_uid,203,16.930775646371977,1199
test,grain_resolution_method,203,16.930775646371977,1199
test,grain_review_needed,203,16.930775646371977,1199
test,raw_row_lineage,203,16.930775646371977,1199
test,school_uid_y,203,16.930775646371977,1199
test,campus_uid,0,0.0,1199
test,dept_uid,0,0.0,1199
test,kedi_dept_code,203,16.930775646371977,1199
test,school_type,203,16.930775646371977,1199
test,degree_course,203,16.930775646371977,1199
test,school_status_raw,203,16.930775646371977,1199
test,day_evening_raw,203,16.930775646371977,1199
test,campus_name_raw_y,203,16.930775646371977,1199
test,campus_name_std_y,203,16.930775646371977,1199
test,region_sido,203,16.930775646371977,1199
test,region_sigungu,203,16.930775646371977,1199
test,hc_major_group_raw,203,16.930775646371977,1199
test,hc_major_group_7,203,16.930775646371977,1199
test,field_middle_name,203,16.930775646371977,1199
test,field_small_name,203,16.930775646371977,1199
test,admission_capacity_n,203,16.930775646371977,1199
test,recruitment_n,203,16.930775646371977,1199
test,applicants_n,203,16.930775646371977,1199
test,admits_n,203,16.930775646371977,1199
test,enrolled_students_n,203,16.930775646371977,1199
test,leave_students_n,203,16.930775646371977,1199
test,graduates_n,203,16.930775646371977,1199
test,fulltime_faculty_n,203,16.930775646371977,1199
test,nonfulltime_faculty_n,203,16.930775646371977,1199
test,international_students_n,203,16.930775646371977,1199
test,female_students_n,203,16.930775646371977,1199
test,masters_students_n,203,16.930775646371977,1199
test,doctoral_students_n,203,16.930775646371977,1199
test,competition_ratio,543,45.287739783152624,1199
test,admission_yield_ratio,543,45.287739783152624,1199
test,admit_per_applicant_ratio,540,45.03753127606338,1199
test,leave_rate_pct,209,17.431192660550458,1199
test,female_student_share_pct,209,17.431192660550458,1199
test,international_student_share_pct,209,17.431192660550458,1199
test,student_faculty_ratio,503,41.95162635529608,1199
test,fulltime_faculty_share_pct,503,41.95162635529608,1199
test,log_enrolled_students,203,16.930775646371977,1199
test,log_graduates,203,16.930775646371977,1199
test,school_uid,0,0.0,1199
test,major_group_7,21,1.7514595496246872,1199
test,major7_mapping_method,0,0.0,1199
test,major7_mapping_confidence,0,0.0,1199
test,major7_candidate_count,0,0.0,1199
test,major7_review_needed,0,0.0,1199
test,major7_evidence,0,0.0,1199
test,major7_sample_exclusion_rule,0,0.0,1199
test,has_structure_context,0,0.0,1199
test,has_major_group_7_high_medium,0,0.0,1199
test,row_qa_status,0,0.0,1199
test,ctx24_reference_sample_n,21,1.7514595496246872,1199
test,ctx24_mean_income_10kkrw,21,1.7514595496246872,1199
test,ctx24_median_income_10kkrw,21,1.7514595496246872,1199
test,ctx24_income_300plus_pct,21,1.7514595496246872,1199
test,ctx24_income_400plus_pct,21,1.7514595496246872,1199
test,ctx24_large_company_pct,21,1.7514595496246872,1199
test,ctx24_mid_company_pct,21,1.7514595496246872,1199
test,ctx24_small_company_pct,21,1.7514595496246872,1199
test,ctx24_large_mid_company_pct,21,1.7514595496246872,1199
test,ctx24_public_nonprofit_pct,21,1.7514595496246872,1199
test,ctx24_cert_rate_pct,21,1.7514595496246872,1199
test,ctx24_cert_per_person,21,1.7514595496246872,1199
test,ctx24_log10_mean_income,21,1.7514595496246872,1199
test,ctx24_industry_top3_pct,1199,100.0,1199
test,ctx24_industry_hhi,1199,100.0,1199
test,goms_profile_start_year,21,1.7514595496246872,1199
test,goms_profile_end_year,21,1.7514595496246872,1199
test,goms_profile_years_n,21,1.7514595496246872,1199
test,goms_aggregation_method,21,1.7514595496246872,1199
test,goms_recent_employment_rate_pct,21,1.7514595496246872,1199
test,goms_recent_firm_300plus_pct,21,1.7514595496246872,1199
test,goms_recent_public_nonprofit_pct,21,1.7514595496246872,1199
test,goms_recent_permanent_pct,21,1.7514595496246872,1199
test,goms_recent_unstable_pct,21,1.7514595496246872,1199
test,goms_recent_self_employed_pct,21,1.7514595496246872,1199
test,goms_recent_industry_hhi,21,1.7514595496246872,1199
test,goms_recent_industry_top3_pct,21,1.7514595496246872,1199
test,goms_recent_professional_highskill_pct,21,1.7514595496246872,1199
test,goms_recent_mean_income_10kkrw,21,1.7514595496246872,1199
test,goms_recent_weekly_work_hours,21,1.7514595496246872,1199
test,goms_recent_hourly_income_proxy,21,1.7514595496246872,1199
test,goms_income_trend_per_year,21,1.7514595496246872,1199
test,goms_hours_trend_per_year,21,1.7514595496246872,1199
test,goms_firm_300plus_trend_per_year,21,1.7514595496246872,1199
test,goms_permanent_trend_per_year,21,1.7514595496246872,1199
test,goms_latest_2019_mean_income_10kkrw,21,1.7514595496246872,1199
test,goms_latest_2019_weekly_work_hours,21,1.7514595496246872,1199
test,goms_latest_2019_firm_300plus_pct,21,1.7514595496246872,1199
test,goms_latest_2019_permanent_pct,21,1.7514595496246872,1199
test,goms_source_years_observed,21,1.7514595496246872,1199
test,goms_year_over_year_review_flag,21,1.7514595496246872,1199
test,goms_mapping_confidence,21,1.7514595496246872,1199
test,goms_row_qa_status,21,1.7514595496246872,1199
test,split,0,0.0,1199
test,sample_P1_STRUCTURE_READY,0,0.0,1199
test,sample_P1_SELECTIVITY_READY,0,0.0,1199
test,sample_P2_STRUCTURE_READY,0,0.0,1199
test,sample_P2_SELECTIVITY_READY,0,0.0,1199
test,sample_P3_STRUCTURE_READY,0,0.0,1199
test,sample_P3_SELECTIVITY_READY,0,0.0,1199
test,sample_P4_E_STRUCTURE_READY,0,0.0,1199
test,sample_P4_P_STRUCTURE_READY,0,0.0,1199
test,sample_P4_JOINT_STRUCTURE_READY,0,0.0,1199
test,sample_P4_E_SELECTIVITY_READY,0,0.0,1199
test,sample_P4_P_SELECTIVITY_READY,0,0.0,1199
test,sample_P4_JOINT_SELECTIVITY_READY,0,0.0,1199
train,analysis_year,0,0.0,7529
train,outcome_row_id,0,0.0,7529
train,school_name_raw,0,0.0,7529
train,school_name_base_raw,0,0.0,7529
train,school_name_std,0,0.0,7529
train,campus_name_raw_x,0,0.0,7529
train,campus_seq,0,0.0,7529
train,campus_branch,0,0.0,7529
train,campus_name_std_x,0,0.0,7529
train,dept_name_raw,0,0.0,7529
train,dept_name_std,0,0.0,7529
train,dept_field_raw,0,0.0,7529
train,dept_field_std,0,0.0,7529
train,credit_forfeit_flag,0,0.0,7529
train,selectivity_proxy_pct,4742,62.983131890025234,7529
train,a_rate_pct,0,0.0,7529
train,cd_rate_pct,0,0.0,7529
train,f_rate_pct,0,0.0,7529
train,employment_rate_pct,2035,27.028821888697035,7529
train,health_employment_rate_pct,2035,27.028821888697035,7529
train,progression_rate_pct,1963,26.072519590915128,7529
train,vocational_college_progression_rate_pct,1963,26.072519590915128,7529
train,university_progression_rate_pct,1963,26.072519590915128,7529
train,graduate_school_progression_rate_pct,1963,26.072519590915128,7529
train,domestic_progression_rate_pct,1963,26.072519590915128,7529
train,overseas_progression_rate_pct,1963,26.072519590915128,7529
train,has_selectivity,0,0.0,7529
train,has_employment,0,0.0,7529
train,has_progression,0,0.0,7529
train,rate_range_qa,0,0.0,7529
train,source_file,0,0.0,7529
train,source_sha256,0,0.0,7529
train,campus_region_raw,0,0.0,7529
train,dept_norm_strict,0,0.0,7529
train,dept_norm_suffix_reduced,0,0.0,7529
train,dept_token_signature,0,0.0,7529
train,school_uid_x,0,0.0,7529
train,headcount_row_id,1227,16.296984991366713,7529
train,match_stage,0,0.0,7529
train,match_method,0,0.0,7529
train,match_status,0,0.0,7529
train,match_score,267,3.546287687607916,7529
train,candidate_count,0,0.0,7529
train,review_needed,0,0.0,7529
train,unmatched_reason,0,0.0,7529
train,match_evidence,0,0.0,7529
train,candidate_headcount_row_ids,0,0.0,7529
train,candidate_preview,0,0.0,7529
train,campus_conflict_flag,0,0.0,7529
train,degree_course_conflict_flag,0,0.0,7529
train,major_conflict_flag,0,0.0,7529
train,forbidden_modifier_conflict_flag,0,0.0,7529
train,headcount_match_flag,0,0.0,7529
train,headcount_grain_version,1227,16.296984991366713,7529
train,headcount_grain_uid,1227,16.296984991366713,7529
train,grain_resolution_method,1227,16.296984991366713,7529
train,grain_review_needed,1227,16.296984991366713,7529
train,raw_row_lineage,1227,16.296984991366713,7529
train,school_uid_y,1227,16.296984991366713,7529
train,campus_uid,0,0.0,7529
train,dept_uid,0,0.0,7529
train,kedi_dept_code,1227,16.296984991366713,7529
train,school_type,1227,16.296984991366713,7529
train,degree_course,1227,16.296984991366713,7529
train,school_status_raw,1227,16.296984991366713,7529
train,day_evening_raw,1227,16.296984991366713,7529
train,campus_name_raw_y,1227,16.296984991366713,7529
train,campus_name_std_y,1227,16.296984991366713,7529
train,region_sido,1227,16.296984991366713,7529
train,region_sigungu,1227,16.296984991366713,7529
train,hc_major_group_raw,1227,16.296984991366713,7529
train,hc_major_group_7,1227,16.296984991366713,7529
train,field_middle_name,1227,16.296984991366713,7529
train,field_small_name,1227,16.296984991366713,7529
train,admission_capacity_n,1227,16.296984991366713,7529
train,recruitment_n,1227,16.296984991366713,7529
train,applicants_n,1227,16.296984991366713,7529
train,admits_n,1227,16.296984991366713,7529
train,enrolled_students_n,1227,16.296984991366713,7529
train,leave_students_n,1227,16.296984991366713,7529
train,graduates_n,1227,16.296984991366713,7529
train,fulltime_faculty_n,1227,16.296984991366713,7529
train,nonfulltime_faculty_n,1227,16.296984991366713,7529
train,international_students_n,1227,16.296984991366713,7529
train,female_students_n,1227,16.296984991366713,7529
train,masters_students_n,1227,16.296984991366713,7529
train,doctoral_students_n,1227,16.296984991366713,7529
train,competition_ratio,3812,50.6308938770089,7529
train,admission_yield_ratio,3812,50.6308938770089,7529
train,admit_per_applicant_ratio,3798,50.44494620799574,7529
train,leave_rate_pct,1305,17.332979147297117,7529
train,female_student_share_pct,1305,17.332979147297117,7529
train,international_student_share_pct,1305,17.332979147297117,7529
train,student_faculty_ratio,2918,38.75680701288351,7529
train,fulltime_faculty_share_pct,2918,38.75680701288351,7529
train,log_enrolled_students,1227,16.296984991366713,7529
train,log_graduates,1227,16.296984991366713,7529
train,school_uid,0,0.0,7529
train,major_group_7,112,1.4875813521051933,7529
train,major7_mapping_method,0,0.0,7529
train,major7_mapping_confidence,0,0.0,7529
train,major7_candidate_count,0,0.0,7529
train,major7_review_needed,0,0.0,7529
train,major7_evidence,0,0.0,7529
train,major7_sample_exclusion_rule,0,0.0,7529
train,has_structure_context,0,0.0,7529
train,has_major_group_7_high_medium,0,0.0,7529
train,row_qa_status,0,0.0,7529
train,ctx24_reference_sample_n,112,1.4875813521051933,7529
train,ctx24_mean_income_10kkrw,112,1.4875813521051933,7529
train,ctx24_median_income_10kkrw,112,1.4875813521051933,7529
train,ctx24_income_300plus_pct,112,1.4875813521051933,7529
train,ctx24_income_400plus_pct,112,1.4875813521051933,7529
train,ctx24_large_company_pct,112,1.4875813521051933,7529
train,ctx24_mid_company_pct,112,1.4875813521051933,7529
train,ctx24_small_company_pct,112,1.4875813521051933,7529
train,ctx24_large_mid_company_pct,112,1.4875813521051933,7529
train,ctx24_public_nonprofit_pct,112,1.4875813521051933,7529
train,ctx24_cert_rate_pct,112,1.4875813521051933,7529
train,ctx24_cert_per_person,112,1.4875813521051933,7529
train,ctx24_log10_mean_income,112,1.4875813521051933,7529
train,ctx24_industry_top3_pct,7529,100.0,7529
train,ctx24_industry_hhi,7529,100.0,7529
train,goms_profile_start_year,112,1.4875813521051933,7529
train,goms_profile_end_year,112,1.4875813521051933,7529
train,goms_profile_years_n,112,1.4875813521051933,7529
train,goms_aggregation_method,112,1.4875813521051933,7529
train,goms_recent_employment_rate_pct,112,1.4875813521051933,7529
train,goms_recent_firm_300plus_pct,112,1.4875813521051933,7529
train,goms_recent_public_nonprofit_pct,112,1.4875813521051933,7529
train,goms_recent_permanent_pct,112,1.4875813521051933,7529
train,goms_recent_unstable_pct,112,1.4875813521051933,7529
train,goms_recent_self_employed_pct,112,1.4875813521051933,7529
train,goms_recent_industry_hhi,112,1.4875813521051933,7529
train,goms_recent_industry_top3_pct,112,1.4875813521051933,7529
train,goms_recent_professional_highskill_pct,112,1.4875813521051933,7529
train,goms_recent_mean_income_10kkrw,112,1.4875813521051933,7529
train,goms_recent_weekly_work_hours,112,1.4875813521051933,7529
train,goms_recent_hourly_income_proxy,112,1.4875813521051933,7529
train,goms_income_trend_per_year,112,1.4875813521051933,7529
train,goms_hours_trend_per_year,112,1.4875813521051933,7529
train,goms_firm_300plus_trend_per_year,112,1.4875813521051933,7529
train,goms_permanent_trend_per_year,112,1.4875813521051933,7529
train,goms_latest_2019_mean_income_10kkrw,112,1.4875813521051933,7529
train,goms_latest_2019_weekly_work_hours,112,1.4875813521051933,7529
train,goms_latest_2019_firm_300plus_pct,112,1.4875813521051933,7529
train,goms_latest_2019_permanent_pct,112,1.4875813521051933,7529
train,goms_source_years_observed,112,1.4875813521051933,7529
train,goms_year_over_year_review_flag,112,1.4875813521051933,7529
train,goms_mapping_confidence,112,1.4875813521051933,7529
train,goms_row_qa_status,112,1.4875813521051933,7529
train,split,0,0.0,7529
train,sample_P1_STRUCTURE_READY,0,0.0,7529
train,sample_P1_SELECTIVITY_READY,0,0.0,7529
train,sample_P2_STRUCTURE_READY,0,0.0,7529
train,sample_P2_SELECTIVITY_READY,0,0.0,7529
train,sample_P3_STRUCTURE_READY,0,0.0,7529
train,sample_P3_SELECTIVITY_READY,0,0.0,7529
train,sample_P4_E_STRUCTURE_READY,0,0.0,7529
train,sample_P4_P_STRUCTURE_READY,0,0.0,7529
train,sample_P4_JOINT_STRUCTURE_READY,0,0.0,7529
train,sample_P4_E_SELECTIVITY_READY,0,0.0,7529
train,sample_P4_P_SELECTIVITY_READY,0,0.0,7529
train,sample_P4_JOINT_SELECTIVITY_READY,0,0.0,7529
val,analysis_year,0,0.0,1514
val,outcome_row_id,0,0.0,1514
val,school_name_raw,0,0.0,1514
val,school_name_base_raw,0,0.0,1514
val,school_name_std,0,0.0,1514
val,campus_name_raw_x,0,0.0,1514
val,campus_seq,0,0.0,1514
val,campus_branch,0,0.0,1514
val,campus_name_std_x,0,0.0,1514
val,dept_name_raw,0,0.0,1514
val,dept_name_std,0,0.0,1514
val,dept_field_raw,0,0.0,1514
val,dept_field_std,0,0.0,1514
val,credit_forfeit_flag,0,0.0,1514
val,selectivity_proxy_pct,928,61.29458388375165,1514
val,a_rate_pct,0,0.0,1514
val,cd_rate_pct,0,0.0,1514
val,f_rate_pct,0,0.0,1514
val,employment_rate_pct,387,25.561426684280054,1514
val,health_employment_rate_pct,387,25.561426684280054,1514
val,progression_rate_pct,367,24.240422721268164,1514
val,vocational_college_progression_rate_pct,367,24.240422721268164,1514
val,university_progression_rate_pct,367,24.240422721268164,1514
val,graduate_school_progression_rate_pct,367,24.240422721268164,1514
val,domestic_progression_rate_pct,367,24.240422721268164,1514
val,overseas_progression_rate_pct,367,24.240422721268164,1514
val,has_selectivity,0,0.0,1514
val,has_employment,0,0.0,1514
val,has_progression,0,0.0,1514
val,rate_range_qa,0,0.0,1514
val,source_file,0,0.0,1514
val,source_sha256,0,0.0,1514
val,campus_region_raw,0,0.0,1514
val,dept_norm_strict,0,0.0,1514
val,dept_norm_suffix_reduced,0,0.0,1514
val,dept_token_signature,0,0.0,1514
val,school_uid_x,0,0.0,1514
val,headcount_row_id,251,16.57859973579921,1514
val,match_stage,0,0.0,1514
val,match_method,0,0.0,1514
val,match_status,0,0.0,1514
val,match_score,91,6.0105680317040955,1514
val,candidate_count,0,0.0,1514
val,review_needed,0,0.0,1514
val,unmatched_reason,0,0.0,1514
val,match_evidence,0,0.0,1514
val,candidate_headcount_row_ids,0,0.0,1514
val,candidate_preview,0,0.0,1514
val,campus_conflict_flag,0,0.0,1514
val,degree_course_conflict_flag,0,0.0,1514
val,major_conflict_flag,0,0.0,1514
val,forbidden_modifier_conflict_flag,0,0.0,1514
val,headcount_match_flag,0,0.0,1514
val,headcount_grain_version,251,16.57859973579921,1514
val,headcount_grain_uid,251,16.57859973579921,1514
val,grain_resolution_method,251,16.57859973579921,1514
val,grain_review_needed,251,16.57859973579921,1514
val,raw_row_lineage,251,16.57859973579921,1514
val,school_uid_y,251,16.57859973579921,1514
val,campus_uid,0,0.0,1514
val,dept_uid,0,0.0,1514
val,kedi_dept_code,251,16.57859973579921,1514
val,school_type,251,16.57859973579921,1514
val,degree_course,251,16.57859973579921,1514
val,school_status_raw,251,16.57859973579921,1514
val,day_evening_raw,251,16.57859973579921,1514
val,campus_name_raw_y,251,16.57859973579921,1514
val,campus_name_std_y,251,16.57859973579921,1514
val,region_sido,251,16.57859973579921,1514
val,region_sigungu,251,16.57859973579921,1514
val,hc_major_group_raw,251,16.57859973579921,1514
val,hc_major_group_7,251,16.57859973579921,1514
val,field_middle_name,251,16.57859973579921,1514
val,field_small_name,251,16.57859973579921,1514
val,admission_capacity_n,251,16.57859973579921,1514
val,recruitment_n,251,16.57859973579921,1514
val,applicants_n,251,16.57859973579921,1514
val,admits_n,251,16.57859973579921,1514
val,enrolled_students_n,251,16.57859973579921,1514
val,leave_students_n,251,16.57859973579921,1514
val,graduates_n,251,16.57859973579921,1514
val,fulltime_faculty_n,251,16.57859973579921,1514
val,nonfulltime_faculty_n,251,16.57859973579921,1514
val,international_students_n,251,16.57859973579921,1514
val,female_students_n,251,16.57859973579921,1514
val,masters_students_n,251,16.57859973579921,1514
val,doctoral_students_n,251,16.57859973579921,1514
val,competition_ratio,630,41.611624834874505,1514
val,admission_yield_ratio,630,41.611624834874505,1514
val,admit_per_applicant_ratio,644,42.53632760898283,1514
val,leave_rate_pct,287,18.956406869220608,1514
val,female_student_share_pct,287,18.956406869220608,1514
val,international_student_share_pct,287,18.956406869220608,1514
val,student_faculty_ratio,442,29.194187582562748,1514
val,fulltime_faculty_share_pct,442,29.194187582562748,1514
val,log_enrolled_students,251,16.57859973579921,1514
val,log_graduates,251,16.57859973579921,1514
val,school_uid,0,0.0,1514
val,major_group_7,10,0.6605019815059445,1514
val,major7_mapping_method,0,0.0,1514
val,major7_mapping_confidence,0,0.0,1514
val,major7_candidate_count,0,0.0,1514
val,major7_review_needed,0,0.0,1514
val,major7_evidence,0,0.0,1514
val,major7_sample_exclusion_rule,0,0.0,1514
val,has_structure_context,0,0.0,1514
val,has_major_group_7_high_medium,0,0.0,1514
val,row_qa_status,0,0.0,1514
val,ctx24_reference_sample_n,10,0.6605019815059445,1514
val,ctx24_mean_income_10kkrw,10,0.6605019815059445,1514
val,ctx24_median_income_10kkrw,10,0.6605019815059445,1514
val,ctx24_income_300plus_pct,10,0.6605019815059445,1514
val,ctx24_income_400plus_pct,10,0.6605019815059445,1514
val,ctx24_large_company_pct,10,0.6605019815059445,1514
val,ctx24_mid_company_pct,10,0.6605019815059445,1514
val,ctx24_small_company_pct,10,0.6605019815059445,1514
val,ctx24_large_mid_company_pct,10,0.6605019815059445,1514
val,ctx24_public_nonprofit_pct,10,0.6605019815059445,1514
val,ctx24_cert_rate_pct,10,0.6605019815059445,1514
val,ctx24_cert_per_person,10,0.6605019815059445,1514
val,ctx24_log10_mean_income,10,0.6605019815059445,1514
val,ctx24_industry_top3_pct,1514,100.0,1514
val,ctx24_industry_hhi,1514,100.0,1514
val,goms_profile_start_year,10,0.6605019815059445,1514
val,goms_profile_end_year,10,0.6605019815059445,1514
val,goms_profile_years_n,10,0.6605019815059445,1514
val,goms_aggregation_method,10,0.6605019815059445,1514
val,goms_recent_employment_rate_pct,10,0.6605019815059445,1514
val,goms_recent_firm_300plus_pct,10,0.6605019815059445,1514
val,goms_recent_public_nonprofit_pct,10,0.6605019815059445,1514
val,goms_recent_permanent_pct,10,0.6605019815059445,1514
val,goms_recent_unstable_pct,10,0.6605019815059445,1514
val,goms_recent_self_employed_pct,10,0.6605019815059445,1514
val,goms_recent_industry_hhi,10,0.6605019815059445,1514
val,goms_recent_industry_top3_pct,10,0.6605019815059445,1514
val,goms_recent_professional_highskill_pct,10,0.6605019815059445,1514
val,goms_recent_mean_income_10kkrw,10,0.6605019815059445,1514
val,goms_recent_weekly_work_hours,10,0.6605019815059445,1514
val,goms_recent_hourly_income_proxy,10,0.6605019815059445,1514
val,goms_income_trend_per_year,10,0.6605019815059445,1514
val,goms_hours_trend_per_year,10,0.6605019815059445,1514
val,goms_firm_300plus_trend_per_year,10,0.6605019815059445,1514
val,goms_permanent_trend_per_year,10,0.6605019815059445,1514
val,goms_latest_2019_mean_income_10kkrw,10,0.6605019815059445,1514
val,goms_latest_2019_weekly_work_hours,10,0.6605019815059445,1514
val,goms_latest_2019_firm_300plus_pct,10,0.6605019815059445,1514
val,goms_latest_2019_permanent_pct,10,0.6605019815059445,1514
val,goms_source_years_observed,10,0.6605019815059445,1514
val,goms_year_over_year_review_flag,10,0.6605019815059445,1514
val,goms_mapping_confidence,10,0.6605019815059445,1514
val,goms_row_qa_status,10,0.6605019815059445,1514
val,split,0,0.0,1514
val,sample_P1_STRUCTURE_READY,0,0.0,1514
val,sample_P1_SELECTIVITY_READY,0,0.0,1514
val,sample_P2_STRUCTURE_READY,0,0.0,1514
val,sample_P2_SELECTIVITY_READY,0,0.0,1514
val,sample_P3_STRUCTURE_READY,0,0.0,1514
val,sample_P3_SELECTIVITY_READY,0,0.0,1514
val,sample_P4_E_STRUCTURE_READY,0,0.0,1514
val,sample_P4_P_STRUCTURE_READY,0,0.0,1514
val,sample_P4_JOINT_STRUCTURE_READY,0,0.0,1514
val,sample_P4_E_SELECTIVITY_READY,0,0.0,1514
val,sample_P4_P_SELECTIVITY_READY,0,0.0,1514
val,sample_P4_JOINT_SELECTIVITY_READY,0,0.0,1514
