column,registry_role,feature_block,measurement_level,actual_dtype,expected_dtype,nullable,non_null_n,missing_n,missing_pct,unique_n,min,p01,median,p99,max,example_values,coercion_failure_n,infinite_n,all_null,constant,near_constant,status
goms_recent_public_nonprofit_pct,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,16.41835594177246,16.41835594177246,28.517433166503906,62.42374801635742,62.42374801635742,42.84096908569336|31.614683151245117|16.41835594177246|30.696853637695312|62.42374801635742,0,0,False,False,False,PASS
goms_recent_permanent_pct,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,63.287960052490234,63.287960052490234,79.11846160888672,88.36591339111328,88.36591339111328,88.36591339111328|79.11846160888672|63.287960052490234|74.28932189941406|79.45340728759766,0,0,False,False,False,PASS
goms_recent_unstable_pct,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,10.131061553955078,10.131061553955078,16.2655029296875,26.0556640625,26.0556640625,10.131061553955078|16.2655029296875|26.0556640625|20.13065528869629|18.015871047973633,0,0,False,False,False,PASS
goms_recent_self_employed_pct,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,1.1710143089294434,1.1710143089294434,3.6499783992767334,10.322768211364746,10.322768211364746,1.1710143089294434|4.286320209503174|10.322768211364746|5.349732875823975|2.265894889831543,0,0,False,False,False,PASS
goms_recent_industry_hhi,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,0.08301936089992523,0.08301936089992523,0.12014718353748322,0.6168563365936279,0.6168563365936279,0.6168563365936279|0.08301936089992523|0.10221140831708908|0.12014718353748322|0.43834611773490906,0,0,False,False,False,PASS
goms_recent_industry_top3_pct,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,33.00703811645508,33.00703811645508,51.656002044677734,86.04969787597656,86.04969787597656,85.75497436523438|33.00703811645508|40.676307678222656|51.656002044677734|86.04969787597656,0,0,False,False,False,PASS
goms_recent_professional_highskill_pct,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,23.923974990844727,23.923974990844727,54.35410690307617,88.55696868896484,88.55696868896484,88.55696868896484|23.923974990844727|54.35410690307617|45.12405014038086|82.35140991210938,0,0,False,False,False,PASS
goms_recent_mean_income_10kkrw,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,,,,,,261.694091796875|235.4596710205078|189.76112365722656|224.6459503173828|217.4372100830078,0,0,False,False,False,PASS
goms_recent_weekly_work_hours,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,,,,,,44.96006774902344|42.231544494628906|39.00833511352539|43.1618766784668|39.4986572265625,0,0,False,False,False,PASS
goms_recent_hourly_income_proxy,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,1.1207419633865356,1.1207419633865356,1.2835510969161987,1.3403993844985962,1.3403993844985962,1.3403993844985962|1.2835510969161987|1.1207419633865356|1.1981738805770874|1.267081379890442,0,0,False,False,False,PASS
goms_income_trend_per_year,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,,,,,,5.240109443664551|3.1109890937805176|3.2362635135650635|3.625274181365967|4.053846836090088,0,0,False,False,False,PASS
goms_hours_trend_per_year,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,,,,,,-0.40384626388549805|-0.4010988473892212|-0.5456044673919678|-0.35879117250442505|-0.4571429491043091,0,0,False,False,False,PASS
goms_firm_300plus_trend_per_year,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,,,,,,-0.10659337043762207|0.21868132054805756|-0.19010989367961884|0.05824175849556923|-0.03681318834424019,0,0,False,False,False,PASS
goms_permanent_trend_per_year,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,,,,,,-0.19505485892295837|-0.37142863869667053|-0.6730770468711853|-0.7362634539604187|-0.1532965898513794,0,0,False,False,False,PASS
goms_latest_2019_mean_income_10kkrw,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,,,,,,271.79998779296875|234.60000610351562|192.6999969482422|225.1999969482422|221.8000030517578,0,0,False,False,False,PASS
goms_latest_2019_weekly_work_hours,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,,,,,,44.79999923706055|41.900001525878906|37.599998474121094|42.5|39.599998474121094,0,0,False,False,False,PASS
goms_latest_2019_firm_300plus_pct,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,4.699999809265137,4.699999809265137,22.700000762939453,37.20000076293945,37.20000076293945,37.20000076293945|22.700000762939453|9.399999618530273|19.899999618530273|4.699999809265137,0,0,False,False,False,PASS
goms_latest_2019_permanent_pct,major7_historical_context,GOMS,major7,Float32,Float32,True,10099,143,1.3962116774067566,7,63.099998474121094,63.099998474121094,78.5,89.69999694824219,89.69999694824219,89.69999694824219|78.5|63.099998474121094|73.80000305175781|80.80000305175781,0,0,False,False,False,PASS
goms_source_years_observed,major7_historical_context,GOMS,major7,Int16,Int16,True,10099,143,1.3962116774067566,1,3.0,3.0,3.0,3.0,3.0,3,0,0,False,True,False,WARN
goms_year_over_year_review_flag,major7_historical_context,GOMS,major7,boolean,boolean,True,10099,143,1.3962116774067566,2,,,,,,False|True,0,0,False,False,False,PASS
goms_mapping_confidence,major7_historical_context,GOMS,major7,category,category,True,10099,143,1.3962116774067566,1,,,,,,medium_reviewed,0,0,False,True,False,WARN
goms_row_qa_status,major7_historical_context,GOMS,major7,category,category,True,10099,143,1.3962116774067566,1,,,,,,PASS,0,0,False,True,False,WARN
split,,,,str,,False,10242,0,0.0,3,,,,,,train|test|val,0,0,False,False,False,PASS
sample_P1_STRUCTURE_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P1_SELECTIVITY_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P2_STRUCTURE_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P2_SELECTIVITY_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P3_STRUCTURE_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P3_SELECTIVITY_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P4_E_STRUCTURE_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P4_P_STRUCTURE_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P4_JOINT_STRUCTURE_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P4_E_SELECTIVITY_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P4_P_SELECTIVITY_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
sample_P4_JOINT_SELECTIVITY_READY,,,,bool,,False,10242,0,0.0,2,,,,,,True|False,0,0,False,False,False,PASS
