sample_id,column,missing_n,missing_pct,row_n
P1_STRUCTURE_READY,campus_seq,0,0.0,6270
P1_STRUCTURE_READY,campus_branch,0,0.0,6270
P1_STRUCTURE_READY,credit_forfeit_flag,0,0.0,6270
P1_STRUCTURE_READY,school_type,0,0.0,6270
P1_STRUCTURE_READY,degree_course,0,0.0,6270
P1_STRUCTURE_READY,region_sido,0,0.0,6270
P1_STRUCTURE_READY,region_sigungu,0,0.0,6270
P1_STRUCTURE_READY,hc_major_group_7,0,0.0,6270
P1_STRUCTURE_READY,field_middle_name,0,0.0,6270
P1_STRUCTURE_READY,field_small_name,0,0.0,6270
P1_STRUCTURE_READY,admission_capacity_n,0,0.0,6270
P1_STRUCTURE_READY,recruitment_n,0,0.0,6270
P1_STRUCTURE_READY,applicants_n,0,0.0,6270
P1_STRUCTURE_READY,admits_n,0,0.0,6270
P1_STRUCTURE_READY,enrolled_students_n,0,0.0,6270
P1_STRUCTURE_READY,leave_students_n,0,0.0,6270
P1_STRUCTURE_READY,graduates_n,0,0.0,6270
P1_STRUCTURE_READY,fulltime_faculty_n,0,0.0,6270
P1_STRUCTURE_READY,nonfulltime_faculty_n,0,0.0,6270
P1_STRUCTURE_READY,international_students_n,0,0.0,6270
P1_STRUCTURE_READY,female_students_n,0,0.0,6270
P1_STRUCTURE_READY,masters_students_n,0,0.0,6270
P1_STRUCTURE_READY,doctoral_students_n,0,0.0,6270
P1_STRUCTURE_READY,competition_ratio,2587,41.259968102073366,6270
P1_STRUCTURE_READY,admission_yield_ratio,2587,41.259968102073366,6270
P1_STRUCTURE_READY,admit_per_applicant_ratio,2586,41.24401913875598,6270
P1_STRUCTURE_READY,leave_rate_pct,57,0.9090909090909091,6270
P1_STRUCTURE_READY,female_student_share_pct,57,0.9090909090909091,6270
P1_STRUCTURE_READY,international_student_share_pct,57,0.9090909090909091,6270
P1_STRUCTURE_READY,student_faculty_ratio,1509,24.066985645933016,6270
P1_STRUCTURE_READY,fulltime_faculty_share_pct,1509,24.066985645933016,6270
P1_STRUCTURE_READY,log_enrolled_students,0,0.0,6270
P1_STRUCTURE_READY,log_graduates,0,0.0,6270
P1_STRUCTURE_READY,major_group_7,0,0.0,6270
P1_STRUCTURE_READY,ctx24_reference_sample_n,0,0.0,6270
P1_STRUCTURE_READY,ctx24_mean_income_10kkrw,0,0.0,6270
P1_STRUCTURE_READY,ctx24_median_income_10kkrw,0,0.0,6270
P1_STRUCTURE_READY,ctx24_income_300plus_pct,0,0.0,6270
P1_STRUCTURE_READY,ctx24_income_400plus_pct,0,0.0,6270
P1_STRUCTURE_READY,ctx24_large_company_pct,0,0.0,6270
P1_STRUCTURE_READY,ctx24_mid_company_pct,0,0.0,6270
P1_STRUCTURE_READY,ctx24_small_company_pct,0,0.0,6270
P1_STRUCTURE_READY,ctx24_large_mid_company_pct,0,0.0,6270
P1_STRUCTURE_READY,ctx24_public_nonprofit_pct,0,0.0,6270
P1_STRUCTURE_READY,ctx24_cert_rate_pct,0,0.0,6270
P1_STRUCTURE_READY,ctx24_cert_per_person,0,0.0,6270
P1_STRUCTURE_READY,ctx24_log10_mean_income,0,0.0,6270
P1_STRUCTURE_READY,goms_profile_start_year,0,0.0,6270
P1_STRUCTURE_READY,goms_profile_end_year,0,0.0,6270
P1_STRUCTURE_READY,goms_profile_years_n,0,0.0,6270
P1_STRUCTURE_READY,goms_aggregation_method,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_employment_rate_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_firm_300plus_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_public_nonprofit_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_permanent_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_unstable_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_self_employed_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_industry_hhi,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_industry_top3_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_professional_highskill_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_mean_income_10kkrw,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_weekly_work_hours,0,0.0,6270
P1_STRUCTURE_READY,goms_recent_hourly_income_proxy,0,0.0,6270
P1_STRUCTURE_READY,goms_income_trend_per_year,0,0.0,6270
P1_STRUCTURE_READY,goms_hours_trend_per_year,0,0.0,6270
P1_STRUCTURE_READY,goms_firm_300plus_trend_per_year,0,0.0,6270
P1_STRUCTURE_READY,goms_permanent_trend_per_year,0,0.0,6270
P1_STRUCTURE_READY,goms_latest_2019_mean_income_10kkrw,0,0.0,6270
P1_STRUCTURE_READY,goms_latest_2019_weekly_work_hours,0,0.0,6270
P1_STRUCTURE_READY,goms_latest_2019_firm_300plus_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_latest_2019_permanent_pct,0,0.0,6270
P1_STRUCTURE_READY,goms_mapping_confidence,0,0.0,6270
P1_STRUCTURE_READY,goms_row_qa_status,0,0.0,6270
P1_STRUCTURE_READY,a_rate_pct,0,0.0,6270
P1_STRUCTURE_READY,health_employment_rate_pct,0,0.0,6270
