row_type,sample_id,target,group,N,mean,std,min,p01,p05,p25,median,p75,p95,p99,max,zero_ratio,hundred_ratio,skewness,school_icc
split_distribution,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,val,365,8.980328559875488,12.892254829406738,,,,,3.3333332538604736,,,,,0.3726027397260274,,,
overall,P4_JOINT_SELECTIVITY_READY,a_rate_pct,ALL,2355,42.5814094543457,11.109515190124512,16.73734474182129,25.810780334472657,29.140826416015624,34.844858169555664,40.24880599975586,47.69036865234375,65.64908981323242,80.02573516845703,95.79499816894531,0.0,0.0,1.299015760421753,0.5140687227249146
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,a_rate_pct,ART,173,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,a_rate_pct,EDU,352,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,a_rate_pct,ENG,501,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,a_rate_pct,HUM,302,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,a_rate_pct,MED,201,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,a_rate_pct,NAT,375,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,a_rate_pct,SOC,451,,,,,,,,,,,,0.0,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,a_rate_pct,test,253,41.90769958496094,8.061887741088867,,,,,40.90721893310547,,,,,0.0,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,a_rate_pct,train,1742,42.81541442871094,11.492124557495117,,,,,40.29835891723633,,,,,0.0,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,a_rate_pct,val,360,41.92255401611328,11.052776336669922,,,,,39.02337646484375,,,,,0.0,,,
overall,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,ALL,2355,53.065738677978516,16.760744094848633,0.0,11.610084037780762,25.0,42.553192138671875,53.33333206176758,63.91165733337402,80.53030166625976,93.7203050231934,100.0,0.0025477707006369425,0.004670912951167728,-0.03561241179704666,0.3727418780326843
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,ART,173,,,,,,,,,,,,0.005780346820809248,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,EDU,352,,,,,,,,,,,,0.005681818181818182,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,ENG,501,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,HUM,302,,,,,,,,,,,,0.0033112582781456954,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,MED,201,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,NAT,375,,,,,,,,,,,,0.005333333333333333,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,SOC,451,,,,,,,,,,,,0.0,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,test,253,54.34714889526367,16.253671646118164,,,,,53.33333206176758,,,,,0.0,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,train,1742,52.55542755126953,16.739646911621094,,,,,52.6315803527832,,,,,0.0028702640642939152,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,health_employment_rate_pct,val,360,54.634521484375,17.110746383666992,,,,,54.823204040527344,,,,,0.002777777777777778,,,
overall,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,ALL,2355,9.231931686401367,12.782296180725098,0.0,0.0,0.0,0.0,3.7037036418914795,13.714733600616455,37.66798477172851,54.16666793823242,72.09302520751953,0.3549893842887473,0.0,1.8050423860549927,0.28204259276390076
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,ART,173,,,,,,,,,,,,0.3699421965317919,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,EDU,352,,,,,,,,,,,,0.6363636363636364,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,ENG,501,,,,,,,,,,,,0.16167664670658682,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,HUM,302,,,,,,,,,,,,0.3079470198675497,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,MED,201,,,,,,,,,,,,0.6766169154228856,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,NAT,375,,,,,,,,,,,,0.08,,,
major_zero_ratio,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,SOC,451,,,,,,,,,,,,0.4611973392461197,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,test,253,10.490572929382324,14.094512939453125,,,,,4.0,,,,,0.35177865612648224,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,train,1742,9.194332122802734,12.678982734680176,,,,,3.7441587448120117,,,,,0.35074626865671643,,,
split_distribution,P4_JOINT_SELECTIVITY_READY,graduate_school_progression_rate_pct,val,360,8.52932357788086,12.275148391723633,,,,,3.225806474685669,,,,,0.37777777777777777,,,
