row_type,sample_id,target,group,N,mean,std,min,p01,p05,p25,median,p75,p95,p99,max,zero_ratio,hundred_ratio,skewness,school_icc
major_zero_ratio,P3_SELECTIVITY_READY,health_employment_rate_pct,MED,201,,,,,,,,,,,,0.0,,,
major_zero_ratio,P3_SELECTIVITY_READY,health_employment_rate_pct,NAT,375,,,,,,,,,,,,0.005333333333333333,,,
major_zero_ratio,P3_SELECTIVITY_READY,health_employment_rate_pct,SOC,451,,,,,,,,,,,,0.0,,,
split_distribution,P3_SELECTIVITY_READY,health_employment_rate_pct,test,253,54.34714889526367,16.253671646118164,,,,,53.33333206176758,,,,,0.0,,,
split_distribution,P3_SELECTIVITY_READY,health_employment_rate_pct,train,1742,52.55542755126953,16.739646911621094,,,,,52.6315803527832,,,,,0.0028702640642939152,,,
split_distribution,P3_SELECTIVITY_READY,health_employment_rate_pct,val,360,54.634521484375,17.110746383666992,,,,,54.823204040527344,,,,,0.002777777777777778,,,
overall,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,ALL,2376,9.507903099060059,13.215312004089355,0.0,0.0,0.0,0.0,3.7441587448120117,14.285714149475098,39.15174865722656,55.01792240142822,100.0,0.3522727272727273,0.00042087542087542086,1.8620027303695679,0.9401078224182129
major_zero_ratio,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,ART,173,,,,,,,,,,,,0.3699421965317919,,,
major_zero_ratio,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,EDU,355,,,,,,,,,,,,0.6338028169014085,,,
major_zero_ratio,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,ENG,501,,,,,,,,,,,,0.16167664670658682,,,
major_zero_ratio,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,HUM,320,,,,,,,,,,,,0.290625,,,
major_zero_ratio,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,MED,201,,,,,,,,,,,,0.6766169154228856,,,
major_zero_ratio,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,NAT,375,,,,,,,,,,,,0.08,,,
major_zero_ratio,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,SOC,451,,,,,,,,,,,,0.4611973392461197,,,
split_distribution,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,test,255,10.736871719360352,14.350931167602539,,,,,4.0,,,,,0.34901960784313724,,,
split_distribution,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,train,1756,9.439096450805664,13.106488227844238,,,,,3.846153736114502,,,,,0.34851936218678814,,,
split_distribution,P3_SELECTIVITY_READY,graduate_school_progression_rate_pct,val,365,8.980328559875488,12.892254829406738,,,,,3.3333332538604736,,,,,0.3726027397260274,,,
overall,P4_E_STRUCTURE_READY,a_rate_pct,ALL,5600,43.00985336303711,13.002273559570312,0.0,17.266275691986085,27.05216073989868,34.173794746398926,40.63240051269531,49.35887145996094,69.08985214233398,82.48968040466312,100.0,0.0014285714285714286,0.00017857142857142857,0.8686448335647583,0.6527255773544312
major_zero_ratio,P4_E_STRUCTURE_READY,a_rate_pct,ART,789,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_STRUCTURE_READY,a_rate_pct,EDU,630,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_STRUCTURE_READY,a_rate_pct,ENG,1281,,,,,,,,,,,,0.00234192037470726,,,
major_zero_ratio,P4_E_STRUCTURE_READY,a_rate_pct,HUM,670,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_STRUCTURE_READY,a_rate_pct,MED,392,,,,,,,,,,,,0.00510204081632653,,,
major_zero_ratio,P4_E_STRUCTURE_READY,a_rate_pct,NAT,719,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_STRUCTURE_READY,a_rate_pct,SOC,1119,,,,,,,,,,,,0.002680965147453083,,,
split_distribution,P4_E_STRUCTURE_READY,a_rate_pct,test,649,42.037357330322266,12.739508628845215,,,,,40.39594650268555,,,,,0.0,,,
split_distribution,P4_E_STRUCTURE_READY,a_rate_pct,train,4080,43.21464920043945,13.094539642333984,,,,,40.83777618408203,,,,,0.001715686274509804,,,
split_distribution,P4_E_STRUCTURE_READY,a_rate_pct,val,871,42.775150299072266,12.737316131591797,,,,,40.02701950073242,,,,,0.001148105625717566,,,
overall,P4_E_STRUCTURE_READY,health_employment_rate_pct,ALL,5600,52.6941032409668,17.51350975036621,0.0,11.11111068725586,23.076923370361328,41.66666793823242,52.94117736816406,63.6363639831543,82.22325973510742,96.51202819824219,100.0,0.0035714285714285713,0.007321428571428572,-0.00023164245067164302,0.21491672098636627
major_zero_ratio,P4_E_STRUCTURE_READY,health_employment_rate_pct,ART,789,,,,,,,,,,,,0.0063371356147021544,,,
major_zero_ratio,P4_E_STRUCTURE_READY,health_employment_rate_pct,EDU,630,,,,,,,,,,,,0.004761904761904762,,,
major_zero_ratio,P4_E_STRUCTURE_READY,health_employment_rate_pct,ENG,1281,,,,,,,,,,,,0.00234192037470726,,,
major_zero_ratio,P4_E_STRUCTURE_READY,health_employment_rate_pct,HUM,670,,,,,,,,,,,,0.0029850746268656717,,,
major_zero_ratio,P4_E_STRUCTURE_READY,health_employment_rate_pct,MED,392,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_STRUCTURE_READY,health_employment_rate_pct,NAT,719,,,,,,,,,,,,0.009735744089012517,,,
major_zero_ratio,P4_E_STRUCTURE_READY,health_employment_rate_pct,SOC,1119,,,,,,,,,,,,0.0,,,
split_distribution,P4_E_STRUCTURE_READY,health_employment_rate_pct,test,649,53.309383392333984,17.91356086730957,,,,,54.054054260253906,,,,,0.0015408320493066256,,,
split_distribution,P4_E_STRUCTURE_READY,health_employment_rate_pct,train,4080,52.58283233642578,17.24310874938965,,,,,52.727272033691406,,,,,0.00392156862745098,,,
split_distribution,P4_E_STRUCTURE_READY,health_employment_rate_pct,val,871,52.756866455078125,18.45512580871582,,,,,53.57143020629883,,,,,0.003444316877152698,,,
overall,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,ALL,5600,8.018787384033203,12.464984893798828,0.0,0.0,0.0,0.0,2.7397260665893555,11.11111068725586,34.78766365051271,56.52409011840825,92.85713958740234,0.4135714285714286,0.0,2.4062163829803467,0.7736465334892273
major_zero_ratio,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,ART,789,,,,,,,,,,,,0.41191381495564006,,,
major_zero_ratio,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,EDU,630,,,,,,,,,,,,0.6841269841269841,,,
major_zero_ratio,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,ENG,1281,,,,,,,,,,,,0.25526932084309134,,,
major_zero_ratio,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,HUM,670,,,,,,,,,,,,0.3746268656716418,,,
major_zero_ratio,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,MED,392,,,,,,,,,,,,0.6913265306122449,,,
major_zero_ratio,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,NAT,719,,,,,,,,,,,,0.12378303198887343,,,
major_zero_ratio,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,SOC,1119,,,,,,,,,,,,0.5558534405719392,,,
split_distribution,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,test,649,7.24807071685791,11.722249031066895,,,,,1.6949152946472168,,,,,0.4637904468412943,,,
split_distribution,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,train,4080,7.945293426513672,12.275498390197754,,,,,2.857142925262451,,,,,0.408578431372549,,,
split_distribution,P4_E_STRUCTURE_READY,graduate_school_progression_rate_pct,val,871,8.937326431274414,13.776071548461914,,,,,3.225806474685669,,,,,0.399540757749713,,,
overall,P4_P_STRUCTURE_READY,a_rate_pct,ALL,5674,43.0048828125,13.03527545928955,0.0,17.169861640930176,26.95651206970215,34.15657329559326,40.622528076171875,49.40178203582764,69.12713279724117,82.53597663879385,100.0,0.0014099400775467042,0.00017624250969333803,0.8627212047576904,0.7034482955932617
major_zero_ratio,P4_P_STRUCTURE_READY,a_rate_pct,ART,790,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_STRUCTURE_READY,a_rate_pct,EDU,640,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_STRUCTURE_READY,a_rate_pct,ENG,1282,,,,,,,,,,,,0.00234009360374415,,,
major_zero_ratio,P4_P_STRUCTURE_READY,a_rate_pct,HUM,722,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_STRUCTURE_READY,a_rate_pct,MED,392,,,,,,,,,,,,0.00510204081632653,,,
major_zero_ratio,P4_P_STRUCTURE_READY,a_rate_pct,NAT,720,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_STRUCTURE_READY,a_rate_pct,SOC,1128,,,,,,,,,,,,0.0026595744680851063,,,
split_distribution,P4_P_STRUCTURE_READY,a_rate_pct,test,661,41.97675323486328,12.75768756866455,,,,,40.27387619018555,,,,,0.0,,,
split_distribution,P4_P_STRUCTURE_READY,a_rate_pct,train,4129,43.2236442565918,13.12729549407959,,,,,40.850440979003906,,,,,0.0016953257447323807,,,
split_distribution,P4_P_STRUCTURE_READY,a_rate_pct,val,884,42.75186538696289,12.779702186584473,,,,,40.00508117675781,,,,,0.0011312217194570137,,,
overall,P4_P_STRUCTURE_READY,health_employment_rate_pct,ALL,5600,52.6941032409668,17.51350975036621,0.0,11.11111068725586,23.076923370361328,41.66666793823242,52.94117736816406,63.6363639831543,82.22325973510742,96.51202819824219,100.0,0.0035714285714285713,0.007321428571428572,-0.00023164245067164302,0.21491672098636627
major_zero_ratio,P4_P_STRUCTURE_READY,health_employment_rate_pct,ART,789,,,,,,,,,,,,0.0063371356147021544,,,
major_zero_ratio,P4_P_STRUCTURE_READY,health_employment_rate_pct,EDU,630,,,,,,,,,,,,0.004761904761904762,,,
major_zero_ratio,P4_P_STRUCTURE_READY,health_employment_rate_pct,ENG,1281,,,,,,,,,,,,0.00234192037470726,,,
major_zero_ratio,P4_P_STRUCTURE_READY,health_employment_rate_pct,HUM,670,,,,,,,,,,,,0.0029850746268656717,,,
major_zero_ratio,P4_P_STRUCTURE_READY,health_employment_rate_pct,MED,392,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_STRUCTURE_READY,health_employment_rate_pct,NAT,719,,,,,,,,,,,,0.009735744089012517,,,
major_zero_ratio,P4_P_STRUCTURE_READY,health_employment_rate_pct,SOC,1119,,,,,,,,,,,,0.0,,,
split_distribution,P4_P_STRUCTURE_READY,health_employment_rate_pct,test,649,53.309383392333984,17.91356086730957,,,,,54.054054260253906,,,,,0.0015408320493066256,,,
split_distribution,P4_P_STRUCTURE_READY,health_employment_rate_pct,train,4080,52.58283233642578,17.24310874938965,,,,,52.727272033691406,,,,,0.00392156862745098,,,
split_distribution,P4_P_STRUCTURE_READY,health_employment_rate_pct,val,871,52.756866455078125,18.45512580871582,,,,,53.57143020629883,,,,,0.003444316877152698,,,
overall,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,ALL,5674,8.254615783691406,12.895549774169922,0.0,0.0,0.0,0.0,2.777777671813965,11.11111068725586,35.77838840484609,57.746962814330956,100.0,0.4127599577017977,0.00035248501938667606,2.4252116680145264,1.3850051164627075
major_zero_ratio,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,ART,790,,,,,,,,,,,,0.41139240506329117,,,
major_zero_ratio,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,EDU,640,,,,,,,,,,,,0.678125,,,
major_zero_ratio,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,ENG,1282,,,,,,,,,,,,0.25585023400936036,,,
major_zero_ratio,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,HUM,722,,,,,,,,,,,,0.3656509695290859,,,
major_zero_ratio,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,MED,392,,,,,,,,,,,,0.6913265306122449,,,
major_zero_ratio,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,NAT,720,,,,,,,,,,,,0.12361111111111112,,,
major_zero_ratio,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,SOC,1128,,,,,,,,,,,,0.5593971631205674,,,
split_distribution,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,test,661,7.489456653594971,12.00692367553711,,,,,1.7241379022598267,,,,,0.46142208774583965,,,
split_distribution,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,train,4129,8.140165328979492,12.684709548950195,,,,,2.857142925262451,,,,,0.4085735044805038,,,
split_distribution,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,val,884,9.361333847045898,14.377068519592285,,,,,3.3333332538604736,,,,,0.39592760180995473,,,
overall,P4_JOINT_STRUCTURE_READY,a_rate_pct,ALL,5600,43.00985336303711,13.002273559570312,0.0,17.266275691986085,27.05216073989868,34.173794746398926,40.63240051269531,49.35887145996094,69.08985214233398,82.48968040466312,100.0,0.0014285714285714286,0.00017857142857142857,0.8686448335647583,0.6527255773544312
major_zero_ratio,P4_JOINT_STRUCTURE_READY,a_rate_pct,ART,789,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,a_rate_pct,EDU,630,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,a_rate_pct,ENG,1281,,,,,,,,,,,,0.00234192037470726,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,a_rate_pct,HUM,670,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,a_rate_pct,MED,392,,,,,,,,,,,,0.00510204081632653,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,a_rate_pct,NAT,719,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,a_rate_pct,SOC,1119,,,,,,,,,,,,0.002680965147453083,,,
split_distribution,P4_JOINT_STRUCTURE_READY,a_rate_pct,test,649,42.037357330322266,12.739508628845215,,,,,40.39594650268555,,,,,0.0,,,
split_distribution,P4_JOINT_STRUCTURE_READY,a_rate_pct,train,4080,43.21464920043945,13.094539642333984,,,,,40.83777618408203,,,,,0.001715686274509804,,,
split_distribution,P4_JOINT_STRUCTURE_READY,a_rate_pct,val,871,42.775150299072266,12.737316131591797,,,,,40.02701950073242,,,,,0.001148105625717566,,,
overall,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,ALL,5600,52.6941032409668,17.51350975036621,0.0,11.11111068725586,23.076923370361328,41.66666793823242,52.94117736816406,63.6363639831543,82.22325973510742,96.51202819824219,100.0,0.0035714285714285713,0.007321428571428572,-0.00023164245067164302,0.21491672098636627
major_zero_ratio,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,ART,789,,,,,,,,,,,,0.0063371356147021544,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,EDU,630,,,,,,,,,,,,0.004761904761904762,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,ENG,1281,,,,,,,,,,,,0.00234192037470726,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,HUM,670,,,,,,,,,,,,0.0029850746268656717,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,MED,392,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,NAT,719,,,,,,,,,,,,0.009735744089012517,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,SOC,1119,,,,,,,,,,,,0.0,,,
split_distribution,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,test,649,53.309383392333984,17.91356086730957,,,,,54.054054260253906,,,,,0.0015408320493066256,,,
split_distribution,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,train,4080,52.58283233642578,17.24310874938965,,,,,52.727272033691406,,,,,0.00392156862745098,,,
split_distribution,P4_JOINT_STRUCTURE_READY,health_employment_rate_pct,val,871,52.756866455078125,18.45512580871582,,,,,53.57143020629883,,,,,0.003444316877152698,,,
overall,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,ALL,5600,8.018787384033203,12.464984893798828,0.0,0.0,0.0,0.0,2.7397260665893555,11.11111068725586,34.78766365051271,56.52409011840825,92.85713958740234,0.4135714285714286,0.0,2.4062163829803467,0.7736465334892273
major_zero_ratio,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,ART,789,,,,,,,,,,,,0.41191381495564006,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,EDU,630,,,,,,,,,,,,0.6841269841269841,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,ENG,1281,,,,,,,,,,,,0.25526932084309134,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,HUM,670,,,,,,,,,,,,0.3746268656716418,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,MED,392,,,,,,,,,,,,0.6913265306122449,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,NAT,719,,,,,,,,,,,,0.12378303198887343,,,
major_zero_ratio,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,SOC,1119,,,,,,,,,,,,0.5558534405719392,,,
split_distribution,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,test,649,7.24807071685791,11.722249031066895,,,,,1.6949152946472168,,,,,0.4637904468412943,,,
split_distribution,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,train,4080,7.945293426513672,12.275498390197754,,,,,2.857142925262451,,,,,0.408578431372549,,,
split_distribution,P4_JOINT_STRUCTURE_READY,graduate_school_progression_rate_pct,val,871,8.937326431274414,13.776071548461914,,,,,3.225806474685669,,,,,0.399540757749713,,,
overall,P4_E_SELECTIVITY_READY,a_rate_pct,ALL,2355,42.5814094543457,11.109515190124512,16.73734474182129,25.810780334472657,29.140826416015624,34.844858169555664,40.24880599975586,47.69036865234375,65.64908981323242,80.02573516845703,95.79499816894531,0.0,0.0,1.299015760421753,0.5140687227249146
major_zero_ratio,P4_E_SELECTIVITY_READY,a_rate_pct,ART,173,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,a_rate_pct,EDU,352,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,a_rate_pct,ENG,501,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,a_rate_pct,HUM,302,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,a_rate_pct,MED,201,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,a_rate_pct,NAT,375,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,a_rate_pct,SOC,451,,,,,,,,,,,,0.0,,,
split_distribution,P4_E_SELECTIVITY_READY,a_rate_pct,test,253,41.90769958496094,8.061887741088867,,,,,40.90721893310547,,,,,0.0,,,
split_distribution,P4_E_SELECTIVITY_READY,a_rate_pct,train,1742,42.81541442871094,11.492124557495117,,,,,40.29835891723633,,,,,0.0,,,
split_distribution,P4_E_SELECTIVITY_READY,a_rate_pct,val,360,41.92255401611328,11.052776336669922,,,,,39.02337646484375,,,,,0.0,,,
overall,P4_E_SELECTIVITY_READY,health_employment_rate_pct,ALL,2355,53.065738677978516,16.760744094848633,0.0,11.610084037780762,25.0,42.553192138671875,53.33333206176758,63.91165733337402,80.53030166625976,93.7203050231934,100.0,0.0025477707006369425,0.004670912951167728,-0.03561241179704666,0.3727418780326843
major_zero_ratio,P4_E_SELECTIVITY_READY,health_employment_rate_pct,ART,173,,,,,,,,,,,,0.005780346820809248,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,health_employment_rate_pct,EDU,352,,,,,,,,,,,,0.005681818181818182,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,health_employment_rate_pct,ENG,501,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,health_employment_rate_pct,HUM,302,,,,,,,,,,,,0.0033112582781456954,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,health_employment_rate_pct,MED,201,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,health_employment_rate_pct,NAT,375,,,,,,,,,,,,0.005333333333333333,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,health_employment_rate_pct,SOC,451,,,,,,,,,,,,0.0,,,
split_distribution,P4_E_SELECTIVITY_READY,health_employment_rate_pct,test,253,54.34714889526367,16.253671646118164,,,,,53.33333206176758,,,,,0.0,,,
split_distribution,P4_E_SELECTIVITY_READY,health_employment_rate_pct,train,1742,52.55542755126953,16.739646911621094,,,,,52.6315803527832,,,,,0.0028702640642939152,,,
split_distribution,P4_E_SELECTIVITY_READY,health_employment_rate_pct,val,360,54.634521484375,17.110746383666992,,,,,54.823204040527344,,,,,0.002777777777777778,,,
overall,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,ALL,2355,9.231931686401367,12.782296180725098,0.0,0.0,0.0,0.0,3.7037036418914795,13.714733600616455,37.66798477172851,54.16666793823242,72.09302520751953,0.3549893842887473,0.0,1.8050423860549927,0.28204259276390076
major_zero_ratio,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,ART,173,,,,,,,,,,,,0.3699421965317919,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,EDU,352,,,,,,,,,,,,0.6363636363636364,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,ENG,501,,,,,,,,,,,,0.16167664670658682,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,HUM,302,,,,,,,,,,,,0.3079470198675497,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,MED,201,,,,,,,,,,,,0.6766169154228856,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,NAT,375,,,,,,,,,,,,0.08,,,
major_zero_ratio,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,SOC,451,,,,,,,,,,,,0.4611973392461197,,,
split_distribution,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,test,253,10.490572929382324,14.094512939453125,,,,,4.0,,,,,0.35177865612648224,,,
split_distribution,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,train,1742,9.194332122802734,12.678982734680176,,,,,3.7441587448120117,,,,,0.35074626865671643,,,
split_distribution,P4_E_SELECTIVITY_READY,graduate_school_progression_rate_pct,val,360,8.52932357788086,12.275148391723633,,,,,3.225806474685669,,,,,0.37777777777777777,,,
overall,P4_P_SELECTIVITY_READY,a_rate_pct,ALL,2376,42.59049606323242,11.160173416137695,16.73734474182129,25.753435611724854,29.142489433288574,34.8413667678833,40.1759033203125,47.68184852600098,65.79052734375,79.98584747314453,95.79499816894531,0.0,0.0,1.297739028930664,0.6993414759635925
major_zero_ratio,P4_P_SELECTIVITY_READY,a_rate_pct,ART,173,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,a_rate_pct,EDU,355,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,a_rate_pct,ENG,501,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,a_rate_pct,HUM,320,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,a_rate_pct,MED,201,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,a_rate_pct,NAT,375,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,a_rate_pct,SOC,451,,,,,,,,,,,,0.0,,,
split_distribution,P4_P_SELECTIVITY_READY,a_rate_pct,test,255,41.824607849121094,8.08531379699707,,,,,40.83693313598633,,,,,0.0,,,
split_distribution,P4_P_SELECTIVITY_READY,a_rate_pct,train,1756,42.854820251464844,11.564800262451172,,,,,40.29835891723633,,,,,0.0,,,
split_distribution,P4_P_SELECTIVITY_READY,a_rate_pct,val,365,41.85391616821289,10.995546340942383,,,,,38.978397369384766,,,,,0.0,,,
overall,P4_P_SELECTIVITY_READY,health_employment_rate_pct,ALL,2355,53.065738677978516,16.760744094848633,0.0,11.610084037780762,25.0,42.553192138671875,53.33333206176758,63.91165733337402,80.53030166625976,93.7203050231934,100.0,0.0025477707006369425,0.004670912951167728,-0.03561241179704666,0.3727418780326843
major_zero_ratio,P4_P_SELECTIVITY_READY,health_employment_rate_pct,ART,173,,,,,,,,,,,,0.005780346820809248,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,health_employment_rate_pct,EDU,352,,,,,,,,,,,,0.005681818181818182,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,health_employment_rate_pct,ENG,501,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,health_employment_rate_pct,HUM,302,,,,,,,,,,,,0.0033112582781456954,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,health_employment_rate_pct,MED,201,,,,,,,,,,,,0.0,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,health_employment_rate_pct,NAT,375,,,,,,,,,,,,0.005333333333333333,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,health_employment_rate_pct,SOC,451,,,,,,,,,,,,0.0,,,
split_distribution,P4_P_SELECTIVITY_READY,health_employment_rate_pct,test,253,54.34714889526367,16.253671646118164,,,,,53.33333206176758,,,,,0.0,,,
split_distribution,P4_P_SELECTIVITY_READY,health_employment_rate_pct,train,1742,52.55542755126953,16.739646911621094,,,,,52.6315803527832,,,,,0.0028702640642939152,,,
split_distribution,P4_P_SELECTIVITY_READY,health_employment_rate_pct,val,360,54.634521484375,17.110746383666992,,,,,54.823204040527344,,,,,0.002777777777777778,,,
overall,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,ALL,2376,9.507903099060059,13.215312004089355,0.0,0.0,0.0,0.0,3.7441587448120117,14.285714149475098,39.15174865722656,55.01792240142822,100.0,0.3522727272727273,0.00042087542087542086,1.8620027303695679,0.9401078224182129
major_zero_ratio,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,ART,173,,,,,,,,,,,,0.3699421965317919,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,EDU,355,,,,,,,,,,,,0.6338028169014085,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,ENG,501,,,,,,,,,,,,0.16167664670658682,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,HUM,320,,,,,,,,,,,,0.290625,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,MED,201,,,,,,,,,,,,0.6766169154228856,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,NAT,375,,,,,,,,,,,,0.08,,,
major_zero_ratio,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,SOC,451,,,,,,,,,,,,0.4611973392461197,,,
split_distribution,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,test,255,10.736871719360352,14.350931167602539,,,,,4.0,,,,,0.34901960784313724,,,
split_distribution,P4_P_SELECTIVITY_READY,graduate_school_progression_rate_pct,train,1756,9.439096450805664,13.106488227844238,,,,,3.846153736114502,,,,,0.34851936218678814,,,
