search_term,outcome_row_id,school_name_raw,dept_name_raw,major_group_7,major7_mapping_method,major7_mapping_confidence,major7_evidence
융합,OC2024_09164,한국과학기술원,융합인재학부,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_09198,한국기술교육대학교,기전융합공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09265,한국외국어대학교,AI데이터융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09269,한국외국어대학교,Finance & AI융합전공,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_09272,한국외국어대학교,Language & AI융합전공 | Language & AI융합전공 | Language & AI융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09275,한국외국어대학교,Social Science & AI융합전공 | Social Science & AI융합학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_09289,한국외국어대학교,기후변화융합전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_09334,한국외국어대학교,융합인재학부,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_09335,한국외국어대학교,융합일본지역전공 | 융합일본지역학부,,unknown,unknown,"no inherited, dictionary, or strict keyword evidence"
융합,OC2024_09383,한국전통문화대학교,융합고고학과,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_09407,한국침례신학대학교,융합실용기악과,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_09424,한남대학교,AI융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09472,한남대학교,융합디자인전공 | 융합디자인학과,ART,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=융합디자인
융합,OC2024_09508,한동대학교,창의융합교육원(공학) | 창의융합교육원(인문사회),,ambiguous,low,"hits=ENG,EDU,HUM; evidence=ENG:공학 | EDU:교육 | HUM:인문; ambiguous_token=True"
융합,OC2024_09510,한동대학교,콘텐츠융합디자인학부,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_09512,한라대학교,ICT융합공학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09544,한림대학교,AI기술경영융합전공,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_09545,한림대학교,AI로봇융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09546,한림대학교,AI의료융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09562,한림대학교,미래융합스쿨,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_09579,한림대학교,융합과학수사학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09580,한림대학교,융합신소재공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09582,한림대학교,의과학융합전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_09584,한림대학교,인공지능융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09605,한서대학교,디자인융합학과,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_09655,한성대학교,IT융합공학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09675,한성대학교,융합보안학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09684,한세대학교,ICT융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09720,한신대학교,공공인재빅데이터융합학,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_09730,한신대학교,글로벌・공공인재 융합계열,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_09754,한신대학교,소프트웨어융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09755,한신대학교,소프트웨어융합학전공,,ambiguous,low,hits=ENG; evidence=ENG:소프트웨어; ambiguous_token=True
융합,OC2024_09760,한신대학교,신학・인문융합계열,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_09770,한신대학교,이공계융합계열,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_09786,한신대학교,중국어문화영상융합학과,HUM,inherited_headcount,high,D01 v2 high-confidence match 대계열=인문계열
융합,OC2024_09833,한양대학교,산업융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09853,한양대학교,융합전자공학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09874,한양대학교(ERICA)_분교,ICT융합학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09896,한양대학교(ERICA)_분교,스마트융합공학부 건축IT융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09897,한양대학교(ERICA)_분교,스마트융합공학부 로봇융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09898,한양대학교(ERICA)_분교,스마트융합공학부 소재・부품융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09899,한양대학교(ERICA)_분교,스마트융합공학부 스마트ICT융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09900,한양대학교(ERICA)_분교,스마트융합공학부 지속가능건축융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09908,한양대학교(ERICA)_분교,융합디자인학부,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_09923,한양대학교(ERICA)_분교,해양융합공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_09991,호남대학교,바이오융합학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
융합,OC2024_10000,호남대학교,시각융합디자인학과,ART,inherited_headcount,high,D01 v2 high-confidence match 대계열=예체능계열
융합,OC2024_10099,호서대학교,전자융합공학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_10134,호원대학교,소방.전기융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_10149,호원대학교,컴퓨터.게임융합학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
융합,OC2024_10174,홍익대학교,디자인경영융합학부,SOC,inherited_headcount,high,D01 v2 high-confidence match 대계열=사회계열
융합,OC2024_10214,홍익대학교_제2캠퍼스,소프트웨어융합학과,ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=소프트웨어융합
융합,OC2024_10219,홍익대학교_제2캠퍼스,전자전기융합공학과,,ambiguous,low,hits=ENG; evidence=ENG:전자/전기/공학; ambiguous_token=True
데이터사이언스,OC2024_00189,가톨릭대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_00241,강남대학교,산업데이터사이언스학부,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_01694,고려대학교(세종)_분교,빅데이터사이언스학부,ENG,keyword_rule,medium,ENG:데이터사이언스/데이터
데이터사이언스,OC2024_01785,광운대학교,데이터사이언스전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_01948,국립강릉원주대학교(폐교),데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_02474,국립부경대학교,통계・데이터사이언스전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
데이터사이언스,OC2024_02633,국립한국교통대학교,데이터사이언스전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_02706,국립한국해양대학교,전자전기정보공학부(나노반도체공학전공) | 전자전기정보공학부(데이터사이언스전공) | 전자전기정보공학부(전기전자공학전공) | 전자전기정보공학부(전자정보통신공학전공) | 전자전기정보공학부(전자통신공학전공) | 전자전기정보공학부(전파융합공학전공),,ambiguous,low,hits=ENG; evidence=ENG:데이터사이언스/데이터/전자/전기/정보통신; ambiguous_token=True
데이터사이언스,OC2024_03080,단국대학교,통계데이터사이언스학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
데이터사이언스,OC2024_03591,대진대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_03646,덕성여자대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_03731,동국대학교,데이터사이언스전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_03885,동덕여자대학교,데이터사이언스전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_03898,동덕여자대학교,문화지식융합학부 데이터사이언스전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
데이터사이언스,OC2024_04807,부산대학교,데이터사이언스전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_05128,상지대학교,빅데이터사이언스학과,ENG,keyword_rule,medium,ENG:데이터사이언스/데이터
데이터사이언스,OC2024_05505,서울여자대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_05769,성균관대학교,데이터사이언스융합전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_05856,성신여자대학교,수리통계데이터사이언스학부,,ambiguous,low,"hits=ENG,NAT; evidence=ENG:데이터사이언스/데이터 | NAT:통계; ambiguous_token=False"
데이터사이언스,OC2024_05972,세종대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_06010,세종대학교,인공지능데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_06185,숙명여자대학교,데이터사이언스전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_06674,안양대학교,통계데이터사이언스학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
데이터사이언스,OC2024_06809,연세대학교(미래)_분교,데이터사이언스학전공,ENG,keyword_rule,medium,ENG:데이터사이언스/데이터
데이터사이언스,OC2024_07509,이화여자대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_07750,인하대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_08222,제주대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_08664,청주대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_09134,한국공학대학교,경영학부 (IT경영전공) | 경영학부(경영학전공) | 경영학부(데이터사이언스경영전공),SOC,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=경영
데이터사이언스,OC2024_09556,한림대학교,데이터사이언스학부,ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=데이터사이언스
데이터사이언스,OC2024_09736,한신대학교,데이터사이언스,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
데이터사이언스,OC2024_09821,한양대학교,데이터사이언스전공 | 데이터사이언스학부,ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=데이터사이언스
데이터사이언스,OC2024_09895,한양대학교(ERICA)_분교,수리데이터사이언스학과,ENG,keyword_rule,medium,ENG:데이터사이언스/데이터
데이터사이언스,OC2024_10225,화성의과학대학교,데이터사이언스학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_00040,가천대학교,바이오나노학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00041,가천대학교,바이오의료기기학과,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
바이오,OC2024_00114,가톨릭관동대학교,바이오메디컬전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00115,가톨릭관동대학교,바이오융합공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00192,가톨릭대학교,바이오메디컬소프트웨어학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_00193,가톨릭대학교,바이오메디컬화학공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00313,강원대학교,바이오산업공학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00314,강원대학교,바이오시스템공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00315,강원대학교,바이오시스템공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00316,강원대학교,바이오시스템기계공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_00317,강원대학교,바이오자원환경학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00329,강원대학교,산림바이오소재공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_00330,강원대학교,산림바이오소재공학전공,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_00443,강원대학교_제2캠퍼스,바이오기능성소재학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00578,건국대학교(글로컬)_분교,바이오메디컬공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_00579,건국대학교(글로컬)_분교,바이오생명공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00580,건국대학교(글로컬)_분교,바이오의약학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00581,건국대학교(글로컬)_분교,바이오의약학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00656,건양대학교,의약바이오학과 | 의약바이오학부 | 의약바이오학과,NAT,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=의약바이오
바이오,OC2024_00700,경기대학교,바이오융합학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_00955,경북대학교,바이오섬유소재학과,NAT,keyword_rule,medium,NAT:바이오
바이오,OC2024_01257,경성대학교,스마트바이오학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_01617,고려대학교,바이오시스템의과학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_01618,고려대학교,바이오의공학부,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
바이오,OC2024_01809,광운대학교,전자바이오물리학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_01983,국립강릉원주대학교(폐교),해양바이오식품학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_01984,국립강릉원주대학교(폐교),해양바이오식품학과 해양바이오전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_01985,국립강릉원주대학교(폐교),해양바이오식품학과 해양식품융합전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_02494,국립부경대학교,휴먼바이오융합전공,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
바이오,OC2024_02515,국립순천대학교,바이오한약자원학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_02535,국립순천대학교,융합바이오시스템기계공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_02637,국립한국교통대학교,바이오메디컬융합학과,MED,inherited_headcount,high,D01 v2 high-confidence match 대계열=의약계열
바이오,OC2024_02717,국립한국해양대학교,"해양과학융합학부(수산바이오공학전공) | 해양과학융합학부(해양생물공학전공) | 해양과학융합학부(해양생물공학전공, 수산바이오공학전공) | 해양과학융합학부(해양환경학전공) | 해양과학융합학부(수산바이오공학전공) | 해양과학융합학부(해양생물공학전공) | 해양과학융합학부(해양환경학전공)",,ambiguous,low,"hits=ENG,NAT; evidence=ENG:공학 | NAT:생물/환경/수산/바이오/과학; ambiguous_token=True"
바이오,OC2024_02799,국민대학교,바이오발효융합학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_02800,국민대학교,바이오의약전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_03011,남서울대학교,바이오헬스컨디셔닝학과,NAT,keyword_rule,medium,NAT:바이오
바이오,OC2024_03182,대구가톨릭대학교,바이오메디대학,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_03183,대구가톨릭대학교,바이오메디컬학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_03320,대구대학교,생명환경학부(바이오산업학전공),NAT,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=생명환경
바이오,OC2024_03368,대구대학교,화장품바이오학부(바이오메디컬전공) | 화장품바이오학부(화장품제약전공),NAT,keyword_rule,medium,NAT:바이오
바이오,OC2024_03418,대구한의대학교,바이오산업융합학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_03533,대전대학교,바이오응용화학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_03657,덕성여자대학교,바이오공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_03658,덕성여자대학교,바이오공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_03739,동국대학교,바이오환경과학과,NAT,keyword_rule,medium,NAT:환경/바이오/과학
바이오,OC2024_03807,동국대학교(WISE)_분교,바이오제약공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_03808,동국대학교(WISE)_분교,바이오제약공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_04065,동서대학교,바이오제약공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_04128,동신대학교,바이오화장품학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_04204,동아대학교,바이오메디컬학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_04367,동의대학교,바이오의약공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_04368,동의대학교,바이오의약공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_04584,목원대학교,생명과학부 바이오헬스전공,NAT,keyword_rule,medium,NAT:생명과학/바이오/과학
바이오,OC2024_04668,배재대학교,바이오・의생명공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_04821,부산대학교,바이오산업기계공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_04822,부산대학교,바이오소재과학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_04823,부산대학교,바이오환경에너지학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_04982,삼육대학교,바이오융합공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05170,상지대학교,제약바이오전공 | 제약바이오학과,NAT,keyword_rule,medium,NAT:바이오
바이오,OC2024_05366,서울대학교,바이오시스템・소재학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05472,서울시립대학교,첨단융합학부 융합바이오헬스전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05512,서울여자대학교,바이오헬스융합학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05574,서원대학교,바이오코스메틱전공 | 바이오코스메틱학과,NAT,keyword_rule,medium,NAT:바이오
바이오,OC2024_05765,성균관대학교,글로벌바이오메디컬공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05778,성균관대학교,바이오메카트로닉스학과,NAT,keyword_rule,medium,NAT:바이오
바이오,OC2024_05841,성신여자대학교,바이오생명공학과,,ambiguous,low,"hits=ENG,NAT; evidence=ENG:공학 | NAT:바이오; ambiguous_token=False"
바이오,OC2024_05842,성신여자대학교,바이오식품공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05843,성신여자대학교,바이오신약의과학부,NAT,keyword_rule,medium,NAT:바이오/과학
바이오,OC2024_05844,성신여자대학교,바이오헬스융합학부,NAT,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=바이오헬스융합
바이오,OC2024_05898,세명대학교,동물바이오헬스학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05904,세명대학교,바이오식품산업학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05905,세명대학교,바이오식품영양학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05906,세명대학교,바이오제약산업학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05907,세명대학교,바이오코스메틱학과,NAT,keyword_rule,medium,NAT:바이오
바이오,OC2024_05908,세명대학교,바이오환경공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05980,세종대학교,바이오산업자원공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05981,세종대학교,바이오융합공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_05982,세종대학교,바이오융합공학전공/생명시스템학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06121,수원대학교,바이오공학및마케팅,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06122,수원대학교,바이오화학산업학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06274,순천향대학교,융합바이오화학공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_06437,신라대학교,바이오식품공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06438,신라대학교,바이오식품소재학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06568,신한대학교_제2캠퍼스,바이오식품산업전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06569,신한대학교_제2캠퍼스,바이오식품외식산업학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06691,안양대학교_제2캠퍼스,해양바이오공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06692,안양대학교_제2캠퍼스,해양바이오공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06693,안양대학교_제2캠퍼스,해양바이오시스템공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_06724,연세대학교,바이오생활공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06725,연세대학교,바이오융합전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_06818,연세대학교(미래)_분교,바이오공학전공,NAT,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=바이오공학
바이오,OC2024_06819,연세대학교(미래)_분교,바이오융합공학전공,,ambiguous,low,"hits=ENG,NAT; evidence=ENG:공학 | NAT:바이오; ambiguous_token=True"
바이오,OC2024_06867,영남대학교,고분자·바이오소재전공,NAT,keyword_rule,medium,NAT:바이오
바이오,OC2024_07200,울산과학기술원,바이오메디컬공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_07442,유원대학교,의약바이오학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_07457,을지대학교_제2캠퍼스,바이오공학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_07584,이화여자대학교,휴먼기계바이오공학과 | 휴먼기계바이오공학부,,ambiguous,low,"hits=ENG,NAT; evidence=ENG:기계/공학 | NAT:바이오; ambiguous_token=False"
바이오,OC2024_07602,인제대학교,바이오테크놀로지학부,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_07667,인천대학교,나노바이오전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_07668,인천대학교,나노바이오공학전공,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_07685,인천대학교,바이오-로봇시스템공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_07757,인하대학교,바이오제약공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_07835,전남대학교,바이오에너지공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_07868,전남대학교,융합바이오시스템기계공학과,ENG,inherited_headcount,high,D01 v2 high-confidence match 대계열=공학계열
바이오,OC2024_07892,전남대학교,지역 ・ 바이오시스템공학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_07933,전남대학교_제2캠퍼스,해양바이오식품학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_07965,전북대학교,기계설계공학부(기계설계공학전공) | 기계설계공학부(나노바이오기계시스템공학전공),ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=기계설계공
바이오,OC2024_07982,전북대학교,바이오메디컬공학부(헬스케어기기공학전공) | 바이오메디컬공학부(헬스케어정보공학전공),ENG,exact_dictionary,medium,unique dictionary inherited from matched rows: dept_field_std=바이오메디컬공
바이오,OC2024_08118,전주대학교,바이오기능성식품학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_08232,제주대학교,바이오메디컬정보학과,NAT,inherited_headcount,high,D01 v2 high-confidence match 대계열=자연계열
바이오,OC2024_08233,제주대학교,바이오소재전공,NAT,keyword_rule,medium,NAT:바이오
