column,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
graduates_n,7592.0,34.85313487881981,77.52192906285539,0.0,0.0,0.0,6.0,26.0,43.0,97.44999999999982,186.0,3259.0
fulltime_faculty_n,7592.0,6.444415173867228,22.59393524935001,0.0,0.0,0.0,0.0,4.0,7.0,17.0,37.0,903.0
nonfulltime_faculty_n,7592.0,8.372365648050579,18.60174208590009,0.0,0.0,0.0,0.0,4.0,11.0,29.0,58.090000000000146,854.0
international_students_n,7592.0,7.148577449947313,30.434521486211118,0.0,0.0,0.0,0.0,0.0,3.0,30.449999999999818,137.36000000000058,712.0
female_students_n,7592.0,92.77291886195995,233.29448336356396,0.0,0.0,4.0,23.0,59.0,109.0,255.0,508.72000000000116,10211.0
masters_students_n,7592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doctoral_students_n,7592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
competition_ratio,5068.0,8.161612510681152,6.968006134033203,0.0,0.6722500324249268,1.9500000476837158,4.25,6.432883262634277,10.160496711730957,19.26242446899414,34.617191314697266,139.0270233154297
admission_yield_ratio,5068.0,0.9726588726043701,0.26985958218574524,0.0,0.2683846354484558,0.7333333492279053,0.9767441749572754,1.0,1.0,1.076923131942749,1.2000000476837158,14.399999618530273
admit_per_applicant_ratio,5069.0,0.1824350506067276,0.13897758722305298,0.0,0.02559751830995083,0.05115479603409767,0.09764918684959412,0.15199999511241913,0.22018349170684814,0.4295681118965149,0.7988070249557495,1.3095238208770752
leave_rate_pct,7559.0,22.559974670410156,12.839710235595703,0.0,0.0,0.7731461524963379,14.285714149475098,23.12925148010254,30.120481491088867,41.948829650878906,60.133331298828125,100.0
female_student_share_pct,7559.0,44.18620681762695,25.40207862854004,0.0,0.7257453799247742,6.741572856903076,23.518436431884766,42.85714340209961,61.68224334716797,95.04240417480469,100.0,100.0
international_student_share_pct,7559.0,3.3993403911590576,11.95373249053955,0.0,0.0,0.0,0.0,0.0,1.5151515007019043,15.62674617767334,84.74543762207031,100.0
student_faculty_ratio,5997.0,19.90778160095215,40.714115142822266,0.0,1.040997862815857,2.7396514415740967,7.769230842590332,14.0,22.25,43.68888854980469,124.12000274658203,1613.5
fulltime_faculty_share_pct,5997.0,45.34806442260742,26.171266555786133,0.0,0.0,0.0,26.923076629638672,43.75,62.5,100.0,100.0,100.0
log_enrolled_students,7592.0,4.891299247741699,0.9730992317199707,0.0,2.3025851249694824,3.25809645652771,4.394449234008789,5.003946304321289,5.472270488739014,6.288694262504578,6.993083648681642,9.480901718139648
log_graduates,7592.0,2.6893792152404785,1.6353102922439575,0.0,0.0,0.0,1.945910096168518,3.295836925506592,3.7841897010803223,4.589536166191099,5.231108665466309,8.089482307434082
major7_candidate_count,7592.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ctx24_reference_sample_n,7592.0,44422.14453125,23987.583984375,15498.0,15498.0,15498.0,22406.0,41094.0,72776.0,72776.0,72776.0,72776.0
ctx24_mean_income_10kkrw,7592.0,293.3678894042969,31.212890625,234.6999969482422,234.6999969482422,234.6999969482422,281.79998779296875,300.29998779296875,328.1000061035156,328.1000061035156,328.1000061035156,328.1000061035156
ctx24_median_income_10kkrw,7592.0,256.2971496582031,24.724594116210938,217.5,217.5,217.5,248.89999389648438,250.5,290.0,290.0,290.0,290.0
ctx24_income_300plus_pct,7592.0,32.94065475463867,10.857390403747559,13.426554679870605,13.426554679870605,13.426554679870605,27.32750129699707,32.47256088256836,46.69533920288086,46.69533920288086,46.69533920288086,46.69533920288086
ctx24_income_400plus_pct,7592.0,14.714458465576172,6.6706366539001465,4.8919477462768555,4.8919477462768555,4.8919477462768555,11.394268989562988,16.07621955871582,23.57233238220215,23.57233238220215,23.57233238220215,23.57233238220215
ctx24_large_company_pct,7592.0,12.662240028381348,6.242730617523193,1.6036404371261597,1.6036404371261597,1.6036404371261597,8.214614868164062,11.987804412841797,21.148454666137695,21.148454666137695,21.148454666137695,21.148454666137695
ctx24_mid_company_pct,7592.0,6.7216477394104,3.2230756282806396,0.9928456544876099,0.9928456544876099,0.9928456544876099,4.6333231925964355,6.6478657722473145,11.050346374511719,11.050346374511719,11.050346374511719,11.050346374511719
ctx24_small_company_pct,7592.0,49.26467514038086,13.472997665405273,15.931087493896484,15.931087493896484,15.931087493896484,42.6753044128418,53.189239501953125,53.94091033935547,70.78858184814453,70.78858184814453,70.78858184814453
ctx24_large_mid_company_pct,7592.0,19.383886337280273,9.461446762084961,2.5964860916137695,2.5964860916137695,2.5964860916137695,12.84793758392334,18.635671615600586,32.19880294799805,32.19880294799805,32.19880294799805,32.19880294799805
ctx24_public_nonprofit_pct,7592.0,26.39680290222168,12.094917297363281,13.89469051361084,13.89469051361084,13.89469051361084,13.89469051361084,22.244041442871094,32.72256088256836,48.722415924072266,48.722415924072266,48.722415924072266
ctx24_cert_rate_pct,7592.0,45.4506721496582,13.153406143188477,25.100000381469727,25.100000381469727,25.100000381469727,32.5,44.5,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906
ctx24_cert_per_person,7592.0,0.9111462831497192,0.38328006863594055,0.41395336389541626,0.41395336389541626,0.41395336389541626,0.5230351090431213,0.7960060834884644,1.425703525543213,1.425703525543213,1.425703525543213,1.425703525543213
ctx24_log10_mean_income,7592.0,2.4647958278656006,0.048452187329530716,2.3705132007598877,2.3705132007598877,2.3705132007598877,2.4499409198760986,2.477555274963379,2.5160062313079834,2.5160062313079834,2.5160062313079834,2.5160062313079834
ctx24_industry_top3_pct,0.0,,,,,,,,,,,
ctx24_industry_hhi,0.0,,,,,,,,,,,
goms_profile_start_year,7592.0,2017.0,0.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0
goms_profile_end_year,7592.0,2019.0,0.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0
goms_profile_years_n,7592.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
goms_recent_employment_rate_pct,7592.0,70.55426788330078,4.416916370391846,64.40062713623047,64.40062713623047,64.40062713623047,69.2024154663086,69.60953521728516,73.06597137451172,83.63194274902344,83.63194274902344,83.63194274902344
goms_recent_firm_300plus_pct,7592.0,20.515172958374023,8.711747169494629,4.769505023956299,4.769505023956299,4.769505023956299,20.332578659057617,20.634124755859375,29.13494110107422,34.586936950683594,34.586936950683594,34.586936950683594
goms_recent_public_nonprofit_pct,7592.0,29.705364227294922,12.22667407989502,16.41835594177246,16.41835594177246,16.41835594177246,21.277162551879883,28.517433166503906,31.614683151245117,62.42374801635742,62.42374801635742,62.42374801635742
goms_recent_permanent_pct,7592.0,77.61544799804688,7.43574333190918,63.287960052490234,63.287960052490234,63.287960052490234,73.15509033203125,79.11846160888672,84.83454132080078,88.36591339111328,88.36591339111328,88.36591339111328
goms_recent_unstable_pct,7592.0,17.759462356567383,4.999173641204834,10.131061553955078,10.131061553955078,10.131061553955078,12.588641166687012,16.2655029296875,22.96612548828125,26.0556640625,26.0556640625,26.0556640625
goms_recent_self_employed_pct,7592.0,4.331984996795654,2.7432596683502197,1.1710143089294434,1.1710143089294434,1.1710143089294434,2.2768211364746094,3.6499783992767334,5.349732875823975,10.322768211364746,10.322768211364746,10.322768211364746
goms_recent_industry_hhi,7592.0,0.1737435758113861,0.1508539468050003,0.08301936089992523,0.08301936089992523,0.08301936089992523,0.09230857342481613,0.12014718353748322,0.14635349810123444,0.6168563365936279,0.6168563365936279,0.6168563365936279
goms_recent_industry_top3_pct,7592.0,51.01447677612305,16.906692504882812,33.00703811645508,33.00703811645508,33.00703811645508,40.29943084716797,51.656002044677734,55.03565979003906,86.04969787597656,86.04969787597656,86.04969787597656
goms_recent_professional_highskill_pct,7592.0,48.93527603149414,19.937355041503906,23.923974990844727,23.923974990844727,23.923974990844727,27.957674026489258,54.35410690307617,55.70420837402344,88.55696868896484,88.55696868896484,88.55696868896484
goms_recent_mean_income_10kkrw,7592.0,231.50148010253906,22.030588150024414,189.76112365722656,189.76112365722656,189.76112365722656,224.6459503173828,235.4596710205078,255.0289306640625,261.694091796875,261.694091796875,261.694091796875
goms_recent_weekly_work_hours,7592.0,42.09352111816406,2.1092402935028076,39.00833511352539,39.00833511352539,39.00833511352539,39.97598648071289,42.231544494628906,44.32286071777344,44.96006774902344,44.96006774902344,44.96006774902344
goms_recent_hourly_income_proxy,7592.0,1.2640748023986816,0.07148938626050949,1.1207419633865356,1.1207419633865356,1.1207419633865356,1.1981738805770874,1.2835510969161987,1.3250608444213867,1.3403993844985962,1.3403993844985962,1.3403993844985962
goms_income_trend_per_year,7592.0,3.870668649673462,0.6309177875518799,3.1109890937805176,3.1109890937805176,3.1109890937805176,3.2362635135650635,4.053846836090088,4.251099586486816,5.240109443664551,5.240109443664551,5.240109443664551
goms_hours_trend_per_year,7592.0,-0.4225483536720276,0.06556790322065353,-0.5456044673919678,-0.5456044673919678,-0.5456044673919678,-0.4412088096141815,-0.40384626388549805,-0.4010988473892212,-0.31758248805999756,-0.31758248805999756,-0.31758248805999756
goms_firm_300plus_trend_per_year,7592.0,0.03717007488012314,0.1292070746421814,-0.19010989367961884,-0.19010989367961884,-0.19010989367961884,-0.03681318834424019,0.05824175849556923,0.08021987974643707,0.21868132054805756,0.21868132054805756,0.21868132054805756
goms_permanent_trend_per_year,7592.0,-0.44924286007881165,0.17727617919445038,-0.7362634539604187,-0.7362634539604187,-0.7362634539604187,-0.6730770468711853,-0.399450421333313,-0.37142863869667053,-0.1532965898513794,-0.1532965898513794,-0.1532965898513794
goms_latest_2019_mean_income_10kkrw,7592.0,239.3502655029297,25.797164916992188,192.6999969482422,192.6999969482422,192.6999969482422,225.1999969482422,234.60000610351562,260.6000061035156,271.79998779296875,271.79998779296875,271.79998779296875
goms_latest_2019_weekly_work_hours,7592.0,41.5676383972168,2.2212812900543213,37.599998474121094,37.599998474121094,37.599998474121094,39.900001525878906,41.900001525878906,43.70000076293945,44.79999923706055,44.79999923706055,44.79999923706055
goms_latest_2019_firm_300plus_pct,7592.0,21.776975631713867,9.03843879699707,4.699999809265137,4.699999809265137,4.699999809265137,19.899999618530273,22.700000762939453,30.0,37.20000076293945,37.20000076293945,37.20000076293945
goms_latest_2019_permanent_pct,7592.0,77.41647338867188,7.779438495635986,63.099998474121094,63.099998474121094,63.099998474121094,71.5999984741211,78.5,84.80000305175781,89.69999694824219,89.69999694824219,89.69999694824219
goms_source_years_observed,7592.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
analysis_year_membership,7592.0,2024.0,0.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
