outcome_row_id,school_uid,school_name_raw,dept_name_raw,major_group_7,split,student_faculty_ratio,enrolled_students_n,fulltime_faculty_n,nonfulltime_faculty_n,numerator,denominator,zero_denominator,saved_ratio,recalculated_ratio,abs_diff,ratio_column,formula_note,tail,competition_ratio,applicants_n,recruitment_n,admission_yield_ratio,admits_n,admit_per_applicant_ratio
OC2024_06900,SCH_d9b848d6dac0,영남대학교,소프트웨어융합전공,ENG,train,,,,,0,63,False,0.0,0.0,0.0,admission_yield_ratio,admits / recruitment,low30,,,63,0.0,0,
OC2024_06915,SCH_d9b848d6dac0,영남대학교,영어통번역전공,HUM,train,,,,,0,26,False,0.0,0.0,0.0,admission_yield_ratio,admits / recruitment,low30,,,26,0.0,0,
OC2024_06922,SCH_d9b848d6dac0,영남대학교,응용중국어통번역전공,HUM,train,,,,,0,29,False,0.0,0.0,0.0,admission_yield_ratio,admits / recruitment,low30,,,29,0.0,0,
OC2024_06930,SCH_d9b848d6dac0,영남대학교,정보통신공학전공,ENG,train,,,,,0,87,False,0.0,0.0,0.0,admission_yield_ratio,admits / recruitment,low30,,,87,0.0,0,
OC2024_06947,SCH_d9b848d6dac0,영남대학교,프랑스어문전공,HUM,train,,,,,0,30,False,0.0,0.0,0.0,admission_yield_ratio,admits / recruitment,low30,,,30,0.0,0,
OC2024_03381,SCH_74c22c88d3ac,대구예술대학교,디지털융합디자인전공,ART,train,,,,,1,46,False,0.02173913,0.021739130434782608,4.04922859131851e-10,admission_yield_ratio,admits / recruitment,low30,,,46,0.02173913,1,
OC2024_02350,SCH_f52ce678f2b3,국립목포대학교,첨단운송기계시스템학과,ENG,train,,,,,1,30,False,0.033333335,0.03333333333333333,1.7384688064114862e-09,admission_yield_ratio,admits / recruitment,low30,,,30,0.033333335,1,
OC2024_07026,SCH_514dc1eff29d,영산선학대학교,원불교학부,HUM,train,,,,,2,52,False,0.03846154,0.038461538461538464,1.4328039588118457e-09,admission_yield_ratio,admits / recruitment,low30,,,52,0.03846154,2,
OC2024_09231,SCH_a25c104d5945,한국방송통신대학교,행정학과,SOC,train,,,,,110,1840,False,0.05978261,0.059782608695652176,6.47876571835404e-10,admission_yield_ratio,admits / recruitment,low30,,,1840,0.05978261,110,
OC2024_09227,SCH_a25c104d5945,한국방송통신대학교,청소년교육과,EDU,train,,,,,190,3113,False,0.06103437,0.061034371988435594,1.7746885697111914e-09,admission_yield_ratio,admits / recruitment,low30,,,3113,0.06103437,190,
OC2024_09226,SCH_a25c104d5945,한국방송통신대학교,중어중문학과,HUM,train,,,,,242,3594,False,0.06733444,0.06733444629938787,2.9686230973435812e-09,admission_yield_ratio,admits / recruitment,low30,,,3594,0.06733444,242,
OC2024_09212,SCH_a25c104d5945,한국방송통신대학교,무역학과,SOC,train,,,,,91,1143,False,0.07961505,0.07961504811898512,9.451742721822143e-10,admission_yield_ratio,admits / recruitment,low30,,,1143,0.07961505,91,
OC2024_09209,SCH_a25c104d5945,한국방송통신대학교,교육학과,EDU,train,,,,,249,2996,False,0.08311082,0.08311081441922563,2.3575268404130156e-09,admission_yield_ratio,admits / recruitment,low30,,,2996,0.08311082,249,
OC2024_09208,SCH_a25c104d5945,한국방송통신대학교,관광학과,SOC,train,,,,,173,1882,False,0.09192348,0.09192348565356004,2.9374765120326884e-09,admission_yield_ratio,admits / recruitment,low30,,,1882,0.09192348,173,
OC2024_09218,SCH_a25c104d5945,한국방송통신대학교,생활과학부,NAT,train,,,,,467,4815,False,0.09698857,0.09698857736240914,3.6920218687841455e-09,admission_yield_ratio,admits / recruitment,low30,,,4815,0.09698857,467,
OC2024_04131,SCH_d7cf6b01676b,동신대학교,배터리공학과,ENG,val,,,,,3,30,False,0.1,0.1,1.4901161138336505e-09,admission_yield_ratio,admits / recruitment,low30,,,30,0.1,3,
OC2024_06396,SCH_55c52db9765e,신경주대학교,호텔경영학과,SOC,train,,,,,4,40,False,0.1,0.1,1.4901161138336505e-09,admission_yield_ratio,admits / recruitment,low30,,,40,0.1,4,
OC2024_09230,SCH_a25c104d5945,한국방송통신대학교,프랑스언어문화학과,HUM,train,,,,,89,801,False,0.11111111,0.1111111111111111,8.278422947149977e-10,admission_yield_ratio,admits / recruitment,low30,,,801,0.11111111,89,
OC2024_09949,SCH_d9cc9b5ef13c,협성대학교,성악전공,ART,train,,,,,1,9,False,0.11111111,0.1111111111111111,8.278422947149977e-10,admission_yield_ratio,admits / recruitment,low30,,,9,0.11111111,1,
OC2024_03389,SCH_74c22c88d3ac,대구예술대학교,애니웹툰학부,ART,train,,,,,16,133,False,0.120300755,0.12030075187969924,3.0250477678350762e-09,admission_yield_ratio,admits / recruitment,low30,,,133,0.120300755,16,
OC2024_09216,SCH_a25c104d5945,한국방송통신대학교,보건환경학과,MED,train,,,,,237,1689,False,0.14031972,0.14031971580817051,4.1024511288068055e-09,admission_yield_ratio,admits / recruitment,low30,,,1689,0.14031972,237,
OC2024_09206,SCH_a25c104d5945,한국방송통신대학교,경영학과,SOC,train,,,,,683,4674,False,0.1461275,0.14612751390671802,6.816149478172662e-09,admission_yield_ratio,admits / recruitment,low30,,,4674,0.1461275,683,
OC2024_09223,SCH_a25c104d5945,한국방송통신대학교,영어영문학과,HUM,train,,,,,705,4750,False,0.14842105,0.14842105263157895,3.513536961374797e-09,admission_yield_ratio,admits / recruitment,low30,,,4750,0.14842105,705,
OC2024_01926,SCH_fa153e645e1e,광주여자대학교,식품영양학과,NAT,train,,,,,3,20,False,0.15,0.15,5.960464483090178e-09,admission_yield_ratio,admits / recruitment,low30,,,20,0.15,3,
OC2024_08748,SCH_d439accb1575,초당대학교,소방행정학과,SOC,test,,,,,3,20,False,0.15,0.15,5.960464483090178e-09,admission_yield_ratio,admits / recruitment,low30,,,20,0.15,3,
OC2024_10017,SCH_3a9f2002a350,호남대학교,정보통신공학과,ENG,val,,,,,3,20,False,0.15,0.15,5.960464483090178e-09,admission_yield_ratio,admits / recruitment,low30,,,20,0.15,3,
OC2024_09207,SCH_a25c104d5945,한국방송통신대학교,경제학과,SOC,train,,,,,198,1284,False,0.1542056,0.1542056074766355,2.088947820277909e-09,admission_yield_ratio,admits / recruitment,low30,,,1284,0.1542056,198,
OC2024_08364,SCH_0a0f2352484e,조선대학교,자연과학계열,NAT,train,,,,,72,5,False,14.4,14.4,3.8146972691777137e-07,admission_yield_ratio,admits / recruitment,high30,,,5,14.4,72,
OC2024_06917,SCH_d9b848d6dac0,영남대학교,유럽언어문화학부,HUM,train,,,,,67,7,False,9.571428,9.571428571428571,2.7247837586230617e-07,admission_yield_ratio,admits / recruitment,high30,,,7,9.571428,67,
OC2024_09984,SCH_3a9f2002a350,호남대학교,문화예술체육대학,ART,val,,,,,58,16,False,3.625,3.625,0.0,admission_yield_ratio,admits / recruitment,high30,,,16,3.625,58,
OC2024_07262,SCH_89ea5df237fb,울산대학교,음악학부,ART,test,,,,,8,3,False,2.6666667,2.6666666666666665,7.947285984855057e-08,admission_yield_ratio,admits / recruitment,high30,,,3,2.6666667,8,
OC2024_09958,SCH_d9cc9b5ef13c,협성대학교,실용음악전공,ART,train,,,,,28,13,False,2.1538463,2.1538461538461537,1.1003934430320328e-07,admission_yield_ratio,admits / recruitment,high30,,,13,2.1538463,28,
OC2024_02764,SCH_ed1a93cb5155,국립한밭대학교,회계세무부동산학과,SOC,train,,,,,40,20,False,2.0,2.0,0.0,admission_yield_ratio,admits / recruitment,high30,,,20,2.0,40,
OC2024_08612,SCH_b8901e036949,청운대학교,경영학과,SOC,test,,,,,98,49,False,2.0,2.0,0.0,admission_yield_ratio,admits / recruitment,high30,,,49,2.0,98,
OC2024_06697,SCH_8c0fe037a811,연세대학교,건축공학(4년제),ENG,train,,,,,79,42,False,1.8809524,1.880952380952381,2.2706531321858847e-08,admission_yield_ratio,admits / recruitment,high30,,,42,1.8809524,79,
OC2024_04563,SCH_1a904381ffad,목원대학교,글로벌비즈니스학과,SOC,val,,,,,44,24,False,1.8333334,1.8333333333333333,3.9736429924275285e-08,admission_yield_ratio,admits / recruitment,high30,,,24,1.8333334,44,
OC2024_02752,SCH_ed1a93cb5155,국립한밭대학교,전기시스템공학과,ENG,train,,,,,19,11,False,1.7272727,1.7272727272727273,2.1674416261774354e-08,admission_yield_ratio,admits / recruitment,high30,,,11,1.7272727,19,
OC2024_05232,SCH_55457aeb7b89,서경대학교,광고홍보영상학과,SOC,train,,,,,45,30,False,1.5,1.5,0.0,admission_yield_ratio,admits / recruitment,high30,,,30,1.5,45,
OC2024_06622,SCH_c417cf41afe0,아주대학교,문화콘텐츠학과,HUM,test,,,,,45,30,False,1.5,1.5,0.0,admission_yield_ratio,admits / recruitment,high30,,,30,1.5,45,
OC2024_03747,SCH_ade07091689d,동국대학교,사회언론정보학부 미디어커뮤니케이션학전공,SOC,train,,,,,83,56,False,1.4821428,1.4821428571428572,5.108969558520471e-08,admission_yield_ratio,admits / recruitment,high30,,,56,1.4821428,83,
OC2024_05226,SCH_55457aeb7b89,서경대학교,경영학부,SOC,train,,,,,142,96,False,1.4791666,1.4791666666666667,3.9736429924275285e-08,admission_yield_ratio,admits / recruitment,high30,,,96,1.4791666,142,
OC2024_09122,SCH_2b2d636286f0,한경국립대학교,토목공학전공,ENG,test,,,,,31,21,False,1.4761904,1.4761904761904763,2.838316426334586e-08,admission_yield_ratio,admits / recruitment,high30,,,21,1.4761904,31,
OC2024_01872,SCH_6a3a99a48782,광주대학교,보건행정학부,SOC,train,,,,,66,45,False,1.4666667,1.4666666666666666,3.178914398382915e-08,admission_yield_ratio,admits / recruitment,high30,,,45,1.4666667,66,
OC2024_02748,SCH_ed1a93cb5155,국립한밭대학교,응용소프트웨어학과,ENG,train,,,,,17,12,False,1.4166666,1.4166666666666667,3.9736429924275285e-08,admission_yield_ratio,admits / recruitment,high30,,,12,1.4166666,17,
OC2024_08476,SCH_c4deb88e2c2a,중앙대학교,생명과학과,NAT,test,,,,,65,47,False,1.3829787,1.3829787234042554,4.565462163874656e-08,admission_yield_ratio,admits / recruitment,high30,,,47,1.3829787,65,
OC2024_08632,SCH_b8901e036949,청운대학교,컴퓨터공학과,ENG,test,,,,,69,50,False,1.38,1.38,4.76837147544984e-09,admission_yield_ratio,admits / recruitment,high30,,,50,1.38,69,
OC2024_08763,SCH_5d6eedf02da5,총신대학교,사회복지학과,SOC,train,,,,,45,33,False,1.3636364,1.3636363636363635,1.083720824190948e-08,admission_yield_ratio,admits / recruitment,high30,,,33,1.3636364,45,
OC2024_03764,SCH_ade07091689d,동국대학교,영화영상학과,ART,train,,,,,64,47,False,1.3617021,1.3617021276595744,4.3118253634233383e-08,admission_yield_ratio,admits / recruitment,high30,,,47,1.3617021,64,
OC2024_01857,SCH_6a3a99a48782,광주대학교,경영학과,SOC,train,,,,,42,31,False,1.3548387,1.3548387096774193,1.922730485937052e-08,admission_yield_ratio,admits / recruitment,high30,,,31,1.3548387,42,
OC2024_03723,SCH_ade07091689d,동국대학교,광고홍보학과,SOC,train,,,,,78,58,False,1.3448275,1.3448275862068966,5.343864706297552e-08,admission_yield_ratio,admits / recruitment,high30,,,58,1.3448275,78,
OC2024_01904,SCH_6a3a99a48782,광주대학교,한국어교육과,EDU,train,,,,,4,3,False,1.3333334,1.3333333333333333,3.9736429924275285e-08,admission_yield_ratio,admits / recruitment,high30,,,3,1.3333334,4,
OC2024_08497,SCH_c4deb88e2c2a,중앙대학교,화학과,NAT,test,,,,,49,37,False,1.3243244,1.3243243243243243,4.510621764985956e-08,admission_yield_ratio,admits / recruitment,high30,,,37,1.3243244,49,
OC2024_08489,SCH_c4deb88e2c2a,중앙대학교,응용통계학과,NAT,test,,,,,46,35,False,1.3142858,1.3142857142857143,4.0871756423754846e-08,admission_yield_ratio,admits / recruitment,high30,,,35,1.3142858,46,
OC2024_02732,SCH_ed1a93cb5155,국립한밭대학교,기계소재융합시스템공학과,ENG,train,,,,,26,20,False,1.3,1.3,4.768371586472142e-08,admission_yield_ratio,admits / recruitment,high30,,,20,1.3,26,
OC2024_05595,SCH_d0774c2b8283,서원대학교,웹툰콘텐츠학과,ART,train,,,,,51,40,False,1.275,1.275,2.3841857821338408e-08,admission_yield_ratio,admits / recruitment,high30,,,40,1.275,51,
OC2024_07201,SCH_08825e789819,울산과학기술원,반도체공학과,ENG,train,,,,,51,40,False,1.275,1.275,2.3841857821338408e-08,admission_yield_ratio,admits / recruitment,high30,,,40,1.275,51,
OC2024_06617,SCH_c417cf41afe0,아주대학교,국어국문학과,HUM,test,,,,,42,33,False,1.2727273,1.2727272727272727,2.1674416261774354e-08,admission_yield_ratio,admits / recruitment,high30,,,33,1.2727273,42,
OC2024_00669,SCH_708f797d9c02,건양대학교_제2캠퍼스,의학과,MED,test,,,,,0,1549,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,1549,,,0,0.0
OC2024_02994,SCH_bcc7b61d775b,남부대학교,한국어학과,HUM,train,,,,,0,3,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,3,,,0,0.0
OC2024_04736,SCH_31969f1e134f,백석대학교,문화예술학부 피아노전공,ART,train,,,,,0,1,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,1,,,0,0.0
OC2024_06868,SCH_d9b848d6dac0,영남대학교,관현악전공,ART,train,,,,,0,72,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,72,,,0,0.0
OC2024_06870,SCH_d9b848d6dac0,영남대학교,국악및작곡전공,ART,train,,,,,0,69,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,69,,,0,0.0
OC2024_06882,SCH_d9b848d6dac0,영남대학교,독일언어문화전공,HUM,train,,,,,0,162,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,162,,,0,0.0
OC2024_06885,SCH_d9b848d6dac0,영남대학교,무용학전공,ART,train,,,,,0,66,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,66,,,0,0.0
OC2024_06898,SCH_d9b848d6dac0,영남대학교,성악전공,ART,train,,,,,0,45,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,45,,,0,0.0
OC2024_06900,SCH_d9b848d6dac0,영남대학교,소프트웨어융합전공,ENG,train,,,,,0,363,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,363,,,0,0.0
OC2024_06915,SCH_d9b848d6dac0,영남대학교,영어통번역전공,HUM,train,,,,,0,117,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,117,,,0,0.0
OC2024_06922,SCH_d9b848d6dac0,영남대학교,응용중국어통번역전공,HUM,train,,,,,0,209,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,209,,,0,0.0
OC2024_06930,SCH_d9b848d6dac0,영남대학교,정보통신공학전공,ENG,train,,,,,0,399,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,399,,,0,0.0
OC2024_06940,SCH_d9b848d6dac0,영남대학교,체육학전공,ART,train,,,,,0,440,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,440,,,0,0.0
OC2024_06947,SCH_d9b848d6dac0,영남대학교,프랑스어문전공,HUM,train,,,,,0,147,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,147,,,0,0.0
OC2024_06948,SCH_d9b848d6dac0,영남대학교,피아노전공,ART,train,,,,,0,86,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,86,,,0,0.0
OC2024_09205,SCH_a25c104d5945,한국방송통신대학교,간호학과,MED,train,,,,,0,665,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,665,,,0,0.0
OC2024_09220,SCH_a25c104d5945,한국방송통신대학교,생활과학부 식품영양학전공,NAT,train,,,,,0,659,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,659,,,0,0.0
OC2024_09311,SCH_7d9bb36723df,한국외국어대학교,사학과,HUM,train,,,,,0,261,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,261,,,0,0.0
OC2024_09323,SCH_7d9bb36723df,한국외국어대학교,언어인지과학과,HUM,train,,,,,0,262,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,262,,,0,0.0
OC2024_09355,SCH_7d9bb36723df,한국외국어대학교,철학과,HUM,train,,,,,0,234,False,0.0,0.0,0.0,admit_per_applicant_ratio,admits / applicants,low30,,234,,,0,0.0
OC2024_09251,SCH_f035f77086f3,한국예술종합학교,연기과,ART,test,,,,,38,5144,False,0.0073872474,0.007387247278382581,1.2383838312451934e-10,admit_per_applicant_ratio,admits / applicants,low30,,5144,,,38,0.0073872474
OC2024_07784,SCH_4c7509a6907c,인하대학교,의예과,MED,train,,,,,52,6322,False,0.008225245,0.008225245175577349,2.2568588838034476e-10,admit_per_applicant_ratio,admits / applicants,low30,,6322,,,52,0.008225245
OC2024_09904,SCH_7b0a75e6cfe5,한양대학교(ERICA)_분교,실용음악학과,ART,val,,,,,33,3009,False,0.010967099,0.010967098703888335,4.0391357966629293e-10,admit_per_applicant_ratio,admits / applicants,low30,,3009,,,33,0.010967099
OC2024_00203,SCH_f11056a7ff4e,가톨릭대학교,약학과,MED,val,,,,,35,2797,False,0.0125134075,0.012513407222023596,2.8402508296665463e-10,admit_per_applicant_ratio,admits / applicants,low30,,2797,,,35,0.0125134075
OC2024_05264,SCH_55457aeb7b89,서경대학교,연기전공,ART,train,,,,,30,2278,False,0.013169447,0.013169446883230905,7.686068621837183e-11,admit_per_applicant_ratio,admits / applicants,low30,,2278,,,30,0.013169447
OC2024_05799,SCH_3475d2320701,성균관대학교,연기예술학과,ART,val,,,,,28,2109,False,0.0132764345,0.013276434329065908,1.744297848521592e-10,admit_per_applicant_ratio,admits / applicants,low30,,2109,,,28,0.0132764345
OC2024_02817,SCH_e4fe3edfd86a,국민대학교,연극전공,ART,test,,,,,21,1537,False,0.01366298,0.013662979830839297,1.0725055045457399e-10,admit_per_applicant_ratio,admits / applicants,low30,,1537,,,21,0.01366298
OC2024_06136,SCH_ecb0409798f9,수원대학교,연기예술,ART,train,,,,,27,1817,False,0.014859659,0.014859658778205834,1.1225076770871034e-10,admit_per_applicant_ratio,admits / applicants,low30,,1817,,,27,0.014859659
OC2024_06002,SCH_fa66da814b2a,세종대학교,영화예술학과,ART,val,,,,,46,2986,False,0.015405225,0.015405224380442064,2.5575502653196747e-10,admit_per_applicant_ratio,admits / applicants,low30,,2986,,,46,0.015405225
OC2024_03757,SCH_ade07091689d,동국대학교,약학과,MED,train,,,,,35,2211,False,0.015829941,0.015829941203075532,5.475890227368829e-11,admit_per_applicant_ratio,admits / applicants,low30,,2211,,,35,0.015829941
OC2024_06876,SCH_d9b848d6dac0,영남대학교,글로벌통번역학부,HUM,train,,,,,55,42,False,1.3095238,1.3095238095238095,1.1353265660929424e-08,admit_per_applicant_ratio,admits / applicants,high30,,42,,,55,1.3095238
OC2024_06917,SCH_d9b848d6dac0,영남대학교,유럽언어문화학부,HUM,train,,,,,67,66,False,1.0151515,1.0151515151515151,1.4449610841182903e-08,admit_per_applicant_ratio,admits / applicants,high30,,66,,,67,1.0151515
OC2024_01393,SCH_1f0dbf8ca0ee,경일대학교,전기전자융합학과,ENG,test,,,,,15,15,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,15,,,15,1.0
OC2024_05250,SCH_55457aeb7b89,서경대학교,물류유통경영학과,SOC,train,,,,,6,6,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,6,,,6,1.0
OC2024_06319,SCH_8c30e6ac4fbd,숭실대학교,벤처경영학과,SOC,train,,,,,4,4,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,4,,,4,1.0
OC2024_06321,SCH_8c30e6ac4fbd,숭실대학교,복지경영학과,SOC,train,,,,,5,5,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,5,,,5,1.0
OC2024_06350,SCH_8c30e6ac4fbd,숭실대학교,혁신경영학과,SOC,train,,,,,12,12,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,12,,,12,1.0
OC2024_06425,SCH_f20a031e8dce,신라대학교,기업경영학과,SOC,train,,,,,7,7,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,7,,,7,1.0
OC2024_07281,SCH_89ea5df237fb,울산대학교,한국어문학전공,HUM,test,,,,,2,2,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,2,,,2,1.0
OC2024_07406,SCH_f38e74825865,유원대학교,간호학과,MED,train,,,,,84,84,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,84,,,84,1.0
OC2024_07418,SCH_f38e74825865,유원대학교,물리치료학과,MED,train,,,,,35,35,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,35,,,35,1.0
OC2024_07425,SCH_f38e74825865,유원대학교,보건행정학과,SOC,train,,,,,20,20,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,20,,,20,1.0
OC2024_07430,SCH_f38e74825865,유원대학교,사회복지학부,SOC,train,,,,,90,90,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,90,,,90,1.0
OC2024_07435,SCH_f38e74825865,유원대학교,스포츠학부,ART,train,,,,,40,40,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,40,,,40,1.0
OC2024_07438,SCH_f38e74825865,유원대학교,와인사이언스학과,NAT,train,,,,,20,20,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,20,,,20,1.0
OC2024_07441,SCH_f38e74825865,유원대학교,응급구조학과,MED,train,,,,,30,30,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,30,,,30,1.0
OC2024_07447,SCH_f38e74825865,유원대학교,치위생학과,MED,train,,,,,31,31,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,31,,,31,1.0
OC2024_07735,SCH_4c7509a6907c,인하대학교,KLC학과,HUM,train,,,,,3,3,False,1.0,1.0,0.0,admit_per_applicant_ratio,admits / applicants,high30,,3,,,3,1.0
OC2024_06032,SCH_fa66da814b2a,세종대학교,호텔외식비즈니스학과,SOC,val,,,,,26,27,False,0.962963,0.9629629629629629,2.207579441471097e-08,admit_per_applicant_ratio,admits / applicants,high30,,27,,,26,0.962963
OC2024_04710,SCH_73f8f76d428c,배재대학교,직무한국어번역,HUM,train,,,,,37,39,False,0.94871795,0.9487179487179487,3.056648489874192e-09,admit_per_applicant_ratio,admits / applicants,high30,,39,,,37,0.94871795
OC2024_06357,SCH_55c52db9765e,신경주대학교,AI융합미디어창업학과,ART,train,,,,,40,43,False,0.9302326,0.9302325581395349,2.6336936076454265e-08,admit_per_applicant_ratio,admits / applicants,high30,,43,,,40,0.9302326
OC2024_09135,SCH_d4b90d7a1e57,한국공학대학교,글로벌융합공학과,ENG,train,,,,,24,26,False,0.9230769,0.9230769230769231,4.584972623788985e-09,admit_per_applicant_ratio,admits / applicants,high30,,26,,,24,0.9230769
OC2024_01371,SCH_1f0dbf8ca0ee,경일대학교,기계자동화융합학과,ENG,test,,,,,40,44,False,0.90909094,0.9090909090909091,2.7093020382729094e-08,admit_per_applicant_ratio,admits / applicants,high30,,44,,,40,0.90909094
OC2024_06091,SCH_406e2951a18f,송원대학교,한국어교육과,EDU,test,,,,,39,43,False,0.90697676,0.9069767441860465,1.5247699880482912e-08,admit_per_applicant_ratio,admits / applicants,high30,,43,,,39,0.90697676
OC2024_07118,SCH_a70179c6531f,우석대학교,스마트관광학과,SOC,val,,,,,29,32,False,0.90625,0.90625,0.0,admit_per_applicant_ratio,admits / applicants,high30,,32,,,29,0.90625
OC2024_06257,SCH_6dcfa062fdf0,순천향대학교,산업경영공학과,ENG,train,,,,,9,10,False,0.9,0.9,2.384185793236071e-08,admit_per_applicant_ratio,admits / applicants,high30,,10,,,9,0.9
OC2024_09198,SCH_d49a078a4713,한국기술교육대학교,기전융합공학과,ENG,train,,,,,35,39,False,0.8974359,0.8974358974358975,6.113296868726081e-09,admit_per_applicant_ratio,admits / applicants,high30,,39,,,35,0.8974359
OC2024_09197,SCH_d49a078a4713,한국기술교육대학교,기계설계공학과,ENG,train,,,,,26,29,False,0.8965517,0.896551724137931,4.11066514161007e-09,admit_per_applicant_ratio,admits / applicants,high30,,29,,,26,0.8965517
OC2024_06358,SCH_55c52db9765e,신경주대학교,AI전기자동차학과,ENG,train,,,,,40,45,False,0.8888889,0.8888888888888888,6.622738357719982e-09,admit_per_applicant_ratio,admits / applicants,high30,,45,,,40,0.8888889
OC2024_07111,SCH_a70179c6531f,우석대학교,산림조경원예학과,NAT,val,,,,,50,57,False,0.877193,0.8771929824561403,8.3655641303082e-09,admit_per_applicant_ratio,admits / applicants,high30,,57,,,50,0.877193
