column,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
analysis_year,3119.0,2024.0,0.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
selectivity_proxy_pct,3119.0,69.78448486328125,18.733320236206055,0.4926108419895172,4.30040864944458,32.0,61.5,72.83000183105469,82.5,93.92499847412108,97.75,100.0
a_rate_pct,3119.0,40.761741638183594,12.600777626037598,0.0,5.0,25.85797061920166,33.31360626220703,38.97385025024414,46.52197074890137,64.92852554321288,80.17573730468752,100.0
cd_rate_pct,3119.0,19.284557342529297,8.782949447631836,0.0,0.02112675994634625,5.235507583618165,13.207356929779053,19.767919540405273,24.877578735351562,32.18217048645019,40.0,100.0
f_rate_pct,3119.0,3.7132604122161865,8.163865089416504,0.0,0.0,0.0,0.8604101240634918,1.9128497838974,3.5378605127334595,10.487784576416004,48.573876647949255,100.0
employment_rate_pct,2355.0,60.63852310180664,15.231522560119629,0.0,22.494949340820312,35.0,50.63453674316406,61.224491119384766,70.96774291992188,85.46334075927734,95.65217590332031,100.0
health_employment_rate_pct,2355.0,53.06573486328125,16.760740280151367,0.0,11.61008358001709,25.0,42.553192138671875,53.33333206176758,63.911659240722656,80.53030395507812,93.72030639648438,100.0
progression_rate_pct,2376.0,9.737480163574219,13.270857810974121,0.0,0.0,0.0,0.0,4.0,14.285714149475098,39.28571319580078,55.55555725097656,100.0
vocational_college_progression_rate_pct,2376.0,0.05723441392183304,0.41986119747161865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2764229774475098,6.666666507720947
university_progression_rate_pct,2376.0,0.17234668135643005,0.7478501200675964,0.0,0.0,0.0,0.0,0.0,0.0,1.406093955039978,3.846153736114502,8.333333015441895
graduate_school_progression_rate_pct,2376.0,9.507895469665527,13.215315818786621,0.0,0.0,0.0,0.0,3.7441587448120117,14.285714149475098,39.15174865722656,55.017921447753906,100.0
domestic_progression_rate_pct,2376.0,9.658520698547363,13.21126937866211,0.0,0.0,0.0,0.0,3.846153736114502,14.285714149475098,39.15174865722656,54.904541015625,100.0
overseas_progression_rate_pct,2376.0,0.07896021753549576,0.5061453580856323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0539772510528564,6.666666507720947
match_score,3119.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
candidate_count,3119.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
admission_capacity_n,3119.0,46.98589291439564,33.92985717975673,0.0,0.0,15.0,29.0,39.0,55.0,112.09999999999991,191.28000000000065,280.0
recruitment_n,3119.0,52.38345623597307,36.8713563179174,0.0,10.0,19.0,31.0,42.0,60.0,123.0,208.0,308.0
