dataset,raw_value,standard_value,basis,confidence,approval_status
D01,순천향대학교 대학원,순천향대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,순천향대학교교육대학원,순천향대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,순천향대학교 건강과학대학원,순천향대학교건강과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,순천향대학교 법과학대학원,순천향대학교법과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,순천향대학교 미래융합대학원,순천향대학교미래융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,순천향대학교 창의라이프대학원,순천향대학교창의라이프대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교,숭실대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교 대학원,숭실대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교 경영대학원,숭실대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교 교육대학원,숭실대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교 기독교학대학원,숭실대학교기독교학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교 사회복지대학원,숭실대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교 정보과학대학원,숭실대학교정보과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교 중소기업대학원,숭실대학교중소기업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,숭실대학교 안전융합대학원,숭실대학교안전융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,신라대학교,신라대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,신라대학교 대학원,신라대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,신라대학교 교육대학원,신라대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,신라대학교 사회복지대학원,신라대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,신라대학교 상담치료대학원,신라대학교상담치료대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,신라대학교 공공안전정책대학원,신라대학교공공안전정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,신라대학교 산업융합대학원,신라대학교산업융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아신대학교,아신대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아신대학교 대학원,아신대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아신대학교 교육대학원,아신대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아신대학교 선교대학원,아신대학교선교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아신대학교 신학대학원,아신대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아신대학교 상담대학원,아신대학교상담대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아신대학교 복지대학원,아신대학교복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아신대학교 다문화교육복지대학원,아신대학교다문화교육복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교,아주대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교대학원,아주대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교경영대학원,아주대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교공공정책대학원,아주대학교공공정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교교육대학원,아주대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교국제대학원,아주대학교국제대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교 보건대학원,아주대학교보건대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교정보통신대학원,아주대학교정보통신대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교 임상치의학대학원,아주대학교임상치의학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교 공학대학원,아주대학교공학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교 법학전문대학원,아주대학교법학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교 교통·ITS대학원,아주대학교교통its대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교 IT융합대학원,아주대학교it융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,아주대학교 글로벌제약임상대학원,아주대학교글로벌제약임상대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,안양대학교,안양대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,안양대학교대학원,안양대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,안양대학교경영행정대학원,안양대학교경영행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,안양대학교 경영행정대학원,안양대학교경영행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,안양대학교교육대학원,안양대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,안양대학교신학대학원,안양대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,안양대학교 글로벌대학원,안양대학교글로벌대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,안양대학교 대신신학대학원,안양대학교대신신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교,연세대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 미래캠퍼스,연세대학교미래캠퍼스,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 대학원,연세대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 일반대학원,연세대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 경제대학원,연세대학교경제대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 교육대학원,연세대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 국제학대학원,연세대학교국제학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 법무대학원,연세대학교법무대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 보건대학원,연세대학교보건대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 보건환경대학원,연세대학교보건환경대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 사회복지대학원,연세대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 생활환경대학원,연세대학교생활환경대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 언론홍보대학원,연세대학교언론홍보대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 연합신학대학원,연세대학교연합신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 정보대학원,연세대학교정보대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 행정대학원,연세대학교행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 간호대학원,연세대학교간호대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 미래캠퍼스 보건과학대학원,연세대학교미래캠퍼스보건과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 경영전문대학원,연세대학교경영전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 공학대학원,연세대학교공학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 법학전문대학원,연세대학교법학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 정경대학원,연세대학교정경대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 커뮤니케이션대학원,연세대학교커뮤니케이션대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,연세대학교 정경·창업대학원,연세대학교정경창업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교,영남대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 일반대학원,영남대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 경영행정대학원,영남대학교경영행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 교육대학원,영남대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 공학대학원,영남대학교공학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 행정대학원,영남대학교행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 환경보건대학원,영남대학교환경보건대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 스포츠과학대학원,영남대학교스포츠과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 법학전문대학원,영남대학교법학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 문화예술디자인대학원,영남대학교문화예술디자인대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남대학교 박정희새마을대학원,영남대학교박정희새마을대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남신학대학교,영남신학대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남신학대학교대학원,영남신학대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남신학대학교사회복지대학원,영남신학대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남신학대학교신학대학원,영남신학대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남신학대학교 상담대학원,영남신학대학교상담대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남신학대학교 성서신학대학원,영남신학대학교성서신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남신학대학교 미래목회대학원,영남신학대학교미래목회대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영남신학대학교 통일선교대학원,영남신학대학교통일선교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,유원대학교,유원대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,유원대학교산업정보대학원,유원대학교산업정보대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,영산선학대학교,영산선학대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교,용인대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교일반대학원,용인대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교경영대학원,용인대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교교육대학원,용인대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교 문화예술대학원,용인대학교문화예술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교예술대학원,용인대학교예술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교체육과학대학원,용인대학교체육과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교 재활복지대학원,용인대학교재활복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교 스포츠과학대학원,용인대학교스포츠과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교재활보건과학대학원,용인대학교재활보건과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교 태권도대학원,용인대학교태권도대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교 문화재대학원,용인대학교문화재대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,용인대학교 스포츠웰니스산업대학원,용인대학교스포츠웰니스산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,우석대학교,우석대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,우석대학교 일반대학원,우석대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,우석대학교 교육대학원,우석대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,우석대학교 국방정책대학원,우석대학교국방정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,우석대학교 경영문화대학원,우석대학교경영문화대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,울산대학교,울산대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,울산대학교 대학원,울산대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,울산대학교 경영대학원,울산대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,울산대학교 교육대학원,울산대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,울산대학교 산업대학원,울산대학교산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,울산대학교 정책대학원,울산대학교정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교,원광대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교 대학원,원광대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교 교육대학원,원광대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교 경영대학원,원광대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교 행정대학원,원광대학교행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교 동양학대학원,원광대학교동양학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교 한의학전문대학원,원광대학교한의학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교 법학전문대학원,원광대학교법학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,원광대학교 보건·보완의학대학원,원광대학교보건보완의학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,위덕대학교,위덕대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,위덕대학교 대학원,위덕대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,위덕대학교 경영대학원,위덕대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,위덕대학교 교육대학원,위덕대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,위덕대학교 불교대학원,위덕대학교불교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,위덕대학교 사회복지대학원,위덕대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,을지대학교,을지대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,을지대학교 일반대학원,을지대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,을지대학교 보건복지대학원,을지대학교보건복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,을지대학교 임상간호대학원,을지대학교임상간호대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교,이화여자대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 대학원,이화여자대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 교육대학원,이화여자대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 국제대학원,이화여자대학교국제대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 디자인대학원,이화여자대학교디자인대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 사회복지대학원,이화여자대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 신학대학원,이화여자대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 정책과학대학원,이화여자대학교정책과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 통역번역대학원,이화여자대학교통역번역대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 공연예술대학원,이화여자대학교공연예술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 임상치의학대학원,이화여자대학교임상치의학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 경영전문대학원,이화여자대학교경영전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 법학전문대학원,이화여자대학교법학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 외국어교육특수대학원,이화여자대학교외국어교육특수대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 임상보건융합대학원,이화여자대학교임상보건융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 데이터사이언스대학원,이화여자대학교데이터사이언스대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,이화여자대학교 임상바이오헬스대학원,이화여자대학교임상바이오헬스대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인제대학교,인제대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인제대학교 일반대학원,인제대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인제대학교 경영대학원,인제대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인제대학교 교육대학원,인제대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인제대학교 보건대학원,인제대학교보건대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인제대학교 사회복지대학원,인제대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인제대학교 산업융합대학원,인제대학교산업융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인천가톨릭대학교,인천가톨릭대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인천가톨릭대학교대학원,인천가톨릭대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인천가톨릭대학교 일반대학원,인천가톨릭대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교,인하대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교대학원,인하대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교 경영대학원,인하대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교교육대학원,인하대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교 보건대학원,인하대학교보건대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교정책대학원,인하대학교정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교 공학대학원,인하대학교공학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교 법학전문대학원,인하대학교법학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교 상담심리대학원,인하대학교상담심리대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교 물류전문대학원,인하대학교물류전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,인하대학교 제조혁신전문대학원,인하대학교제조혁신전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,장로회신학대학교,장로회신학대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,장로회신학대학교 일반대학원,장로회신학대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,장로회신학대학교 교육대학원,장로회신학대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,장로회신학대학교 교회음악대학원,장로회신학대학교교회음악대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,장로회신학대학교 신학대학원,장로회신학대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,장로회신학대학교 목회전문대학원,장로회신학대학교목회전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,장로회신학대학교 기독교와사회대학원,장로회신학대학교기독교와사회대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,전주대학교,전주대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,전주대학교 일반대학원,전주대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,전주대학교 경영행정대학원,전주대학교경영행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,전주대학교 교육대학원,전주대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,전주대학교 선교신학대학원,전주대학교선교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,전주대학교 문화산업대학원,전주대학교문화산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,전주대학교 보건복지대학원,전주대학교보건복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,전주대학교 상담심리대학원,전주대학교상담심리대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,조선대학교,조선대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,조선대학교대학원,조선대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,조선대학교경영대학원,조선대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
