outcome_row_id,major7_mapping_method,major7_mapping_confidence,dept_name_raw,major7_evidence,split,major_group_7
OC2024_06992,unknown,unknown,동양조리전공 | 동양조리학과 | 동양조리전공,"no inherited, dictionary, or strict keyword evidence",test,
OC2024_06998,ambiguous,low,방송사진예술학과,"hits=ART,SOC; evidence=ART:사진/예술 | SOC:방송; ambiguous_token=False",test,
OC2024_07002,unknown,unknown,서양조리전공 | 서양조리학과 | 서양조리전공,"no inherited, dictionary, or strict keyword evidence",test,
OC2024_07013,ambiguous,low,웹툰영화학과,"hits=NAT,ART; evidence=NAT:화학 | ART:영화; ambiguous_token=False",test,
OC2024_07019,unknown,unknown,한・베트남통역전공,"no inherited, dictionary, or strict keyword evidence",test,
OC2024_07020,unknown,unknown,한국식품조리학과,"no inherited, dictionary, or strict keyword evidence",test,
OC2024_07024,unknown,unknown,헬스케어학과,"no inherited, dictionary, or strict keyword evidence",test,
OC2024_07421,unknown,unknown,미용학전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_07437,unknown,unknown,아동학전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_07584,ambiguous,low,휴먼기계바이오공학과 | 휴먼기계바이오공학부,"hits=ENG,NAT; evidence=ENG:기계/공학 | NAT:바이오; ambiguous_token=False",train,
OC2024_07879,ambiguous,low,자율전공학부 | 자율전공학부(4년),hits=ENG; evidence=ENG:공학; ambiguous_token=True,train,
OC2024_07993,ambiguous,low,생명공학부(생명자원소재공학전공) | 생명공학부(환경생명공학전공),"hits=ENG,NAT; evidence=ENG:공학 | NAT:환경; ambiguous_token=False",train,
OC2024_08024,ambiguous,low,융합기술공학부(IT융합기전공학전공) | 융합기술공학부(IT융합자동차공학전공) | 융합기술공학부(IT응용시스템공학전공),hits=ENG; evidence=ENG:자동차/공학/it; ambiguous_token=True,train,
OC2024_08051,ambiguous,low,토목/환경/자원․에너지공학부(자원․에너지공학전공) | 토목/환경/자원․에너지공학부(토목공학전공) | 토목/환경/자원․에너지공학부(환경공학전공),"hits=ENG,NAT; evidence=ENG:토목/에너지/공학 | NAT:환경; ambiguous_token=False",train,
OC2024_08186,ambiguous,low,복지상담학부 언어치료학전공,"hits=SOC,HUM; evidence=SOC:상담 | HUM:언어; ambiguous_token=False",test,
OC2024_08340,ambiguous,low,스마트이동체 융합시스템공학부 | 스마트이동체융합시스템공학부(자동차공학전공),hits=ENG; evidence=ENG:자동차/공학; ambiguous_token=True,train,
OC2024_08348,ambiguous,low,아시아언어문화학부 | 아시아언어문화학부(아랍어전공) | 아시아언어문화학부(중국어문화학전공) | 아시아언어문화학부(철학전공) | 아시아언어문화학부(아랍어전공) | 아시아언어문화학부(중국어문화학전공) | 아시아언어문화학부(철학전공),"hits=NAT,HUM; evidence=NAT:화학 | HUM:철학/언어; ambiguous_token=False",train,
OC2024_08389,ambiguous,low,휴먼융합서비스학부(문화산업전공) | 휴먼융합서비스학부(부동산비즈니스전공) | 휴먼융합서비스학부(스마트비즈니스전공),hits=SOC; evidence=SOC:부동산/비즈니스; ambiguous_token=True,train,
OC2024_08480,ambiguous,low,아시아문화학부(일본어문학전공) | 아시아문화학부(중국어문학전공),"hits=NAT,HUM; evidence=NAT:화학 | HUM:문학; ambiguous_token=False",test,
OC2024_08486,ambiguous,low,유럽문화학부(독일어문학전공) | 유럽문화학부(러시아어문학전공) | 유럽문화학부(프랑스어문학전공),"hits=NAT,HUM; evidence=NAT:화학 | HUM:문학/러시아; ambiguous_token=False",test,
OC2024_08503,ambiguous,low,글로벌예술학부(TV방송연예전공) | 글로벌예술학부(게임콘텐츠・애니메이션전공) | 글로벌예술학부(실용음악전공),"hits=ART,SOC; evidence=ART:음악/애니메이션/실용음악/예술/콘텐츠 | SOC:방송; ambiguous_token=False",test,
OC2024_08509,ambiguous,low,생명자원공학부(동물생명공학전공) | 생명자원공학부(식물생명공학전공) | 생명자원공학부(식물시스템과학전공),"hits=ENG,NAT; evidence=ENG:공학 | NAT:동물/과학; ambiguous_token=False",test,
OC2024_08589,ambiguous,low,헬스케어융합학부(인문사회) | 헬스케어융합학부(자연과학),"hits=NAT,HUM; evidence=NAT:과학 | HUM:인문; ambiguous_token=True",train,
OC2024_08699,ambiguous,low,에너지융합공학과,hits=ENG; evidence=ENG:에너지/공학; ambiguous_token=True,train,
OC2024_09009,ambiguous,low,ICT환경융합전공 | ICT환경융합학과,"hits=ENG,NAT; evidence=ENG:ict | NAT:환경; ambiguous_token=True",test,
OC2024_09273,unknown,unknown,Language & Diplomacy전공 | Language & Diplomacy학부 | Language & Diplomacy전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_09274,unknown,unknown,Language & Trade전공 | Language & Trade학부 | Language & Trade전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_09335,unknown,unknown,융합일본지역전공 | 융합일본지역학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_09351,unknown,unknown,중국외교통상전공 | 중국외교통상학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_09380,unknown,unknown,국가유산관리학과,"no inherited, dictionary, or strict keyword evidence",test,
OC2024_09508,ambiguous,low,창의융합교육원(공학) | 창의융합교육원(인문사회),"hits=ENG,EDU,HUM; evidence=ENG:공학 | EDU:교육 | HUM:인문; ambiguous_token=True",train,
OC2024_09755,ambiguous,low,소프트웨어융합학전공,hits=ENG; evidence=ENG:소프트웨어; ambiguous_token=True,train,
OC2024_09780,unknown,unknown,정책학전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_10173,ambiguous,low,디자인・예술경영학부 예술경영전공,"hits=ART,SOC; evidence=ART:디자인/예술 | SOC:경영; ambiguous_token=False",train,
OC2024_10199,ambiguous,low,건축공학부 건축디자인전공(5년제),"hits=ENG,ART; evidence=ENG:건축공학/공학 | ART:디자인; ambiguous_token=False",train,
OC2024_10208,ambiguous,low,바이오화학공학과,"hits=ENG,NAT; evidence=ENG:화학공학/공학 | NAT:화학/바이오; ambiguous_token=False",train,
OC2024_10210,unknown,unknown,상경학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_10211,ambiguous,low,상경학부 글로벌경영전공,"hits=ART,SOC; evidence=ART:영상 | SOC:경영; ambiguous_token=False",train,
OC2024_10216,unknown,unknown,자율전공(과기대),"no inherited, dictionary, or strict keyword evidence",train,
OC2024_10219,ambiguous,low,전자전기융합공학과,hits=ENG; evidence=ENG:전자/전기/공학; ambiguous_token=True,train,
