outcome_row_id,school_name_raw,campus_name_raw_x,dept_name_raw,campus_name_std_x,dept_norm_strict,dept_norm_suffix_reduced,headcount_row_id,campus_name_raw_y,campus_name_std_y,field_middle_name,field_small_name,candidate_count,match_method,match_status,match_score,match_evidence,candidate_preview,admission_capacity_n,recruitment_n,applicants_n,admits_n,enrolled_students_n,graduates_n
OC2024_04143,동신대학교,,안경광학과,unknown,안경광학과,안경광,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,안경광학과,,,,,,
OC2024_07106,우석대학교,,문예창작학과,unknown,문예창작학과,문예창작,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",문예창작학과 | 문예창작학과,,,,,,
OC2024_04119,동신대학교,,관광일본어학과,unknown,관광일본어학과,관광일본어,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,관광일본어학과,,,,,,
OC2024_08939,충북대학교,,수의학과,unknown,수의학과,수의,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,수의학과,,,,,,
OC2024_05732,성공회대학교,,사회과학부,unknown,사회과학부,사회과,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,사회과학부,,,,,,
OC2024_09895,한양대학교(ERICA)_분교,분교|ERICA,수리데이터사이언스학과,분교,수리데이터사이언스학과,수리데이터사이언스,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,수리데이터사이언스학과,,,,,,
OC2024_10085,호서대학교,,식품제약공학부,unknown,식품제약공학부,식품제약공,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,식품제약공학부,,,,,,
OC2024_01143,경상국립대학교,,약학과(2+4년제) | 약학과(6년제),unknown,약학과24년제약학과6년제,약학과24년제약학과6년제,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",약학과(6년제) | 약학과(2+4년제),,,,,,
OC2024_06908,영남대학교,,심리학과,unknown,심리학과,심리,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,심리학과,,,,,,
OC2024_07440,유원대학교,,유아교육과,unknown,유아교육과,유아교육,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",유아교육과 | 유아교육과,,,,,,
OC2024_04953,부산외국어대학교,,중동학부(아랍전공) | 중동학부(터키어전공),unknown,중동학부아랍전공중동학부터키어전공,중동학부아랍전공중동학부터키어,,,,,,3,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",중동학부(아랍전공) | 중동학부(터키어전공) | 중동학부,,,,,,
OC2024_09807,한양대학교,,경영학부,unknown,경영학부,경영,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",경영학부 | 경영학부,,,,,,
OC2024_07022,영산대학교(해운대),해운대,해운항공・드론물류학과,unknown,해운항공드론물류학과,해운항공드론물류,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",해운항공?드론물류학과 | 해운항공?드론물류학과,,,,,,
OC2024_09497,한남대학교,,회계학과,unknown,회계학과,회계,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",회계학과 | 회계학과,,,,,,
OC2024_08608,창신대학교,,항공서비스학과,unknown,항공서비스학과,항공서비스,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,항공서비스학과,,,,,,
OC2024_06993,영산대학교(해운대),해운대,디자인학부,unknown,디자인학부,디자인,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",디자인학부 | 디자인학부,,,,,,
OC2024_07142,우석대학교,,컴퓨터공학과 | 컴퓨터공학부 | 컴퓨터공학과,unknown,컴퓨터공학과컴퓨터공학부컴퓨터공학과,컴퓨터공학과컴퓨터공학부컴퓨터공,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",컴퓨터공학과 | 컴퓨터공학부,,,,,,
OC2024_04593,목원대학교,,소방안전학부 인명구조전공,unknown,소방안전학부인명구조전공,소방안전학부인명구조,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,소방안전학부 인명구조전공,,,,,,
OC2024_06967,영산대학교(양산)_제2캠퍼스,제2캠퍼스|양산,기계설계학과 | 기계설계전공,제2캠퍼스,기계설계학과기계설계전공,기계설계학과기계설계,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",기계설계전공 | 기계설계학과,,,,,,
OC2024_07011,영산대학교(해운대),해운대,웰빙조리창업학과,unknown,웰빙조리창업학과,웰빙조리창업,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,웰빙조리창업학과,,,,,,
OC2024_01470,경희대학교,,의상학과,unknown,의상학과,의상,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,의상학과,,,,,,
OC2024_05107,상지대학교,,글로벌항공서비스학과,unknown,글로벌항공서비스학과,글로벌항공서비스,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,글로벌항공서비스학과,,,,,,
OC2024_00545,건국대학교,,컴퓨터공학과 | 컴퓨터공학부,unknown,컴퓨터공학과컴퓨터공학부,컴퓨터공학과컴퓨터공,,,,,,3,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",컴퓨터공학과 | 컴퓨터공학부 | 컴퓨터공학과,,,,,,
OC2024_03200,대구가톨릭대학교,,생명공학과,unknown,생명공학과,생명공,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,생명공학과,,,,,,
OC2024_09467,한남대학교,,신소재공학과,unknown,신소재공학과,신소재공,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",신소재공학과 | 신소재공학과,,,,,,
OC2024_02713,국립한국해양대학교,,해양경영경제학부(경제전공) | 해양경영경제학부(국제무역전공) | 해양경영경제학부(해양정보・금융전공) | 해양경영경제학부(해운경영전공),unknown,해양경영경제학부경제전공해양경영경제학부국제무역전공해양경영경제학부해양정보금융전공해양경영경제학부해운경영전공,해양경영경제학부경제전공해양경영경제학부국제무역전공해양경영경제학부해양정보금융전공해양경영경제학부해운경영,,,,,,4,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",해양경영경제학부(해운경영전공) | 해양경영경제학부(해양정보?금융전공) | 해양경영경제학부(경제전공) | 해양경영경제학부(국제무역전공),,,,,,
OC2024_02996,남부대학교,,호텔조리학과,unknown,호텔조리학과,호텔조리,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,호텔조리학과,,,,,,
OC2024_00362,강원대학교,,에너지자원공학전공,unknown,에너지자원공학전공,에너지자원공학,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",에너지자원공학전공 | 에너지?자원공학전공,,,,,,
OC2024_01735,고신대학교,,식품영양학과 | 식품영양학부 | 식품영양학과,unknown,식품영양학과식품영양학부식품영양학과,식품영양학과식품영양학부식품영양,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",식품영양학과 | 식품영양학부,,,,,,
OC2024_00670,건양대학교_제2캠퍼스,제2캠퍼스,의공학부 | 의공학과,제2캠퍼스,의공학부의공학과,의공학부의공,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",의공학과 | 의공학부,,,,,,
OC2024_05605,서원대학교,,패션의류학과,unknown,패션의류학과,패션의류,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,패션의류학과,,,,,,
OC2024_10076,호서대학교,,생명공학전공,unknown,생명공학전공,생명공학,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,생명공학전공,,,,,,
OC2024_07115,우석대학교,,소방방재학과,unknown,소방방재학과,소방방재,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,소방방재학과,,,,,,
OC2024_05123,상지대학교,,보건의료경영전공 | 보건의료경영학과,unknown,보건의료경영전공보건의료경영학과,보건의료경영전공보건의료경영,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",보건의료경영학과 | 보건의료경영전공,,,,,,
OC2024_01939,광주여자대학교,,항공서비스학과 | 항공서비스학부 | 항공서비스학부,unknown,항공서비스학과항공서비스학부항공서비스학부,항공서비스학과항공서비스학부항공서비스,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",항공서비스학과 | 항공서비스학부,,,,,,
OC2024_01448,경희대학교,,스포츠의학과,unknown,스포츠의학과,스포츠의,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",스포츠의학과 | 스포츠의학과,,,,,,
OC2024_07655,인천가톨릭대학교_제2캠퍼스,제2캠퍼스,환경조각과,제2캠퍼스,환경조각과,환경조각,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,환경조각과,,,,,,
OC2024_00601,건국대학교(글로컬)_분교,분교|글로컬,실내디자인전공 | 실내디자인학과,분교,실내디자인전공실내디자인학과,실내디자인전공실내디자인,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",실내디자인전공 | 실내디자인학과,,,,,,
OC2024_06679,안양대학교_제2캠퍼스,제2캠퍼스,게임콘텐츠학과,제2캠퍼스,게임콘텐츠학과,게임콘텐츠,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,게임콘텐츠학과,,,,,,
OC2024_03837,동국대학교(WISE)_분교,분교|WISE,의생명공학전공,분교,의생명공학전공,의생명공학,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,의생명공학전공,,,,,,
OC2024_07004,영산대학교(해운대),해운대,시각영상디자인학과 | 시각영상디자인전공,unknown,시각영상디자인학과시각영상디자인전공,시각영상디자인학과시각영상디자인,,,,,,4,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",시각영상디자인전공 | 시각영상디자인학과 | 시각영상디자인전공 | 시각영상디자인학과,,,,,,
OC2024_02680,국립한국교통대학교,,커뮤니케이션디자인전공 | 커뮤니케이션디자인학과,unknown,커뮤니케이션디자인전공커뮤니케이션디자인학과,커뮤니케이션디자인전공커뮤니케이션디자인,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",커뮤니케이션디자인학과 | 커뮤니케이션디자인전공,,,,,,
OC2024_04301,동양대학교,,안전공학부,unknown,안전공학부,안전공,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",안전공학부 | 안전공학부,,,,,,
OC2024_10117,호원대학교,,K-POP학과 | K-POP학부,unknown,kpop학과kpop학부,kpop학과kpop,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",K-POP학과 | K-POP학부,,,,,,
OC2024_04355,동의대학교,,라이프생활문화학전공,unknown,라이프생활문화학전공,라이프생활문화학,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,라이프생활문화학전공,,,,,,
OC2024_06710,연세대학교,,글로벌기초교육학부,unknown,글로벌기초교육학부,글로벌기초교육,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,글로벌기초교육학부,,,,,,
OC2024_08384,조선대학교,,행정복지학부 | 행정복지학부(사회복지학전공) | 행정복지학부(행정학전공),unknown,행정복지학부행정복지학부사회복지학전공행정복지학부행정학전공,행정복지학부행정복지학부사회복지학전공행정복지학부행정학,,,,,,3,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",행정복지학부(사회복지학전공) | 행정복지학부 | 행정복지학부(행정학전공),,,,,,
OC2024_09452,한남대학교,,법학전공,unknown,법학전공,법학,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",법학전공 | 법학전공,,,,,,
OC2024_00667,건양대학교_제2캠퍼스,제2캠퍼스,안경광학과,제2캠퍼스,안경광학과,안경광,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,안경광학과,,,,,,
OC2024_08014,전북대학교,,아동학과(인문사회),unknown,아동학과인문사회,아동학과인문사회,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",아동학과 | 아동학과(인문사회),,,,,,
OC2024_01137,경상국립대학교,,식물의학과,unknown,식물의학과,식물의,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,식물의학과,,,,,,
OC2024_03780,동국대학교,,컴퓨터공학전공,unknown,컴퓨터공학전공,컴퓨터공학,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",컴퓨터공학전공 | 컴퓨터공학전공,,,,,,
OC2024_07088,용인대학교,,회화학과,unknown,회화학과,회화,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,회화학과,,,,,,
OC2024_08523,중앙승가대학교,,선명상상담학전공,unknown,선명상상담학전공,선명상상담학,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,선명상상담학전공,,,,,,
OC2024_05341,서울대학교,,건축학과 | 건축학과(건축공학전공),unknown,건축학과건축학과건축공학전공,건축학과건축학과건축공학,,,,,,2,manual_pending,manual_pending,1.0,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",건축학과 | 건축학과(건축공학전공),,,,,,
OC2024_04007,동명대학교,,의용공학과,unknown,의용공학과,의용공,,,,,,1,manual_pending,manual_pending,1.0,fuzzy candidates need manual review,의용공학과,,,,,,
OC2024_04465,명지대학교,,공간디자인학과,unknown,공간디자인학과,공간디자인,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_07526,이화여자대학교,,산업디자인전공,unknown,산업디자인전공,산업디자인,,,,,,146,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 국어국문학전공 | 중어중문학과 | 중어중문학전공 | 영어영문학부,,,,,,
OC2024_06816,연세대학교(미래)_분교,분교|미래,물리치료학과,분교,물리치료학과,물리치료,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_04528,명지대학교_제2캠퍼스,제2캠퍼스,영어영문학과,제2캠퍼스,영어영문학과,영어영문,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_01705,고려대학교(세종)_분교,분교|세종,영미학전공,분교,영미학전공,영미학,,,,,,81,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,,,,,,
OC2024_06810,연세대학교(미래)_분교,분교|미래,동아시아국제학부,분교,동아시아국제학부,동아시아국제,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_02029,국립경국대학교,,법학과,unknown,법학과,법학,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_02007,국립경국대학교,,경제학과,unknown,경제학과,경제,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_10212,홍익대학교_제2캠퍼스,제2캠퍼스,상경학부 금융보험학전공,제2캠퍼스,상경학부금융보험학전공,상경학부금융보험학,,,,,,0,unmatched,unmatched,,school exists but no candidate remains after explicit campus suffix filtering,,,,,,,
OC2024_06805,연세대학교(미래)_분교,분교|미래,국어국문학전공,분교,국어국문학전공,국어국문학,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_06141,수원대학교,,외식경영,unknown,외식경영,외식경영,,,,,,87,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학 | 일어일문학 | 중어중문학 | 영어영문학 | 러시아어문학,,,,,,
OC2024_04513,명지대학교_제2캠퍼스,제2캠퍼스,미용예술학과,제2캠퍼스,미용예술학과,미용예술,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_06848,연세대학교(미래)_분교,분교|미래,친환경에너지공학전공,분교,친환경에너지공학전공,친환경에너지공학,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_08201,제주국제대학교,,체육학부 공연예술학전공,unknown,체육학부공연예술학전공,체육학부공연예술학,,,,,,42,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,중일언어문화학과 | 심리상담학과 | 스포츠산업학과 | 기타모집단위 | 호텔관광경영학과,,,,,,
OC2024_06811,연세대학교(미래)_분교,분교|미래,디자인예술학부,분교,디자인예술학부,디자인예술,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_02046,국립경국대학교,,원예육종학과,unknown,원예육종학과,원예육종,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_04475,명지대학교,,반도체공학과,unknown,반도체공학과,반도체공,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_03402,대구한의대학교,,글로벌디지털비즈니스전공,unknown,글로벌디지털비즈니스전공,글로벌디지털비즈니스,,,,,,157,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,일본어과 | 중국어과 | TESOL영어과 | 상담심리전공 | 상담심리학과,,,,,,
OC2024_04467,명지대학교,,국제학부,unknown,국제학부,국제,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_06832,연세대학교(미래)_분교,분교|미래,시각디자인학전공,분교,시각디자인학전공,시각디자인학,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_04466,명지대학교,,교통공학과,unknown,교통공학과,교통공,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_02036,국립경국대학교,,스마트모빌리티공학과,unknown,스마트모빌리티공학과,스마트모빌리티공,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_04500,명지대학교_제2캠퍼스,제2캠퍼스,국어국문학과,제2캠퍼스,국어국문학과,국어국문,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_06821,연세대학교(미래)_분교,분교|미래,반도체인프라및환경융합공학전공,분교,반도체인프라및환경융합공학전공,반도체인프라및환경융합공학,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_05965,세종대학교,,국제통상전공,unknown,국제통상전공,국제통상,,,,,,108,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 일어일문학과 | 일어일문학전공/국제학부 | 영어영문학과 | 영어영문학전공/국제학부,,,,,,
OC2024_01679,고려대학교(세종)_분교,분교|세종,데이터계산과학전공,분교,데이터계산과학전공,데이터계산과학,,,,,,81,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,,,,,,
OC2024_06826,연세대학교(미래)_분교,분교|미래,산업디자인학전공,분교,산업디자인학전공,산업디자인학,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_04516,명지대학교_제2캠퍼스,제2캠퍼스,복지경영학과,제2캠퍼스,복지경영학과,복지경영,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_03535,대전대학교,,방송공연예술학과,unknown,방송공연예술학과,방송공연예술,,,,,,90,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문창작학과 | 국어국문창작학전공 | 일어일문학과 | 일본언어문화전공 | 비즈니스일본어학과,,,,,,
OC2024_02051,국립경국대학교,,응용화학과,unknown,응용화학과,응용화,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_01704,고려대학교(세종)_분교,분교|세종,약학과,분교,약학과,약학,,,,,,81,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,,,,,,
OC2024_04010,동명대학교,,자율운항시스템전공,unknown,자율운항시스템전공,자율운항시스템,,,,,,119,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,Dept. of Global Korean Studies | 한국어교육다문화학과 | 글로벌문화콘텐츠학과 | 상담심리학과 | 상담?임상심리학과,,,,,,
OC2024_01711,고려대학교(세종)_분교,분교|세종,전자·기계융합공학과,분교,전자기계융합공학과,전자기계융합공,,,,,,81,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,,,,,,
OC2024_06852,연세대학교(미래)_분교,분교|미래,패키징및물류학전공,분교,패키징및물류학전공,패키징및물류학,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_01684,고려대학교(세종)_분교,분교|세종,디지털경영전공,분교,디지털경영전공,디지털경영,,,,,,81,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,,,,,,
OC2024_03486,대구한의대학교,,한국문화산업전공,unknown,한국문화산업전공,한국문화산업,,,,,,157,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,일본어과 | 중국어과 | TESOL영어과 | 상담심리전공 | 상담심리학과,,,,,,
OC2024_02045,국립경국대학교,,원예・생약융합학부,unknown,원예생약융합학부,원예생약융합,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_10201,홍익대학교_제2캠퍼스,제2캠퍼스,게임학부 게임소프트웨어전공(공학계),제2캠퍼스,게임학부게임소프트웨어전공공학계,게임학부게임소프트웨어전공공학계,,,,,,0,unmatched,unmatched,,school exists but no candidate remains after explicit campus suffix filtering,,,,,,,
OC2024_06828,연세대학교(미래)_분교,분교|미래,생명과학기술학부,분교,생명과학기술학부,생명과학기술,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_05753,성균관대학교,,AI융합운영전공,unknown,ai융합운영전공,ai융합운영,,,,,,103,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 중어중문학과 | 한문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_04489,명지대학교,,체육학부,unknown,체육학부,체육,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_04525,명지대학교_제2캠퍼스,제2캠퍼스,아동보육상담학과,제2캠퍼스,아동보육상담학과,아동보육상담,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_09780,한신대학교,,정책학전공,unknown,정책학전공,정책학,,,,,,117,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 문예창작학과 | 문예창작학 | 한국어문학 | 중국어문화학과,,,,,,
OC2024_02011,국립경국대학교,,금속신소재공학전공,unknown,금속신소재공학전공,금속신소재공학,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_01676,고려대학교(세종)_분교,분교|세종,국제스포츠학부,분교,국제스포츠학부,국제스포츠,,,,,,81,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,,,,,,
OC2024_01830,광주과학기술원,,기계로봇공학부,unknown,기계로봇공학부,기계로봇공,,,,,,9,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,기초교육학부 | 기계공학부 | 전기전자컴퓨터공학부 | 반도체공학과 | 신소재공학부,,,,,,
OC2024_04533,명지대학교_제2캠퍼스,제2캠퍼스,융합예술실용음악학과,제2캠퍼스,융합예술실용음악학과,융합예술실용음악,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_06815,연세대학교(미래)_분교,분교|미래,물리및공학물리학전공,분교,물리및공학물리학전공,물리및공학물리학,,,,,,122,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,국어국문학과 | 한국언어문화교육전공 | 중어중문학과 | 영어영문학과 | 독어독문학과,,,,,,
OC2024_02020,국립경국대학교,,멀티미디어공학과,unknown,멀티미디어공학과,멀티미디어공,,,,,,0,unmatched,unmatched,,no D01 v2 eligible candidate under normalized school,,,,,,,
OC2024_08186,제주국제대학교,,복지상담학부 언어치료학전공,unknown,복지상담학부언어치료학전공,복지상담학부언어치료학,,,,,,42,unmatched,unmatched,,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,중일언어문화학과 | 심리상담학과 | 스포츠산업학과 | 기타모집단위 | 호텔관광경영학과,,,,,,
OC2024_01665,고려대학교(세종)_분교,분교|세종,경영학부,분교,경영학부,경영,HC2_2024_10023,본교(제1캠퍼스),본교_제1캠퍼스,경영ㆍ경제,경영학,1,exact_token_unique,auto_high_confidence,1.0,school+campus+suffix-reduced exact unique,경영학과,320,384,2416,385,2777,424
OC2024_03092,단국대학교_제2캠퍼스,제2캠퍼스,뉴뮤직학부,제2캠퍼스,뉴뮤직학부,뉴뮤직,HC2_2024_11743,본교(제2캠퍼스),본교_제2캠퍼스,음악,기타음악,1,exact_token_unique,auto_high_confidence,1.0,school+campus+suffix-reduced exact unique,뉴뮤직과,0,0,0,0,232,36
